,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,13.9,22.0,23.0,28.1,30.1,28.3,26.3,24.8,,,28.8,27.8,26.7,26.1,27.5,26.8,26.3,28.3,26.6,21.7
Earnings per Share,0.55,0.34,4.53,1.36,1.29,1.18,1.07,1.47,,,0.39,0.37,0.13,0.18,0.32,0.76,0.22,0.21,0.57,0.12
Revenue per Share,6.50,12.4,19.5,19.7,20.6,27.1,21.3,17.5,,,7.24,5.21,4.10,4.40,4.51,4.30,4.24,4.45,3.28,2.89
Dividend per Share,0.34,0.34,0.39,0.55,0.65,0.50,0.50,0.50,,,0.25,0.00,0.25,,0.20,0.00,0.30,,0.20,0.00
Capital Expenditures per Share,1.19,1.74,1.70,0.83,0.98,1.11,0.54,1.50,,,0.29,0.11,0.071,0.064,0.85,0.40,0.20,0.65,0.37,0.27
Book Value per Share,3.77,4.85,9.77,11.3,12.1,12.7,13.9,15.0,,,12.9,13.1,13.9,13.9,13.8,14.8,15.0,15.2,16.7,16.1
Price to Earnings Ratio,13.6,71.5,3.53,20.3,17.5,23.1,23.9,17.3,,,29.7,22.7,23.9,25.0,26.7,18.6,17.3,17.8,13.3,17.7
Price to Book Value Ratio,2.04,5.13,1.63,2.20,2.11,2.15,1.74,1.67,,,2.17,2.03,1.74,1.72,1.97,1.68,1.67,1.95,1.37,1.18
EV to EBITDA,-62.7,33.9,15.5,25.8,40.3,35.0,38.5,51.6,,,45.3,33.5,38.5,35.6,49.4,54.9,51.6,61.6,103.9,187.1
Dividend Payout Ratio,62.4%,99.1%,8.7%,40.6%,50.2%,42.3%,46.8%,34.0%,,,25.8%,0.0%,23.4%,,20.1%,0.0%,20.4%,,11.4%,0.0%
Common Shares Outstanding,"1,694","1,694","1,694","1,694","1,694","1,694","1,694","1,694",,,"1,694","1,694","1,694","1,694","1,694","1,694","1,694","1,694","1,694","1,694"
Total Revenue,"11,012","21,010","33,064","33,353","34,912","45,864","36,126","29,564",,,"12,262","8,828","6,938","7,452","7,634","7,290","7,187","7,546","5,564","4,889"
"Cost of Revenue, Total","10,368","18,457","29,233","29,827","31,986","42,530","33,088","26,976",,,"11,247","8,071","6,328","6,801","6,979","6,634","6,562","6,835","5,051","4,396"
Gross Profit,643.7,"2,554","3,831","3,525","2,926","3,334","3,038","2,588",,,"1,014",756.8,609.6,651.1,655.1,656.9,625.1,711.1,512.8,493.1
"Selling/General/Administrative Expenses, Total","1,461","1,571","1,505","1,475","1,759","1,781","2,131","1,985",,,500.0,487.8,729.8,415.0,475.2,511.3,583.3,524.4,746.5,669.3
Operating Income,-817.4,982.2,"2,326","2,050","1,168","1,553",906.6,603.4,,,514.5,269.0,-120.2,236.1,179.9,145.6,41.8,186.7,-233.7,-176.1
Net Income,927.4,583.9,"7,674","2,296","2,193","2,002","1,810","2,494",,,668.5,625.2,214.5,301.7,541.4,"1,283",367.7,355.5,961.0,205.3
EBITDA,-400.9,"1,424","3,007","3,020","2,131","2,488","1,885","1,299",,,754.7,512.3,129.7,475.7,339.7,303.5,179.8,317.6,-93.1,-65.9
Gross Profit Margin,5.8%,12.2%,11.6%,10.6%,8.4%,7.3%,8.4%,8.8%,,,8.3%,8.6%,8.8%,8.7%,8.6%,9.0%,8.7%,9.4%,9.2%,10.1%
Operating Margin,-7.4%,4.7%,7.0%,6.1%,3.3%,3.4%,2.5%,2.0%,,,4.2%,3.0%,-1.7%,3.2%,2.4%,2.0%,0.6%,2.5%,-4.2%,-3.6%
Net Profit Margin,8.4%,2.8%,23.2%,6.9%,6.3%,4.4%,5.0%,8.4%,,,5.5%,7.1%,3.1%,4.0%,7.1%,17.6%,5.1%,4.7%,17.3%,4.2%
Return on Assets,2.8%,1.3%,12.5%,3.0%,2.5%,2.1%,2.1%,3.1%,,,1.8%,2.3%,2.3%,2.3%,2.1%,2.8%,2.9%,3.0%,3.3%,2.1%
Return on Equity,14.5%,7.1%,46.4%,12.0%,10.7%,9.3%,7.7%,9.8%,,,3.1%,2.8%,0.9%,1.3%,2.3%,5.1%,1.4%,1.4%,3.4%,0.8%
Return on Total Capital,4.2%,2.2%,19.1%,4.7%,3.7%,3.2%,3.6%,4.9%,,,2.6%,3.9%,3.6%,3.7%,3.4%,4.6%,4.9%,4.9%,4.6%,3.1%
SG&A to Sale,13.3%,7.5%,4.6%,4.4%,5.0%,3.9%,5.9%,6.7%,,,4.1%,5.5%,10.5%,5.6%,6.2%,7.0%,8.1%,6.9%,13.4%,13.7%
Depreciation & Amortisation,416.4,442.0,681.5,969.8,963.0,935.4,978.0,695.3,,,240.2,243.2,249.9,239.6,159.8,157.9,138.0,130.9,140.6,110.2
Tax Rate,37.6%,32.4%,16.6%,12.7%,16.9%,3.7%,4.7%,5.3%,,,4.4%,2.7%,11.7%,7.9%,6.6%,2.8%,9.5%,10.5%,1.0%,16.9%
Current Ratio,1.53,1.27,1.39,1.49,1.47,1.14,1.13,0.91,,,1.21,1.14,1.13,1.03,0.95,0.91,0.91,0.87,1.49,1.42
Quick Ratio,0.98,0.71,0.73,0.65,0.65,0.43,0.54,0.43,,,0.57,0.43,0.54,0.45,0.40,0.43,0.43,0.38,0.92,0.77
Days Inventory Outstanding,24.2,23.1,23.7,67.7,121.8,66.8,33.9,28.0,,,30.7,31.3,36.5,35.7,34.7,21.2,10.1,8.58,6.77,6.82
Days Sale Outstanding,436.4,275.4,221.3,204.6,207.3,92.0,114.5,148.6,,,120.0,101.4,114.5,108.7,134.8,161.6,148.6,133.0,274.6,244.9
Days Payable Outstanding,58.1,68.2,67.6,67.4,58.4,39.3,40.7,55.5,,,49.6,55.3,45.5,37.5,46.5,61.1,66.6,63.9,61.1,50.8
Cash Conversion Cycle,302.0,180.5,149.0,220.6,263.9,157.6,112.1,107.3,,,81.2,89.2,107.9,111.6,113.9,104.0,99.6,86.2,161.1,237.9
Debt to Asset Ratio,0.82,0.83,0.77,0.76,0.78,0.77,0.70,0.69,,,0.75,0.71,0.70,0.69,0.71,0.70,0.69,0.69,0.69,0.68
Debt to Equity Ratio,4.71,5.20,3.33,3.21,3.53,3.40,2.36,2.27,,,3.11,2.51,2.36,2.31,2.47,2.39,2.27,2.28,2.30,2.18
Interest Coverage Ratio,,0.69,1.51,1.40,0.76,1.33,0.65,0.48,,,1.48,0.80,,0.76,0.55,0.47,0.14,0.65,,
Cash and Short Term Investments,"4,959","5,553","5,393","5,949","4,738","12,537","8,897","8,934",,,"7,440","9,098","8,897","7,901","8,890","9,727","8,934","9,740","13,429","10,231"
"Total Receivables, Net","13,166","15,850","20,050","18,697","19,825","11,565","11,331","12,034",,,"12,007","10,221","11,331","10,566","11,398","12,982","12,034","10,810","20,757","16,897"
Total Inventory,"1,027","1,305","2,496","8,562","12,787","2,775","3,376",763.5,,,"2,544","3,246","3,376","2,973","2,378",724.0,763.5,506.5,423.8,429.9
