,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.15,3.35,5.48,5.79,5.73,6.41,4.36,3.72,,,7.08,6.41,4.71,4.81,4.64,3.48,3.32,3.64,4.13,3.91
Earnings per Share,0.14,0.041,0.20,0.30,0.30,0.14,0.25,0.41,,,0.074,0.049,0.041,0.18,0.010,0.032,0.18,0.051,0.14,0.059
Revenue per Share,1.08,1.18,1.30,1.07,1.06,1.05,1.14,1.14,,,0.30,0.25,0.28,0.32,0.29,0.23,0.37,0.34,0.46,0.44
Dividend per Share,0.14,0.079,0.15,0.28,0.19,0.11,0.11,0.15,,,0.029,0.00,0.080,,,0.050,0.10,,,
Capital Expenditures per Share,0.025,1.56,0.67,0.28,0.056,1.28,0.90,0.88,,,0.043,0.15,0.53,0.21,0.28,0.14,0.30,1.00,2.48,0.46
Book Value per Share,1.16,1.19,1.32,1.66,1.65,2.27,2.52,2.79,,,2.41,2.41,2.52,2.67,2.54,2.64,2.79,2.87,2.95,3.05
Price to Earnings Ratio,11.8,61.6,14.0,21.5,15.6,44.9,16.6,7.21,,,81.8,49.1,16.6,12.7,15.2,11.8,7.24,10.8,9.97,8.65
Price to Book Value Ratio,1.48,2.44,2.21,3.34,2.74,2.74,1.55,1.18,,,2.78,2.25,1.55,1.82,1.39,1.00,1.18,1.23,1.36,1.20
EV to EBITDA,6.27,20.1,9.20,13.9,11.1,18.2,21.4,18.2,,,29.6,28.7,21.4,19.3,21.6,20.5,18.2,21.7,23.1,16.1
Dividend Payout Ratio,98.1%,193.1%,73.5%,92.6%,65.5%,76.2%,43.9%,36.8%,,,36.2%,0.0%,32.4%,,,19.1%,24.6%,,,
Common Shares Outstanding,585.3,585.3,596.0,836.0,836.0,836.0,836.0,921.6,,,836.0,836.0,836.0,836.0,836.0,836.0,921.6,921.6,921.6,921.6
Total Revenue,634.9,691.2,772.0,896.3,890.0,879.9,955.4,"1,052",,,249.5,210.2,231.2,270.1,243.8,194.6,343.1,310.5,427.2,402.3
"Cost of Revenue, Total",496.1,521.8,484.4,498.7,477.1,468.8,510.1,571.1,,,128.4,101.3,137.1,137.7,134.6,110.7,188.1,198.7,219.9,216.4
Gross Profit,138.8,169.4,287.6,397.6,412.9,411.1,445.3,480.5,,,121.1,109.0,94.0,132.4,109.2,83.9,155.0,111.8,207.3,186.0
"Selling/General/Administrative Expenses, Total",45.7,75.1,66.3,96.5,102.9,147.6,183.8,177.5,,,38.6,51.6,66.0,34.8,13.3,84.0,45.4,52.8,76.4,62.0
Operating Income,93.1,94.4,221.3,301.1,310.1,263.5,261.4,303.0,,,82.5,57.4,28.1,97.5,95.9,-0.045,109.7,59.0,130.9,123.9
Net Income,81.4,66.0,130.6,220.3,247.2,118.7,206.4,342.8,,,62.1,41.2,33.4,149.5,8.62,26.7,157.9,46.8,125.0,54.3
EBITDA,131.7,142.0,299.2,400.4,415.1,368.4,426.4,466.4,,,122.7,97.5,73.5,137.5,136.1,40.4,152.3,120.5,201.0,226.3
Gross Profit Margin,21.9%,24.5%,37.2%,44.4%,46.4%,46.7%,46.6%,45.7%,,,48.5%,51.8%,40.7%,49.0%,44.8%,43.1%,45.2%,36.0%,48.5%,46.2%
Operating Margin,14.7%,13.7%,28.7%,33.6%,34.8%,29.9%,27.4%,28.8%,,,33.1%,27.3%,12.1%,36.1%,39.3%,0.0%,32.0%,19.0%,30.6%,30.8%
Net Profit Margin,12.8%,9.5%,16.9%,24.6%,27.8%,13.5%,21.6%,32.6%,,,24.9%,19.6%,14.4%,55.3%,3.5%,13.7%,46.0%,15.1%,29.3%,13.5%
Return on Assets,10.3%,5.1%,6.6%,9.1%,9.4%,2.5%,2.7%,3.6%,,,0.9%,1.3%,2.5%,3.3%,2.7%,2.5%,3.5%,2.2%,2.9%,2.8%
Return on Equity,12.0%,9.5%,16.6%,15.9%,17.9%,6.3%,9.8%,13.3%,,,3.1%,2.0%,1.6%,6.7%,0.4%,1.2%,6.1%,1.8%,4.6%,1.9%
Return on Total Capital,12.0%,4.8%,8.7%,9.5%,11.3%,2.4%,3.1%,4.7%,,,1.2%,1.7%,3.1%,4.1%,3.5%,3.5%,4.7%,3.2%,3.8%,4.3%
SG&A to Sale,7.2%,10.9%,8.6%,10.8%,11.6%,16.8%,19.2%,16.9%,,,15.5%,24.5%,28.5%,12.9%,5.5%,43.1%,13.2%,17.0%,17.9%,15.4%
Depreciation & Amortisation,38.5,47.7,78.0,99.3,105.0,104.9,165.0,163.4,,,40.2,40.1,45.4,40.0,40.2,40.5,42.7,61.5,70.1,102.4
Tax Rate,12.0%,23.0%,8.8%,6.9%,4.7%,10.9%,9.0%,5.0%,,,4.1%,2.9%,23.6%,2.6%,23.3%,-0.3%,7.7%,5.7%,0.6%,18.2%
