,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,10.6,7.13,6.23,,,11.5,9.53,8.75,6.40,6.28,6.70,6.38,6.63,6.58,5.60
Earnings per Share,,,0.003,0.004,-0.018,0.15,0.26,0.25,,,0.071,0.052,0.033,0.043,0.060,0.071,0.071,0.071,0.085,0.070
Revenue per Share,,,0.068,1.88,2.55,3.43,3.80,4.58,,,0.89,0.88,1.12,1.00,1.16,1.21,1.21,1.12,1.17,1.10
Dividend per Share,,,0.00,0.00,0.00,0.00,0.11,0.17,,,0.00,,0.11,,,,0.17,,,
Capital Expenditures per Share,,,0.00,0.065,0.038,0.049,0.15,0.058,,,0.008,0.051,0.049,0.023,0.014,0.012,0.008,0.10,0.011,0.015
Book Value per Share,,,0.002,-0.008,0.42,0.56,1.84,1.99,,,0.49,1.81,1.84,1.89,1.84,1.91,1.99,2.07,1.98,2.06
Price to Earnings Ratio,,,,,,,33.4,25.0,,,45.1,40.6,39.2,26.6,33.8,28.8,25.4,18.9,22.9,17.9
Price to Book Value Ratio,,,,,,,4.15,3.12,,,20.1,4.61,4.15,2.34,3.77,2.60,3.12,3.02,3.00,2.52
EV to EBITDA,,,,,,0.00,25.4,16.5,,,0.00,27.3,25.4,22.9,15.6,21.7,16.5,20.9,25.6,23.3
Dividend Payout Ratio,,,0.0%,0.0%,0.0%,0.0%,42.0%,68.4%,,,0.0%,,49.3%,,,,69.5%,,,
Common Shares Outstanding,,,604.5,604.5,604.5,604.5,604.5,604.5,,,604.5,604.5,604.5,604.5,604.5,604.5,604.5,606.8,606.8,609.3
Total Revenue,,,41.2,"1,139","1,542","2,076","2,295","2,771",,,539.9,534.0,674.8,603.0,700.1,734.4,733.0,682.6,711.8,669.3
"Cost of Revenue, Total",,,23.1,917.8,"1,238","1,610","1,763","2,286",,,396.5,410.3,557.0,475.1,576.4,605.9,628.5,568.6,594.0,557.4
