,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.21,4.70,11.1,12.5,8.45,7.25,5.25,3.87,,,6.68,6.30,6.05,5.34,4.77,4.69,4.35,4.04,3.62,3.33
Earnings per Share,0.17,0.12,0.16,0.23,0.18,0.24,0.18,0.16,,,0.035,0.053,0.053,0.040,0.030,0.040,0.043,0.030,0.020,0.020
Revenue per Share,0.61,0.60,0.73,0.78,0.75,0.70,0.69,0.62,,,0.17,0.18,0.18,0.16,0.13,0.16,0.17,0.13,0.11,0.11
Dividend per Share,0.10,0.11,0.083,0.21,0.17,0.22,0.18,0.15,,,,,0.18,,,,0.15,,,
Capital Expenditures per Share,0.037,0.043,0.033,0.046,0.098,0.002,0.003,0.006,,,0.001,0.001,0.000,0.000,0.003,0.000,0.002,0.001,0.001,0.000
Book Value per Share,0.77,0.79,0.84,0.95,1.03,1.08,1.05,1.02,,,0.94,0.99,1.05,1.09,0.94,0.98,1.02,1.05,0.91,0.94
Price to Earnings Ratio,19.1,28.0,28.4,60.2,42.7,32.9,33.3,25.7,,,29.9,30.3,33.3,31.4,25.2,26.7,26.5,25.9,24.8,29.0
Price to Book Value Ratio,3.96,4.34,7.17,14.3,7.59,7.12,5.59,4.02,,,6.58,6.03,5.59,4.06,5.04,4.07,4.02,3.60,3.74,3.45
EV to EBITDA,17.3,17.3,16.3,47.6,29.8,29.1,22.5,16.7,,,27.2,24.2,22.5,21.3,16.6,17.5,16.7,17.3,17.2,16.4
Dividend Payout Ratio,62.3%,96.4%,50.7%,93.0%,94.3%,90.7%,99.8%,98.1%,,,,,99.8%,,,,101.2%,,,
Common Shares Outstanding,480.0,480.0,480.0,544.0,549.1,600.0,600.0,600.0,,,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
Total Revenue,290.7,286.0,348.5,425.8,409.3,421.4,415.7,369.8,,,102.2,110.8,108.6,95.0,80.7,93.2,100.9,75.8,64.6,63.2
"Cost of Revenue, Total",53.3,46.6,58.5,69.8,65.0,59.6,67.5,64.9,,,16.4,18.8,17.8,16.3,13.7,16.4,18.5,12.7,13.8,12.7
Gross Profit,237.5,239.4,290.1,356.0,344.3,361.8,348.3,304.9,,,85.7,91.9,90.8,78.6,67.1,76.8,82.4,63.2,50.8,50.6
