,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,9.83,6.14,8.23,5.98,5.65,3.91,2.65,,,5.48,5.15,4.71,4.09,3.59,3.23,2.83,2.94,2.83,2.37
Earnings per Share,0.14,0.28,0.45,0.55,0.46,0.52,0.33,0.13,,,0.016,0.11,0.11,0.027,-0.011,0.055,0.063,0.088,-0.034,0.031
Revenue per Share,3.03,4.38,5.07,5.78,5.05,5.21,4.57,4.45,,,0.95,1.34,1.24,1.00,1.04,1.21,1.20,1.19,0.98,0.98
Dividend per Share,0.00,0.00,0.050,0.16,0.16,0.36,0.24,0.050,,,0.080,0.00,0.16,,,,0.050,,,
Capital Expenditures per Share,0.076,1.65,0.46,0.045,0.079,0.071,0.074,0.050,,,0.026,0.014,0.012,0.023,0.013,0.011,0.003,0.053,0.020,0.030
Book Value per Share,0.20,0.32,2.07,2.57,2.86,3.19,3.17,3.15,,,3.04,3.07,3.17,3.20,3.03,3.08,3.15,3.24,3.15,3.18
Price to Earnings Ratio,,28.0,10.0,16.8,10.8,11.8,14.5,21.4,,,13.9,14.2,14.5,15.1,14.8,16.0,21.4,16.0,15.6,14.8
Price to Book Value Ratio,,24.6,2.26,3.21,1.84,1.85,1.42,0.84,,,1.74,1.60,1.42,1.12,1.16,0.88,0.84,0.93,0.84,0.66
EV to EBITDA,0.00,0.00,8.10,8.16,7.22,7.41,8.08,7.59,,,8.32,8.57,8.08,8.14,7.62,7.78,7.59,6.30,7.10,6.19
Dividend Payout Ratio,0.0%,0.0%,11.1%,29.2%,35.0%,69.7%,73.2%,37.4%,,,21.8%,0.0%,48.8%,,,,37.4%,,,
Common Shares Outstanding,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Total Revenue,907.9,"1,315","1,520","1,733","1,514","1,563","1,370","1,336",,,285.9,402.2,372.0,299.4,313.3,364.3,358.9,356.5,294.4,292.8
"Cost of Revenue, Total",617.7,897.0,956.8,"1,090",917.0,960.9,874.0,876.9,,,180.2,266.2,244.3,185.9,204.5,251.0,235.5,229.4,194.2,184.8
Gross Profit,290.2,417.9,563.0,642.5,596.7,601.8,496.5,458.9,,,105.7,136.1,127.7,113.4,108.8,113.4,123.5,127.0,100.2,108.1
"Selling/General/Administrative Expenses, Total",225.9,294.6,337.5,375.5,366.5,365.2,338.8,374.7,,,89.9,87.5,77.6,86.4,103.8,84.5,100.0,87.2,107.3,91.7
Operating Income,64.3,123.3,225.5,267.0,230.2,236.7,157.7,84.2,,,15.8,48.6,50.1,20.3,4.99,28.9,30.2,39.8,-7.03,16.4
Net Income,36.7,75.1,130.8,164.2,137.0,154.9,98.4,40.1,,,4.71,33.1,33.7,7.99,-3.38,16.5,19.0,26.5,-10.2,9.16
EBITDA,74.0,141.4,302.1,361.1,330.4,333.7,255.5,185.1,,,40.0,74.7,73.4,45.2,30.1,54.3,55.6,65.0,18.2,42.1
Gross Profit Margin,32.0%,31.8%,37.0%,37.1%,39.4%,38.5%,36.2%,34.4%,,,37.0%,33.8%,34.3%,37.9%,34.7%,31.1%,34.4%,35.6%,34.0%,36.9%
Operating Margin,7.1%,9.4%,14.8%,15.4%,15.2%,15.1%,11.5%,6.3%,,,5.5%,12.1%,13.5%,6.8%,1.6%,7.9%,8.4%,11.2%,-2.4%,5.6%
Net Profit Margin,4.0%,5.7%,8.6%,9.5%,9.0%,9.9%,7.2%,3.0%,,,1.6%,8.2%,9.1%,2.7%,-1.1%,4.5%,5.3%,7.4%,-3.5%,3.1%
Return on Assets,6.3%,5.2%,5.8%,7.1%,6.1%,7.1%,4.7%,2.0%,,,5.3%,5.0%,4.8%,3.9%,3.6%,2.8%,2.1%,3.1%,2.8%,2.4%
Return on Equity,59.9%,77.6%,21.0%,21.3%,16.0%,16.2%,10.3%,4.2%,,,0.5%,3.6%,3.5%,0.8%,-0.4%,1.8%,2.0%,2.7%,-1.1%,1.0%
Return on Total Capital,21.3%,9.6%,9.2%,11.3%,9.2%,10.7%,7.6%,3.6%,,,8.3%,8.1%,7.6%,6.3%,6.1%,4.8%,3.6%,5.3%,5.0%,4.3%
SG&A to Sale,24.9%,22.4%,22.2%,21.7%,24.2%,23.4%,24.7%,28.0%,,,31.4%,21.8%,20.9%,28.8%,33.1%,23.2%,27.9%,24.5%,36.4%,31.3%
