,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.70,2.42,1.63,0.91,0.59,0.48,0.23,0.12,,,0.46,0.40,0.31,0.23,0.19,0.16,0.16,0.14,0.12,0.085
Earnings per Share,0.74,0.076,0.027,0.011,-0.043,0.001,0.002,0.000,,,0.001,0.000,-0.001,0.000,0.001,0.000,-0.001,-0.005,-0.010,-0.010
Revenue per Share,1.08,0.80,0.59,0.57,0.40,0.32,0.35,0.35,,,0.095,0.11,0.068,0.10,0.10,0.089,0.082,0.085,0.073,0.089
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.018,0.024,0.054,0.094,0.17,0.15,0.031,0.031,,,0.018,0.000,0.004,0.015,0.001,0.004,0.013,0.001,0.001,0.002
Book Value per Share,0.33,0.47,0.50,0.53,0.51,0.51,0.51,0.48,,,0.51,0.51,0.51,0.51,0.51,0.48,0.48,0.48,0.47,0.46
Price to Earnings Ratio,0.68,32.7,52.5,111.5,,452.5,166.3,524.3,,,47.5,608.5,164.9,253.7,238.8,136.9,334.1,,,
Price to Book Value Ratio,1.98,5.46,2.85,1.70,0.88,0.98,0.49,0.27,,,0.88,0.63,0.49,0.35,0.29,0.25,0.27,0.25,0.21,0.15
EV to EBITDA,-138.5,51.6,53.3,44.2,-31.6,80.0,19.8,13.6,,,25.6,25.5,19.8,17.4,14.1,12.9,13.6,18.6,99.1,-22.6
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,"1,049","1,691","2,119","2,537","3,511","4,170","4,233","4,719",,,"4,233","4,233","4,233","4,233","4,233","4,719","4,719","4,719","4,719","4,719"
Total Revenue,"1,137","1,357","1,245","1,444","1,416","1,338","1,482","1,670",,,400.6,457.8,289.4,424.2,438.4,421.6,386.1,403.0,343.0,418.5
"Cost of Revenue, Total",972.1,"1,155","1,040","1,215","1,344","1,151","1,224","1,405",,,327.6,391.0,227.2,362.2,359.7,354.4,329.2,368.8,323.6,403.4
Gross Profit,165.2,201.4,204.8,228.9,71.7,187.2,258.2,264.9,,,73.0,66.8,62.2,62.0,78.7,67.2,56.9,34.2,19.5,15.1
"Selling/General/Administrative Expenses, Total",208.1,171.0,195.7,196.0,186.4,218.0,229.0,235.4,,,60.2,60.6,59.9,55.4,66.2,57.7,56.1,51.4,59.6,56.4
Operating Income,-42.9,43.6,9.11,32.9,-114.7,-30.8,29.1,29.4,,,12.7,6.21,2.28,6.59,12.5,9.53,0.82,-17.2,-40.1,-41.3
Net Income,746.3,124.5,56.5,23.0,-133.4,4.29,6.58,1.17,,,5.97,0.60,-3.20,0.26,5.19,2.16,-6.43,-24.5,-46.2,-47.7
EBITDA,-5.99,80.9,51.1,72.6,-59.7,36.8,98.9,90.0,,,30.6,23.8,19.6,23.2,27.6,24.7,14.7,-3.67,-25.7,-25.2
Gross Profit Margin,14.5%,14.8%,16.4%,15.8%,5.1%,14.0%,17.4%,15.9%,,,18.2%,14.6%,21.5%,14.6%,18.0%,15.9%,14.7%,8.5%,5.7%,3.6%
Operating Margin,-3.8%,3.2%,0.7%,2.3%,-8.1%,-2.3%,2.0%,1.8%,,,3.2%,1.4%,0.8%,1.6%,2.9%,2.3%,0.2%,-4.3%,-11.7%,-9.9%
Net Profit Margin,65.6%,9.2%,4.5%,1.6%,-9.4%,0.3%,0.4%,0.1%,,,1.5%,0.1%,-1.1%,0.1%,1.2%,0.5%,-1.7%,-6.1%,-13.5%,-11.4%
Return on Assets,65.0%,9.4%,3.4%,1.2%,-5.9%,0.2%,0.2%,0.0%,,,1.1%,0.1%,0.2%,0.1%,0.1%,0.1%,0.0%,-0.7%,-2.3%,-3.9%
Return on Equity,216.7%,15.8%,5.3%,1.7%,-7.4%,0.2%,0.3%,0.1%,,,0.3%,0.0%,-0.1%,0.0%,0.2%,0.1%,-0.3%,-1.1%,-2.1%,-2.2%
Return on Total Capital,107.3%,15.7%,5.3%,1.7%,-7.4%,0.2%,0.3%,0.0%,,,1.5%,0.1%,0.3%,0.1%,0.1%,0.2%,0.0%,-1.0%,-3.2%,-5.3%
SG&A to Sale,18.3%,12.6%,15.7%,13.6%,13.2%,16.3%,15.5%,14.1%,,,15.0%,13.2%,20.7%,13.1%,15.1%,13.7%,14.5%,12.8%,17.4%,13.5%
Depreciation & Amortisation,36.9,37.2,42.0,39.7,54.9,67.6,69.7,60.5,,,17.9,17.5,17.3,16.6,15.1,15.2,13.9,13.6,14.4,16.1
Tax Rate,0.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
Current Ratio,1.39,1.32,1.07,1.48,1.62,1.65,1.41,1.29,,,1.49,1.45,1.41,1.32,1.29,1.36,1.29,1.26,1.22,1.19
Quick Ratio,0.33,0.35,0.26,0.30,0.38,0.43,0.26,0.25,,,0.40,0.43,0.26,0.25,0.27,0.28,0.25,0.25,0.18,0.23
Days Inventory Outstanding,148.4,153.1,195.5,215.8,215.0,223.9,241.9,238.1,,,241.0,232.0,259.4,254.8,247.9,255.7,238.4,230.0,228.1,214.3
Days Sale Outstanding,47.2,57.4,51.7,48.0,55.7,85.4,54.8,50.1,,,81.5,85.9,54.8,51.2,55.0,61.6,50.1,49.9,35.3,46.7
Days Payable Outstanding,141.4,124.7,124.0,94.5,86.9,105.3,110.9,90.0,,,1.09,0.74,54.3,50.8,0.072,0.057,42.8,42.7,0.14,0.16
Cash Conversion Cycle,53.6,64.9,157.2,155.3,190.2,175.5,199.3,201.8,,,312.6,313.5,223.2,306.2,300.4,314.6,206.8,280.2,272.0,255.2
Debt to Asset Ratio,0.71,0.46,0.43,0.37,0.26,0.34,0.34,0.34,,,0.34,0.35,0.34,0.35,0.35,0.34,0.34,0.33,0.32,0.34
Debt to Equity Ratio,2.45,0.84,0.75,0.58,0.35,0.51,0.52,0.52,,,0.53,0.53,0.52,0.54,0.54,0.52,0.52,0.49,0.48,0.51
Interest Coverage Ratio,,12.4,0.77,1.74,,,1.12,0.93,,,1.73,0.93,0.36,0.94,1.49,1.17,0.100,,,
Cash and Short Term Investments,19.3,15.3,71.3,58.3,46.7,165.7,36.2,50.6,,,57.2,48.5,36.2,30.4,22.1,93.0,50.6,27.3,10.7,5.40
