,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,0.95,1.69,1.89,1.71,1.79,1.52,1.21,0.96,,,1.50,1.49,1.36,1.27,1.16,1.03,1.01,0.95,0.92,0.87
Earnings per Share,0.098,0.10,0.14,0.15,0.017,0.090,0.054,-0.008,,,-0.001,0.026,0.017,0.004,-0.009,0.000,-0.004,0.002,0.010,0.006
Revenue per Share,0.59,0.61,0.74,0.59,0.26,0.21,0.14,0.11,,,0.019,0.052,0.040,0.027,0.026,0.033,0.028,0.042,0.053,0.065
Dividend per Share,0.079,0.011,0.11,,0.046,0.028,0.035,,,,,,0.035,,,,,,,
Capital Expenditures per Share,0.029,0.030,0.023,0.015,0.010,0.017,0.003,0.026,,,0.001,0.000,0.001,0.002,0.003,0.001,0.019,0.000,0.000,0.001
Book Value per Share,1.10,1.19,1.30,1.35,1.34,1.38,1.42,1.35,,,1.36,1.39,1.42,1.47,1.37,1.39,1.35,1.34,1.34,1.33
Price to Earnings Ratio,9.43,11.0,10.1,14.0,104.8,17.7,24.4,,,,18.4,32.3,24.5,27.1,27.8,80.0,,,104.1,61.4
Price to Book Value Ratio,0.93,1.61,1.03,1.34,1.40,1.15,0.90,0.69,,,1.05,0.97,0.90,0.79,0.76,0.69,0.69,0.72,0.66,0.62
EV to EBITDA,3.26,3.90,4.63,9.47,33.3,-53.3,77.0,-20.3,,,-14.0,-31.1,77.0,84.3,28.4,-55.8,-20.3,-21.0,52.8,-1.06
Dividend Payout Ratio,80.6%,10.7%,79.5%,,277.1%,30.8%,64.8%,,,,,,64.9%,,,,,,,
Common Shares Outstanding,"2,590","2,590","2,590","2,566","4,345","4,337","4,337","4,337",,,"4,337","4,337","4,337","4,337","4,337","4,337","4,337","4,337","4,337","4,337"
Total Revenue,"1,535","1,636","1,910","1,512","1,148",891.9,582.4,508.4,,,76.9,223.6,174.1,122.2,113.0,153.7,119.4,180.5,228.8,273.5
"Cost of Revenue, Total",114.3,122.2,156.6,105.9,101.8,109.4,67.1,92.9,,,12.1,15.7,24.3,20.2,20.7,23.6,28.4,30.5,35.5,46.2
Gross Profit,680.5,785.7,838.0,821.6,494.6,349.5,236.6,156.0,,,3.50,147.5,52.2,40.3,25.5,62.1,28.0,76.8,114.4,125.0
"Selling/General/Administrative Expenses, Total",306.3,334.8,369.1,298.5,279.1,121.1,81.1,98.2,,,12.1,15.7,38.3,20.2,20.7,23.6,33.7,30.5,35.5,46.2
Operating Income,249.7,327.7,331.7,399.7,95.3,6.76,8.17,-96.1,,,-55.9,80.4,5.82,-26.5,-26.6,-1.43,-41.5,0.36,35.6,32.1
Net Income,254.5,260.4,344.8,380.6,60.2,391.3,234.3,-35.1,,,-5.14,111.1,73.2,18.3,-38.3,0.34,-15.4,7.84,43.3,24.0
EBITDA,304.9,395.6,395.5,457.4,145.1,46.8,35.3,-69.9,,,-49.1,87.0,12.5,-20.2,-20.2,5.20,-34.6,7.27,42.6,39.0
Gross Profit Margin,44.7%,50.0%,43.5%,54.2%,43.2%,38.6%,39.9%,31.3%,,,4.4%,65.7%,29.8%,34.6%,22.3%,43.0%,22.9%,42.4%,49.8%,44.7%
Operating Margin,16.4%,20.8%,17.2%,26.4%,8.3%,0.7%,1.4%,-19.3%,,,-69.5%,35.8%,3.3%,-22.7%,-23.3%,-1.0%,-33.9%,0.2%,15.5%,11.5%
Net Profit Margin,16.6%,15.9%,18.1%,25.2%,5.2%,43.9%,40.2%,-6.9%,,,-6.7%,49.7%,42.0%,14.9%,-33.9%,0.2%,-12.9%,4.3%,18.9%,8.8%
Return on Assets,6.3%,5.7%,6.8%,7.2%,0.9%,5.3%,2.8%,-0.4%,,,4.5%,2.5%,2.8%,2.2%,1.7%,0.6%,-0.4%,-0.5%,0.4%,0.7%
Return on Equity,9.0%,8.5%,10.2%,11.0%,1.0%,6.5%,3.8%,-0.6%,,,-0.1%,1.8%,1.2%,0.3%,-0.6%,0.0%,-0.3%,0.1%,0.7%,0.4%
Return on Total Capital,9.0%,8.5%,10.2%,11.0%,1.0%,6.5%,3.2%,-0.5%,,,5.8%,3.2%,3.2%,2.6%,2.3%,0.8%,-0.5%,-0.7%,0.5%,1.0%
SG&A to Sale,20.1%,21.3%,19.2%,19.7%,24.4%,13.4%,13.7%,19.7%,,,15.1%,7.0%,21.9%,17.3%,18.0%,16.3%,27.6%,16.9%,15.4%,16.5%
Depreciation & Amortisation,55.2,67.9,63.8,57.7,49.8,40.1,27.1,26.1,,,6.76,6.63,6.67,6.31,6.41,6.62,6.81,6.91,6.93,6.91
Tax Rate,0.0%,20.5%,17.8%,17.2%,48.0%,7.8%,-5.2%,42.1%,,,18.7%,2.0%,-26.2%,-74.8%,8.4%,107.2%,34.9%,35.1%,16.0%,21.8%
Current Ratio,3.33,1.99,2.76,2.01,3.25,2.54,3.68,2.61,,,2.65,2.73,3.68,3.18,2.38,2.69,2.61,2.71,3.37,1.88
Quick Ratio,0.95,1.12,1.20,0.88,0.88,0.50,0.50,0.39,,,0.62,0.43,0.50,0.36,0.61,0.36,0.39,0.35,0.64,0.40
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,186.5,607.0,301.8,472.2,289.0,383.2,464.4,602.4,,,753.5,493.7,464.4,368.5,970.3,524.0,602.4,462.2,545.4,550.5
Days Payable Outstanding,"2,937","3,698","3,456","5,493","5,292","4,526","8,317","6,193",,,"6,644","8,094","7,560","6,788","8,754","9,088","7,586","6,483","4,883","4,259"
Cash Conversion Cycle,"-2,105","-5,408","-2,689","-7,003","-3,284","-5,977","-6,834","-7,372",,,"-7,214","-7,618","-6,839","-7,171","-11,011","-8,054","-7,369","-6,216","-4,227","-4,906"
Debt to Asset Ratio,0.24,0.44,0.29,0.39,0.16,0.24,0.30,0.36,,,0.23,0.22,0.30,0.30,0.39,0.35,0.36,0.35,0.31,0.35
Debt to Equity Ratio,0.31,0.78,0.41,0.66,0.19,0.32,0.42,0.56,,,0.30,0.29,0.42,0.43,0.65,0.54,0.56,0.53,0.45,0.55
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"1,391","1,458","1,074","1,834","1,926","3,306","4,293","4,095",,,"2,997","3,347","4,293","4,156","4,349","4,438","4,095","4,067","3,811","3,851"
"Total Receivables, Net",777.6,"2,615","1,593","1,960",906.3,949.4,754.9,822.2,,,"1,079",735.9,754.9,602.5,"1,677",790.9,822.2,712.4,"1,013","1,227"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"2,732","4,631","3,643","4,470","3,363","4,791","5,577","5,771",,,"4,598","4,662","5,577","5,275","6,501","5,904","5,771","5,662","5,469","5,923"
"Property/Plant/Equipment, Total - Net",188.5,203.3,186.6,152.4,140.2,125.4,101.3,177.7,,,111.5,105.9,101.3,103.6,107.6,105.2,177.7,172.0,156.3,152.7
Total Assets,"3,723","5,464","4,748","5,757","6,929","7,925","8,804","9,160",,,"7,688","7,754","8,804","9,156","9,782","9,313","9,160","8,928","8,473","8,988"
Accounts Payable,664.8,"1,811","1,155","2,034",917.2,"1,796","1,263","1,890",,,"1,694","1,517","1,263","1,430","2,451","1,971","1,890","1,776","1,382","1,900"
Accrued Expenses,117.2,152.6,142.1,122.6,105.1,77.5,97.1,88.2,,,30.5,38.5,97.1,38.0,54.6,69.2,88.2,55.6,72.9,114.5
Debt Due,26.0,341.4,0.38,3.11,0.00,0.00,144.2,211.2,,,0.00,129.1,144.2,178.5,198.8,128.7,211.2,231.4,120.8,"1,100"
Total Current Liabilities,820.1,"2,332","1,322","2,225","1,035","1,887","1,515","2,212",,,"1,736","1,706","1,515","1,658","2,732","2,196","2,212","2,090","1,625","3,154"
Long Term Debt,3.68,3.43,3.11,,,,"1,080","1,037",,,,,"1,080","1,080","1,080","1,050","1,037",975.8,974.8,
Total Liabilities,885.0,"2,390","1,371","2,270","1,089","1,904","2,614","3,273",,,"1,755","1,726","2,614","2,759","3,834","3,271","3,273","3,092","2,631","3,188"
Common Stock,"2,331","2,331","2,590","2,566","4,337","4,337","4,337","4,337",,,"4,337","4,337","4,337","4,337","4,337","4,337","4,337","4,337","4,337","4,337"
Additional Paid-In Capital,139.3,139.3,139.1,137.8,669.0,669.0,669.0,669.1,,,669.0,669.0,669.0,669.1,669.1,669.1,669.1,669.1,669.1,669.1
Retained Earnings (Accumulated Deficit),343.3,600.3,657.7,756.7,814.8,"1,018","1,132",944.9,,,947.4,"1,059","1,132","1,150",959.1,960.0,944.9,952.7,997.6,"1,022"
Shareholders' Equity,"2,838","3,074","3,378","3,456","5,819","6,002","6,170","5,868",,,"5,913","6,008","6,170","6,377","5,929","6,023","5,868","5,817","5,823","5,781"
Cash from Operating Activities,419.3,-309.5,229.9,420.5,150.7,122.3,"-1,608",-404.8,,,-487.7,301.8,"-1,041",146.1,-42.4,-386.1,-122.3,-18.7,893.3,"-1,074"
Cash from Investing Activities,-176.0,326.7,-218.7,-63.6,"-2,112",87.7,259.8,84.4,,,289.5,-158.6,42.8,-419.4,612.7,-14.9,-94.1,64.0,316.6,-5.03
Cash from Financing Activities,-280.5,91.1,-381.3,-285.3,"2,288",-200.9,"1,104",-151.6,,,-121.0,130.0,"1,095",18.6,-148.8,-87.0,65.7,3.36,-127.8,-7.71
Net Change in Cash,-37.2,108.3,-370.1,71.6,327.1,9.06,-244.1,-472.0,,,-319.2,273.2,96.7,-254.7,421.5,-488.0,-150.7,48.7,"1,082","-1,086"
Free Cashflows,344.3,-387.3,169.6,381.8,106.7,50.6,"-1,620",-515.6,,,-490.9,299.8,"-1,044",136.5,-54.6,-392.3,-205.1,-20.3,891.5,"-1,078"
Free Cashflow per Share,0.13,-0.15,0.065,0.15,0.025,0.012,-0.37,-0.12,,,-0.11,0.069,-0.24,0.031,-0.013,-0.090,-0.047,-0.005,0.21,-0.25
