,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,24.3,18.5,12.1,9.70,6.88,5.93,,,8.50,9.55,9.18,6.65,4.98,4.18,3.80,6.17,7.78,6.18
Earnings per Share,-0.66,0.80,0.71,0.89,0.63,0.28,0.24,0.034,,,0.069,0.053,0.072,0.025,-0.023,0.018,0.014,0.088,0.11,0.056
Revenue per Share,0.85,3.21,5.22,4.77,4.89,4.12,4.30,3.70,,,1.12,1.12,0.91,1.02,1.03,0.95,0.69,1.02,1.27,0.88
Dividend per Share,0.00,0.00,0.00,1.00,0.50,0.25,0.15,0.050,,,,,0.15,,,,0.050,,,
Capital Expenditures per Share,1.85,2.17,1.27,1.65,0.35,0.56,0.27,0.032,,,0.060,0.091,0.098,0.006,0.006,0.012,0.008,0.009,0.033,0.021
Book Value per Share,-0.054,0.86,1.57,4.77,4.64,4.42,4.66,4.53,,,4.54,4.59,4.66,4.67,4.49,4.51,4.53,4.61,4.67,4.72
Price to Earnings Ratio,,,,25.2,19.4,36.0,37.1,100.2,,,77.9,69.8,37.1,25.0,35.0,41.2,100.2,53.5,34.5,21.7
Price to Book Value Ratio,,,,4.43,2.80,2.33,1.74,0.79,,,1.76,1.98,1.74,1.00,1.05,0.66,0.79,1.43,1.35,1.07
EV to EBITDA,,0.00,0.00,18.7,12.0,15.5,12.8,7.59,,,13.2,13.7,12.8,11.3,8.20,7.52,7.59,7.78,12.0,9.69
Dividend Payout Ratio,0.0%,0.0%,0.0%,112.4%,80.0%,88.2%,61.9%,148.3%,,,,,61.9%,,,,148.3%,,,
Common Shares Outstanding,"1,251","1,251","1,251","1,300","1,300","1,300","1,300","1,300",,,"1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300","1,300"
Total Revenue,"1,057","4,015","6,530","6,200","6,355","5,360","5,718","5,215",,,"1,459","1,458","1,311","1,325","1,335","1,240","1,314","1,323","1,648","1,138"
"Cost of Revenue, Total",927.6,"2,866","4,425","4,065","4,215","3,944","4,335","4,431",,,"1,110","1,108",981.9,"1,096","1,119","1,074","1,142","1,060","1,327",931.4
Gross Profit,129.2,"1,149","2,105","2,134","2,140","1,417","1,383",784.2,,,348.5,350.6,328.7,229.5,215.9,166.1,172.7,262.5,321.2,206.7
"Selling/General/Administrative Expenses, Total",297.5,666.4,"1,062",903.1,"1,160",877.4,856.3,649.6,,,204.3,236.3,170.9,173.3,207.3,134.2,134.8,132.0,185.3,129.4
Operating Income,-752.4,482.2,"1,044","1,231",980.8,539.2,527.1,134.6,,,144.2,114.3,157.9,56.2,8.57,32.0,37.9,130.4,135.9,77.3
Net Income,-791.0,697.7,883.7,"1,079",812.7,368.5,315.1,43.8,,,90.2,69.2,93.1,32.9,-30.4,23.7,17.6,114.2,136.8,72.6
EBITDA,-739.7,640.7,"1,311","1,601","1,469","1,052","1,049",702.6,,,274.0,244.9,290.0,197.0,150.6,175.2,179.8,271.0,278.2,222.8
