,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,8.58,8.88,8.15,7.20,6.75,6.05,4.64,,,6.28,6.53,6.50,5.80,5.40,5.33,5.28,5.13,4.87,4.28
Earnings per Share,0.17,0.30,0.44,0.33,0.36,0.31,0.31,0.33,,,0.080,0.080,0.084,0.080,0.070,0.094,0.076,0.090,0.070,0.080
Revenue per Share,0.69,0.93,1.00,1.04,1.10,1.12,1.12,1.16,,,0.27,0.28,0.29,0.29,0.27,0.30,0.30,0.32,0.28,0.28
Dividend per Share,0.31,0.097,0.31,0.30,0.33,0.30,0.30,0.30,,,,,0.30,,,,0.30,,,
Capital Expenditures per Share,0.10,0.17,0.54,0.12,0.037,0.096,0.022,0.057,,,0.010,0.002,0.009,0.000,0.002,0.020,0.035,0.051,0.008,0.004
Book Value per Share,0.52,0.79,2.89,2.97,3.03,3.01,3.03,3.05,,,2.87,2.95,3.03,3.11,2.89,2.98,3.05,3.15,2.92,2.99
Price to Earnings Ratio,,,21.4,23.2,19.9,23.4,20.7,15.9,,,16.5,20.6,20.1,17.3,16.4,16.2,16.2,14.4,13.9,12.8
Price to Book Value Ratio,,,3.08,2.32,2.31,2.55,1.95,1.65,,,2.12,2.00,1.95,1.60,1.73,1.66,1.65,1.53,1.58,1.29
EV to EBITDA,,0.00,15.2,10.3,9.57,9.58,8.15,6.13,,,6.88,8.73,8.15,7.46,6.84,6.11,6.13,7.18,6.73,5.15
Dividend Payout Ratio,184.9%,32.8%,69.4%,92.0%,90.6%,95.4%,95.7%,91.9%,,,,,92.7%,,,,93.7%,,,
Common Shares Outstanding,"1,240","1,240","1,240","1,240","1,240","1,240","1,240","1,240",,,"1,240","1,240","1,240","1,240","1,240","1,240","1,240","1,240","1,240","1,240"
Total Revenue,850.4,"1,154","1,242","1,287","1,362","1,388","1,391","1,437",,,333.0,352.4,363.9,359.7,331.6,377.0,369.0,393.5,344.8,351.9
"Cost of Revenue, Total",474.4,589.3,624.0,663.4,697.9,744.9,763.7,794.5,,,180.2,200.4,201.3,195.2,183.5,197.0,218.9,207.4,188.3,193.3
Gross Profit,376.0,565.1,618.1,623.9,664.1,642.8,627.7,642.9,,,152.8,151.9,162.7,164.6,148.2,180.0,150.1,186.1,156.5,158.6
"Selling/General/Administrative Expenses, Total",106.6,111.8,127.5,142.4,145.5,155.2,157.2,166.2,,,38.5,41.2,38.8,38.8,41.1,42.4,43.9,40.5,41.4,35.5
Operating Income,269.3,453.2,490.6,481.6,518.6,487.6,470.5,476.7,,,114.3,110.8,123.8,125.8,107.1,137.6,106.2,145.6,115.1,123.1
Net Income,207.8,325.3,387.2,404.2,444.6,390.0,388.7,404.9,,,94.6,93.2,101.0,104.6,92.0,118.2,90.1,116.6,88.2,93.5
EBITDA,399.1,590.4,671.1,697.3,742.1,731.1,705.0,695.6,,,172.7,169.7,183.3,182.2,161.9,192.5,159.0,195.9,166.8,175.2
Gross Profit Margin,44.2%,48.9%,49.8%,48.5%,48.8%,46.3%,45.1%,44.7%,,,45.9%,43.1%,44.7%,45.8%,44.7%,47.7%,40.7%,47.3%,45.4%,45.1%
Operating Margin,31.7%,39.3%,39.5%,37.4%,38.1%,35.1%,33.8%,33.2%,,,34.3%,31.4%,34.0%,35.0%,32.3%,36.5%,28.8%,37.0%,33.4%,35.0%
Net Profit Margin,24.4%,28.2%,31.2%,31.4%,32.6%,28.1%,27.9%,28.2%,,,28.4%,26.4%,27.8%,29.1%,27.7%,31.3%,24.4%,29.6%,25.6%,26.6%
Return on Assets,14.5%,17.8%,11.9%,9.3%,10.1%,8.8%,8.9%,9.2%,,,8.7%,8.8%,9.1%,8.9%,9.0%,9.8%,9.3%,9.3%,9.4%,9.2%
Return on Equity,32.0%,33.3%,10.8%,11.0%,11.8%,10.4%,10.4%,10.7%,,,2.7%,2.6%,2.7%,2.7%,2.6%,3.2%,2.4%,3.0%,2.4%,2.5%
Return on Total Capital,23.6%,20.0%,10.8%,11.0%,11.8%,10.4%,10.4%,10.7%,,,10.7%,10.2%,10.4%,10.2%,10.9%,11.2%,10.7%,10.7%,11.4%,10.5%
SG&A to Sale,12.5%,9.7%,10.3%,11.1%,10.7%,11.2%,11.3%,11.6%,,,11.6%,11.7%,10.7%,10.8%,12.4%,11.2%,11.9%,10.3%,12.0%,10.1%
Depreciation & Amortisation,129.8,137.1,180.5,215.7,223.4,243.5,234.5,218.9,,,58.4,58.9,59.4,56.5,54.8,54.8,52.8,50.3,51.7,52.2
Tax Rate,19.7%,21.9%,16.1%,19.0%,20.1%,22.9%,20.2%,19.8%,,,20.0%,19.8%,20.3%,20.1%,19.7%,19.5%,19.8%,20.4%,21.1%,21.1%
