,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.13,3.70,2.01,1.03,0.57,0.64,0.56,0.48,,,0.61,0.62,0.60,0.54,0.53,0.53,0.56,0.55,0.48,0.35
Earnings per Share,0.014,0.012,-0.047,0.013,-0.17,-0.020,-0.063,-0.070,,,-0.019,-0.019,-0.029,-0.013,-0.028,-0.010,-0.018,-0.18,0.016,-0.051
Revenue per Share,0.062,0.057,0.059,0.66,0.48,0.64,0.56,0.50,,,0.12,0.13,0.14,0.15,0.11,0.13,0.11,0.028,0.087,0.047
Dividend per Share,,,,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.001,0.000,0.091,0.17,0.045,0.009,0.021,0.003,,,0.004,0.009,0.002,0.001,0.001,0.001,0.000,0.001,0.001,0.001
Book Value per Share,1.13,1.15,1.10,1.10,0.95,0.93,0.88,0.77,,,0.92,0.90,0.88,0.87,0.81,0.81,0.77,0.59,0.60,0.53
Price to Earnings Ratio,48.8,143.4,,114.2,,,,,,,,,,,,,,,,
Price to Book Value Ratio,0.77,1.81,1.35,1.08,0.45,0.66,0.64,0.64,,,0.63,0.64,0.64,0.52,0.63,0.60,0.64,1.02,0.47,0.62
EV to EBITDA,-15.0,25.8,-38.0,23.8,-1.33,7.07,4.22,7.72,,,4.19,4.33,4.22,5.04,4.59,6.98,7.72,15.3,6.35,13.0
Dividend Payout Ratio,,,,,,,,,,,,,,,,,,,,
Common Shares Outstanding,844.1,844.1,844.1,"1,010","1,224","1,224","1,224","1,224",,,"1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224","1,224"
Total Revenue,53.0,48.6,50.4,672.1,586.6,780.0,678.6,611.1,,,150.5,163.7,164.7,178.9,135.8,163.5,132.9,34.6,107.0,57.3
"Cost of Revenue, Total",1.07,6.55,6.11,77.7,95.6,103.9,94.3,107.3,,,18.9,24.5,27.5,30.2,27.2,30.6,19.2,11.0,10.1,8.80
Gross Profit,36.2,33.6,20.9,270.7,135.0,304.5,244.9,223.7,,,54.2,64.0,45.6,67.5,40.9,65.5,49.8,-14.2,60.9,13.6
"Selling/General/Administrative Expenses, Total",5.40,11.5,47.3,191.0,239.8,103.9,94.3,107.3,,,18.9,24.5,27.5,30.2,27.2,30.6,19.2,11.0,10.1,8.80
Operating Income,12.5,13.7,-39.6,13.6,-194.1,200.5,150.6,116.5,,,35.2,39.5,193.7,37.3,13.7,34.9,30.5,-25.2,50.8,4.79
Net Income,-3.07,10.1,-40.1,12.4,-192.6,-24.9,-76.9,-85.9,,,-23.7,-22.8,-35.0,-16.5,-34.8,-12.5,-22.2,-220.5,20.0,-62.8
EBITDA,22.2,20.1,-34.8,51.2,-149.5,244.9,194.6,157.1,,,49.9,61.4,193.8,51.7,21.2,56.0,28.2,-17.4,52.5,16.5
Gross Profit Margin,69.5%,70.4%,41.7%,40.6%,23.0%,39.0%,35.9%,36.6%,,,36.0%,39.1%,27.1%,37.7%,30.1%,40.1%,37.4%,-41.0%,56.9%,23.7%
Operating Margin,24.1%,28.6%,-79.0%,2.0%,-33.1%,25.7%,22.1%,19.1%,,,23.4%,24.1%,115.4%,20.9%,10.1%,21.4%,23.0%,-72.7%,47.4%,8.4%
