,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,5.22,8.90,10.5,14.8,14.5,14.6,11.4,10.1,,,14.7,13.6,12.7,12.2,11.5,10.6,10.6,11.0,9.77,8.85
Earnings per Share,0.36,0.65,0.94,0.99,0.98,0.75,1.69,1.25,,,0.76,0.28,0.31,0.47,0.34,0.27,0.17,0.32,0.17,0.19
Revenue per Share,10.4,13.2,19.5,20.0,13.4,11.1,14.6,12.6,,,3.29,4.07,4.10,3.94,2.98,2.96,2.74,3.24,3.22,3.60
Dividend per Share,0.11,0.030,0.40,0.60,0.50,1.00,1.80,0.80,,,1.00,0.00,0.80,,,,0.80,,,0.20
Capital Expenditures per Share,0.17,0.23,0.35,0.14,0.061,0.077,0.056,0.17,,,0.017,0.013,0.015,0.029,0.060,0.035,0.046,0.035,0.067,0.008
Book Value per Share,2.23,2.78,3.59,4.18,4.56,6.61,6.89,7.33,,,7.30,6.58,6.89,7.36,6.89,7.16,7.33,7.61,6.98,7.17
Price to Earnings Ratio,7.83,15.8,6.83,14.1,13.4,19.3,7.20,8.35,,,9.49,8.36,7.20,6.44,8.09,7.29,8.35,9.17,9.89,9.94
Price to Book Value Ratio,1.38,3.54,1.91,3.51,2.89,2.27,1.73,1.45,,,1.91,1.88,1.73,1.54,1.64,1.32,1.45,1.39,1.26,1.23
EV to EBITDA,5.36,5.03,3.32,9.21,7.87,9.22,4.26,4.68,,,4.53,4.04,4.26,3.65,5.68,5.60,4.68,6.51,8.22,7.62
Dividend Payout Ratio,30.1%,4.6%,42.7%,60.5%,50.9%,132.5%,106.2%,64.2%,,,66.8%,0.0%,47.2%,,,,64.2%,,,23.5%
Common Shares Outstanding,301.3,308.7,308.7,308.7,308.7,308.7,308.7,308.7,,,308.7,308.7,308.7,308.7,308.7,308.7,308.7,308.7,308.7,308.7
Total Revenue,"3,128","4,089","6,007","6,169","4,137","3,425","4,499","3,896",,,"1,015","1,256","1,266","1,216",920.4,912.9,847.1,"1,001",994.3,"1,111"
"Cost of Revenue, Total","2,798","3,583","5,367","5,548","3,523","2,914","3,877","3,193",,,882.5,"1,102","1,119",990.3,731.5,728.7,743.0,810.7,847.5,976.7
Gross Profit,329.3,506.8,640.7,620.9,614.8,511.4,622.2,702.7,,,132.6,154.2,146.9,225.4,188.9,184.3,104.0,190.0,146.9,133.9
"Selling/General/Administrative Expenses, Total",179.9,259.7,336.2,298.5,279.4,189.4,212.1,235.0,,,57.9,57.4,36.2,57.0,63.9,74.1,40.0,65.3,79.6,66.4
Operating Income,149.4,247.1,301.9,322.7,335.2,322.1,408.6,468.9,,,74.5,96.8,109.7,168.0,127.2,110.2,63.5,124.7,66.5,69.2
Net Income,106.7,195.1,261.5,305.9,303.1,788.1,703.6,384.4,,,308.7,87.9,95.2,144.2,104.1,84.0,52.1,99.7,53.0,57.7
EBITDA,175.0,280.7,344.1,369.7,384.8,370.3,450.3,500.6,,,85.4,107.1,119.1,176.0,134.8,118.1,71.7,133.2,76.7,79.0
Gross Profit Margin,10.5%,12.4%,10.7%,10.1%,14.9%,14.9%,13.8%,18.0%,,,13.1%,12.3%,11.6%,18.5%,20.5%,20.2%,12.3%,19.0%,14.8%,12.1%
Operating Margin,4.8%,6.0%,5.0%,5.2%,8.1%,9.4%,9.1%,12.0%,,,7.3%,7.7%,8.7%,13.8%,13.8%,12.1%,7.5%,12.5%,6.7%,6.2%
Net Profit Margin,3.4%,4.8%,4.4%,5.0%,7.3%,23.0%,15.6%,9.9%,,,30.4%,7.0%,7.5%,11.9%,11.3%,9.2%,6.2%,10.0%,5.3%,5.2%
Return on Assets,6.3%,7.6%,7.1%,6.8%,6.1%,15.3%,15.0%,8.2%,,,21.4%,19.6%,15.7%,14.8%,10.7%,10.7%,8.4%,6.4%,5.1%,4.7%
Return on Equity,15.9%,22.8%,23.6%,23.7%,21.5%,38.6%,33.1%,17.0%,,,13.7%,4.3%,4.5%,6.4%,4.9%,3.8%,2.3%,4.2%,2.5%,2.6%
Return on Total Capital,12.3%,21.2%,21.6%,17.1%,13.6%,35.0%,33.1%,16.0%,,,45.7%,44.5%,33.1%,28.0%,20.3%,16.4%,16.0%,11.4%,10.3%,8.7%
SG&A to Sale,5.8%,6.4%,5.6%,4.8%,6.8%,5.5%,4.7%,6.0%,,,5.7%,4.6%,2.9%,4.7%,6.9%,8.1%,4.7%,6.5%,8.0%,6.0%
Depreciation & Amortisation,25.7,33.7,42.3,47.0,49.6,48.2,41.7,31.6,,,10.9,10.3,9.32,7.98,7.54,7.89,8.23,8.48,10.2,9.80
Tax Rate,28.9%,26.6%,20.4%,21.2%,22.0%,34.5%,28.7%,20.1%,,,37.0%,19.0%,21.4%,18.4%,20.6%,22.1%,20.4%,20.8%,21.4%,21.4%
Current Ratio,1.25,1.02,1.07,1.26,1.49,1.53,1.69,1.48,,,1.73,1.54,1.69,1.83,1.87,2.08,1.48,1.70,1.62,1.71
Quick Ratio,0.69,0.45,0.67,0.62,0.45,0.50,0.72,0.59,,,0.77,0.58,0.72,0.68,0.80,0.96,0.59,0.64,0.69,0.68
Days Inventory Outstanding,50.6,50.8,42.9,55.4,144.5,198.5,77.2,104.7,,,13.4,13.0,20.1,27.1,70.6,124.6,157.5,189.0,201.2,202.0
Days Sale Outstanding,90.2,68.2,94.7,80.7,82.9,118.8,103.7,140.5,,,139.2,99.5,103.7,97.4,95.9,121.1,140.5,163.4,178.7,159.7
Days Payable Outstanding,36.5,34.6,37.3,35.0,34.4,43.0,35.4,32.9,,,42.2,41.7,38.2,35.0,32.2,27.1,26.7,35.0,43.1,38.2
Cash Conversion Cycle,86.6,78.8,65.9,117.7,215.3,259.1,140.1,210.5,,,84.9,82.0,85.1,87.4,142.7,210.7,270.4,300.7,327.0,330.6
Debt to Asset Ratio,0.67,0.73,0.74,0.73,0.73,0.60,0.51,0.55,,,0.51,0.56,0.51,0.47,0.44,0.47,0.55,0.59,0.61,0.61
Debt to Equity Ratio,2.02,2.64,2.86,2.67,2.73,1.48,1.03,1.22,,,1.05,1.27,1.03,0.88,0.78,0.89,1.22,1.41,1.58,1.56
Interest Coverage Ratio,18.9,38.8,234.5,74.1,16.6,18.9,"54,323","7,108",,,"68,169","65,320","22,190","27,199","58,148","2,344","5,997",38.5,13.3,13.7
Cash and Short Term Investments,170.9,836.1,907.0,"1,274","1,620","1,676","2,033",772.5,,,"2,332","2,556","2,033","1,986",472.6,481.1,772.5,"1,114",624.3,741.1
"Total Receivables, Net",772.9,763.6,"1,559","1,364",939.3,"1,115","1,279","1,500",,,"1,495","1,168","1,279","1,268","1,223","1,431","1,500","1,648","1,838","1,729"
Total Inventory,461.3,536.2,724.1,960.3,"1,829","1,341",298.7,"1,533",,,134.2,127.7,298.7,310.1,"1,214","1,222","1,533","1,587","1,863","1,875"
Total Current Assets,"1,425","2,213","3,232","3,665","4,434","4,219","3,646","3,835",,,"4,008","3,899","3,646","3,592","3,038","3,159","3,835","4,443","4,373","4,392"
"Property/Plant/Equipment, Total - Net",313.1,346.8,405.1,397.1,362.7,335.7,299.8,320.8,,,312.8,304.2,299.8,301.4,308.9,313.1,320.8,330.0,328.8,323.4
Total Assets,"2,028","3,118","4,276","4,744","5,253","5,056","4,326","5,030",,,"4,617","4,610","4,326","4,274","3,795","4,174","5,030","5,659","5,566","5,660"
Accounts Payable,280.3,398.0,697.7,367.6,296.7,389.7,362.8,213.0,,,394.4,449.2,362.8,421.1,274.7,255.1,213.0,365.8,373.8,333.7
Accrued Expenses,80.0,124.4,216.9,271.1,528.5,571.4,504.4,457.6,,,478.3,505.2,504.4,455.7,470.4,494.6,457.6,339.0,285.1,232.1
Debt Due,139.9,19.0,6.02,72.0,0.24,0.00,0.00,747.8,,,0.00,0.00,0.00,0.00,0.00,0.00,747.8,747.8,859.1,711.3
Total Current Liabilities,"1,138","2,171","3,033","2,918","2,983","2,761","2,160","2,587",,,"2,319","2,534","2,160","1,963","1,629","1,522","2,587","2,612","2,702","2,569"
Long Term Debt,194.7,63.9,100.6,500.2,820.6,211.4,,138.4,,,,,,,,400.0,138.4,638.4,638.4,804.8
Total Liabilities,"1,356","2,261","3,168","3,453","3,845","3,016","2,198","2,766",,,"2,366","2,579","2,198","2,001","1,666","1,961","2,766","3,311","3,412","3,448"
Common Stock,215.2,231.5,308.7,308.7,308.7,308.7,308.7,308.7,,,308.7,308.7,308.7,308.7,308.7,308.7,308.7,308.7,308.7,308.7
Additional Paid-In Capital,284.4,284.4,284.4,284.4,284.4,284.4,284.4,284.4,,,284.4,284.4,284.4,284.4,284.4,284.4,284.4,284.4,284.4,284.4
Retained Earnings (Accumulated Deficit),172.1,341.1,515.5,698.0,815.8,"1,447","1,533","1,671",,,"1,659","1,438","1,533","1,677","1,535","1,618","1,671","1,755","1,561","1,619"
Shareholders' Equity,671.7,857.0,"1,109","1,291","1,409","2,040","2,126","2,264",,,"2,252","2,031","2,126","2,270","2,128","2,212","2,264","2,348","2,154","2,212"
Cash from Operating Activities,32.8,948.3,181.5,173.5,55.6,779.6,-675.0,-57.2,,,65.4,-5.69,-799.9,-35.2,"-1,078",-226.0,"1,282",-103.0,-219.3,168.5
Cash from Investing Activities,-46.1,-193.0,-386.2,-500.8,-27.8,147.7,"1,070",-590.6,,,"1,213",-692.3,748.4,49.6,"1,157",-112.4,"-1,685",-455.1,468.9,-131.4
Cash from Financing Activities,112.2,-282.1,14.5,270.5,135.1,-763.8,-653.6,639.3,,,-318.2,0.00,-306.7,,-246.9,400.0,486.2,500.0,-246.9,18.6
Net Change in Cash,98.9,473.1,-190.2,-56.9,162.9,163.5,-258.4,-8.43,,,960.3,-698.0,-358.1,14.5,-168.5,61.5,84.1,-58.1,2.62,55.6
Free Cashflows,-18.6,875.7,74.6,130.4,36.8,756.0,-692.3,-109.7,,,60.2,-9.67,-804.4,-44.2,"-1,097",-237.0,"1,268",-113.9,-239.9,165.9
Free Cashflow per Share,-0.062,2.84,0.24,0.42,0.12,2.45,-2.24,-0.36,,,0.19,-0.031,-2.61,-0.14,-3.55,-0.77,4.11,-0.37,-0.78,0.54
