,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,5.22,5.83,4.60,4.10,3.92,4.70,3.79,3.13,,,4.32,4.21,4.06,3.77,3.58,3.49,3.47,3.48,3.13,2.78
Earnings per Share,0.45,0.54,0.46,0.31,0.32,0.37,0.37,0.38,,,0.078,0.10,0.095,0.090,0.094,0.085,0.10,0.059,0.080,0.078
Revenue per Share,6.68,7.26,7.32,8.26,6.13,6.92,6.39,6.35,,,1.57,1.76,1.49,1.65,1.66,1.56,1.48,1.65,1.62,1.54
Dividend per Share,0.35,0.40,0.28,0.17,0.17,0.19,0.19,0.19,,,,,0.19,,,,0.19,,,
Capital Expenditures per Share,0.088,0.030,0.013,0.015,0.007,0.007,0.004,0.004,,,0.000,0.001,0.002,0.000,0.001,0.001,0.002,0.002,0.004,0.003
Book Value per Share,4.42,4.61,4.66,4.68,4.43,4.61,4.80,5.00,,,4.60,4.70,4.80,4.89,4.79,4.88,5.00,5.06,4.95,5.02
Price to Earnings Ratio,9.60,11.3,10.5,13.8,11.5,11.3,10.5,9.26,,,10.5,10.4,10.8,9.92,9.24,9.33,9.29,9.02,8.62,8.38
Price to Book Value Ratio,1.00,1.31,0.94,0.86,0.84,1.07,0.79,0.68,,,0.88,0.85,0.79,0.68,0.73,0.66,0.68,0.66,0.57,0.53
EV to EBITDA,4.07,4.74,4.50,4.46,3.65,4.44,4.31,4.46,,,4.25,4.57,4.31,4.38,4.23,4.03,4.46,4.44,4.59,4.51
Dividend Payout Ratio,77.8%,74.4%,61.1%,54.8%,53.1%,51.5%,51.4%,50.6%,,,,,52.4%,,,,50.7%,,,
Common Shares Outstanding,447.4,447.4,447.4,447.4,596.5,596.5,596.5,596.5,,,596.5,596.5,596.5,596.5,596.5,596.5,596.5,596.5,596.5,596.5
Total Revenue,"2,988","3,247","3,275","3,694","3,659","4,126","3,809","3,787",,,935.3,"1,049",889.7,986.6,989.6,931.2,880.1,981.4,969.1,919.9
"Cost of Revenue, Total","2,250","2,499","2,507","2,940","2,883","3,325","3,137","3,169",,,766.2,874.2,720.9,831.5,822.3,787.0,727.8,846.2,816.3,772.4
Gross Profit,738.0,748.0,767.2,754.5,776.0,801.4,672.6,618.8,,,169.1,174.4,168.7,155.0,167.3,144.2,152.3,135.2,152.8,147.5
"Selling/General/Administrative Expenses, Total",140.1,200.7,218.5,226.3,234.1,263.0,251.4,278.6,,,63.7,62.5,64.3,67.0,65.3,66.9,79.4,65.3,74.3,67.7
Operating Income,597.9,547.3,548.7,528.2,541.0,381.1,407.8,369.9,,,95.0,112.0,101.5,88.0,101.9,77.3,102.6,69.9,78.5,79.8
Net Income,201.2,240.5,205.1,140.2,171.0,220.2,221.9,224.1,,,46.5,62.5,56.5,54.3,56.2,51.0,62.6,35.3,47.5,46.8
EBITDA,"1,925","2,001","2,170","2,286","2,348","2,202","2,123","2,065",,,523.0,538.8,531.2,502.5,518.2,500.2,544.1,511.0,530.7,527.4
Gross Profit Margin,24.7%,23.0%,23.4%,20.4%,21.2%,19.4%,17.7%,16.3%,,,18.1%,16.6%,19.0%,15.7%,16.9%,15.5%,17.3%,13.8%,15.8%,16.0%
Operating Margin,20.0%,16.9%,16.8%,14.3%,14.8%,9.2%,10.7%,9.8%,,,10.2%,10.7%,11.4%,8.9%,10.3%,8.3%,11.7%,7.1%,8.1%,8.7%
Net Profit Margin,6.7%,7.4%,6.3%,3.8%,4.7%,5.3%,5.8%,5.9%,,,5.0%,6.0%,6.4%,5.5%,5.7%,5.5%,7.1%,3.6%,4.9%,5.1%
Return on Assets,2.3%,2.5%,1.8%,1.1%,1.3%,1.7%,1.7%,1.6%,,,1.8%,1.8%,1.7%,1.7%,1.8%,1.7%,1.6%,1.5%,1.4%,1.4%
Return on Equity,10.2%,11.7%,9.8%,6.7%,6.5%,8.0%,7.8%,7.5%,,,1.7%,2.2%,2.0%,1.9%,2.0%,1.8%,2.1%,1.2%,1.6%,1.6%
Return on Total Capital,3.2%,3.4%,2.8%,1.7%,2.0%,2.6%,2.5%,2.6%,,,2.6%,2.6%,2.5%,2.5%,2.7%,2.7%,2.6%,2.3%,2.1%,2.0%
SG&A to Sale,4.7%,6.2%,6.7%,6.1%,6.4%,6.4%,6.6%,7.4%,,,6.8%,6.0%,7.2%,6.8%,6.6%,7.2%,9.0%,6.7%,7.7%,7.4%
Depreciation & Amortisation,"1,327","1,454","1,621","1,758","1,807","1,821","1,715","1,695",,,428.0,426.9,429.7,414.5,416.2,422.9,441.6,441.1,452.2,447.6
Tax Rate,46.5%,22.1%,18.9%,21.0%,21.6%,-103.2%,-33.8%,-54.9%,,,-57.3%,-9.0%,-39.6%,-58.8%,-68.5%,-70.3%,-32.6%,-178.0%,-137.2%,-87.1%
Current Ratio,0.46,0.44,0.33,0.33,0.36,0.34,0.45,0.38,,,0.43,0.47,0.45,0.51,0.47,0.39,0.38,0.43,0.49,0.53
Quick Ratio,0.31,0.34,0.23,0.26,0.26,0.23,0.33,0.29,,,0.30,0.31,0.33,0.35,0.33,0.27,0.29,0.31,0.36,0.37
Days Inventory Outstanding,22.6,17.0,25.9,22.5,17.4,14.8,10.4,13.8,,,7.26,6.04,8.64,11.7,16.0,19.4,17.9,20.7,26.1,29.1
Days Sale Outstanding,97.6,123.8,117.4,99.8,105.5,93.9,121.5,140.7,,,98.8,101.5,121.5,116.3,125.3,128.7,140.7,141.7,141.2,135.9
Days Payable Outstanding,12.8,27.1,36.1,19.5,22.8,19.7,18.8,25.6,,,11.4,21.9,29.0,21.5,22.4,27.5,26.6,22.0,13.1,12.1
Cash Conversion Cycle,33.6,3.87,20.8,20.9,-9.16,8.51,-4.79,13.4,,,-0.84,-21.4,-7.54,8.68,12.4,25.6,26.8,39.1,55.5,50.6
Debt to Asset Ratio,0.78,0.80,0.83,0.83,0.80,0.79,0.78,0.79,,,0.79,0.79,0.78,0.77,0.78,0.78,0.79,0.79,0.79,0.78
Debt to Equity Ratio,3.62,4.07,4.76,5.01,3.89,3.81,3.62,3.72,,,3.67,3.66,3.62,3.41,3.55,3.57,3.72,3.66,3.72,3.60
Interest Coverage Ratio,2.41,1.95,1.67,1.34,1.47,1.19,1.43,1.44,,,1.31,1.57,1.47,1.35,1.63,1.27,1.51,1.05,1.13,1.16
Cash and Short Term Investments,117.6,82.9,64.4,23.3,80.1,77.6,214.8,107.0,,,67.2,77.2,214.8,91.8,159.3,83.5,107.0,137.1,152.1,157.8
"Total Receivables, Net",798.5,"1,102","1,053","1,010","1,057","1,062","1,268","1,460",,,"1,081","1,093","1,268","1,230","1,343","1,339","1,460","1,468","1,456","1,397"
Total Inventory,147.7,85.4,271.0,91.7,183.6,86.2,92.2,147.1,,,51.3,56.3,92.2,112.3,171.9,164.3,147.1,214.1,239.7,264.3
Total Current Assets,"1,190","1,401","1,540","1,296","1,487","1,535","1,740","1,897",,,"1,564","1,663","1,740","1,797","1,922","1,896","1,897","1,990","2,010","2,010"
"Property/Plant/Equipment, Total - Net",151.7,150.5,142.0,130.6,127.2,125.8,119.1,99.0,,,"9,526","9,724",119.1,"9,491","9,531","9,705",99.0,"10,114","9,996","9,838"
Total Assets,"9,127","10,445","12,029","12,593","12,912","13,230","13,211","14,066",,,"12,798","13,069","13,211","12,867","13,015","13,291","14,066","14,069","13,937","13,776"
Accounts Payable,83.6,287.0,208.7,105.2,255.1,103.4,219.1,225.7,,,111.8,278.6,219.1,157.2,240.8,235.6,225.7,158.3,69.4,140.9
Accrued Expenses,67.6,95.2,96.2,83.0,100.9,114.4,102.1,103.4,,,2.57,2.96,102.1,2.09,2.10,3.05,103.4,2.49,1.97,3.36
Debt Due,"2,380","2,777","4,254","3,710","3,696","4,230","3,455","4,547",,,"3,350","3,096","3,455","3,197","3,691","4,489","4,547","4,343","3,809","3,463"
Total Current Liabilities,"2,605","3,207","4,606","3,938","4,108","4,520","3,871","4,993",,,"3,640","3,537","3,871","3,545","4,124","4,913","4,993","4,674","4,098","3,810"
Long Term Debt,"4,363","4,962","5,126","6,340","5,942","5,664","6,095","5,676",,,"6,096","6,350","6,095","6,018","5,654","5,077","5,676","5,957","6,441","6,518"
Total Liabilities,"7,150","8,384","9,943","10,499","10,273","10,477","10,349","11,085",,,"10,056","10,265","10,349","9,950","10,156","10,381","11,085","11,052","10,987","10,779"
Common Stock,447.4,447.4,447.4,447.4,596.5,596.5,596.5,596.5,,,596.5,596.5,596.5,596.5,596.5,596.5,596.5,596.5,596.5,596.5
Additional Paid-In Capital,346.9,346.9,346.9,346.9,645.1,645.1,645.1,645.2,,,645.1,645.1,645.1,645.1,645.2,645.2,645.2,645.2,645.2,645.2
Retained Earnings (Accumulated Deficit),"1,182","1,266","1,293","1,300","1,398","1,511","1,620","1,739",,,"1,500","1,563","1,620","1,675","1,618","1,669","1,739","1,774","1,709","1,755"
Shareholders' Equity,"1,977","2,061","2,087","2,094","2,640","2,752","2,862","2,981",,,"2,742","2,804","2,862","2,916","2,859","2,910","2,981","3,016","2,950","2,997"
Cash from Operating Activities,-442.7,-776.8,"-1,150",-189.9,454.0,175.8,885.7,-406.4,,,313.6,110.3,72.9,307.1,93.3,-212.9,-594.0,48.7,225.7,369.1
Cash from Investing Activities,-25.5,150.9,-4.34,2.98,-1.42,0.83,-0.64,-1.35,,,-0.10,0.29,-1.16,-0.28,-0.45,-0.40,-0.22,-1.08,-1.80,-1.54
Cash from Financing Activities,552.0,591.2,"1,136",145.9,-395.8,-179.2,-747.9,300.0,,,-318.6,-100.6,65.8,-429.8,-25.3,137.5,617.6,-17.5,-208.8,-361.9
Net Change in Cash,83.9,-34.7,-18.5,-41.0,56.8,-2.51,137.2,-107.8,,,-5.15,10.0,137.6,-123.0,67.5,-75.8,23.4,30.1,15.1,5.67
Free Cashflows,-482.1,-790.1,"-1,156",-196.7,449.5,171.9,883.1,-408.8,,,313.5,109.5,71.5,307.0,92.8,-213.3,-595.2,47.6,223.0,367.6
Free Cashflow per Share,-1.08,-1.77,-2.58,-0.44,0.75,0.29,1.48,-0.69,,,0.53,0.18,0.12,0.51,0.16,-0.36,-1.00,0.080,0.37,0.62
