,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,9.50,11.6,10.6,9.38,9.58,11.0,11.6,10.8,,,10.6,11.4,11.6,12.0,12.1,11.0,11.0,11.5,10.8,10.2
Earnings per Share,0.56,0.57,0.65,0.74,0.67,0.72,0.87,0.88,,,0.30,0.26,0.16,0.21,0.29,0.19,0.19,0.15,0.16,0.18
Revenue per Share,1.94,2.42,2.52,2.60,2.26,2.56,2.95,2.89,,,0.84,0.84,0.66,0.75,0.71,0.67,0.75,0.59,0.65,0.64
Dividend per Share,0.40,0.45,0.40,0.65,0.60,0.65,0.75,0.75,,,0.40,0.00,0.35,,0.40,0.00,0.35,,0.30,0.00
Capital Expenditures per Share,0.23,0.076,0.37,0.029,0.055,0.15,0.12,0.32,,,0.037,0.023,0.033,0.11,0.057,0.10,0.051,0.022,0.013,0.022
Book Value per Share,2.93,3.14,3.35,3.90,3.89,3.98,4.19,4.18,,,4.07,3.94,4.19,4.59,4.25,4.04,4.18,4.41,4.23,4.10
Price to Earnings Ratio,12.3,21.2,14.4,14.1,12.4,13.6,12.6,12.0,,,12.5,12.1,12.6,12.0,12.4,11.9,12.0,12.9,15.6,14.4
Price to Book Value Ratio,2.35,4.08,2.87,2.50,2.30,2.45,2.51,2.56,,,2.43,2.66,2.51,2.46,2.71,2.45,2.56,2.52,2.27,2.39
EV to EBITDA,23.3,24.9,18.2,17.9,21.2,20.9,21.4,19.7,,,18.5,19.9,21.4,18.9,22.6,20.4,19.7,22.8,23.8,21.6
Dividend Payout Ratio,71.5%,79.4%,61.9%,87.8%,89.6%,90.3%,86.2%,85.6%,,,51.4%,0.0%,40.2%,,43.7%,0.0%,39.9%,,43.4%,0.0%
Common Shares Outstanding,"10,026","10,026","10,026","10,986","11,730","11,787","11,950","11,950",,,"11,950","11,950","11,950","11,950","11,950","11,950","11,950","11,950","11,950","11,950"
Total Revenue,"19,449","24,290","25,302","28,572","26,514","30,158","35,200","34,574",,,"9,998","10,058","7,913","8,991","8,541","8,035","9,007","7,044","7,761","7,676"
"Cost of Revenue, Total","12,869","15,847","16,033","18,239","17,314","19,635","22,924","22,235",,,"6,415","6,565","5,237","5,720","5,477","5,275","5,764","4,727","5,266","5,101"
Gross Profit,"6,580","8,443","9,268","10,333","9,201","10,523","12,276","12,339",,,"3,582","3,493","2,676","3,271","3,064","2,760","3,244","2,317","2,495","2,576"
"Selling/General/Administrative Expenses, Total","2,472","2,655","2,553","3,012","2,695","2,942","3,790","3,503",,,722.1,"1,531",807.8,791.8,"1,038",854.4,"1,121",753.0,756.6,789.9
Operating Income,"3,392","4,925","5,833","6,328","5,627","6,589","7,265","7,669",,,"2,505","1,606","1,600","2,172","1,732","1,633","1,829","1,345","1,485","1,540"
Net Income,"5,609","5,682","6,478","8,423","7,920","8,618","10,463","10,475",,,"3,609","3,125","1,955","2,466","3,425","2,314","2,271","1,826","1,852","2,201"
EBITDA,"3,743","5,420","6,342","6,768","6,002","6,969","7,797","8,275",,,"2,651","1,728","1,720","2,315","1,878","1,769","2,020","1,526","1,673","1,726"
Gross Profit Margin,33.8%,34.8%,36.6%,36.2%,34.7%,34.9%,34.9%,35.7%,,,35.8%,34.7%,33.8%,36.4%,35.9%,34.3%,36.0%,32.9%,32.1%,33.6%
Operating Margin,17.4%,20.3%,23.1%,22.1%,21.2%,21.8%,20.6%,22.2%,,,25.1%,16.0%,20.2%,24.2%,20.3%,20.3%,20.3%,19.1%,19.1%,20.1%
Net Profit Margin,28.8%,23.4%,25.6%,29.5%,29.9%,28.6%,29.7%,30.3%,,,36.1%,31.1%,24.7%,27.4%,40.1%,28.8%,25.2%,25.9%,23.9%,28.7%
Return on Assets,9.7%,9.0%,9.2%,10.4%,8.6%,8.6%,9.9%,9.5%,,,8.9%,10.0%,9.8%,9.9%,9.7%,9.3%,9.6%,8.7%,7.3%,7.1%
Return on Equity,19.1%,18.1%,19.3%,19.7%,17.4%,18.4%,20.9%,21.0%,,,7.4%,6.6%,3.9%,4.5%,6.7%,4.8%,4.5%,3.5%,3.7%,4.5%
Return on Total Capital,11.8%,11.0%,10.9%,12.4%,10.1%,10.8%,12.6%,12.2%,,,11.7%,13.5%,12.6%,12.5%,12.5%,11.8%,12.2%,11.1%,9.7%,8.9%
SG&A to Sale,12.7%,10.9%,10.1%,10.5%,10.2%,9.8%,10.8%,10.1%,,,7.2%,15.2%,10.2%,8.8%,12.2%,10.6%,12.4%,10.7%,9.7%,10.3%
Depreciation & Amortisation,350.8,494.2,509.1,439.7,375.0,379.3,531.9,606.4,,,145.4,121.8,120.1,143.0,146.3,135.5,191.0,181.2,187.4,186.6
Tax Rate,20.2%,16.4%,14.3%,16.4%,15.6%,14.7%,14.5%,14.0%,,,17.9%,9.3%,13.7%,10.0%,15.3%,14.6%,15.4%,13.1%,13.5%,15.4%
Current Ratio,2.83,3.06,3.02,3.21,3.49,2.72,2.32,2.55,,,2.52,2.34,2.32,2.44,2.98,2.94,2.55,2.61,2.48,2.74
Quick Ratio,0.009,0.010,0.010,0.011,0.046,0.029,0.007,0.021,,,0.056,0.008,0.007,0.052,0.26,0.062,0.021,0.034,0.035,0.022
Days Inventory Outstanding,830.0,737.2,808.5,820.3,965.6,902.0,773.2,791.6,,,847.0,748.1,753.1,723.6,732.7,768.9,772.1,842.2,859.9,883.6
Days Sale Outstanding,1.97,1.81,1.97,2.29,2.62,1.91,1.70,3.02,,,1.55,1.44,1.70,7.92,7.97,8.39,3.02,2.82,2.51,2.66
Days Payable Outstanding,35.9,30.1,36.2,36.4,41.0,36.3,28.6,31.5,,,27.1,23.0,25.6,28.2,30.3,31.9,32.4,35.3,34.4,34.8
Cash Conversion Cycle,795.4,707.8,768.7,786.2,924.2,870.3,746.5,760.2,,,823.6,726.3,726.3,699.1,710.5,745.5,744.0,809.9,829.5,850.0
Debt to Asset Ratio,0.50,0.50,0.54,0.49,0.52,0.53,0.54,0.54,,,0.53,0.54,0.54,0.52,0.53,0.54,0.54,0.53,0.54,0.58
Debt to Equity Ratio,1.03,1.03,1.21,0.99,1.12,1.14,1.17,1.22,,,1.18,1.19,1.17,1.10,1.15,1.21,1.22,1.15,1.18,1.39
Interest Coverage Ratio,11.0,10.1,10.2,12.6,18.5,17.7,11.3,10.5,,,15.1,10.0,8.34,11.3,9.92,10.8,8.61,7.62,6.51,7.43
Cash and Short Term Investments,"1,199","1,462","1,216","6,738","10,159","3,011","5,283","7,832",,,"11,777","7,161","5,283","7,957","9,221","5,802","7,832","7,033","4,869","9,652"
"Total Receivables, Net",104.8,120.3,136.3,179.1,190.4,157.7,163.5,286.1,,,135.4,137.6,163.5,802.0,774.8,769.5,286.1,251.9,218.6,229.6
Total Inventory,"31,472","32,537","38,496","43,487","48,118","48,926","48,198","48,243",,,"46,579","46,399","48,198","46,706","45,628","45,831","48,243","49,787","49,312","51,675"
Total Current Assets,"33,259","35,162","41,205","52,013","60,382","53,341","55,376","57,724",,,"60,073","55,564","55,376","57,691","57,021","54,076","57,724","58,958","56,924","63,715"
"Property/Plant/Equipment, Total - Net",638.4,651.0,616.3,288.3,310.9,574.1,568.9,863.1,,,605.0,581.6,568.9,548.1,535.5,532.0,863.1,849.2,822.8,798.3
Total Assets,"60,833","65,040","75,369","86,888","98,070","101,506","109,491","111,481",,,"107,082","104,046","109,491","116,130","110,015","107,706","111,481","114,060","111,192","117,600"
Accounts Payable,"1,270","1,346","1,830","1,808","2,086","1,819","1,780","2,052",,,"1,423","1,441","1,780","1,917","1,906","1,892","2,052","2,053","1,908","2,070"
Accrued Expenses,569.2,777.7,954.5,"1,247","1,072","1,166","1,529","1,479",,,949.2,"1,452","1,529","1,289","1,072","1,535","1,479","1,258","1,141","1,533"
Debt Due,"8,762","7,319","8,507","9,965","9,166","11,079","16,143","14,887",,,"17,106","16,127","16,143","15,815","11,709","10,719","14,887","14,923","15,958","15,974"
Total Current Liabilities,"11,735","11,480","13,656","16,195","17,309","19,605","23,906","22,631",,,"23,824","23,721","23,906","23,651","19,156","18,403","22,631","22,552","22,962","23,213"
Long Term Debt,"17,941","20,163","26,104","25,206","32,510","32,598","32,851","35,793",,,"31,475","30,494","32,851","34,423","37,250","38,088","35,793","35,690","34,548","42,345"
Total Liabilities,"30,360","32,438","40,526","42,613","51,175","53,554","58,683","60,729",,,"57,148","56,081","58,683","60,488","58,483","58,629","60,729","60,586","59,867","67,909"
Common Stock,"10,026","10,026","10,026","10,986","11,730","11,787","11,950","11,950",,,"11,950","11,950","11,950","11,950","11,950","11,950","11,950","11,950","11,950","11,950"
Additional Paid-In Capital,"10,643","10,643","10,643","13,042","14,904","15,045","15,453","15,453",,,"15,453","15,453","15,453","15,453","15,453","15,453","15,453","15,453","15,453","15,453"
Retained Earnings (Accumulated Deficit),"8,549","9,462","11,957","16,157","16,490","16,877","19,008","20,495",,,"18,694","17,053","19,008","21,474","20,717","18,251","20,495","22,417","20,088","18,705"
Shareholders' Equity,"29,396","31,441","33,573","42,831","45,626","46,935","50,067","49,983",,,"48,592","47,112","50,067","54,892","50,777","48,297","49,983","52,700","50,549","48,973"
Cash from Operating Activities,"-1,011","5,008",612.4,"2,301","1,557","7,278","7,409","8,652",,,"2,992","2,249","1,392","3,370","-1,987","6,418",851.8,-883.4,"1,214",142.7
Cash from Investing Activities,137.9,884.9,"-2,817","5,637","1,874","-5,981",-340.4,"2,083",,,"3,742",525.0,"-4,403","-1,920","4,979",-409.6,-566.5,-201.3,"1,295",850.2
Cash from Financing Activities,-58.7,"-5,630","1,945","-2,650",-753.0,"-7,773","-4,828","-8,583",,,110.8,"-7,238","1,731","1,289","-6,191","-5,007","1,326",-111.7,"-4,748","4,086"
Net Change in Cash,-931.7,262.7,-296.5,"5,271","2,520","-6,356","2,182","2,349",,,"6,841","-4,463","-1,331","2,736","-3,090",995.4,"1,707","-1,107","-2,234","5,080"
Free Cashflows,"-3,320","4,250","-3,144","1,986",916.8,"5,500","6,014","4,853",,,"2,555","1,973",995.6,"2,072","-2,665","5,207",238.9,"-1,144","1,060",-118.2
Free Cashflow per Share,-0.33,0.42,-0.31,0.18,0.078,0.47,0.50,0.41,,,0.21,0.17,0.083,0.17,-0.22,0.44,0.020,-0.096,0.089,-0.010
