,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,26.2,25.8,23.0,24.8,,,25.8,27.1,25.9,24.5,24.4,22.3,22.0,25.7,26.8,26.0
Earnings per Share,,0.40,0.51,0.33,0.26,0.62,0.77,0.85,,,0.15,0.24,0.19,0.22,0.15,0.25,0.23,0.59,0.16,0.30
Revenue per Share,,2.31,2.69,3.19,3.45,4.07,4.72,5.35,,,1.11,1.31,1.24,1.31,1.29,1.43,1.32,1.50,1.42,1.55
Dividend per Share,,0.35,0.19,0.21,0.23,0.40,0.55,0.70,,,,0.20,0.35,,0.30,0.00,0.40,,0.60,0.00
Capital Expenditures per Share,,0.13,0.33,0.28,0.13,0.25,0.42,0.45,,,0.10,0.093,0.19,0.056,0.077,0.10,0.21,0.20,0.072,0.30
Book Value per Share,,0.97,1.03,0.87,0.90,4.97,5.30,4.35,,,5.11,5.15,5.30,5.52,4.17,4.12,4.35,4.94,4.70,4.40
Price to Earnings Ratio,,,,,,39.2,32.2,25.9,,,38.2,35.5,32.2,30.1,31.2,26.6,25.9,19.3,20.9,19.5
Price to Book Value Ratio,,,,,,4.61,4.81,5.12,,,5.33,4.85,4.81,3.80,5.87,4.51,5.12,5.21,5.53,5.74
EV to EBITDA,,,,,0.00,27.4,19.1,13.7,,,21.7,22.7,19.1,18.2,16.9,17.5,13.7,15.6,17.9,16.3
Dividend Payout Ratio,,87.6%,37.6%,62.5%,85.2%,64.8%,71.4%,82.5%,,,,28.4%,45.4%,,37.9%,0.0%,47.1%,,48.7%,0.0%
Common Shares Outstanding,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Total Revenue,,691.6,806.5,957.7,"1,035","1,221","1,415","1,606",,,334.4,392.7,371.3,391.6,387.3,429.7,397.1,450.1,426.5,465.9
"Cost of Revenue, Total",,465.0,572.1,722.3,801.7,876.6,985.7,"1,102",,,238.0,262.5,258.3,257.4,274.7,293.8,276.1,285.4,302.5,314.8
Gross Profit,,226.6,270.6,235.4,233.2,344.0,429.3,503.7,,,96.5,130.2,112.9,134.3,112.6,135.9,121.0,164.7,124.0,151.1
"Selling/General/Administrative Expenses, Total",,58.4,69.3,93.8,110.1,137.4,153.2,182.4,,,38.1,39.1,40.5,47.8,51.5,41.6,41.5,41.6,63.9,39.1
Operating Income,,129.6,165.1,141.6,123.2,206.7,276.2,321.3,,,58.3,91.2,72.4,86.4,61.1,94.3,79.5,123.0,60.0,111.9
Net Income,,119.0,154.0,100.1,79.2,154.6,231.2,254.5,,,44.1,71.9,55.9,65.9,43.8,74.9,69.9,176.4,48.3,89.4
EBITDA,,167.1,204.4,199.1,195.1,279.4,351.9,397.9,,,77.4,111.2,90.4,104.4,79.5,113.9,100.2,143.9,82.0,134.7
Gross Profit Margin,,32.8%,33.6%,24.6%,22.5%,28.2%,30.3%,31.4%,,,28.8%,33.2%,30.4%,34.3%,29.1%,31.6%,30.5%,36.6%,29.1%,32.4%
Operating Margin,,18.7%,20.5%,14.8%,11.9%,16.9%,19.5%,20.0%,,,17.4%,23.2%,19.5%,22.1%,15.8%,21.9%,20.0%,27.3%,14.1%,24.0%
Net Profit Margin,,17.2%,19.1%,10.5%,7.7%,12.7%,16.3%,15.9%,,,13.2%,18.3%,15.1%,16.8%,11.3%,17.4%,17.6%,39.2%,11.3%,19.2%
Return on Assets,,21.1%,26.2%,11.4%,7.2%,10.7%,12.4%,13.5%,,,10.0%,11.4%,12.4%,12.1%,12.2%,13.1%,13.7%,19.5%,20.3%,22.7%
Return on Equity,,40.9%,49.7%,38.3%,29.3%,10.4%,14.5%,19.5%,,,2.9%,4.7%,3.5%,4.0%,3.5%,6.1%,5.4%,11.9%,3.4%,6.8%
Return on Total Capital,,28.5%,36.8%,15.8%,11.4%,10.0%,14.5%,16.3%,,,11.9%,13.6%,14.5%,13.7%,15.6%,15.9%,16.3%,23.4%,25.1%,29.1%
SG&A to Sale,,8.4%,8.6%,9.8%,10.6%,11.3%,10.8%,11.4%,,,11.4%,9.9%,10.9%,12.2%,13.3%,9.7%,10.5%,9.3%,15.0%,8.4%
Depreciation & Amortisation,,37.6,39.3,57.6,71.9,72.7,75.7,76.6,,,19.1,20.1,18.0,18.0,18.3,19.6,20.8,20.9,21.9,22.7
Tax Rate,,4.7%,3.0%,26.5%,27.8%,15.7%,9.4%,17.9%,,,17.7%,20.0%,21.3%,20.5%,23.8%,18.6%,10.0%,20.1%,20.2%,19.8%
Current Ratio,,1.34,0.84,0.58,0.65,4.71,4.83,3.36,,,4.88,5.00,4.83,5.52,3.03,3.14,3.36,3.37,3.16,2.40
Quick Ratio,,0.74,0.68,0.48,0.55,3.54,1.71,1.90,,,4.05,2.69,1.71,1.39,1.05,2.15,1.90,2.59,2.69,1.71
Days Inventory Outstanding,,13.9,11.8,12.6,12.5,9.16,8.06,8.74,,,7.53,7.65,8.26,8.64,8.48,8.52,9.12,8.94,7.98,7.74
