,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,,27.9,37.0,,,,,,,30.0,27.9,29.0,34.3,41.5,43.6
Earnings per Share,,,,0.26,0.70,0.94,0.93,1.47,,,3.07,3.72,0.078,0.26,0.22,0.25,0.27,0.30,0.24,0.28
Revenue per Share,,,,10.5,10.6,10.8,8.36,8.12,,,,,2.14,2.03,1.98,1.96,2.14,2.12,2.10,2.11
Dividend per Share,,,,0.00,2.10,1.73,0.77,0.69,,,,,0.77,0.79,0.12,0.25,0.39,,0.35,0.00
Capital Expenditures per Share,,,,0.38,0.33,0.31,0.34,0.42,,,,,0.21,0.14,0.11,0.085,0.087,0.28,0.29,0.37
Book Value per Share,,,,3.25,2.68,1.52,1.11,6.02,,,,,1.11,1.33,1.43,1.64,6.02,6.01,5.85,5.78
Price to Earnings Ratio,,,,,,,,19.1,,,,,,,,30.7,27.9,31.7,35.1,38.0
Price to Book Value Ratio,,,,,,,,4.57,,,,,,,,14.9,4.57,5.78,6.36,7.01
EV to EBITDA,,,,,,,0.00,17.6,,,0.00,0.00,0.00,0.00,0.00,22.8,17.6,20.3,24.6,28.7
Dividend Payout Ratio,,,,0.0%,301.2%,184.9%,82.7%,47.1%,,,,,6.8%,11.1%,2.9%,30.6%,38.9%,,33.2%,0.0%
Common Shares Outstanding,,,,"3,004","3,004","3,004","3,004","3,004",,,,,"3,004","3,004","3,004","3,004","3,004","3,004","3,004","3,004"
Total Revenue,,,,"31,594","31,885","32,476","25,097","24,401",,,"5,767","6,168","6,434","6,110","5,953","5,901","6,437","6,366","6,295","6,328"
"Cost of Revenue, Total",,,,"22,309","22,337","22,579","16,764","16,414",,,"3,847","4,091","4,282","4,150","4,092","4,025","4,147","4,153","4,074","4,137"
Gross Profit,,,,"9,285","9,548","9,897","8,332","7,987",,,"1,919","2,078","2,152","1,960","1,861","1,876","2,290","2,214","2,221","2,191"
"Selling/General/Administrative Expenses, Total",,,,"7,522","6,440","6,905","5,033","4,947",,,"1,199","1,100","1,700","1,262","1,190","1,159","1,336","1,323","1,459","1,459"
Operating Income,,,,"1,763","3,141","3,028","3,329","3,082",,,720.2,977.5,481.6,698.2,670.9,717.4,995.3,890.9,762.1,731.7
Net Income,,,,"1,389","2,137","2,812","2,834","3,005",,,710.1,886.4,213.5,783.3,661.1,771.9,789.0,888.3,710.4,837.6
EBITDA,,,,"2,880","4,273","4,134","4,383","4,128",,,992.9,"1,252",727.1,963.8,931.6,996.7,"1,236","1,131",994.4,970.4
Gross Profit Margin,,,,29.4%,29.9%,30.5%,33.2%,32.7%,,,33.3%,33.7%,33.4%,32.1%,31.3%,31.8%,35.6%,34.8%,35.3%,34.6%
Operating Margin,,,,5.6%,9.8%,9.3%,13.3%,12.6%,,,12.5%,15.8%,7.5%,11.4%,11.3%,12.2%,15.5%,14.0%,12.1%,11.6%
Net Profit Margin,,,,4.4%,6.7%,8.7%,11.3%,12.3%,,,12.3%,14.4%,3.3%,12.8%,11.1%,13.1%,12.3%,14.0%,11.3%,13.2%
Return on Assets,,,,7.0%,11.0%,15.8%,17.8%,15.6%,,,,,18.6%,16.3%,16.0%,16.0%,15.5%,13.3%,13.7%,14.1%
Return on Equity,,,,14.2%,26.5%,61.6%,85.1%,16.6%,,,0.0%,0.0%,6.4%,19.5%,15.4%,15.7%,4.4%,4.9%,4.0%,4.8%
Return on Total Capital,,,,13.4%,25.6%,60.7%,82.6%,16.5%,,,0.0%,0.0%,82.6%,63.1%,57.9%,48.0%,16.5%,17.1%,17.9%,18.5%
SG&A to Sale,,,,23.8%,20.2%,21.3%,20.1%,20.3%,,,20.8%,17.8%,26.4%,20.7%,20.0%,19.6%,20.8%,20.8%,23.2%,23.1%
Depreciation & Amortisation,,,,"1,118","1,133","1,106","1,054","1,046",,,272.8,274.7,245.4,265.7,260.7,279.2,240.9,240.4,232.3,238.7
Tax Rate,,,,19.4%,21.1%,18.5%,20.0%,18.4%,,,15.0%,16.8%,41.7%,16.9%,15.9%,14.1%,25.4%,18.1%,18.7%,16.4%
Current Ratio,,,,1.37,1.11,0.64,0.57,2.75,,,,,0.57,0.64,0.60,0.61,2.75,2.42,2.12,2.01
Quick Ratio,,,,0.85,0.69,0.41,0.25,1.40,,,0.00,0.00,0.25,0.24,0.28,0.29,1.40,1.27,1.17,0.96
Days Inventory Outstanding,,,,41.3,39.2,32.2,37.5,36.7,,,,,37.2,39.7,39.6,37.7,35.4,32.8,30.4,29.2
Days Sale Outstanding,,,,63.6,59.0,52.3,39.5,44.3,,,,,38.9,42.0,42.2,42.0,44.3,47.5,43.0,46.6
Days Payable Outstanding,,,,51.3,54.7,53.4,53.8,43.2,,,,,40.6,44.2,45.0,44.1,43.8,44.0,42.7,43.4
Cash Conversion Cycle,,,,54.5,42.3,38.5,49.9,35.3,,,,,35.6,35.1,36.8,36.9,34.6,34.6,34.2,28.1
Debt to Asset Ratio,,,,0.44,0.50,0.72,0.77,0.22,,,,,0.77,0.76,0.71,0.66,0.22,0.22,0.22,0.23
Debt to Equity Ratio,,,,0.89,1.19,2.62,3.53,0.28,,,,,3.53,3.12,2.51,2.06,0.28,0.28,0.28,0.31
Interest Coverage Ratio,,,,23.7,58.7,39.4,34.2,38.0,,,28.9,39.6,19.1,26.8,27.8,27.8,194.3,359.4,323.7,321.4
Cash and Short Term Investments,,,,"1,952","1,809",601.9,384.8,"7,987",,,,,384.8,"2,680","1,417","1,203","7,987","6,437","4,692","4,802"
"Total Receivables, Net",,,,"5,508","5,154","4,657","2,719","2,959",,,,,"2,719","2,815","2,848","2,805","2,959","3,209","2,948","3,244"
Total Inventory,,,,"2,523","2,278","1,703","1,744","1,557",,,,,"1,744","1,817","1,790","1,625","1,557","1,389","1,340","1,301"
Total Current Assets,,,,"10,267","9,577","7,194","6,288","12,641",,,,,"6,288","7,619","6,170","5,787","12,641","11,113","9,059","9,420"
"Property/Plant/Equipment, Total - Net",,,,"7,369","7,276","6,906","6,933","6,518",,,,,"6,933","6,963","6,933","6,943","6,518","7,370","7,847","8,257"
Total Assets,,,,"19,716","19,005","16,651","15,198","23,456",,,,,"15,198","16,584","15,123","15,281","23,456","23,433","22,739","22,909"
Accounts Payable,,,,"3,137","3,561","3,043","1,902","1,981",,,,,"1,902","2,060","2,041","1,956","1,981","1,978","1,855","2,067"
Accrued Expenses,,,,"2,154","1,801","2,149","2,015","1,835",,,,,"2,015",,1.07,1.08,"1,835",0.88,0.87,0.88
Debt Due,,,,"1,274","2,351","5,484","6,109",32.0,,,,,"6,109","7,168","5,749","5,435",32.0,35.8,37.6,39.9
