,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,2.89,3.26,2.97,3.06,3.97,4.70,6.13,,,3.90,4.50,4.37,4.11,4.78,5.30,5.40,6.57,6.95,5.82
Earnings per Share,-0.012,0.010,0.044,0.086,0.062,0.007,0.022,0.081,,,0.001,0.022,0.004,0.002,0.009,0.054,0.016,0.019,0.011,0.004
Revenue per Share,0.000,0.46,1.02,1.28,0.92,0.86,0.94,1.24,,,0.19,0.31,0.26,0.25,0.27,0.40,0.32,0.33,0.31,0.25
Dividend per Share,0.00,0.00,,0.020,0.020,0.060,0.020,0.028,,,,,0.020,,,,0.028,,,
Capital Expenditures per Share,0.000,0.072,0.22,0.033,0.16,0.49,0.36,0.098,,,0.15,0.029,0.10,0.028,0.035,0.017,0.018,0.010,0.014,0.003
Book Value per Share,0.011,1.68,2.11,2.19,2.41,2.41,2.41,2.49,,,2.36,2.39,2.41,2.43,2.42,2.48,2.49,2.50,2.98,2.89
Price to Earnings Ratio,,,50.0,41.5,34.4,433.7,187.5,60.8,,,,,187.5,136.5,115.6,73.9,60.9,62.0,60.5,104.4
Price to Book Value Ratio,,,1.14,1.52,0.95,1.34,1.61,1.98,,,1.51,1.69,1.61,1.55,2.21,2.00,1.98,2.82,1.93,1.72
EV to EBITDA,,0.00,10.9,11.7,10.9,15.3,16.1,14.3,,,16.7,18.2,16.1,14.9,15.3,15.2,14.3,14.5,14.5,17.6
Dividend Payout Ratio,0.0%,0.0%,,23.3%,32.1%,803.2%,92.8%,34.4%,,,,,92.8%,,,,34.5%,,,
Common Shares Outstanding,"5,500","5,500","5,500","5,500","7,370","7,370","7,370","7,370",,,"7,370","7,370","7,370","7,370","7,370","7,370","7,370","7,370","7,370","7,964"
Total Revenue,1.09,"2,548","5,631","7,027","6,809","6,359","6,930","9,115",,,"1,377","2,298","1,896","1,829","1,980","2,977","2,329","2,417","2,312","2,002"
"Cost of Revenue, Total",,"1,119","2,786","4,090","4,097","3,610","4,289","5,583",,,879.1,"1,309","1,272","1,285","1,384","1,461","1,486","1,532","1,563","1,475"
Gross Profit,1.09,"1,429","2,844","2,937","2,712","2,749","2,641","3,532",,,497.5,988.6,624.4,543.7,595.6,"1,516",843.5,885.0,748.9,526.5
"Selling/General/Administrative Expenses, Total",4.83,196.0,409.8,344.5,344.6,809.5,414.2,509.9,,,75.8,108.9,125.6,98.4,113.6,107.5,157.0,107.9,112.4,110.4
