,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,9.21,6.27,5.06,5.14,3.49,2.89,,,5.00,4.95,4.25,3.50,3.21,2.95,2.92,2.90,2.86,2.89
Earnings per Share,-0.008,-0.065,-0.071,0.39,0.28,0.32,0.22,0.091,,,0.050,0.057,0.047,0.060,0.059,0.069,-0.087,0.080,0.11,0.11
Revenue per Share,0.000,0.009,0.074,0.028,0.068,0.22,0.12,0.29,,,0.034,0.032,0.026,0.030,0.057,0.075,0.13,0.16,0.20,0.19
Dividend per Share,0.00,0.00,0.00,,0.057,0.10,0.005,0.055,,,,,0.005,,,,0.055,,,
Capital Expenditures per Share,0.36,0.43,1.89,0.23,0.49,0.49,0.90,1.18,,,0.031,0.14,0.64,0.27,0.24,0.16,0.51,0.12,0.024,0.042
Book Value per Share,0.28,0.40,0.49,1.83,2.12,2.39,2.42,2.50,,,2.40,2.44,2.42,2.51,2.60,2.57,2.50,2.52,2.56,2.64
Price to Earnings Ratio,,,,19.1,13.0,16.0,17.2,27.6,,,16.6,17.1,17.0,13.7,14.2,11.1,25.0,19.4,14.8,12.8
Price to Book Value Ratio,,,,3.36,1.94,2.23,1.55,1.03,,,2.00,1.92,1.55,1.14,1.22,0.81,1.03,1.20,1.00,1.11
EV to EBITDA,,,0.00,-145.1,-191.9,58.6,"-1,478",140.7,,,54.5,62.3,"-1,478",-636.6,-701.8,"-1,949",140.7,56.5,28.5,19.1
Dividend Payout Ratio,0.0%,0.0%,0.0%,,20.7%,32.3%,2.4%,60.3%,,,,,2.4%,,,,54.5%,,,
Common Shares Outstanding,"1,906","1,906","1,906","1,906","1,906","1,906","1,906","1,906",,,"1,906","1,906","1,906","1,906","1,906","1,906","1,906","1,906","1,906","1,906"
Total Revenue,0.48,17.0,141.0,53.9,128.9,421.7,229.0,561.4,,,65.2,60.3,48.9,57.8,108.2,142.5,252.9,299.8,372.2,360.8
"Cost of Revenue, Total",0.53,39.1,80.4,88.2,119.5,149.5,177.2,435.2,,,44.0,42.0,50.8,53.3,78.8,109.8,193.2,198.4,221.2,226.1
Gross Profit,-0.050,-22.1,60.6,-34.4,9.31,272.2,51.8,126.2,,,21.2,18.3,-1.88,4.55,29.4,32.7,59.6,101.4,151.0,134.7
"Selling/General/Administrative Expenses, Total",16.0,39.1,107.9,85.9,87.6,152.5,143.2,206.7,,,41.7,36.3,35.6,38.8,59.1,60.1,39.5,66.3,48.8,46.7
Operating Income,-14.1,-61.2,-47.3,-120.3,-78.6,115.7,-96.9,-80.5,,,-20.5,-18.0,-43.0,-34.3,-29.8,-27.4,4.35,35.1,102.1,87.9
Net Income,-15.4,-102.3,-15.6,581.3,526.6,617.6,415.8,174.0,,,94.5,100.6,90.4,110.1,106.8,124.4,-167.4,146.7,208.4,204.8
EBITDA,-12.1,-31.1,-0.14,-86.3,-36.7,184.0,-14.8,87.6,,,-0.36,2.36,-23.0,-6.51,2.96,16.9,65.5,123.1,195.3,183.9
Gross Profit Margin,-10.4%,-130.3%,43.0%,-63.8%,7.2%,64.5%,22.6%,22.5%,,,32.6%,30.3%,-3.8%,7.9%,27.1%,22.9%,23.6%,33.8%,40.6%,37.3%
