,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,99.0,132.5,133.0,147.0,173.8,222.0,225.5,215.5,,,235.0,234.5,224.5,230.5,213.0,225.5,205.8,205.5,184.5,184.3
Earnings per Share,13.1,14.8,16.3,16.4,16.1,18.2,19.7,15.8,,,5.26,4.79,3.65,4.57,3.92,3.70,3.62,3.38,5.19,6.39
Revenue per Share,185.4,186.8,210.9,227.0,241.0,251.0,265.1,278.9,,,67.5,65.4,64.3,66.5,67.1,69.2,76.1,67.9,66.0,69.3
Dividend per Share,3.80,4.20,4.60,4.60,4.65,5.15,5.83,4.67,,,,,5.83,,,,4.67,,,
Capital Expenditures per Share,15.8,15.4,23.6,8.32,11.4,13.8,30.4,11.6,,,4.84,3.33,18.9,2.78,2.88,2.13,3.82,3.32,4.66,8.36
Book Value per Share,122.7,134.5,146.6,158.3,170.6,184.2,197.2,207.4,,,189.6,194.3,197.2,201.4,200.1,203.3,207.4,211.4,211.6,218.0
Price to Earnings Ratio,6.40,8.42,7.37,8.68,9.34,9.87,11.2,12.0,,,11.1,12.3,11.2,11.7,12.2,12.6,12.0,,12.0,9.63
Price to Book Value Ratio,0.66,0.83,0.81,0.95,0.88,1.03,1.14,0.91,,,1.16,1.16,1.14,1.18,1.00,0.96,0.91,,0.83,0.83
EV to EBITDA,2.63,3.54,3.64,3.99,0.00,3.64,4.93,0.00,,,4.93,5.20,4.93,5.41,5.18,4.81,0.00,3.71,0.00,3.48
Dividend Payout Ratio,29.1%,28.3%,28.3%,28.1%,29.0%,28.3%,29.6%,29.5%,,,,,29.6%,,,,29.5%,,,
Common Shares Outstanding,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,,,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00
Total Revenue,"1,112","1,121","1,266","1,362","1,446","1,506","1,591","1,673",,,405.2,392.7,385.7,399.0,402.6,415.0,456.7,407.4,396.2,415.5
"Cost of Revenue, Total",936.3,927.2,"1,063","1,153","1,238","1,268","1,334","1,428",,,341.8,329.5,327.6,334.3,340.4,357.6,395.3,354.1,329.7,340.8
Gross Profit,176.0,193.5,203.0,209.0,207.7,237.9,256.6,245.9,,,63.4,63.2,58.1,64.7,62.2,57.5,61.5,53.3,66.5,74.7
"Selling/General/Administrative Expenses, Total",95.4,105.1,104.7,108.4,107.9,117.1,129.2,143.3,,,30.4,30.8,34.6,34.5,35.6,34.5,38.6,32.2,34.4,33.3
Operating Income,80.6,88.3,98.3,100.6,99.8,120.8,127.4,102.6,,,33.1,32.4,23.5,30.3,26.6,22.9,22.8,21.0,32.1,41.4
Net Income,78.3,89.0,97.7,98.2,96.3,109.4,118.3,94.8,,,31.5,28.8,21.9,27.4,23.5,22.2,21.7,20.3,31.2,38.3
EBITDA,135.1,147.2,165.6,175.7,184.6,207.3,215.7,200.2,,,55.6,55.2,44.7,52.1,52.0,48.6,48.2,46.0,56.8,65.8
Gross Profit Margin,15.8%,17.3%,16.0%,15.3%,14.4%,15.8%,16.1%,14.7%,,,15.7%,16.1%,15.1%,16.2%,15.4%,13.8%,13.5%,13.1%,16.8%,18.0%
Operating Margin,7.2%,7.9%,7.8%,7.4%,6.9%,8.0%,8.0%,6.1%,,,8.2%,8.2%,6.1%,7.6%,6.6%,5.5%,5.0%,5.2%,8.1%,10.0%
Net Profit Margin,7.0%,7.9%,7.7%,7.2%,6.7%,7.3%,7.4%,5.7%,,,7.8%,7.3%,5.7%,6.9%,5.8%,5.3%,4.7%,5.0%,7.9%,9.2%
Return on Assets,9.0%,9.4%,9.7%,9.1%,8.2%,8.7%,8.8%,6.7%,,,8.7%,8.4%,8.5%,7.6%,7.0%,6.6%,6.6%,6.1%,6.5%,7.5%
Return on Equity,10.6%,11.0%,11.1%,10.3%,9.4%,9.9%,10.0%,7.6%,,,2.8%,2.5%,1.8%,2.3%,2.0%,1.8%,1.7%,1.6%,2.5%,2.9%
Return on Total Capital,10.6%,11.0%,11.1%,10.3%,9.4%,9.9%,10.0%,7.6%,,,10.4%,9.9%,10.0%,9.1%,8.5%,7.8%,7.6%,6.9%,7.5%,8.5%
SG&A to Sale,8.6%,9.4%,8.3%,8.0%,7.5%,7.8%,8.1%,8.6%,,,7.5%,7.8%,9.0%,8.6%,8.8%,8.3%,8.5%,7.9%,8.7%,8.0%
Depreciation & Amortisation,54.5,58.9,67.3,75.1,84.7,86.5,88.3,97.6,,,22.5,22.9,21.2,21.9,25.4,25.6,25.3,24.9,24.7,24.4
Tax Rate,9.2%,5.7%,6.4%,8.5%,8.5%,8.5%,9.9%,10.4%,,,6.4%,10.1%,14.2%,11.2%,13.7%,7.1%,8.9%,9.1%,6.5%,9.7%
Current Ratio,2.79,3.20,3.35,3.72,3.43,5.30,3.63,5.25,,,4.09,4.39,3.63,3.63,3.66,4.31,5.25,5.72,4.41,6.42
Quick Ratio,1.80,2.69,2.33,2.34,1.97,2.89,1.98,2.80,,,2.22,2.27,1.98,2.10,2.07,2.21,2.80,2.96,2.33,3.39
Days Inventory Outstanding,33.4,28.4,28.1,28.0,24.2,24.5,24.4,26.3,,,25.4,25.5,25.3,25.4,29.1,35.8,34.3,27.2,24.7,23.7
Days Sale Outstanding,107.6,101.4,100.8,97.7,96.4,99.8,97.2,97.4,,,105.8,105.2,97.2,110.1,107.8,97.0,97.4,97.1,103.0,99.8
Days Payable Outstanding,41.2,48.7,35.8,31.5,34.2,30.9,27.3,25.4,,,43.1,40.0,35.3,33.5,36.3,32.1,24.5,22.4,27.0,25.8
Cash Conversion Cycle,86.3,91.1,91.5,92.0,81.7,97.0,90.1,100.5,,,95.6,92.3,95.8,94.2,103.0,110.2,108.8,102.0,95.6,105.5
Debt to Asset Ratio,0.21,0.17,0.15,0.15,0.18,0.12,0.16,0.13,,,0.16,0.16,0.16,0.17,0.17,0.15,0.13,0.12,0.15,0.11
Debt to Equity Ratio,0.26,0.21,0.18,0.18,0.21,0.14,0.20,0.15,,,0.19,0.18,0.20,0.20,0.20,0.17,0.15,0.14,0.18,0.12
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
