,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,26.2,27.9,43.9,,,24.3,31.1,30.9,27.2,27.9,28.9,32.1,35.8,45.6,55.1
Earnings per Share,,0.001,-0.005,0.088,0.046,0.68,0.96,0.71,,,0.16,0.23,0.18,0.28,0.080,0.30,0.051,0.20,0.24,0.30
Revenue per Share,,0.031,5.30,7.62,9.18,10.6,12.1,14.0,,,3.06,3.11,2.98,3.13,3.38,3.72,3.81,3.93,4.17,4.51
Dividend per Share,,0.00,0.00,0.00,0.52,0.17,0.30,0.32,,,0.00,,0.30,,0.15,0.00,0.17,,,0.15
Capital Expenditures per Share,,0.00,2.30,2.70,3.94,3.69,2.45,2.44,,,0.72,0.70,0.53,0.43,0.26,0.44,1.31,0.33,0.13,0.38
Book Value per Share,,0.51,1.18,1.27,1.05,2.26,7.16,7.39,,,2.60,7.00,7.16,7.40,7.24,7.33,7.39,7.55,7.52,7.66
Price to Earnings Ratio,,,,,,,29.9,40.6,,,32.7,43.4,34.8,28.4,34.9,32.3,40.8,53.1,49.6,67.0
Price to Book Value Ratio,,,,,,,3.60,4.23,,,8.53,4.11,3.60,3.08,4.00,3.62,4.23,4.74,5.75,6.86
EV to EBITDA,,,,,0.00,0.00,14.3,14.9,,,13.2,14.7,14.3,13.6,12.7,13.5,14.9,16.0,15.6,17.4
Dividend Payout Ratio,,0.0%,0.0%,0.0%,1128.3%,24.4%,31.2%,44.8%,,,0.0%,,36.3%,,19.6%,0.0%,23.9%,,,19.0%
Common Shares Outstanding,,"2,607","2,607","2,607","2,607","2,607","2,607","2,607",,,"2,607","2,607","2,607","2,607","2,607","2,607","2,607","2,607","2,607","2,607"
Total Revenue,,81.6,"13,804","19,854","23,943","27,747","31,482","36,585",,,"7,964","8,105","7,762","8,156","8,805","9,691","9,933","10,257","10,866","11,751"
"Cost of Revenue, Total",,9.89,"11,938","16,847","20,192","22,060","24,742","29,732",,,"6,296","6,350","6,086","6,438","7,015","7,899","8,381","8,558","8,898","9,349"
Gross Profit,,71.7,"1,866","3,007","3,751","5,686","6,740","6,853",,,"1,668","1,754","1,677","1,718","1,791","1,792","1,553","1,699","1,968","2,402"
"Selling/General/Administrative Expenses, Total",,4.36,525.5,731.8,785.4,938.9,"1,104","1,278",,,249.1,289.9,277.8,309.3,328.3,330.8,309.3,349.2,415.1,441.5
Operating Income,,67.3,"1,306","2,183","2,796","4,586","5,477","5,444",,,"1,419","1,464","1,239","1,409","1,462","1,461","1,113","1,350","1,553","1,961"
Net Income,,3.87,-12.8,229.6,36.3,"1,380","2,127","1,863",,,420.9,568.8,458.0,722.6,215.3,794.8,130.1,532.4,625.8,763.5
EBITDA,,67.3,"2,313","3,638","4,787","7,155","8,325","8,891",,,"2,118","2,176","1,988","2,134","2,246","2,337","1,921","2,423","2,765","3,384"
Gross Profit Margin,,87.9%,13.5%,15.1%,15.7%,20.5%,21.4%,18.7%,,,20.9%,21.6%,21.6%,21.1%,20.3%,18.5%,15.6%,16.6%,18.1%,20.4%
Operating Margin,,82.5%,9.5%,11.0%,11.7%,16.5%,17.4%,14.9%,,,17.8%,18.1%,16.0%,17.3%,16.6%,15.1%,11.2%,13.2%,14.3%,16.7%
Net Profit Margin,,4.7%,-0.1%,1.2%,0.2%,5.0%,6.8%,5.1%,,,5.3%,7.0%,5.9%,8.9%,2.4%,8.2%,1.3%,5.2%,5.8%,6.5%
Return on Assets,,0.1%,-0.1%,0.6%,0.1%,2.0%,2.6%,2.0%,,,1.9%,1.9%,2.4%,2.4%,2.2%,2.4%,1.9%,1.6%,1.9%,1.8%
Return on Equity,,0.3%,-0.4%,7.0%,1.3%,23.4%,11.4%,9.7%,,,6.2%,3.1%,2.5%,3.7%,1.1%,4.2%,0.7%,2.7%,3.2%,3.8%
Return on Total Capital,,0.1%,0.0%,0.7%,0.1%,2.2%,3.0%,2.4%,,,2.3%,2.1%,3.0%,3.0%,2.8%,3.2%,2.4%,2.1%,2.7%,2.7%
SG&A to Sale,,5.3%,3.8%,3.7%,3.3%,3.4%,3.5%,3.5%,,,3.1%,3.6%,3.6%,3.8%,3.7%,3.4%,3.1%,3.4%,3.8%,3.8%
Depreciation & Amortisation,,,"1,007","1,372","1,840","2,418","2,674","3,210",,,698.4,711.8,573.9,725.4,783.4,876.2,825.4,968.0,"1,096","1,286"
Tax Rate,,25.3%,-70.9%,3.1%,-8.9%,8.9%,6.1%,5.6%,,,5.6%,7.9%,3.8%,3.2%,6.3%,5.7%,14.1%,5.6%,5.6%,5.6%
Current Ratio,,12.2,2.17,1.74,1.57,2.35,2.73,2.91,,,1.95,3.61,2.73,2.73,2.36,1.41,2.91,2.17,1.26,0.95
Quick Ratio,,3.86,1.91,0.62,0.71,0.91,0.62,1.16,,,0.65,1.09,0.62,0.60,0.58,0.43,1.16,0.91,0.51,0.41
Days Inventory Outstanding,,,18.4,14.3,14.0,13.6,12.5,11.4,,,12.9,12.6,12.7,12.7,13.0,13.2,12.3,11.2,10.6,10.2
Days Sale Outstanding,,"1,251",98.0,74.6,70.2,69.5,63.9,74.1,,,61.4,58.0,63.9,57.3,61.3,63.1,74.1,66.1,60.0,64.7
Days Payable Outstanding,,,53.3,34.5,26.1,24.0,26.4,29.3,,,27.2,30.7,32.9,29.0,32.3,38.4,34.9,35.0,37.2,30.7
Cash Conversion Cycle,,"1,251",17.8,54.6,53.8,54.8,43.5,43.7,,,37.9,36.6,41.5,45.9,33.2,33.2,46.7,39.4,35.3,44.9
Debt to Asset Ratio,,0.53,0.91,0.76,0.89,0.85,0.71,0.72,,,0.83,0.71,0.71,0.70,0.71,0.71,0.72,0.74,0.75,0.74
Debt to Equity Ratio,,1.14,10.6,10.7,20.3,10.9,3.40,3.79,,,9.92,3.42,3.40,3.22,3.37,3.47,3.79,4.15,4.35,4.24
Interest Coverage Ratio,,,,1.98,1.53,1.62,1.80,1.85,,,1.99,3.08,0.77,9.71,1.10,2.72,0.39,2.43,3.01,2.37
Cash and Short Term Investments,,33.4,"5,026","6,145","6,021","9,483","18,556","14,644",,,"10,113","16,496","18,556","17,490","16,059","13,726","14,644","14,940","14,787","15,289"
"Total Receivables, Net",,279.8,"3,706","4,059","4,607","5,285","5,510","7,423",,,"5,009","4,893","5,510","5,022","5,511","5,950","7,423","7,002","6,702","7,584"
Total Inventory,,,602.6,717.7,828.9,818.7,877.9,979.1,,,833.7,848.0,877.9,880.1,957.7,"1,020",979.1,977.4,981.3,993.9
Total Current Assets,,882.4,"9,931","12,346","12,362","16,615","25,837","23,822",,,"17,545","23,608","25,837","24,773","24,134","22,078","23,822","25,260","25,131","25,400"
"Property/Plant/Equipment, Total - Net",,,"21,242","30,300","41,779","46,994","51,470","62,350",,,"49,496","50,664","51,470","52,184","52,393","55,891","62,350","69,607","72,808","72,524"
Total Assets,,"2,813","35,722","46,334","62,793","76,047","89,241","100,636",,,"80,710","87,834","89,241","89,016","89,613","94,020","100,636","110,161","113,801","114,038"
Accounts Payable,,,"1,745","1,437","1,451","1,444","2,141","2,627",,,"1,771","2,315","2,141","1,860","2,715","3,065","2,627","3,482","3,391","2,534"
Accrued Expenses,,11.9,"1,083",532.4,"3,168","1,520","1,269","1,585",,,995.3,"1,112","1,269","1,490","1,294","1,391","1,585","1,593","3,685","1,562"
Debt Due,,56.5,"1,547","4,893","2,517","3,180","4,709","2,002",,,"5,309","2,269","4,709","4,929","4,974","9,704","2,002","5,174","7,071","7,515"
Total Current Liabilities,,72.4,"4,570","7,080","7,899","7,076","9,447","8,189",,,"8,994","6,531","9,447","9,082","10,230","15,634","8,189","11,616","19,957","26,729"
Long Term Debt,,"1,424","24,192","27,590","47,165","56,572","53,232","59,730",,,"57,482","55,074","53,232","52,045","52,431","49,628","59,730","58,797","56,232","56,349"
Total Liabilities,,"1,496","32,649","35,265","55,703","64,512","63,497","72,897",,,"67,300","62,429","63,497","62,071","63,710","66,295","72,897","81,625","85,218","84,576"
Common Stock,,845.6,845.6,845.6,"1,578","3,780","5,214","5,214",,,"3,780","5,214","5,214","5,214","5,214","5,214","5,214","5,214","5,214","5,214"
Additional Paid-In Capital,,,,,,,"9,644","9,644",,,,"9,644","9,644","9,644","9,644","9,644","9,644","9,644","9,644","9,644"
Retained Earnings (Accumulated Deficit),,471.2,"2,349","2,579","1,251","2,196","4,201","4,881",,,"3,175","3,743","4,201","4,914","4,347","4,751","4,881","5,414","5,596","5,969"
Shareholders' Equity,,"1,317","3,073","3,303","2,744","5,900","18,653","19,253",,,"6,786","18,240","18,653","19,279","18,880","19,107","19,253","19,670","19,607","19,964"
Cash from Operating Activities,,,"1,591","2,601","4,470","6,772","7,505","7,658",,,-157.0,"2,742","1,859","1,350","1,897","1,097","3,314","2,144","3,003",987.5
Cash from Investing Activities,,,"-8,663","-12,880","-12,642","-13,055","-4,804","-9,973",,,"-3,930","-2,727","1,952",-754.1,"-1,440","-2,326","-5,453","-4,797",-988.9,-57.7
Cash from Financing Activities,,,"10,739","10,567","7,431","9,562","7,310","-3,290",,,"2,335","4,978",199.6,"-1,694","-1,919","-1,413","1,736","1,534","-2,106",-296.2
Net Change in Cash,,,"3,673",287.8,-730.6,"3,284","9,887","-5,650",,,"-1,761","4,984","3,938","-1,181","-1,354","-2,696",-419.6,"-1,135",-122.7,626.8
Free Cashflows,,,"-4,403","-4,426","-5,803","-2,860","1,129","1,297",,,"-2,030",912.8,487.2,230.5,"1,211",-42.6,-102.0,"1,291","2,656",-8.86
Free Cashflow per Share,,,-1.69,-1.70,-2.23,-1.10,0.43,0.50,,,-0.78,0.35,0.19,0.088,0.46,-0.016,-0.039,0.50,1.02,-0.003
