,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.13,3.26,3.80,3.11,2.16,2.70,1.49,1.07,,,2.90,2.26,1.69,1.53,1.51,1.31,1.27,1.20,1.06,0.89
Earnings per Share,0.18,0.20,0.16,0.28,-0.36,0.23,-0.13,-0.020,,,0.017,-0.34,0.022,0.019,0.015,-0.002,-0.054,-0.052,0.026,-0.16
Revenue per Share,6.70,8.58,8.02,7.77,5.34,5.50,5.74,5.40,,,1.25,1.59,1.25,1.41,1.38,1.41,1.20,1.63,1.34,1.35
Dividend per Share,0.12,0.15,0.13,0.16,,0.10,,,,,,,,,,,,,,
Capital Expenditures per Share,0.051,0.046,0.15,0.090,0.15,0.098,0.15,0.15,,,0.062,0.011,0.033,0.053,0.037,0.034,0.023,0.028,0.012,0.012
Book Value per Share,1.48,1.59,1.60,1.75,1.23,1.47,1.24,1.22,,,1.56,1.21,1.24,1.26,1.28,1.27,1.22,1.17,1.19,1.03
Price to Earnings Ratio,11.5,10.7,15.3,14.3,,9.36,,,,,8.64,,,,,23.1,,,,
Price to Book Value Ratio,1.42,2.11,1.63,1.96,1.35,1.51,1.27,0.97,,,1.76,1.37,1.27,1.13,1.09,0.85,0.97,0.99,0.84,0.76
EV to EBITDA,11.1,15.3,11.8,16.0,-22.3,13.0,-278.9,35.1,,,13.4,740.3,-278.9,-26.5,-27.2,22.9,35.1,83.8,146.8,-34.7
Dividend Payout Ratio,65.6%,73.7%,83.7%,57.1%,,42.9%,,,,,,,,,,,,,,
Common Shares Outstanding,496.2,496.2,496.2,496.2,496.2,496.2,496.2,496.2,,,496.2,496.2,496.2,496.2,496.2,496.2,496.2,496.2,496.2,496.2
Total Revenue,"3,323","4,257","3,981","3,853","2,651","2,727","2,846","2,679",,,621.3,789.2,622.7,699.1,683.9,699.4,596.1,810.2,664.0,670.0
"Cost of Revenue, Total","3,009","4,045","3,694","3,546","2,673","2,453","2,583","2,527",,,579.9,733.8,576.3,643.7,642.1,661.5,579.6,793.2,622.6,706.6
Gross Profit,314.1,212.1,286.5,307.2,-22.5,274.4,262.6,151.8,,,41.5,55.4,46.4,55.4,41.8,37.9,16.6,16.9,41.4,-36.6
"Selling/General/Administrative Expenses, Total",106.7,82.1,88.4,100.3,104.7,124.0,109.1,124.4,,,25.0,28.4,29.5,37.2,22.5,30.5,34.3,32.7,30.2,33.3
Operating Income,207.4,130.0,198.1,206.9,-127.2,150.5,-35.0,27.4,,,16.4,-161.5,16.9,18.3,19.4,7.47,-17.7,-15.8,11.3,-69.9
Net Income,90.7,100.9,77.1,140.5,-176.8,115.6,-63.6,-11.0,,,8.49,-169.9,11.0,9.46,7.53,-1.20,-26.8,-26.0,12.7,-80.2
EBITDA,234.9,158.4,210.4,220.2,-108.8,169.7,-7.98,56.4,,,23.2,-154.5,23.7,25.0,26.5,14.9,-10.2,-8.39,18.6,-62.6
Gross Profit Margin,9.5%,5.0%,7.2%,8.0%,-0.8%,10.1%,9.2%,5.7%,,,6.7%,7.0%,7.5%,7.9%,6.1%,5.4%,2.8%,2.1%,6.2%,-5.5%
Operating Margin,6.2%,3.1%,5.0%,5.4%,-4.8%,5.5%,-1.2%,1.0%,,,2.6%,-20.5%,2.7%,2.6%,2.8%,1.1%,-3.0%,-1.9%,1.7%,-10.4%
Net Profit Margin,2.7%,2.4%,1.9%,3.6%,-6.7%,4.2%,-2.2%,-0.4%,,,1.4%,-21.5%,1.8%,1.4%,1.1%,-0.2%,-4.5%,-3.2%,1.9%,-12.0%
Return on Assets,3.8%,4.1%,3.2%,5.7%,-7.4%,5.4%,-3.1%,-0.5%,,,7.1%,-2.1%,-3.0%,-6.6%,-6.4%,1.2%,-0.5%,-2.2%,-1.8%,-4.8%
Return on Equity,12.3%,12.8%,9.7%,16.2%,-28.9%,15.9%,-10.3%,-1.8%,,,1.1%,-28.2%,1.8%,1.5%,1.2%,-0.2%,-4.4%,-4.5%,2.1%,-15.7%
Return on Total Capital,12.3%,12.7%,9.7%,16.1%,-28.7%,15.8%,-10.3%,-1.8%,,,18.8%,-7.6%,-10.3%,-22.4%,-22.3%,4.2%,-1.8%,-8.0%,-7.0%,-23.5%
SG&A to Sale,3.2%,1.9%,2.2%,2.6%,4.0%,4.5%,3.8%,4.6%,,,4.0%,3.6%,4.7%,5.3%,3.3%,4.4%,5.8%,4.0%,4.5%,5.0%
Depreciation & Amortisation,27.5,28.3,12.3,13.3,18.4,19.1,27.0,29.0,,,6.73,7.00,6.80,6.75,7.16,7.46,7.53,7.40,7.27,7.25
Tax Rate,36.9%,23.0%,27.4%,21.6%,0.0%,2.8%,0.1%,4.7%,,,-0.3%,0.0%,-0.6%,1.7%,4.4%,38.0%,1.1%,-0.7%,-1.2%,0.0%
Current Ratio,1.20,1.27,1.23,1.25,1.06,1.15,1.02,0.98,,,1.15,1.01,1.02,1.01,1.01,1.00,0.98,0.96,0.98,0.94
Quick Ratio,0.45,0.53,0.44,0.46,0.37,0.47,0.40,0.35,,,0.44,0.40,0.40,0.38,0.39,0.39,0.35,0.45,0.30,0.29
