,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,13.9,23.4,18.2,12.5,10.7,14.2,11.3,7.45,,,14.8,15.0,12.4,8.83,9.88,8.78,6.57,7.45,8.58,6.60
Earnings per Share,0.53,0.84,1.19,0.89,0.53,0.44,-0.036,-0.30,,,0.030,0.007,0.001,-0.68,0.16,0.16,0.066,0.15,0.14,0.079
Revenue per Share,8.88,11.0,13.5,13.1,12.6,9.43,8.76,10.7,,,2.13,2.17,2.11,2.15,2.81,3.10,2.64,2.23,1.70,1.51
Dividend per Share,0.20,0.30,0.45,0.53,0.30,0.25,,,,,,,,,,,,,,
Capital Expenditures per Share,0.033,0.053,0.14,0.042,0.043,0.029,0.16,0.064,,,0.026,0.025,0.073,0.019,0.017,0.005,0.022,0.002,0.003,0.004
Book Value per Share,3.63,4.42,5.30,5.84,5.84,6.02,5.84,5.64,,,5.84,5.84,5.84,5.16,5.32,5.48,5.64,5.83,5.65,5.73
Price to Earnings Ratio,13.3,28.9,14.5,15.3,15.2,32.0,,,,,119.7,151.2,,,,,,11.3,15.4,13.1
Price to Book Value Ratio,2.60,5.50,3.15,2.12,1.47,2.18,1.69,0.84,,,2.33,2.33,1.69,1.36,1.79,1.17,0.84,1.27,1.26,0.95
EV to EBITDA,10.5,16.4,11.5,12.4,9.61,18.6,137.2,36.1,,,63.1,80.6,137.2,-40.7,-98.4,59.7,36.1,9.25,14.8,13.9
Dividend Payout Ratio,37.9%,35.8%,37.9%,59.3%,56.6%,56.3%,,,,,,,,,,,,,,
Common Shares Outstanding,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,,,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,401.5,401.5
Total Revenue,"2,398","2,963","3,636","3,548","3,394","2,546","2,364","2,889",,,575.4,585.4,570.3,580.2,759.7,835.7,712.9,603.4,681.1,604.3
"Cost of Revenue, Total","1,086","1,341","1,777","1,619","1,666","1,203","1,010","1,219",,,246.4,239.6,231.9,250.6,313.4,353.9,301.2,193.0,222.7,204.1
Gross Profit,"1,312","1,623","1,859","1,930","1,728","1,343","1,354","1,669",,,329.0,345.7,338.3,329.6,446.3,481.8,411.7,410.4,458.3,400.2
"Selling/General/Administrative Expenses, Total","1,110","1,289","1,423","1,580","1,508",991.7,968.7,"1,164",,,230.8,231.3,241.2,278.8,285.3,310.8,289.6,261.2,272.0,231.4
Operating Income,201.5,333.9,435.5,350.2,219.9,167.6,13.4,58.7,,,16.9,6.01,13.2,-150.8,67.4,100.8,41.4,78.2,81.3,78.4
Net Income,142.5,226.2,320.6,241.4,143.2,119.8,-9.76,-80.8,,,8.04,1.91,0.26,-184.5,42.4,43.4,17.9,40.0,52.5,31.8
EBITDA,219.5,352.1,455.8,372.2,241.2,187.5,35.1,90.2,,,23.3,12.9,15.8,-140.6,79.5,112.2,39.0,88.2,90.0,89.7
Gross Profit Margin,54.7%,54.8%,51.1%,54.4%,50.9%,52.7%,57.3%,57.8%,,,57.2%,59.1%,59.3%,56.8%,58.7%,57.6%,57.7%,68.0%,67.3%,66.2%
Operating Margin,8.4%,11.3%,12.0%,9.9%,6.5%,6.6%,0.6%,2.0%,,,2.9%,1.0%,2.3%,-26.0%,8.9%,12.1%,5.8%,13.0%,11.9%,13.0%
Net Profit Margin,5.9%,7.6%,8.8%,6.8%,4.2%,4.7%,-0.4%,-2.8%,,,1.4%,0.3%,0.0%,-31.8%,5.6%,5.2%,2.5%,6.6%,7.7%,5.3%
Return on Assets,6.6%,9.2%,10.7%,7.3%,4.3%,3.7%,-0.3%,-1.9%,,,0.8%,0.7%,-0.3%,-4.5%,-3.3%,-2.2%,-1.7%,2.8%,3.1%,2.5%
Return on Equity,14.5%,19.0%,22.4%,15.3%,9.1%,7.4%,-0.6%,-5.3%,,,0.5%,0.1%,0.0%,-13.2%,3.0%,2.9%,1.2%,2.5%,2.3%,1.4%
Return on Total Capital,8.8%,12.6%,14.6%,10.7%,8.2%,5.6%,-0.4%,-2.8%,,,1.3%,1.1%,-0.4%,-4.9%,-4.5%,-3.1%,-2.8%,4.9%,4.3%,2.8%
SG&A to Sale,46.3%,43.5%,39.2%,44.5%,44.4%,39.0%,41.0%,40.3%,,,40.1%,39.5%,42.3%,48.0%,37.6%,37.2%,40.6%,43.3%,39.9%,38.3%
Depreciation & Amortisation,18.0,18.2,20.2,22.0,21.3,19.9,21.7,31.5,,,6.44,6.88,2.62,10.2,12.2,11.5,-2.35,10.0,8.71,11.4
Tax Rate,1.0%,21.9%,16.6%,17.4%,15.5%,8.0%,65.3%,-63.6%,,,7.1%,143.3%,112.2%,-10.9%,-12.4%,39.9%,-156.1%,2.2%,-9.1%,0.0%
Current Ratio,3.75,2.72,2.84,2.77,1.60,2.72,4.78,1.25,,,2.22,2.10,4.78,6.50,2.68,2.03,1.25,1.30,2.23,4.48
Quick Ratio,2.54,2.08,2.12,1.96,1.08,2.00,3.48,0.78,,,1.72,1.61,3.48,3.33,1.45,1.29,0.78,0.78,1.33,3.32
Days Inventory Outstanding,83.4,62.4,53.8,70.4,73.3,104.8,114.1,142.8,,,101.7,103.7,112.3,120.1,129.9,150.3,176.0,204.9,214.7,244.9
Days Sale Outstanding,144.1,169.5,167.0,165.5,151.3,219.4,256.5,198.3,,,278.9,260.8,256.5,230.0,208.6,207.7,198.3,185.4,196.2,234.2
Days Payable Outstanding,36.5,39.1,34.2,40.6,37.3,61.1,66.9,72.3,,,78.8,59.1,50.7,57.4,78.3,90.9,96.7,112.2,86.8,80.2
Cash Conversion Cycle,212.4,204.7,209.9,251.3,245.4,317.1,433.6,337.1,,,417.4,434.7,448.0,428.6,346.0,346.2,361.2,378.6,468.0,501.5
Debt to Asset Ratio,0.56,0.56,0.56,0.53,0.53,0.48,0.55,0.70,,,0.53,0.53,0.55,0.67,0.67,0.68,0.70,0.69,0.55,0.63
Debt to Equity Ratio,1.27,1.27,1.27,1.13,1.12,0.93,1.22,2.34,,,1.12,1.13,1.22,2.04,2.00,2.09,2.34,2.19,1.20,1.70
Interest Coverage Ratio,3.68,7.99,8.34,6.37,4.52,4.84,0.34,0.56,,,2.05,0.58,1.00,,2.27,3.53,1.35,2.10,2.45,1.68
Cash and Short Term Investments,141.0,193.6,201.6,289.8,272.4,189.9,277.1,289.3,,,209.2,167.1,277.1,"1,031",772.4,326.0,289.3,302.4,435.3,"1,496"
"Total Receivables, Net",946.7,"1,376","1,664","1,609","1,407","1,531","1,661","1,569",,,"1,763","1,671","1,661","1,457","1,426","1,563","1,569","1,479","1,523","1,670"
Total Inventory,261.6,196.7,327.0,297.0,372.3,318.6,312.5,641.3,,,274.8,308.9,312.5,324.7,412.6,534.7,641.3,662.8,597.3,638.8
Total Current Assets,"1,400","1,794","2,232","2,272","2,095","2,082","2,286","2,529",,,"2,279","2,172","2,286","2,844","2,646","2,466","2,529","2,470","2,557","3,807"
"Property/Plant/Equipment, Total - Net",308.0,361.3,360.7,386.6,383.7,376.3,438.9,429.8,,,421.9,421.7,438.9,438.1,436.6,432.2,429.8,438.2,433.0,428.7
Total Assets,"2,229","2,710","3,256","3,356","3,342","3,145","3,501","5,093",,,"3,345","3,358","3,501","4,230","4,306","4,575","5,093","5,023","4,986","6,226"
Accounts Payable,140.5,146.4,186.6,173.3,167.7,235.4,134.9,348.1,,,187.0,145.7,134.9,169.7,274.5,298.3,348.1,366.1,143.0,261.8
Accrued Expenses,82.9,276.3,130.2,134.5,135.0,135.2,123.9,86.1,,,147.2,128.6,123.9,136.8,101.7,76.0,86.1,86.4,6.83,4.66
Debt Due,97.3,165.0,375.0,379.2,865.4,258.6,86.1,"1,451",,,563.2,637.6,86.1,0.33,500.0,730.0,"1,451","1,313",824.4,398.4
Total Current Liabilities,372.7,660.3,786.6,819.1,"1,308",765.2,477.8,"2,021",,,"1,026","1,037",477.8,437.5,985.6,"1,212","2,021","1,895","1,147",850.6
Long Term Debt,638.0,600.0,770.0,678.2,158.1,500.0,"1,200","1,350",,,500.0,500.0,"1,200","2,150","1,650","1,650","1,350","1,350","1,350","2,850"
Total Liabilities,"1,249","1,517","1,824","1,778","1,764","1,519","1,923","3,569",,,"1,770","1,780","1,923","2,837","2,870","3,096","3,569","3,448","2,718","3,924"
Common Stock,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,,,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,401.5,401.5
Additional Paid-In Capital,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,,,225.0,225.0,225.0,225.0,225.0,225.0,225.0,225.0,735.0,735.0
Retained Earnings (Accumulated Deficit),343.6,517.2,758.8,880.1,882.7,933.5,859.0,808.3,,,855.3,858.0,859.0,675.3,718.7,763.1,808.3,849.0,902.3,934.9
Shareholders' Equity,980.9,"1,193","1,432","1,578","1,578","1,626","1,578","1,524",,,"1,576","1,577","1,578","1,393","1,436","1,479","1,524","1,574","2,268","2,301"
Cash from Operating Activities,134.3,140.9,-224.0,363.0,242.1,308.5,-272.3,"-1,343",,,-107.9,-97.7,7.05,-65.1,-207.0,-665.0,-406.2,193.3,17.1,13.8
Cash from Investing Activities,-9.50,-18.4,-15.3,-6.43,-31.3,-8.26,-50.1,-53.0,,,-8.17,-8.49,-24.3,-22.3,-548.7,536.1,-18.0,-4.19,-0.95,"-1,151"
Cash from Financing Activities,-173.1,-69.8,247.2,-268.4,-228.2,-382.8,409.6,"1,408",,,130.9,64.1,127.2,841.7,-34.2,213.4,387.6,-176.0,116.7,"1,044"
Net Change in Cash,-48.4,52.7,7.99,88.1,-17.3,-82.6,87.2,12.2,,,14.8,-42.1,110.0,754.3,-790.0,84.6,-36.7,13.1,132.9,-92.5
Free Cashflows,125.4,126.5,-261.4,351.7,230.5,300.6,-316.0,"-1,361",,,-114.8,-104.4,-12.7,-70.3,-211.6,-666.4,-412.1,192.9,16.1,12.0
Free Cashflow per Share,0.46,0.47,-0.97,1.30,0.85,1.11,-1.17,-5.04,,,-0.43,-0.39,-0.047,-0.26,-0.78,-2.47,-1.53,0.71,0.040,0.030
