,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,14.6,27.2,35.0,42.8,27.2,24.6,20.5,18.9,,,23.5,23.5,22.0,22.0,20.4,18.5,17.1,19.0,19.9,18.5
Earnings per Share,-0.64,1.13,0.57,0.73,0.38,0.32,0.45,0.15,,,0.10,0.23,0.16,0.021,0.045,0.27,-0.19,0.33,0.46,0.11
Revenue per Share,9.73,11.1,9.56,8.64,7.90,7.66,7.16,8.32,,,1.62,2.00,2.08,2.04,1.95,2.26,2.07,2.48,2.56,2.02
Dividend per Share,,0.30,0.34,0.40,0.30,0.30,0.34,0.22,,,,,0.34,,,,0.22,,,
Capital Expenditures per Share,0.32,0.56,0.45,0.29,0.18,0.84,0.31,0.21,,,0.017,0.11,0.090,0.069,0.084,0.038,0.018,0.002,0.014,0.042
Book Value per Share,18.6,18.4,21.1,21.4,21.4,21.4,21.6,23.3,,,21.2,21.4,21.6,21.3,21.3,23.4,23.3,23.4,23.8,23.9
Price to Earnings Ratio,,15.0,27.5,67.1,69.9,73.4,44.9,,,,118.0,59.2,44.9,36.6,37.8,39.9,,36.8,19.0,22.9
Price to Book Value Ratio,0.58,0.89,0.78,1.64,1.24,1.17,0.93,,,,1.03,0.93,0.93,0.89,0.84,0.72,,0.72,0.76,0.72
EV to EBITDA,19.1,5.94,6.87,28.7,18.2,21.9,15.9,14.2,,,21.5,16.7,15.9,13.3,15.3,15.5,14.2,10.8,6.65,6.99
Dividend Payout Ratio,,26.5%,59.2%,54.8%,78.4%,95.0%,76.3%,147.0%,,,,,76.3%,,,,147.0%,,,
Common Shares Outstanding,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,,,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5
Total Revenue,364.7,414.6,358.6,324.0,296.3,287.1,268.6,312.1,,,60.6,75.0,78.0,76.7,73.0,84.8,77.7,92.8,95.8,75.9
"Cost of Revenue, Total",286.9,286.5,232.9,215.2,204.2,207.7,186.1,225.8,,,41.6,49.1,53.4,55.1,57.3,55.0,58.5,59.7,60.2,47.8
Gross Profit,77.8,128.1,125.6,108.8,92.1,79.4,82.5,86.3,,,19.1,25.9,24.6,21.6,15.8,29.8,19.2,33.2,35.6,28.1
"Selling/General/Administrative Expenses, Total",70.0,69.3,70.1,73.1,70.2,63.3,63.1,66.8,,,14.8,14.8,18.4,15.5,17.3,16.9,17.1,17.5,17.3,16.3
Operating Income,7.81,58.8,55.5,35.6,21.9,16.1,19.5,19.5,,,4.24,11.1,6.15,6.08,-1.50,12.9,2.07,15.7,18.3,11.8
