,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,8.68,12.3,13.6,13.3,13.8,14.5,14.3,13.6,,,14.5,15.8,14.5,14.2,14.6,13.9,13.7,13.3,13.6,13.4
Earnings per Share,0.34,0.37,0.49,0.55,0.54,0.56,0.39,0.54,,,0.25,0.26,-0.13,0.010,0.24,0.31,-0.024,-0.018,0.28,0.31
Revenue per Share,4.29,3.32,3.73,3.33,4.26,3.10,2.72,3.69,,,0.65,0.62,0.85,0.78,1.02,0.82,1.06,0.84,0.82,0.87
Dividend per Share,0.45,0.43,0.45,0.50,0.53,0.56,0.58,0.60,,,0.28,0.00,0.30,,0.30,0.00,0.30,,0.30,0.00
Capital Expenditures per Share,0.12,0.067,0.057,0.10,0.075,0.037,0.033,0.081,,,0.010,0.005,0.008,0.007,0.030,0.026,0.018,0.008,0.013,0.057
Book Value per Share,7.13,8.33,10.4,10.9,10.6,10.8,13.9,14.6,,,11.2,13.9,13.9,16.4,15.3,18.5,14.6,14.7,15.5,16.1
Price to Earnings Ratio,24.5,29.6,19.0,22.4,23.6,21.8,37.2,24.8,,,23.9,18.1,37.2,34.5,36.5,30.0,24.6,25.2,23.3,22.5
Price to Book Value Ratio,0.98,1.30,0.98,1.09,1.22,1.12,1.01,0.90,,,1.13,1.03,1.01,0.80,0.91,0.73,0.90,0.87,0.82,0.78
EV to EBITDA,0.00,157.0,99.9,119.0,140.0,180.0,"-3,449",-537.7,,,366.8,"2,604","-3,449","-18,031",-338.3,-362.0,-537.7,-307.9,-811.7,"-2,105"
Dividend Payout Ratio,133.0%,114.2%,91.8%,90.9%,97.7%,99.9%,149.8%,111.9%,,,52.7%,0.0%,77.5%,,77.2%,0.0%,55.5%,,54.7%,0.0%
Common Shares Outstanding,590.4,600.0,600.0,600.0,600.0,600.0,600.0,600.0,,,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
Total Revenue,"2,533","1,991","2,240","1,998","2,554","1,857","1,630","2,213",,,392.2,370.7,509.7,467.2,614.9,493.9,637.1,502.8,493.8,523.6
"Cost of Revenue, Total","2,196","1,732","1,961","1,661","2,063","1,465","1,326","1,826",,,316.6,298.3,433.1,378.4,522.3,401.1,523.7,434.0,428.6,439.0
Gross Profit,337.3,258.6,279.5,337.4,491.4,392.6,304.4,387.5,,,75.6,72.4,76.6,88.8,92.6,92.8,113.4,68.8,65.2,84.7
"Selling/General/Administrative Expenses, Total",241.8,275.8,242.8,307.2,452.5,393.1,348.6,436.2,,,88.3,80.9,101.1,83.5,129.6,98.4,124.7,74.4,84.9,83.2
Operating Income,95.4,-17.2,36.6,30.2,38.9,-0.53,-44.2,-48.7,,,-12.7,-8.53,-24.5,5.26,-37.1,-5.57,-11.3,-5.55,-19.7,1.50
Net Income,215.4,223.1,294.0,328.2,325.3,332.6,232.3,321.6,,,151.1,158.4,-76.9,3.16,145.7,187.1,-14.4,-10.8,167.5,188.8
EBITDA,157.1,32.8,67.1,65.0,85.1,43.2,-2.68,-16.2,,,-3.12,0.70,-11.6,13.5,-28.9,2.47,-3.31,2.27,-11.9,9.01
Gross Profit Margin,13.3%,13.0%,12.5%,16.9%,19.2%,21.1%,18.7%,17.5%,,,19.3%,19.5%,15.0%,19.0%,15.1%,18.8%,17.8%,13.7%,13.2%,16.2%
Operating Margin,3.8%,-0.9%,1.6%,1.5%,1.5%,0.0%,-2.7%,-2.2%,,,-3.2%,-2.3%,-4.8%,1.1%,-6.0%,-1.1%,-1.8%,-1.1%,-4.0%,0.3%
Net Profit Margin,8.5%,11.2%,13.1%,16.4%,12.7%,17.9%,14.3%,14.5%,,,38.5%,42.7%,-15.1%,0.7%,23.7%,37.9%,-2.3%,-2.1%,33.9%,36.1%
Return on Assets,3.9%,3.7%,4.0%,3.9%,3.7%,3.8%,2.4%,2.8%,,,3.6%,4.8%,2.2%,2.0%,1.9%,2.0%,2.4%,2.6%,2.7%,2.7%
Return on Equity,5.1%,4.5%,4.7%,5.0%,5.1%,5.1%,2.8%,3.7%,,,2.2%,1.9%,-0.9%,0.0%,1.6%,1.7%,-0.2%,-0.1%,1.8%,2.0%
Return on Total Capital,5.1%,4.5%,4.7%,5.0%,5.1%,5.1%,2.8%,3.7%,,,4.7%,5.6%,2.8%,2.4%,2.5%,2.3%,3.7%,3.5%,3.5%,3.4%
SG&A to Sale,9.5%,13.9%,10.8%,15.4%,17.7%,21.2%,21.4%,19.7%,,,22.5%,21.8%,19.8%,17.9%,21.1%,19.9%,19.6%,14.8%,17.2%,15.9%
Depreciation & Amortisation,61.7,49.9,30.4,34.8,46.2,43.8,41.5,32.5,,,9.62,9.24,12.9,8.24,8.18,8.04,8.00,7.83,7.86,7.51
Tax Rate,1.4%,0.2%,1.3%,0.7%,2.8%,0.9%,0.9%,0.1%,,,0.3%,0.5%,-0.3%,1.0%,0.0%,0.4%,3.8%,-4.8%,-0.7%,0.4%
Current Ratio,1.08,1.18,0.87,0.86,0.79,0.65,0.73,0.80,,,0.62,0.90,0.73,0.74,0.75,0.96,0.80,0.79,0.72,0.92
Quick Ratio,0.41,0.57,0.27,0.43,0.54,0.15,0.35,0.29,,,0.22,0.51,0.35,0.25,0.37,0.48,0.29,0.31,0.25,0.50
