,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.51,3.09,4.14,5.09,5.55,5.23,3.81,2.93,,,5.58,5.13,4.28,3.63,3.34,3.20,3.06,2.95,2.82,2.93
Earnings per Share,0.20,0.26,0.49,0.44,0.63,0.51,0.39,0.34,,,0.098,0.089,0.040,0.072,0.089,0.079,0.099,0.066,0.076,0.14
Revenue per Share,3.63,3.72,3.56,3.85,3.95,3.87,4.17,3.90,,,1.05,0.98,1.07,0.97,0.88,0.98,1.06,0.95,0.95,1.10
Dividend per Share,0.060,0.080,0.15,0.15,0.20,0.10,0.20,0.15,,,,,0.20,,,,0.15,,,
Capital Expenditures per Share,0.058,0.12,0.26,0.21,0.15,0.12,0.59,0.76,,,0.051,0.10,0.20,0.065,0.46,0.090,0.14,0.097,0.043,0.058
Book Value per Share,2.18,2.41,2.82,3.10,3.55,3.89,4.15,4.26,,,4.03,4.09,4.15,4.23,4.09,4.15,4.26,4.30,4.21,4.34
Price to Earnings Ratio,9.47,10.5,6.77,8.79,8.51,9.08,9.32,8.83,,,8.78,9.33,9.32,11.0,11.0,10.8,8.83,8.35,8.36,7.97
Price to Book Value Ratio,0.88,1.13,1.23,1.20,1.42,1.29,0.90,0.69,,,1.37,1.14,0.90,0.72,0.82,0.70,0.69,0.66,0.64,0.71
EV to EBITDA,3.60,4.53,2.84,4.16,4.66,4.47,5.17,4.72,,,4.49,5.56,5.17,5.62,5.77,5.27,4.72,4.09,3.25,2.10
Dividend Payout Ratio,29.4%,31.2%,30.8%,34.0%,31.8%,19.5%,51.5%,44.1%,,,,,51.5%,,,,44.1%,,,
Common Shares Outstanding,617.5,641.5,658.4,658.4,658.4,658.4,658.4,658.4,,,658.4,658.4,658.4,658.4,658.4,658.4,658.4,658.4,658.4,658.4
Total Revenue,"2,239","2,387","2,347","2,532","2,599","2,550","2,747","2,571",,,689.9,645.8,701.3,639.3,578.9,645.8,698.5,625.5,625.4,727.3
"Cost of Revenue, Total","1,901","1,905","1,757","1,949","1,875","1,726","2,147","2,051",,,551.0,519.9,558.2,525.5,491.8,543.9,553.5,539.6,517.5,580.6
Gross Profit,338.4,481.8,589.5,583.6,724.3,823.8,600.4,520.3,,,138.9,125.9,143.1,113.8,87.1,101.8,144.9,85.9,108.0,146.7
"Selling/General/Administrative Expenses, Total",152.2,279.2,226.0,215.5,235.3,244.3,275.3,245.9,,,60.1,57.9,100.8,42.3,41.4,40.2,57.7,33.5,36.7,39.3
Operating Income,186.2,202.6,363.5,368.1,489.0,407.8,334.3,266.1,,,78.8,68.0,51.5,71.5,45.7,61.7,78.9,52.4,71.2,107.4
Net Income,125.8,160.6,320.6,290.8,413.8,337.8,255.6,223.7,,,64.4,58.5,26.4,47.7,58.6,52.1,65.4,43.3,50.3,90.5
EBITDA,290.2,298.3,453.9,465.5,578.9,487.3,414.9,351.0,,,98.8,88.2,72.2,91.9,66.6,83.2,100.9,75.1,94.9,131.6
Gross Profit Margin,15.1%,20.2%,25.1%,23.0%,27.9%,32.3%,21.9%,20.2%,,,20.1%,19.5%,20.4%,17.8%,15.0%,15.8%,20.8%,13.7%,17.3%,20.2%
Operating Margin,8.3%,8.5%,15.5%,14.5%,18.8%,16.0%,12.2%,10.4%,,,11.4%,10.5%,7.3%,11.2%,7.9%,9.5%,11.3%,8.4%,11.4%,14.8%
Net Profit Margin,5.6%,6.7%,13.7%,11.5%,15.9%,13.2%,9.3%,8.7%,,,9.3%,9.1%,3.8%,7.5%,10.1%,8.1%,9.4%,6.9%,8.0%,12.4%
Return on Assets,7.2%,8.8%,15.5%,12.4%,15.7%,11.7%,8.3%,6.9%,,,12.0%,10.5%,8.2%,6.2%,5.9%,5.7%,6.7%,6.6%,6.4%,7.4%
Return on Equity,9.3%,10.4%,17.3%,14.3%,17.7%,13.2%,9.4%,8.0%,,,2.4%,2.2%,1.0%,1.7%,2.2%,1.9%,2.3%,1.5%,1.8%,3.2%
Return on Total Capital,9.3%,10.4%,17.3%,14.3%,17.7%,13.2%,9.4%,7.6%,,,14.4%,12.2%,9.4%,7.1%,6.7%,6.4%,7.6%,7.5%,7.5%,8.7%
SG&A to Sale,6.8%,11.7%,9.6%,8.5%,9.1%,9.6%,10.0%,9.6%,,,8.7%,9.0%,14.4%,6.6%,7.2%,6.2%,8.3%,5.4%,5.9%,5.4%
Depreciation & Amortisation,104.0,95.7,90.4,97.4,89.9,79.5,80.5,84.8,,,20.0,20.2,20.7,20.4,20.9,21.5,22.0,22.7,23.6,24.2
Tax Rate,30.8%,23.3%,20.0%,20.0%,19.4%,18.9%,20.3%,18.2%,,,19.1%,16.2%,38.3%,18.8%,19.0%,17.9%,17.2%,15.9%,21.7%,17.4%
Current Ratio,2.66,3.49,4.09,3.87,4.49,5.15,4.96,4.42,,,4.11,5.50,4.96,4.53,4.57,4.24,4.42,4.65,3.99,3.40
Quick Ratio,0.75,1.62,1.87,1.30,2.25,1.69,1.39,1.62,,,1.59,1.84,1.39,1.51,1.60,1.52,1.62,1.84,1.48,1.15
Days Inventory Outstanding,93.1,90.4,85.6,90.0,98.6,95.2,84.2,93.9,,,104.5,107.8,97.7,97.8,104.6,98.7,91.8,81.8,74.4,79.6
Days Sale Outstanding,48.4,46.3,55.0,68.5,72.9,67.6,72.2,76.1,,,77.2,68.0,72.2,79.4,77.4,75.4,76.3,76.1,66.3,67.7
Days Payable Outstanding,36.0,37.9,34.7,34.3,39.1,38.7,31.0,31.3,,,53.5,45.2,31.6,32.6,31.1,30.6,30.6,27.0,26.1,34.6
Cash Conversion Cycle,96.1,102.1,104.7,110.5,131.5,129.5,119.8,142.2,,,121.6,147.8,135.3,142.0,156.6,142.0,140.0,132.1,119.1,102.3
Debt to Asset Ratio,0.23,0.19,0.17,0.18,0.16,0.14,0.14,0.16,,,0.17,0.13,0.14,0.13,0.16,0.17,0.16,0.15,0.16,0.17
Debt to Equity Ratio,0.30,0.23,0.20,0.22,0.19,0.17,0.16,0.19,,,0.21,0.15,0.16,0.15,0.19,0.20,0.19,0.18,0.19,0.21
Interest Coverage Ratio,37.2,203.8,"1,517","1,141","1,431","1,490","1,309",67.2,,,"1,159",799.9,"1,307","1,066",37.0,47.7,57.7,41.6,56.1,83.7
Cash and Short Term Investments,239.3,484.0,687.9,606.2,921.1,"1,148",855.5,505.7,,,974.3,876.7,855.5,567.6,399.0,481.1,505.7,772.3,787.1,821.1
"Total Receivables, Net",296.7,302.8,353.4,475.3,518.7,472.4,543.5,535.9,,,564.0,503.4,543.5,582.2,543.9,530.0,535.9,531.7,471.7,496.8
Total Inventory,522.8,420.6,403.3,558.0,455.1,445.3,545.8,509.2,,,601.1,603.1,545.8,608.9,591.7,554.3,509.2,445.4,433.1,522.4
Total Current Assets,"1,059","1,207","1,445","1,639","1,895","2,074","1,976","1,567",,,"2,139","1,983","1,976","1,779","1,552","1,586","1,567","1,751","1,704","1,859"
