,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,,2.52,2.28,,,,,,3.02,2.78,2.34,2.17,2.17,2.23,2.39
Earnings per Share,,,,,0.074,0.14,0.17,0.19,,,0.11,0.059,0.039,0.032,0.055,0.050,0.031,0.038,0.016,0.065
Revenue per Share,,,,,2.21,2.45,2.35,2.45,,,,,0.56,0.61,0.64,0.60,0.61,0.65,0.70,0.67
Dividend per Share,,,,,0.033,0.18,0.055,0.15,,,,,0.055,0.00,0.055,0.00,0.075,,0.050,0.00
Capital Expenditures per Share,,,,,0.014,0.050,0.021,0.017,,,,,0.006,0.002,0.003,0.004,0.009,0.010,0.007,0.012
Book Value per Share,,,,,0.45,0.42,0.69,1.35,,,,,0.69,0.66,0.72,1.31,1.35,1.39,1.33,1.35
Price to Earnings Ratio,,,,,,,,10.9,,,,,,,13.5,12.8,12.5,11.6,15.2,15.0
Price to Book Value Ratio,,,,,,,,1.58,,,,,,,3.38,1.37,1.58,1.49,1.62,1.69
EV to EBITDA,,,,,,,0.00,6.50,,,0.00,0.00,0.00,0.00,10.4,7.93,6.50,6.20,8.04,7.93
Dividend Payout Ratio,,,,,44.6%,123.5%,32.8%,77.5%,,,,,26.6%,0.0%,29.8%,0.0%,44.6%,,37.1%,0.0%
Common Shares Outstanding,,,,,680.0,680.0,680.0,680.0,,,,,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0
Total Revenue,,,,,"1,506","1,665","1,598","1,665",,,418.0,419.8,381.6,415.7,432.1,404.9,413.2,439.9,477.7,453.5
"Cost of Revenue, Total",,,,,955.1,"1,026","1,034","1,107",,,244.1,269.9,267.7,279.1,279.0,265.9,283.2,313.4,352.8,302.0
Gross Profit,,,,,550.5,638.9,563.6,557.7,,,173.9,149.9,113.9,136.6,153.1,139.1,130.0,126.5,124.9,151.5
"Selling/General/Administrative Expenses, Total",,,,,480.2,517.7,447.5,418.0,,,125.4,119.1,82.6,109.2,109.0,97.2,102.8,95.3,110.6,96.0
Operating Income,,,,,70.4,121.2,116.1,139.7,,,48.5,30.8,31.3,27.5,44.1,41.9,27.2,31.2,14.3,55.5
Net Income,,,,,50.4,92.2,98.7,113.5,,,41.3,29.7,26.4,21.8,37.4,33.4,20.9,25.5,10.9,44.3
EBITDA,,,,,90.7,146.0,146.4,170.4,,,58.3,40.7,32.6,37.2,53.9,52.0,35.0,38.5,21.7,62.5
