,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,11.4,8.48,5.25,4.39,3.62,3.23,,,4.36,3.82,3.84,3.49,3.54,3.65,3.41,3.53,3.52,2.95
Earnings per Share,0.037,0.009,0.000,0.074,-0.049,0.028,0.086,0.19,,,-0.009,-0.008,0.086,0.037,0.060,0.046,0.045,0.039,0.022,0.033
Revenue per Share,0.26,0.13,0.055,0.078,0.38,0.50,0.85,1.10,,,0.16,0.16,0.37,0.16,0.14,0.26,0.53,0.44,0.34,0.51
Dividend per Share,0.020,0.010,0.00,,,,,0.040,,,,,,,,,0.040,,,
Capital Expenditures per Share,0.000,0.000,0.026,0.56,0.074,0.032,0.035,0.74,,,0.008,0.006,0.013,0.19,0.077,0.20,0.28,0.24,0.17,0.13
Book Value per Share,0.15,0.15,1.02,1.51,1.88,2.21,2.39,2.53,,,2.17,2.29,2.39,2.37,2.50,2.48,2.53,2.58,2.50,2.49
Price to Earnings Ratio,,,,130.5,,158.9,43.9,17.4,,,,,50.7,32.1,18.8,14.2,17.4,17.1,22.3,21.2
Price to Book Value Ratio,,,,4.99,2.73,2.18,1.60,1.27,,,1.83,1.52,1.60,1.22,1.45,1.25,1.27,1.41,1.22,1.04
EV to EBITDA,0.00,0.00,0.00,-215.4,"-6,321",103.7,27.9,44.1,,,78.6,72.1,27.9,32.5,40.4,37.2,44.1,28.5,23.8,18.9
Dividend Payout Ratio,53.9%,109.3%,0.0%,,,,,21.3%,,,,,,,,,21.3%,,,
Common Shares Outstanding,"4,712","4,712","4,712","4,712","5,715","6,454","6,854","6,854",,,"6,454","6,854","6,854","6,854","6,854","6,854","6,854","6,854","6,854","6,854"
Total Revenue,"1,233",626.6,260.8,369.6,"2,149","3,233","5,858","7,539",,,"1,028","1,064","2,564","1,123",954.1,"1,815","3,648","3,000","2,355","3,520"
"Cost of Revenue, Total",857.1,432.7,96.4,231.6,"1,406","1,922","3,424","4,291",,,650.4,680.6,"1,378",596.1,634.8,"1,218","1,841","1,697","1,370","2,070"
Gross Profit,376.2,193.9,164.4,138.0,743.0,"1,311","2,434","3,249",,,377.9,383.8,"1,186",527.2,319.2,596.2,"1,806","1,303",985.3,"1,450"
