,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,4.15,5.05,3.92,3.90,3.75,4.10,4.10,3.45,,,4.14,4.14,4.21,4.16,4.32,3.98,3.79,3.80,3.64,3.27
Earnings per Share,0.38,0.33,0.69,0.52,0.47,0.48,0.43,0.34,,,0.083,0.098,0.11,0.13,0.15,0.047,0.014,-0.011,-0.038,0.085
Revenue per Share,1.59,1.67,2.33,2.05,1.84,2.07,2.25,2.04,,,0.51,0.55,0.59,0.61,0.51,0.49,0.43,0.47,0.46,0.62
Dividend per Share,0.060,0.070,0.15,0.11,0.10,0.10,0.090,0.070,,,,,0.090,,,,0.070,,,
Capital Expenditures per Share,0.031,0.048,0.058,0.023,0.031,0.16,0.045,0.055,,,0.017,0.010,0.012,0.003,0.023,0.020,0.009,0.009,0.053,0.020
Book Value per Share,4.26,4.53,5.15,5.52,5.90,6.30,6.63,6.90,,,6.42,6.52,6.63,6.76,6.82,6.87,6.90,6.89,6.78,6.86
Price to Earnings Ratio,8.67,11.1,5.22,7.57,7.44,8.20,9.58,10.9,,,7.52,8.68,9.58,9.26,9.07,8.76,10.9,18.0,348.4,58.6
Price to Book Value Ratio,0.86,0.86,0.72,0.68,0.58,0.62,0.59,0.52,,,0.63,0.61,0.59,0.56,0.62,0.54,0.52,0.53,0.53,0.43
EV to EBITDA,3.45,5.98,3.50,3.94,2.50,6.29,5.55,2.77,,,5.37,5.21,5.55,3.92,3.73,2.45,2.77,1.45,3.16,6.91
Dividend Payout Ratio,15.7%,21.2%,21.6%,21.1%,21.4%,20.9%,20.9%,20.6%,,,,,20.9%,,,,20.6%,,,
Common Shares Outstanding,502.4,502.4,502.4,502.4,502.4,502.4,502.4,502.4,,,502.4,502.4,502.4,502.4,502.4,502.4,502.4,502.4,502.4,502.4
Total Revenue,801.1,841.7,"1,171","1,030",924.4,"1,045","1,133","1,027",,,256.3,276.3,295.8,308.7,255.3,245.9,217.4,234.8,232.5,310.1
"Cost of Revenue, Total",75.0,75.8,86.6,74.2,77.0,87.1,88.5,86.0,,,20.0,22.9,22.2,24.5,19.6,20.6,21.3,26.3,30.6,31.6
Gross Profit,543.6,582.5,857.9,758.3,666.1,631.0,655.1,552.8,,,144.2,157.3,169.4,178.0,135.6,129.3,109.8,101.7,84.9,165.6
"Selling/General/Administrative Expenses, Total",252.6,277.4,320.9,309.0,306.9,87.1,88.5,86.0,,,20.0,22.9,22.2,24.5,19.6,20.6,21.3,26.3,30.6,31.6
Operating Income,211.2,231.0,445.1,376.9,297.2,292.6,276.7,190.3,,,54.0,61.6,71.8,85.6,49.9,43.0,11.7,1.24,-17.2,61.1
Net Income,139.6,166.0,348.2,261.4,235.0,240.3,216.0,170.7,,,41.9,49.3,54.1,64.1,76.3,23.4,6.95,-5.76,-19.3,42.9
EBITDA,232.8,254.0,475.0,399.2,317.4,316.7,311.8,224.9,,,61.2,75.6,75.6,95.7,56.5,57.4,15.3,13.5,-8.58,79.7
Gross Profit Margin,67.8%,69.3%,73.3%,73.6%,72.1%,60.5%,57.9%,53.8%,,,56.6%,57.0%,57.3%,57.7%,53.1%,52.6%,50.5%,43.3%,36.5%,53.4%
Operating Margin,26.4%,27.5%,38.0%,36.6%,32.1%,28.1%,24.5%,18.5%,,,21.2%,22.3%,24.3%,27.7%,19.6%,17.5%,5.4%,0.5%,-7.4%,19.7%
Net Profit Margin,17.4%,19.7%,29.7%,25.4%,25.4%,23.0%,19.1%,16.6%,,,16.3%,17.8%,18.3%,20.8%,29.9%,9.5%,3.2%,-2.5%,-8.3%,13.8%
Return on Assets,4.1%,4.0%,7.6%,5.7%,5.2%,4.6%,3.4%,2.9%,,,4.3%,3.7%,3.4%,3.0%,3.6%,4.1%,3.4%,2.0%,0.1%,0.4%
Return on Equity,6.5%,7.3%,13.5%,9.4%,7.9%,7.6%,6.5%,4.9%,,,1.3%,1.5%,1.6%,1.9%,2.2%,0.7%,0.2%,-0.2%,-0.6%,1.2%
