,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,70.5,77.5,66.0,62.5,63.4,85.8,88.9,64.0,,,78.0,90.8,102.4,93.9,84.4,77.6,73.6,69.1,59.5,56.9
Earnings per Share,2.81,7.54,7.35,3.41,4.55,5.74,8.79,8.89,,,1.48,2.23,2.12,2.75,2.40,2.84,0.90,1.43,0.49,0.59
Revenue per Share,140.1,125.8,122.6,123.0,90.3,79.7,97.6,115.0,,,23.2,23.6,26.5,27.0,28.8,30.5,28.8,25.2,23.8,23.5
Dividend per Share,,3.40,3.40,2.37,2.80,2.85,4.25,4.25,,,1.75,0.00,2.50,,1.75,0.00,2.50,,1.00,0.00
Capital Expenditures per Share,1.11,1.96,3.81,3.84,3.97,4.10,3.47,5.80,,,0.89,0.66,1.28,1.23,1.71,1.17,1.68,1.59,2.12,2.47
Book Value per Share,44.1,49.3,52.9,50.2,51.8,59.3,61.0,65.7,,,57.6,59.1,61.0,63.6,63.8,64.8,65.7,66.9,64.1,63.6
Price to Earnings Ratio,26.5,10.5,10.2,16.4,11.8,12.4,11.3,8.10,,,9.54,8.98,11.3,10.4,8.60,7.76,8.10,8.03,9.42,15.8
Price to Book Value Ratio,1.61,1.43,1.37,1.04,1.17,1.24,1.55,1.02,,,1.34,1.44,1.55,1.15,1.27,1.10,1.02,0.96,0.84,0.90
EV to EBITDA,21.4,7.92,7.03,9.28,6.95,7.16,7.54,6.14,,,5.97,6.48,7.54,7.90,6.20,5.62,6.14,6.77,8.52,10.9
Dividend Payout Ratio,,45.1%,46.3%,69.5%,61.5%,49.7%,48.4%,47.8%,,,21.8%,0.0%,28.4%,,18.4%,0.0%,28.1%,,17.7%,0.0%
Common Shares Outstanding,"4,506","4,509","4,509","4,509","4,467","4,461","4,509","4,509",,,"4,461","4,466","4,509","4,509","4,509","4,509","4,509","4,509","4,509","4,508"
Total Revenue,"631,257","567,422","552,881","554,695","403,440","355,524","439,921","518,655",,,"103,374","105,344","119,572","121,706","129,698","137,533","129,718","113,577","107,510","105,958"
"Cost of Revenue, Total","592,377","516,497","500,673","526,068","366,168","311,973","382,271","466,026",,,"93,749","91,294","102,302","107,039","112,997","121,311","124,680","103,838","103,388","100,247"
Gross Profit,"38,880","50,925","52,208","28,627","37,272","43,551","57,650","52,629",,,"9,625","14,051","17,270","14,667","16,702","16,222","5,038","9,739","4,122","5,711"
"Selling/General/Administrative Expenses, Total","16,678","12,005","14,025","11,802","11,424","12,678","14,197","14,744",,,"3,120","3,584","4,335","3,229","3,353","3,768","4,393","3,622","4,143","4,039"
Operating Income,"22,202","38,920","38,183","16,825","25,849","30,873","43,453","37,885",,,"6,505","10,467","12,935","11,437","13,348","12,454",644.7,"6,118",-20.8,"1,672"
Net Income,"12,681","34,001","33,140","15,372","20,502","25,602","39,298","40,069",,,"6,603","9,955","9,559","12,388","10,828","12,793","4,061","6,443","2,202","2,663"
EBITDA,"41,036","55,493","54,646","32,508","41,960","48,061","62,608","56,631",,,"11,394","15,230","17,387","16,100","18,061","17,216","5,254","11,133","4,635","6,431"
Gross Profit Margin,6.2%,9.0%,9.4%,5.2%,9.2%,12.2%,13.1%,10.1%,,,9.3%,13.3%,14.4%,12.1%,12.9%,11.8%,3.9%,8.6%,3.8%,5.4%
Operating Margin,3.5%,6.9%,6.9%,3.0%,6.4%,8.7%,9.9%,7.3%,,,6.3%,9.9%,10.8%,9.4%,10.3%,9.1%,0.5%,5.4%,0.0%,1.6%
Net Profit Margin,2.0%,6.0%,6.0%,2.8%,5.1%,7.2%,8.9%,7.7%,,,6.4%,9.4%,8.0%,10.2%,8.3%,9.3%,3.1%,5.7%,2.0%,2.5%
Return on Assets,4.7%,8.4%,7.6%,3.8%,5.4%,6.5%,9.3%,8.9%,,,9.0%,9.7%,9.2%,8.7%,9.5%,10.1%,8.7%,7.3%,5.6%,3.4%
Return on Equity,6.4%,15.3%,13.9%,6.8%,8.9%,9.7%,14.3%,13.5%,,,2.6%,3.8%,3.5%,4.3%,3.8%,4.4%,1.4%,2.1%,0.8%,0.9%
Return on Total Capital,4.3%,9.9%,9.9%,4.9%,6.3%,7.3%,10.8%,10.6%,,,10.6%,11.2%,10.8%,10.4%,11.5%,12.2%,10.6%,8.9%,7.0%,4.0%
SG&A to Sale,2.6%,2.1%,2.5%,2.1%,2.8%,3.6%,3.2%,2.8%,,,3.0%,3.4%,3.6%,2.7%,2.6%,2.7%,3.4%,3.2%,3.9%,3.8%
Depreciation & Amortisation,"18,834","16,573","16,463","15,683","16,111","17,187","19,155","18,747",,,"4,889","4,763","4,452","4,663","4,712","4,762","4,609","5,015","4,656","4,759"
Tax Rate,11.3%,3.9%,5.7%,4.0%,8.8%,10.7%,8.9%,6.9%,,,-0.2%,10.9%,9.5%,9.0%,11.4%,10.2%,-32.7%,9.8%,-18.6%,9.7%
Current Ratio,1.75,2.31,1.93,2.19,2.86,2.37,2.33,1.95,,,2.83,2.22,2.33,2.28,2.14,2.04,1.95,2.08,1.84,2.47
Quick Ratio,0.81,1.23,1.06,1.30,1.72,1.01,0.94,0.87,,,1.12,0.91,0.94,1.03,0.96,0.90,0.87,0.86,0.75,1.02
Days Inventory Outstanding,14.6,27.3,33.3,28.4,30.7,39.9,36.3,30.2,,,38.4,37.0,36.3,36.8,39.5,38.1,33.0,31.9,34.7,36.2
Days Sale Outstanding,26.1,36.6,41.3,26.9,31.5,41.9,37.3,33.5,,,30.2,33.5,37.3,36.4,34.2,33.9,33.5,36.3,34.1,35.5
