,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,10.6,11.1,10.7,7.50,6.28,6.53,4.60,4.79,,,6.35,5.80,5.19,4.60,4.60,4.69,5.32,4.58,4.06,3.71
Earnings per Share,1.20,1.01,0.68,0.58,-0.037,0.22,-0.057,0.043,,,0.071,-0.044,-0.028,0.10,0.052,-0.13,0.017,-0.053,0.040,-0.041
Revenue per Share,4.63,4.96,4.31,3.72,3.98,2.97,2.41,1.99,,,0.66,0.64,0.67,0.58,0.71,0.37,0.33,0.33,0.57,0.39
Dividend per Share,1.10,0.90,0.60,0.30,0.10,0.15,0.10,0.080,,,,,0.10,,,,0.080,,,
Capital Expenditures per Share,0.19,0.34,1.73,0.26,0.50,0.15,0.14,0.15,,,0.028,0.031,0.055,0.039,0.031,0.048,0.037,0.038,0.043,0.012
Book Value per Share,3.30,3.22,3.40,3.47,3.28,3.55,3.30,3.24,,,3.38,3.33,3.30,3.40,3.35,3.22,3.24,3.19,3.15,3.11
Price to Earnings Ratio,7.15,11.9,14.8,16.7,,31.2,,105.7,,,,,,44.2,51.3,,105.7,,,
Price to Book Value Ratio,2.82,3.63,3.03,2.71,1.81,1.90,1.40,1.36,,,1.70,1.49,1.40,1.21,1.43,1.35,1.36,1.29,1.11,1.13
EV to EBITDA,3.45,6.98,8.74,9.05,20.6,14.0,25.7,16.2,,,22.8,28.6,25.7,14.5,12.6,17.4,16.2,34.3,87.5,27.5
Dividend Payout Ratio,91.9%,89.0%,88.1%,51.6%,-271.0%,67.3%,-176.7%,184.7%,,,,,-176.7%,,,,184.7%,,,
Common Shares Outstanding,324.1,324.1,324.1,324.1,324.1,324.1,324.1,324.1,,,324.1,324.1,324.1,324.1,324.1,324.1,324.1,324.1,324.1,324.1
Total Revenue,"1,500","1,606","1,398","1,205","1,289",963.6,781.3,644.0,,,213.8,208.0,217.2,187.7,230.2,120.4,105.7,105.8,184.0,126.2
"Cost of Revenue, Total",827.9,"1,095","1,028",855.9,"1,206",787.6,716.9,530.4,,,167.8,208.4,205.5,136.6,164.7,151.3,77.8,102.6,140.0,125.0
Gross Profit,672.2,511.3,370.0,349.5,83.2,176.0,64.4,113.6,,,46.0,-0.35,11.7,51.1,65.5,-30.9,27.9,3.17,44.1,1.16
"Selling/General/Administrative Expenses, Total",151.7,99.5,95.4,87.3,82.3,64.4,65.2,73.1,,,17.4,15.5,16.1,17.2,19.8,19.4,16.7,20.9,23.3,15.8
Operating Income,520.6,411.8,274.6,262.2,0.87,111.6,-0.90,40.5,,,28.6,-15.8,-4.43,33.9,45.7,-50.3,11.2,-17.7,20.7,-14.7
Net Income,387.7,327.8,220.6,188.2,-12.0,72.2,-18.3,14.0,,,23.0,-14.3,-9.10,33.7,16.9,-42.0,5.49,-17.2,13.1,-13.2
EBITDA,606.4,506.4,373.9,369.8,84.8,194.3,74.2,105.0,,,47.5,2.77,13.8,52.1,63.6,-35.0,24.3,-3.88,33.6,-3.81
Gross Profit Margin,44.8%,31.8%,26.5%,29.0%,6.5%,18.3%,8.2%,17.6%,,,21.5%,-0.2%,5.4%,27.2%,28.5%,-25.7%,26.4%,3.0%,23.9%,0.9%
Operating Margin,34.7%,25.6%,19.7%,21.8%,0.1%,11.6%,-0.1%,6.3%,,,13.4%,-7.6%,-2.0%,18.1%,19.8%,-41.8%,10.6%,-16.7%,11.3%,-11.6%
Net Profit Margin,25.8%,20.4%,15.8%,15.6%,-0.9%,7.5%,-2.3%,2.2%,,,10.8%,-6.9%,-4.2%,17.9%,7.3%,-34.9%,5.2%,-16.2%,7.1%,-10.5%
Return on Assets,35.2%,27.5%,16.5%,12.3%,-0.8%,4.6%,-1.2%,1.0%,,,-0.2%,-0.6%,-1.1%,2.2%,1.8%,0.0%,1.0%,-2.7%,-2.8%,-0.8%
Return on Equity,36.3%,31.4%,20.0%,16.8%,-1.1%,6.3%,-1.7%,1.3%,,,2.1%,-1.3%,-0.9%,3.1%,1.6%,-4.0%,0.5%,-1.7%,1.3%,-1.3%
Return on Total Capital,36.3%,31.4%,16.9%,15.7%,-1.1%,6.3%,-1.7%,1.3%,,,-0.2%,-0.9%,-1.7%,3.0%,2.5%,-0.1%,1.3%,-3.6%,-4.0%,-1.2%
SG&A to Sale,10.1%,6.2%,6.8%,7.2%,6.4%,6.7%,8.4%,11.3%,,,8.1%,7.4%,7.4%,9.2%,8.6%,16.1%,15.8%,19.7%,12.7%,12.6%
Depreciation & Amortisation,85.8,94.6,99.2,107.6,83.9,82.7,75.1,64.5,,,18.8,18.6,18.2,18.2,17.9,15.3,13.1,13.8,12.8,10.9
Tax Rate,25.4%,20.4%,18.5%,15.3%,-167.1%,22.1%,8.8%,4.8%,,,12.2%,4.5%,39.4%,21.9%,-1.1%,19.9%,25.4%,17.7%,22.3%,24.0%
Current Ratio,3.62,4.04,1.65,1.09,0.58,0.79,0.81,0.77,,,0.90,0.87,0.81,0.88,0.94,0.77,0.77,0.75,0.81,0.74
Quick Ratio,0.42,0.73,0.21,0.067,0.28,0.038,0.12,0.040,,,0.040,0.080,0.12,0.049,0.21,0.094,0.040,0.062,0.082,0.004
Days Inventory Outstanding,31.8,40.0,33.2,54.2,36.5,32.9,52.1,59.1,,,109.2,109.8,65.4,61.0,71.7,70.0,58.9,56.4,98.6,125.0
Days Sale Outstanding,12.1,16.4,8.86,7.14,39.8,5.62,24.0,6.67,,,11.8,23.3,24.0,8.12,37.1,14.7,6.67,13.9,25.3,1.13
Days Payable Outstanding,4.09,6.66,6.40,4.81,2.71,5.44,7.32,6.54,,,9.44,4.35,3.71,5.28,5.86,5.48,4.99,6.74,11.0,9.23
Cash Conversion Cycle,32.5,45.9,43.8,58.1,58.6,54.7,62.3,71.9,,,111.8,125.8,83.2,71.8,87.9,95.3,65.6,59.9,105.7,134.8
Debt to Asset Ratio,0.12,0.11,0.27,0.28,0.33,0.26,0.30,0.23,,,0.36,0.36,0.30,0.26,0.28,0.25,0.23,0.26,0.31,0.27
Debt to Equity Ratio,0.14,0.13,0.36,0.38,0.49,0.35,0.42,0.30,,,0.57,0.56,0.42,0.36,0.39,0.33,0.30,0.35,0.45,0.37
Interest Coverage Ratio,,,171.9,32.8,0.083,14.7,,6.03,,,11.6,,,19.7,25.9,,7.09,,10.8,
Cash and Short Term Investments,271.2,190.2,172.8,153.4,76.9,96.0,111.7,22.9,,,155.5,220.4,111.7,84.2,65.0,29.8,22.9,17.5,54.0,39.7
"Total Receivables, Net",49.8,72.1,33.9,23.6,140.5,14.8,51.4,11.8,,,24.2,46.8,51.4,18.4,85.7,30.4,11.8,21.5,35.8,1.62
Total Inventory,109.3,130.6,56.5,197.5,43.8,98.4,106.3,65.5,,,253.6,150.5,106.3,133.9,146.9,105.7,65.5,88.0,166.8,138.2
Total Current Assets,433.4,397.9,267.9,382.7,295.8,306.8,351.2,230.6,,,541.4,514.6,351.2,328.6,385.2,248.6,230.6,260.8,350.9,267.0
"Property/Plant/Equipment, Total - Net",476.9,495.0,937.7,909.5,976.2,921.2,878.8,851.1,,,893.0,884.3,878.8,870.9,855.2,853.0,851.1,850.4,851.9,844.0
