,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.27,1.75,2.55,4.10,4.86,4.93,3.22,1.96,,,4.84,4.93,3.89,3.30,3.98,3.22,2.16,2.19,1.96,1.87
Earnings per Share,0.19,0.010,-0.26,0.12,-0.88,0.50,0.20,-0.091,,,-0.041,0.12,0.045,0.16,0.008,-0.091,-0.17,-0.010,0.17,0.034
Revenue per Share,13.0,18.5,14.5,21.1,12.7,14.4,12.5,10.2,,,3.16,3.94,2.29,3.49,2.26,2.62,1.88,2.19,2.09,2.65
Dividend per Share,0.50,0.025,,,,0.25,0.10,0.050,,,,,0.10,,,,0.050,,0.030,0.00
Capital Expenditures per Share,0.041,0.24,0.14,0.050,0.36,0.063,0.038,0.058,,,0.43,0.008,-0.41,0.010,0.004,0.036,0.007,0.001,0.002,0.009
Book Value per Share,1.40,1.38,1.10,1.06,1.25,1.54,1.69,1.50,,,1.52,1.64,1.69,1.85,1.76,1.67,1.50,1.49,1.61,1.62
Price to Earnings Ratio,11.4,165.8,,20.4,,10.2,16.6,,,,43.1,20.9,16.6,10.2,10.0,17.8,,,,63.5
Price to Book Value Ratio,1.50,1.20,1.82,2.13,3.53,3.04,1.79,1.26,,,3.14,2.72,1.79,1.36,2.08,0.97,1.26,1.34,0.97,1.27
EV to EBITDA,18.3,60.2,-15.8,19.5,-384.4,12.1,21.9,195.7,,,32.3,20.5,21.9,16.7,15.4,40.7,195.7,-37.3,-69.4,-129.9
Dividend Payout Ratio,265.6%,259.0%,,,,50.4%,50.1%,-54.9%,,,,,50.1%,,,,-55.0%,,-31.0%,0.0%
Common Shares Outstanding,800.0,800.0,800.0,800.0,"1,100","1,100","1,100","1,102",,,"1,100","1,100","1,100","1,100","1,100","1,100","1,102","1,102","1,102","1,102"
Total Revenue,"10,405","14,828","11,574","16,883","13,957","15,799","13,788","11,285",,,"3,477","4,335","2,515","3,843","2,491","2,880","2,070","2,413","2,306","2,925"
"Cost of Revenue, Total","10,065","14,603","11,717","16,491","13,837","14,890","13,152","10,968",,,"3,402","4,030","2,426","3,682","2,419","2,825","2,044","2,357","2,166","2,933"
Gross Profit,339.8,225.2,-143.4,392.0,120.7,908.8,636.2,316.4,,,75.1,305.2,89.6,161.4,71.8,55.5,26.3,55.6,139.9,-8.50
"Selling/General/Administrative Expenses, Total",98.1,115.2,181.9,222.7,150.5,236.8,273.6,247.3,,,67.4,88.2,70.3,67.0,63.0,41.0,74.8,54.5,53.9,51.7
Operating Income,246.9,42.1,-325.3,160.1,-64.4,650.3,247.7,-69.4,,,-16.2,187.8,-16.0,152.8,41.6,-77.4,-186.5,8.07,87.7,-36.7
Net Income,150.6,7.72,-204.2,94.9,-740.3,545.3,219.6,-100.2,,,-45.1,132.8,49.5,175.5,8.83,-100.2,-184.4,-10.6,188.9,37.1
EBITDA,302.7,93.5,-258.1,245.6,-21.5,707.5,326.6,25.3,,,0.92,210.7,6.89,176.0,65.2,-53.3,-162.6,31.8,111.5,-12.4
Gross Profit Margin,3.3%,1.5%,-1.2%,2.3%,0.9%,5.8%,4.6%,2.8%,,,2.2%,7.0%,3.6%,4.2%,2.9%,1.9%,1.3%,2.3%,6.1%,-0.3%
Operating Margin,2.4%,0.3%,-2.8%,0.9%,-0.5%,4.1%,1.8%,-0.6%,,,-0.5%,4.3%,-0.6%,4.0%,1.7%,-2.7%,-9.0%,0.3%,3.8%,-1.3%
Net Profit Margin,1.4%,0.1%,-1.8%,0.6%,-5.3%,3.5%,1.6%,-0.9%,,,-1.3%,3.1%,2.0%,4.6%,0.4%,-3.5%,-8.9%,-0.4%,8.2%,1.3%
Return on Assets,3.8%,0.1%,-4.3%,2.4%,-18.2%,11.5%,3.9%,-1.8%,,,2.0%,3.7%,3.8%,5.5%,6.6%,2.4%,-1.9%,-6.0%,-2.3%,0.7%
Return on Equity,13.5%,0.7%,-23.2%,11.2%,-53.9%,32.1%,11.8%,-6.0%,,,-2.7%,7.3%,2.7%,8.6%,0.5%,-5.5%,-11.1%,-0.6%,10.6%,2.1%
Return on Total Capital,12.4%,0.6%,-20.4%,10.2%,-53.9%,30.8%,11.5%,-5.9%,,,6.6%,11.8%,11.5%,15.0%,18.5%,7.1%,-5.9%,-17.1%,-5.9%,1.7%
