,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,4.18,8.98,5.90,4.61,3.97,4.10,2.74,1.89,,,3.96,3.71,3.05,2.45,2.71,2.44,2.15,2.14,2.05,1.66
Earnings per Share,0.18,0.46,0.44,-0.35,0.023,0.14,0.094,-0.41,,,0.042,0.031,0.017,-0.059,-0.046,-0.056,-0.25,0.007,0.011,0.011
Revenue per Share,4.75,7.25,8.93,9.39,7.31,6.95,7.66,6.93,,,1.92,2.30,2.18,1.71,1.61,1.74,1.87,1.59,1.57,1.94
Dividend per Share,0.15,0.26,0.20,0.050,,0.10,0.10,,,,0.050,0.00,0.050,,,,,,,
Capital Expenditures per Share,0.080,0.33,0.41,0.31,0.17,0.082,0.20,0.064,,,0.063,0.044,0.036,0.013,0.010,0.012,0.029,0.012,0.018,0.035
Book Value per Share,1.65,1.92,2.14,1.69,1.71,1.80,1.86,1.40,,,1.80,1.78,1.86,1.80,1.70,1.65,1.40,1.40,1.41,1.50
Price to Earnings Ratio,11.8,19.8,12.2,,132.4,32.0,30.4,,,,25.4,23.7,30.4,84.5,,,,,,
Price to Book Value Ratio,1.30,4.94,2.38,2.63,1.82,2.34,1.40,1.41,,,2.19,1.92,1.40,1.27,1.57,1.17,1.41,1.40,1.29,0.99
EV to EBITDA,6.47,11.2,12.4,-21.1,15.5,14.3,11.4,-14.1,,,12.0,13.6,11.4,10.0,14.5,14.8,-14.1,-19.6,-44.8,-171.3
Dividend Payout Ratio,84.0%,56.2%,45.4%,-14.2%,,71.4%,106.4%,,,,33.4%,0.0%,53.2%,,,,,,,
Common Shares Outstanding,"1,003","1,003","1,003","1,003","1,003","1,003","1,028","1,028",,,"1,003","1,003","1,028","1,028","1,028","1,028","1,028","1,028","1,028","1,028"
Total Revenue,"4,766","7,271","8,953","9,421","7,330","6,974","7,870","7,125",,,"1,929","2,306","2,237","1,763","1,652","1,792","1,919","1,630","1,613","1,999"
"Cost of Revenue, Total","4,448","6,625","8,314","9,509","6,986","6,531","7,488","6,949",,,"1,834","2,214","2,132","1,570","1,665","1,737","1,977","1,535","1,574","1,908"
Gross Profit,317.6,646.4,639.0,-88.1,344.3,443.1,381.3,176.2,,,94.9,91.9,105.3,192.6,-13.0,55.0,-58.4,95.4,38.8,90.9
"Selling/General/Administrative Expenses, Total",205.5,229.5,289.1,297.6,292.2,329.6,318.6,567.2,,,77.3,96.5,74.5,80.6,81.2,93.3,207.1,78.6,94.5,77.7
Operating Income,122.0,421.0,355.4,-385.6,65.1,113.6,94.7,-391.0,,,49.5,-4.69,30.8,-42.6,-44.5,-38.2,-265.6,16.8,8.51,13.1
Net Income,165.0,464.2,442.2,-353.4,23.2,140.5,94.5,-423.1,,,42.5,30.7,17.0,-60.9,-47.3,-57.2,-257.7,6.84,11.0,11.5
EBITDA,178.1,487.0,434.5,-244.3,218.5,289.0,311.9,-167.1,,,103.1,53.0,89.2,15.5,12.8,17.1,-211.5,73.3,64.0,62.4
Gross Profit Margin,6.7%,8.9%,7.1%,-0.9%,4.7%,6.4%,4.8%,2.5%,,,4.9%,4.0%,4.7%,10.9%,-0.8%,3.1%,-3.0%,5.9%,2.4%,4.5%
Operating Margin,2.6%,5.8%,4.0%,-4.1%,0.9%,1.6%,1.2%,-5.5%,,,2.6%,-0.2%,1.4%,-2.4%,-2.7%,-2.1%,-13.8%,1.0%,0.5%,0.7%
Net Profit Margin,3.5%,6.4%,4.9%,-3.8%,0.3%,2.0%,1.2%,-5.9%,,,2.2%,1.3%,0.8%,-3.5%,-2.9%,-3.2%,-13.4%,0.4%,0.7%,0.6%
