,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.86,2.21,2.36,4.13,2.91,2.44,1.44,0.78,,,2.26,2.00,1.67,1.28,1.04,0.94,0.89,0.68,0.76,0.65
Earnings per Share,-0.071,-0.15,0.058,0.043,-0.16,-0.18,-0.22,-0.27,,,-0.024,-0.050,-0.076,-0.095,-0.036,-0.069,-0.068,-0.047,-0.033,-0.039
Revenue per Share,1.02,0.82,0.61,0.86,1.00,0.97,1.24,0.76,,,0.48,0.25,0.29,0.27,0.24,0.13,0.12,0.13,0.13,0.086
Dividend per Share,,,0.10,0.050,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.66,0.32,0.11,0.030,0.047,0.050,0.081,0.038,,,0.015,0.019,0.039,0.021,0.011,0.004,0.003,0.001,0.004,0.009
Book Value per Share,2.83,2.68,2.74,2.68,2.51,2.19,2.03,1.76,,,2.16,2.11,2.03,1.94,1.90,1.83,1.76,1.71,1.68,1.64
Price to Earnings Ratio,,,29.9,92.7,,,,,,,,,,,,,,,,
Price to Book Value Ratio,0.58,0.64,0.70,1.25,1.06,1.13,0.60,0.43,,,0.98,0.82,0.60,0.50,0.47,0.35,0.43,0.39,0.42,0.35
EV to EBITDA,-30.0,-14.8,-5.33,-12.6,-91.8,-40.4,-16.6,-5.01,,,-20.4,-21.8,-16.6,-7.08,-5.86,-4.98,-5.01,-4.46,-5.13,-6.16
Dividend Payout Ratio,,,172.9%,115.8%,,,,,,,,,,,,,,,,
Common Shares Outstanding,470.0,470.0,470.0,470.0,470.0,615.0,615.0,615.0,,,615.0,615.0,615.0,615.0,615.0,615.0,615.0,615.0,615.0,615.0
Total Revenue,477.2,383.7,285.4,403.6,467.8,593.9,762.5,466.5,,,292.5,151.8,180.0,165.4,146.3,82.7,72.0,77.8,79.6,52.9
"Cost of Revenue, Total",418.6,321.6,258.9,386.4,392.0,571.5,707.6,479.6,,,255.7,144.6,177.5,176.2,137.1,94.1,72.2,78.9,70.7,55.9
Gross Profit,58.7,62.1,26.5,17.2,75.7,22.4,54.9,-13.1,,,36.8,7.26,2.41,-10.8,9.27,-11.4,-0.22,-1.06,8.90,-2.98
"Selling/General/Administrative Expenses, Total",142.8,158.5,189.4,144.3,157.9,138.9,168.0,147.6,,,44.8,34.0,56.0,45.7,30.5,29.6,41.8,25.7,28.3,20.3
Operating Income,-67.9,-90.6,-160.3,-117.5,-75.8,-116.5,-113.0,-160.7,,,-8.00,-26.8,-53.6,-56.5,-21.2,-41.0,-42.0,-26.8,-19.4,-23.3
Net Income,-33.4,-68.6,27.2,20.3,-74.8,-137.8,-86.8,-165.0,,,40.8,-31.7,-31.7,-58.7,-22.3,-42.2,-41.8,-28.7,-20.1,-23.9
EBITDA,-4.27,-33.1,-91.1,-50.0,-7.64,-46.9,-63.2,-114.8,,,3.45,-16.8,-43.0,-45.6,-9.70,-29.4,-30.1,-15.4,-7.89,-11.6
Gross Profit Margin,12.3%,16.2%,9.3%,4.3%,16.2%,3.8%,7.2%,-2.8%,,,12.6%,4.8%,1.3%,-6.5%,6.3%,-13.8%,-0.3%,-1.4%,11.2%,-5.6%
Operating Margin,-14.2%,-23.6%,-56.2%,-29.1%,-16.2%,-19.6%,-14.8%,-34.5%,,,-2.7%,-17.6%,-29.8%,-34.1%,-14.5%,-49.6%,-58.3%,-34.4%,-24.4%,-44.0%
Net Profit Margin,-7.0%,-17.9%,9.5%,5.0%,-16.0%,-23.2%,-11.4%,-35.4%,,,13.9%,-20.9%,-17.6%,-35.5%,-15.3%,-51.0%,-58.1%,-36.9%,-25.3%,-45.3%
Return on Assets,-2.4%,-5.2%,2.1%,1.5%,-5.6%,-8.8%,-5.5%,-12.6%,,,-6.4%,-5.9%,-5.9%,-5.7%,-10.7%,-12.1%,-13.4%,-11.5%,-11.5%,-10.2%
Return on Equity,-2.5%,-5.4%,2.1%,1.6%,-6.3%,-10.2%,-6.9%,-15.2%,,,3.1%,-2.4%,-2.5%,-4.9%,-1.9%,-3.7%,-3.9%,-2.7%,-1.9%,-2.4%
Return on Total Capital,-2.5%,-5.4%,2.1%,1.6%,-5.9%,-9.2%,-6.8%,-15.1%,,,-7.8%,-6.9%,-6.8%,-6.4%,-11.8%,-13.5%,-15.1%,-12.8%,-12.9%,-11.4%
SG&A to Sale,29.9%,41.3%,66.4%,35.8%,33.7%,23.4%,22.0%,31.6%,,,15.3%,22.4%,31.1%,27.6%,20.9%,35.8%,58.0%,33.1%,35.6%,38.4%
Depreciation & Amortisation,63.7,57.5,69.2,67.5,68.2,69.7,49.8,46.0,,,11.5,9.94,10.6,10.9,11.5,11.6,11.9,11.4,11.5,11.7
Tax Rate,0.0%,0.0%,-15.3%,38.7%,-3.0%,0.0%,-0.4%,0.1%,,,-3.7%,0.0%,0.0%,0.2%,0.0%,0.0%,0.1%,1.0%,0.0%,0.0%
Current Ratio,33.2,23.1,13.6,22.8,4.62,4.17,6.57,6.96,,,4.62,6.49,6.57,6.83,10.7,6.19,6.96,6.62,6.56,6.45
Quick Ratio,4.99,5.03,9.44,13.7,0.028,0.12,0.24,0.071,,,0.071,0.26,0.24,0.25,0.16,0.094,0.071,0.12,0.15,0.10
Days Inventory Outstanding,85.3,88.2,82.0,58.1,257.5,444.9,434.0,540.6,,,417.3,445.8,407.7,373.4,418.8,426.2,501.6,600.5,696.2,767.6
Days Sale Outstanding,52.9,11.3,19.7,17.7,2.58,16.8,14.7,5.27,,,7.42,9.30,14.7,14.1,6.31,6.82,5.27,10.6,16.8,12.1
Days Payable Outstanding,5.10,2.88,5.11,3.80,37.9,28.0,3.81,2.62,,,3.04,2.51,2.72,4.42,4.54,3.93,3.90,2.09,6.02,10.2
Cash Conversion Cycle,151.5,124.8,91.7,71.5,193.1,448.7,445.0,554.6,,,423.7,451.9,416.6,381.7,428.8,427.4,507.7,606.1,703.3,772.3
Debt to Asset Ratio,0.014,0.014,0.034,0.021,0.15,0.22,0.12,0.097,,,0.18,0.14,0.12,0.15,0.098,0.11,0.097,0.092,0.095,0.095
Debt to Equity Ratio,0.014,0.014,0.035,0.022,0.18,0.29,0.14,0.11,,,0.23,0.16,0.14,0.18,0.11,0.13,0.11,0.10,0.11,0.11
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,255.9,210.1,325.3,343.0,35.5,26.0,25.4,5.37,,,216.3,114.9,25.4,9.66,7.28,14.9,5.37,6.09,9.64,6.87
"Total Receivables, Net",69.2,11.9,15.4,19.6,3.30,27.3,30.6,6.73,,,16.5,18.3,30.6,30.5,11.1,10.7,6.73,11.0,14.3,9.33
Total Inventory,95.6,59.8,56.5,66.4,486.8,906.4,776.4,644.3,,,819.5,810.3,776.4,766.3,691.9,673.9,644.3,613.6,591.6,576.3
Total Current Assets,460.0,302.9,438.1,452.2,551.5,967.5,849.8,659.4,,,"1,073",959.0,849.8,824.7,722.3,707.6,659.4,631.9,618.2,595.9
"Property/Plant/Equipment, Total - Net",851.1,876.1,863.1,776.1,759.9,729.5,439.4,422.7,,,517.8,519.0,439.4,450.6,444.1,432.9,422.7,413.1,403.4,393.5
Total Assets,"1,350","1,279","1,334","1,289","1,392","1,739","1,423","1,198",,,"1,632","1,506","1,423","1,407","1,296","1,271","1,198","1,160","1,142","1,116"
Accounts Payable,3.35,1.73,5.51,2.53,78.8,8.93,5.84,1.04,,,4.42,4.75,5.84,12.4,3.40,9.21,1.04,3.34,7.09,8.50
Accrued Expenses,5.63,,,,11.9,20.2,23.7,19.2,,,26.4,24.6,23.7,28.9,20.1,21.9,19.2,14.7,19.5,24.6
Debt Due,0.00,0.00,0.00,0.00,18.9,147.2,84.1,55.5,,,182.7,101.9,84.1,41.1,17.7,60.1,55.5,56.9,53.0,44.1
Total Current Liabilities,13.9,13.1,32.1,19.9,119.5,231.9,129.3,94.7,,,232.1,147.7,129.3,120.8,67.5,114.3,94.7,95.4,94.2,92.4
Long Term Debt,,,6.87,,88.1,148.1,34.6,10.2,,,58.4,47.2,34.6,87.6,52.2,22.4,10.2,,,
Total Liabilities,19.3,18.1,45.1,27.5,212.5,389.5,173.5,115.9,,,301.0,205.2,173.5,216.2,127.5,144.5,115.9,106.9,108.9,106.4
Common Stock,470.0,470.0,470.0,470.0,470.0,615.0,615.0,615.0,,,615.0,615.0,615.0,615.0,615.0,615.0,615.0,615.0,615.0,615.0
Additional Paid-In Capital,541.0,541.0,541.0,541.0,541.0,709.2,709.2,709.2,,,709.2,709.2,709.2,709.2,709.2,709.2,709.2,709.2,709.2,709.2
Retained Earnings (Accumulated Deficit),321.7,253.1,280.2,253.5,152.1,11.5,-74.5,-241.8,,,-11.1,-42.8,-74.5,-133.2,-155.5,-197.6,-241.8,-270.6,-290.7,-314.6
Shareholders' Equity,"1,331","1,261","1,289","1,262","1,179","1,349","1,250","1,082",,,"1,331","1,300","1,250","1,191","1,169","1,127","1,082","1,054","1,033","1,010"
Cash from Operating Activities,33.0,52.3,-46.2,-79.2,-368.7,-512.1,-7.38,48.9,,,109.5,-7.21,-68.3,-11.2,62.3,-3.45,7.14,13.9,15.0,13.6
Cash from Investing Activities,-291.3,-152.0,-79.4,185.8,237.4,5.03,184.6,-15.7,,,178.5,-16.9,28.6,-12.7,-3.13,0.082,0.24,-2.66,-6.85,-7.10
Cash from Financing Activities,-37.6,-0.004,6.87,-54.1,76.9,497.5,-177.5,-53.2,,,-94.5,-91.1,-31.2,8.19,-61.6,11.0,-16.9,-10.5,-4.60,-9.24
Net Change in Cash,-295.9,-99.7,-118.7,52.5,-54.5,-9.56,-0.56,-20.0,,,197.9,-121.4,-69.5,-15.8,-2.38,7.60,-9.51,0.72,3.55,-2.77
Free Cashflows,-278.2,-99.3,-98.6,-93.3,-390.7,-543.0,-57.5,25.6,,,100.2,-19.1,-92.5,-24.1,55.7,-5.73,5.53,13.1,12.7,8.21
Free Cashflow per Share,-0.59,-0.21,-0.21,-0.20,-0.83,-0.88,-0.093,0.042,,,0.16,-0.031,-0.15,-0.039,0.091,-0.009,0.009,0.021,0.021,0.013
