,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,4.50,5.42,4.63,5.38,5.29,6.31,7.35,6.38,,,5.60,6.88,7.90,7.50,7.35,6.96,6.73,6.70,6.38,5.85
Earnings per Share,0.33,0.65,0.24,0.33,0.66,0.45,0.86,0.78,,,0.12,0.15,0.48,0.12,0.11,0.16,0.39,0.13,0.17,0.15
Revenue per Share,0.64,1.12,0.77,0.86,0.94,0.93,1.34,1.25,,,0.22,0.26,0.63,0.25,0.24,0.25,0.50,0.27,0.32,0.29
Dividend per Share,0.007,0.008,0.009,0.015,0.13,0.17,0.21,0.083,,,,,0.21,,,,0.083,,,
Capital Expenditures per Share,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Book Value per Share,1.95,2.60,2.84,3.16,3.80,4.13,4.83,5.39,,,4.20,4.35,4.83,4.74,4.85,5.01,5.39,5.44,5.60,5.75
Price to Earnings Ratio,10.4,10.3,14.4,16.3,7.57,12.1,8.49,8.38,,,11.4,14.1,8.49,8.42,8.82,7.51,8.38,8.23,7.16,6.47
Price to Book Value Ratio,2.15,2.13,1.36,1.53,1.30,1.28,1.54,1.17,,,1.27,1.49,1.54,1.38,1.50,1.22,1.17,1.20,1.04,0.92
EV to EBITDA,15.6,6.67,12.0,12.5,10.9,11.4,9.59,10.0,,,11.7,13.6,9.59,9.32,8.47,8.48,10.0,9.35,8.87,7.65
Dividend Payout Ratio,2.0%,1.2%,3.5%,4.7%,18.9%,36.9%,24.1%,10.7%,,,,,24.1%,,,,10.7%,,,
Common Shares Outstanding,"2,125","2,132","2,132","2,132","2,132","2,132","2,132","2,132",,,"2,132","2,132","2,132","2,132","2,132","2,132","2,132","2,132","2,132","2,132"
Total Revenue,"1,358","2,391","1,632","1,842","1,999","1,980","2,850","2,663",,,470.6,547.7,"1,341",540.3,521.5,530.4,"1,071",576.0,688.6,622.2
"Cost of Revenue, Total",471.0,525.9,562.3,550.3,537.5,529.2,547.1,567.4,,,135.7,136.8,137.2,131.4,140.9,150.5,144.6,140.8,150.3,166.7
Gross Profit,887.3,"1,865","1,070","1,291","1,462","1,451","2,303","2,096",,,334.8,410.9,"1,203",408.9,380.6,380.0,926.5,435.2,538.3,455.5
"Selling/General/Administrative Expenses, Total",183.4,197.1,205.4,225.5,230.5,235.3,242.3,256.3,,,61.8,56.1,64.0,66.5,62.7,64.2,62.9,68.3,69.6,65.3
Operating Income,703.9,"1,668",864.2,"1,066","1,231","1,215","2,060","1,840",,,273.0,354.8,"1,139",342.4,317.9,315.8,863.6,366.8,468.6,390.1
Net Income,708.9,"1,401",511.9,700.2,"1,408",964.0,"1,841","1,654",,,252.9,324.2,"1,016",263.8,228.9,337.3,823.8,267.5,357.0,314.3
EBITDA,718.4,"1,679",872.6,"1,076","1,244","1,230","2,081","1,862",,,279.4,360.7,"1,142",348.9,324.7,322.9,869.4,372.8,474.9,395.9
Gross Profit Margin,65.3%,78.0%,65.5%,70.1%,73.1%,73.3%,80.8%,78.7%,,,71.2%,75.0%,89.8%,75.7%,73.0%,71.6%,86.5%,75.6%,78.2%,73.2%
Operating Margin,51.8%,69.8%,53.0%,57.9%,61.6%,61.4%,72.3%,69.1%,,,58.0%,64.8%,85.0%,63.4%,61.0%,59.5%,80.6%,63.7%,68.1%,62.7%
Net Profit Margin,52.2%,58.6%,31.4%,38.0%,70.4%,48.7%,64.6%,62.1%,,,53.7%,59.2%,75.8%,48.8%,43.9%,63.6%,76.9%,46.4%,51.8%,50.5%
Return on Assets,6.8%,12.8%,4.4%,5.7%,10.5%,6.6%,11.4%,9.0%,,,6.1%,6.5%,11.1%,10.8%,10.6%,10.5%,8.9%,8.5%,9.0%,8.8%
Return on Equity,17.1%,25.2%,8.5%,10.4%,17.4%,11.0%,17.9%,14.4%,,,2.8%,3.5%,9.9%,2.6%,2.2%,3.2%,7.2%,2.3%,3.0%,2.6%
Return on Total Capital,9.3%,18.4%,5.8%,7.4%,13.4%,9.1%,14.0%,11.3%,,,8.6%,8.9%,14.0%,14.3%,13.9%,13.6%,11.3%,11.7%,12.0%,11.6%
SG&A to Sale,13.5%,8.2%,12.6%,12.2%,11.5%,11.9%,8.5%,9.6%,,,13.1%,10.2%,4.8%,12.3%,12.0%,12.1%,5.9%,11.9%,10.1%,10.5%
Depreciation & Amortisation,14.5,11.4,8.40,10.4,12.5,14.7,20.2,21.9,,,6.36,5.93,2.29,6.49,6.80,7.10,5.84,5.96,6.30,5.77
Tax Rate,-4.3%,2.9%,13.4%,10.7%,14.3%,10.0%,4.5%,8.3%,,,10.4%,9.3%,0.8%,7.3%,7.2%,12.4%,7.4%,5.4%,3.3%,6.5%
Current Ratio,0.47,0.20,0.33,0.61,0.69,0.24,0.49,0.21,,,0.26,0.23,0.49,0.39,0.28,0.21,0.21,0.20,0.18,0.17
Quick Ratio,0.26,0.12,0.24,0.31,0.21,0.11,0.15,0.11,,,0.084,0.11,0.15,0.12,0.13,0.12,0.11,0.090,0.11,0.10
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,54.3,33.9,63.0,58.2,48.8,31.9,24.5,24.4,,,31.6,33.4,24.5,24.0,21.7,22.3,24.4,28.9,26.6,23.3
