,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,,,108.0,73.8,29.9,,,,108.0,111.5,82.6,54.1,37.3,30.9,30.8,28.4,26.9
Earnings per Share,,,,,0.56,1.67,1.49,0.57,,,0.46,0.14,0.38,0.35,0.20,-0.002,0.021,0.060,-0.050,-0.007
Revenue per Share,,,,,3.03,3.92,5.33,4.10,,,1.64,1.22,1.33,1.22,1.19,0.82,0.87,0.68,0.63,0.60
Dividend per Share,,,,,0.00,5.80,0.21,0.50,,,0.66,0.30,,,,,0.50,,,
Capital Expenditures per Share,,,,,0.25,0.36,0.19,0.091,,,0.053,0.053,0.011,0.017,0.013,0.027,0.035,0.005,0.008,0.014
Book Value per Share,,,,,0.71,1.19,15.1,15.6,,,1.77,2.66,15.1,15.5,15.6,15.6,15.6,15.6,15.1,15.1
Price to Earnings Ratio,,,,,,,67.8,51.8,,,,90.6,85.2,50.1,40.9,29.0,51.9,82.3,983.3,"1,077"
Price to Book Value Ratio,,,,,,,6.50,1.99,,,,33.2,6.50,3.90,3.06,1.21,1.99,1.63,1.80,1.60
EV to EBITDA,,,,,,0.00,68.1,14.9,,,0.00,0.00,68.1,48.9,28.4,14.1,14.9,41.6,63.0,89.2
Dividend Payout Ratio,,,,,0.0%,347.9%,14.1%,87.7%,,,58.8%,31.1%,,,,,87.9%,,,
Common Shares Outstanding,,,,,316.0,316.0,316.0,317.9,,,316.0,316.0,316.0,316.0,317.9,317.9,317.9,317.9,317.9,317.9
Total Revenue,,,,,956.7,"1,240","1,684","1,304",,,518.9,385.8,420.7,386.7,379.0,261.0,277.3,217.5,199.1,191.8
"Cost of Revenue, Total",,,,,347.5,374.8,543.3,412.4,,,148.0,139.1,145.8,101.0,120.7,97.7,93.0,54.0,63.8,62.6
Gross Profit,,,,,609.3,865.4,"1,141",891.6,,,370.9,246.8,275.0,285.7,258.3,163.3,184.4,163.4,135.4,129.2
"Selling/General/Administrative Expenses, Total",,,,,361.2,441.6,715.9,669.2,,,185.9,189.3,170.7,153.7,184.5,160.7,170.3,137.2,145.9,135.6
Operating Income,,,,,248.0,423.8,425.2,222.4,,,185.0,57.5,104.3,132.0,73.8,2.58,14.1,26.2,-10.5,-6.41
Net Income,,,,,175.7,328.0,351.1,181.4,,,146.6,44.4,97.6,112.2,62.9,-0.67,7.05,18.9,-15.5,-2.23
EBITDA,,,,,254.4,439.8,450.4,252.9,,,191.3,64.3,110.6,139.6,82.0,10.9,20.4,35.0,-2.54,2.04
Gross Profit Margin,,,,,63.7%,69.8%,67.7%,68.4%,,,71.5%,64.0%,65.4%,73.9%,68.2%,62.6%,66.5%,75.2%,68.0%,67.4%
Operating Margin,,,,,25.9%,34.2%,25.2%,17.1%,,,35.7%,14.9%,24.8%,34.1%,19.5%,1.0%,5.1%,12.0%,-5.3%,-3.3%
Net Profit Margin,,,,,18.4%,26.4%,20.8%,13.9%,,,28.3%,11.5%,23.2%,29.0%,16.6%,-0.3%,2.5%,8.7%,-7.8%,-1.2%
Return on Assets,,,,,33.2%,50.3%,11.3%,3.4%,,,31.1%,23.7%,10.2%,7.3%,5.7%,5.0%,3.4%,1.7%,0.2%,0.2%
Return on Equity,,,,,78.5%,87.5%,7.3%,3.7%,,,26.2%,5.3%,2.0%,2.3%,1.3%,0.0%,0.1%,0.4%,-0.3%,0.0%
Return on Total Capital,,,,,64.4%,78.0%,7.3%,3.6%,,,50.8%,35.1%,7.3%,8.0%,6.3%,5.4%,3.6%,1.8%,0.2%,0.2%
SG&A to Sale,,,,,37.8%,35.6%,42.5%,51.3%,,,35.8%,49.1%,40.6%,39.8%,48.7%,61.6%,61.4%,63.1%,73.3%,70.7%
Depreciation & Amortisation,,,,,6.37,16.0,25.2,30.5,,,6.25,6.82,6.29,7.66,8.20,8.29,6.35,8.80,8.00,8.46
Tax Rate,,,,,20.6%,19.8%,15.0%,13.3%,,,19.4%,17.8%,4.0%,12.9%,11.1%,50.8%,29.0%,24.6%,19.5%,2.3%
