,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,4.41,6.04,6.40,4.48,6.00,6.75,8.80,9.25,,5.98,6.65,7.53,8.13,8.00,8.10,9.00,9.95,10.3,10.2
Earnings per Share,0.025,0.041,0.15,0.17,0.12,0.14,0.12,0.12,0.13,,0.025,0.029,0.026,0.040,0.035,0.031,0.036,0.032,0.036,0.041
Revenue per Share,0.21,0.29,0.42,0.47,0.44,0.35,0.46,0.57,0.63,,0.13,0.14,0.14,0.17,0.16,0.15,0.18,0.17,0.17,0.20
Dividend per Share,0.047,0.034,0.11,0.16,0.10,0.11,0.060,0.090,0.094,,,0.036,0.00,0.054,,0.040,0.00,0.054,,
Capital Expenditures per Share,0.008,0.009,0.047,0.074,0.076,0.025,0.036,0.068,0.064,,0.032,0.017,0.010,0.011,0.006,0.010,0.010,0.038,0.026,0.006
Book Value per Share,0.060,0.043,0.27,0.28,0.27,0.51,0.27,0.61,1.60,,0.30,0.31,0.60,0.61,1.63,1.61,1.62,1.60,1.74,1.83
Price to Earnings Ratio,,,48.2,37.7,37.0,34.9,44.0,63.8,67.0,,54.9,62.1,61.8,64.0,59.0,60.3,55.0,67.1,72.8,68.4
Price to Book Value Ratio,,,21.6,22.7,18.8,11.7,21.1,12.5,5.62,,19.4,21.0,12.9,12.5,4.88,4.83,5.59,5.62,5.67,5.22
EV to EBITDA,0.00,0.00,29.6,25.4,21.9,25.3,31.6,33.2,41.4,,31.0,33.1,30.9,33.2,27.7,32.9,31.5,41.4,41.3,40.7
Dividend Payout Ratio,188.6%,82.6%,78.1%,92.9%,82.4%,80.3%,49.8%,74.1%,70.4%,,,35.5%,0.0%,44.6%,,30.3%,0.0%,40.5%,,
Common Shares Outstanding,"6,864","6,864","6,864","6,864","6,864","6,864","6,864","7,204","8,557",,"6,864","6,864","7,204","7,204","7,214","8,557","8,557","8,557","8,561","8,561"
Total Revenue,"1,412","2,005","2,872","3,196","3,010","2,418","3,151","4,080","5,362",,872.7,995.2,998.5,"1,213","1,140","1,265","1,520","1,461","1,447","1,724"
"Cost of Revenue, Total",906.5,"1,295","1,289","1,342","1,325",880.7,"1,269","1,535","2,283",,356.1,387.4,385.4,406.4,397.0,542.5,694.9,658.5,624.6,875.7
Gross Profit,505.5,709.3,"1,582","1,854","1,685","1,538","1,882","2,544","3,079",,516.6,607.8,613.1,807.0,743.5,722.6,825.2,802.7,822.9,848.6
"Selling/General/Administrative Expenses, Total",244.0,270.3,390.3,425.9,417.0,527.2,"1,018","1,217","1,434",,257.1,267.6,298.1,394.0,329.3,358.0,370.5,390.3,438.5,476.5
Operating Income,261.5,439.0,"1,192","1,428","1,268","1,011",864.4,"1,328","1,646",,259.5,340.2,315.0,413.0,414.1,364.6,454.7,412.3,384.4,372.1
Net Income,172.4,278.5,901.6,"1,146",837.6,940.5,826.4,846.2,"1,101",,174.9,202.0,181.1,288.2,261.3,260.2,309.4,270.4,304.0,355.3
EBITDA,347.6,534.2,"1,287","1,513","1,421","1,201","1,162","1,710","2,077",,360.6,451.1,426.3,472.4,537.1,485.1,577.5,477.5,552.5,541.0
Gross Profit Margin,35.8%,35.4%,55.1%,58.0%,56.0%,63.6%,59.7%,62.4%,57.4%,,59.2%,61.1%,61.4%,66.5%,65.2%,57.1%,54.3%,54.9%,56.9%,49.2%
Operating Margin,18.5%,21.9%,41.5%,44.7%,42.1%,41.8%,27.4%,32.5%,30.7%,,29.7%,34.2%,31.5%,34.0%,36.3%,28.8%,29.9%,28.2%,26.6%,21.6%
Net Profit Margin,12.2%,13.9%,31.4%,35.9%,27.8%,38.9%,26.2%,20.7%,20.5%,,20.0%,20.3%,18.1%,23.8%,22.9%,20.6%,20.4%,18.5%,21.0%,20.6%
Return on Assets,13.4%,21.3%,46.3%,43.1%,27.8%,21.3%,12.2%,9.6%,6.8%,,8.5%,8.6%,8.5%,8.8%,7.0%,5.4%,5.5%,5.1%,4.9%,5.0%
Return on Equity,41.7%,95.0%,49.5%,58.7%,45.8%,26.6%,44.5%,19.1%,8.0%,,8.6%,9.4%,4.2%,6.5%,2.2%,1.9%,2.2%,2.0%,2.0%,2.3%
Return on Total Capital,41.7%,95.0%,49.5%,58.7%,45.8%,25.4%,21.8%,14.3%,7.3%,,17.4%,17.2%,12.4%,14.3%,7.0%,6.5%,7.3%,7.3%,7.0%,7.2%
SG&A to Sale,17.3%,13.5%,13.6%,13.3%,13.9%,21.8%,32.3%,29.8%,26.7%,,29.5%,26.9%,29.9%,32.5%,28.9%,28.3%,24.4%,26.7%,30.3%,27.6%
Depreciation & Amortisation,86.1,95.2,95.0,85.6,153.1,190.5,297.2,382.8,431.5,,101.1,110.9,111.3,59.4,123.0,120.5,122.8,65.2,168.1,168.9
Tax Rate,34.2%,34.7%,24.0%,19.2%,20.6%,17.9%,21.2%,20.6%,22.6%,,23.9%,27.1%,15.6%,16.7%,22.3%,21.1%,21.3%,26.0%,23.9%,12.8%
Current Ratio,1.09,0.96,2.71,2.14,0.73,1.76,0.93,1.81,1.15,,0.84,0.86,1.92,1.81,5.16,3.18,2.91,1.15,1.14,1.12
Quick Ratio,0.41,0.48,0.91,1.16,0.39,0.52,0.42,1.13,0.64,,0.38,0.44,0.79,1.13,4.50,1.75,1.53,0.64,0.68,0.68
