,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,2.92,3.85,4.03,3.65,3.12,3.73,4.63,4.52,3.41,,4.42,4.75,4.84,5.13,5.05,4.52,3.91,3.94,3.58,3.03
Earnings per Share,0.43,0.30,0.50,0.39,0.34,0.26,0.46,0.54,0.37,,0.12,0.15,0.14,0.14,0.11,0.097,0.084,0.080,0.046,0.059
Revenue per Share,7.67,7.26,7.65,8.86,8.92,8.37,8.42,8.90,8.67,,2.13,2.44,2.10,2.23,2.24,2.22,2.09,2.11,1.89,1.96
Dividend per Share,0.22,0.14,0.22,0.22,0.21,0.24,0.34,0.45,0.37,,,0.20,0.00,0.25,0.00,0.19,0.00,0.18,,0.12
Capital Expenditures per Share,0.16,0.20,0.30,0.43,0.22,0.17,0.036,0.091,0.49,,0.023,0.046,0.007,0.015,0.007,0.34,0.078,0.074,0.020,0.039
Book Value per Share,2.64,2.68,3.17,3.32,3.47,3.51,3.70,3.84,3.77,,3.82,3.76,3.70,3.84,3.95,3.80,3.69,3.77,3.82,3.70
Price to Earnings Ratio,7.82,9.26,8.88,8.66,9.99,12.2,9.37,9.47,10.2,,9.13,8.36,8.72,9.47,9.13,8.85,8.63,10.2,11.0,11.1
Price to Book Value Ratio,1.11,1.07,1.25,1.02,0.93,0.82,1.15,1.22,1.02,,1.14,1.20,1.26,1.22,1.25,0.99,1.02,1.02,0.86,0.73
EV to EBITDA,5.14,5.64,6.97,5.32,5.65,5.07,4.30,4.06,4.79,,4.28,4.44,4.10,4.06,4.16,5.34,4.46,4.79,5.31,4.55
Dividend Payout Ratio,50.6%,46.3%,43.8%,56.7%,61.0%,94.1%,73.8%,82.8%,98.7%,,,38.0%,0.0%,46.0%,0.0%,39.1%,0.0%,48.0%,,44.6%
Common Shares Outstanding,320.0,320.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0,383.0
Total Revenue,"2,454","2,322","2,929","3,394","3,416","3,207","3,226","3,407","3,319",,816.9,935.4,803.0,852.4,858.8,852.1,799.0,809.2,725.3,750.3
"Cost of Revenue, Total","2,137","2,038","2,542","2,987","3,026","2,859","2,774","2,894","2,882",,700.8,802.7,674.6,715.8,743.2,741.8,692.7,704.8,638.3,658.9
Gross Profit,317.2,284.3,387.0,407.2,389.8,348.2,452.3,513.2,436.6,,116.1,132.7,128.4,136.6,115.5,110.4,106.3,104.4,87.0,91.4
