,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,11.0,15.6,13.4,11.5,9.85,10.1,8.26,4.55,,,10.5,11.3,9.73,7.42,6.35,5.75,5.35,5.13,4.88,4.15
Earnings per Share,0.52,1.16,0.97,0.75,0.55,-0.025,0.33,0.14,,,0.007,0.16,-0.084,0.012,-0.008,0.11,0.024,-0.027,-0.15,-0.10
Revenue per Share,21.7,24.0,16.1,17.8,17.0,13.9,14.0,11.2,,,3.17,3.61,2.83,2.63,2.63,3.16,2.78,2.74,2.41,2.81
Dividend per Share,,0.047,,0.048,,,0.025,,,,,,0.025,,,,,,,
Capital Expenditures per Share,4.29,2.11,4.20,1.10,2.05,2.73,0.62,0.66,,,0.23,0.27,-0.74,0.22,0.40,0.11,-0.073,0.032,0.16,-0.051
Book Value per Share,11.1,12.4,13.5,14.3,14.8,14.7,14.2,14.3,,,14.1,14.3,14.2,14.2,14.2,14.3,14.3,14.3,14.2,14.1
Price to Earnings Ratio,13.7,12.3,11.3,16.6,15.7,,27.1,36.4,,,61.3,36.1,26.7,75.3,76.7,184.9,36.4,48.0,,
Price to Book Value Ratio,0.66,1.13,0.71,0.80,0.52,0.53,0.56,0.35,,,0.74,0.72,0.56,0.40,0.42,0.36,0.35,0.35,0.32,0.26
EV to EBITDA,8.17,6.73,6.53,7.66,7.70,9.24,7.98,6.50,,,8.40,8.16,7.98,7.90,7.58,7.50,6.50,6.47,7.26,8.01
Dividend Payout Ratio,,4.1%,,6.4%,,,7.4%,,,,,,7.3%,,,,,,,
Common Shares Outstanding,67.5,67.5,89.5,89.5,89.5,89.5,105.6,105.6,,,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6,105.6
Total Revenue,"1,467","1,618","1,442","1,594","1,519","1,245","1,475","1,183",,,334.9,381.4,299.3,277.7,277.3,333.9,293.9,289.7,254.2,296.5
"Cost of Revenue, Total","1,272","1,329","1,144","1,304","1,213",994.6,"1,158",928.9,,,260.6,289.6,251.4,221.1,211.9,261.8,234.0,237.3,216.1,253.1
