,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,18.7,20.9,16.2,15.8,13.9,22.7,23.8,24.2,,,20.5,25.8,25.4,22.2,22.9,24.1,22.2,23.8,26.2,23.3
Earnings per Share,0.84,1.41,1.42,2.08,1.14,1.12,1.32,0.95,,,0.24,0.55,0.30,0.39,0.18,0.28,0.11,0.26,0.39,0.75
Revenue per Share,3.60,5.36,6.94,7.04,5.00,4.32,4.30,4.17,,,0.98,1.45,1.13,1.08,0.85,0.84,1.40,1.01,1.20,2.21
Dividend per Share,0.40,0.55,0.50,0.70,0.46,0.45,0.53,0.40,,,0.20,0.00,0.33,,0.23,0.00,0.17,,0.20,0.00
Capital Expenditures per Share,0.33,0.37,0.29,0.32,0.14,0.10,0.15,0.25,,,0.028,0.056,0.053,0.065,0.066,0.051,0.069,0.029,0.029,0.032
Book Value per Share,7.40,6.91,7.80,9.48,10.5,11.2,11.8,12.2,,,11.2,11.6,11.8,12.1,12.1,12.0,12.2,12.4,12.5,13.1
Price to Earnings Ratio,19.8,18.1,9.65,8.92,11.3,14.3,19.1,22.7,,,13.7,14.5,19.1,15.6,15.1,20.5,22.7,26.4,25.5,14.1
Price to Book Value Ratio,2.26,3.54,1.90,1.71,1.17,1.59,1.77,1.74,,,1.95,2.24,1.77,1.54,2.00,1.71,1.74,1.97,2.00,1.54
EV to EBITDA,14.3,12.2,7.16,7.06,9.17,10.2,18.3,21.2,,,11.2,11.4,18.3,13.6,14.9,22.0,21.2,23.7,20.7,15.8
Dividend Payout Ratio,47.4%,39.1%,35.2%,33.6%,40.4%,40.1%,40.1%,41.9%,,,14.9%,0.0%,25.0%,,16.3%,0.0%,17.8%,,19.2%,0.0%
Common Shares Outstanding,"1,067","1,067","1,067","1,067","1,067","1,067","1,067","1,067",,,"1,067","1,067","1,067","1,067","1,067","1,067","1,067","1,067","1,067","1,067"
Total Revenue,"3,837","5,720","7,410","7,513","5,335","4,604","4,585","4,453",,,"1,041","1,545","1,209","1,154",906.0,895.1,"1,498","1,074","1,276","2,356"
"Cost of Revenue, Total","1,888","2,795","3,727","3,540","2,824","2,070","2,078","2,101",,,553.3,609.3,521.6,486.5,493.3,411.0,710.1,590.5,617.8,"1,080"
Gross Profit,"1,948","2,925","3,682","3,973","2,511","2,535","2,506","2,352",,,487.6,935.4,687.4,667.4,412.7,484.1,788.1,483.5,657.8,"1,275"
"Selling/General/Administrative Expenses, Total",620.1,915.6,"1,241","1,019",972.0,808.1,862.4,"1,025",,,226.4,214.8,224.0,206.5,281.1,192.3,345.3,202.0,231.4,301.0
Operating Income,"1,328","2,009","2,441","2,953","1,539","1,727","1,644","1,327",,,261.2,720.6,463.4,460.9,131.6,291.8,442.8,281.5,426.4,974.2
Net Income,900.5,"1,501","1,516","2,224","1,216","1,198","1,409","1,018",,,256.0,586.7,316.1,413.4,187.7,300.9,116.2,276.7,416.5,798.4
EBITDA,"1,530","2,238","2,718","3,305","1,846","2,054","1,960","1,642",,,340.3,802.2,540.2,535.7,210.8,368.8,526.5,361.7,500.4,"1,052"
