,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,2.11,1.75,1.83,1.06,0.81,,,1.51,1.35,1.18,1.03,1.04,0.93,1.01,0.83,0.70,0.58
Earnings per Share,0.065,0.11,0.14,0.10,0.027,0.060,0.043,0.025,,,0.012,0.015,0.004,0.010,0.006,0.013,-0.003,-0.007,-0.003,-0.007
Revenue per Share,0.38,0.46,0.60,0.54,0.44,0.44,0.42,0.38,,,0.11,0.12,0.093,0.10,0.090,0.11,0.073,0.077,0.084,0.080
Dividend per Share,0.00,0.00,0.058,0.042,0.020,0.060,0.040,0.025,,,0.025,0.00,0.015,,0.015,0.00,0.010,,,
Capital Expenditures per Share,0.00,0.016,0.078,0.048,0.031,0.064,0.013,0.043,,,0.005,0.000,0.002,0.001,0.006,0.026,0.010,0.004,0.009,0.004
Book Value per Share,0.21,0.28,0.38,0.30,0.81,0.83,0.81,0.80,,,0.82,0.81,0.81,0.82,0.81,0.81,0.80,0.80,0.78,0.78
Price to Earnings Ratio,,,,,35.6,34.9,24.1,34.8,,,23.4,23.3,24.1,24.4,27.4,26.6,34.8,86.9,,
Price to Book Value Ratio,,,,,1.21,2.57,1.27,1.04,,,1.69,1.50,1.27,1.04,1.20,1.00,1.04,0.93,0.75,0.60
EV to EBITDA,,,0.00,0.00,5.21,14.4,7.64,6.28,,,7.32,8.11,7.64,6.00,5.75,6.27,6.28,8.44,8.99,13.6
Dividend Payout Ratio,0.0%,0.0%,42.6%,41.0%,75.0%,99.7%,92.6%,98.7%,,,45.0%,0.0%,34.7%,,43.7%,0.0%,39.5%,,,
Common Shares Outstanding,"1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200",,,"1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200","1,200"
Total Revenue,454.4,550.1,717.3,644.9,532.7,533.7,507.1,451.6,,,126.4,141.6,111.1,124.7,107.4,131.6,87.9,93.0,100.4,96.6
"Cost of Revenue, Total",266.2,286.9,393.4,417.9,390.6,352.8,355.3,342.4,,,87.3,96.7,82.9,92.1,82.2,94.0,74.0,81.4,86.8,86.3
Gross Profit,188.2,263.2,323.8,227.0,142.0,180.9,151.8,109.3,,,39.1,44.9,28.2,32.6,25.2,37.5,13.9,11.5,13.6,10.3
"Selling/General/Administrative Expenses, Total",76.4,93.5,115.2,107.0,100.1,88.8,90.1,75.5,,,22.2,23.9,22.8,19.0,17.7,19.6,19.2,20.4,21.7,22.1
Operating Income,113.2,172.2,208.7,120.0,41.9,92.1,61.7,33.7,,,16.9,21.0,5.39,13.7,7.49,17.9,-5.33,-8.90,-8.09,-11.8
Net Income,78.3,130.6,163.8,92.8,29.2,72.2,51.8,30.4,,,14.0,17.5,5.04,11.8,6.86,15.2,-3.44,-8.53,-3.62,-8.69
EBITDA,113.2,224.3,278.0,191.6,125.3,159.5,119.1,86.0,,,31.6,35.6,18.7,27.4,21.1,31.6,6.76,2.98,3.82,0.44
Gross Profit Margin,41.4%,47.8%,45.1%,35.2%,26.7%,33.9%,29.9%,24.2%,,,30.9%,31.7%,25.4%,26.2%,23.5%,28.5%,15.8%,12.4%,13.6%,10.6%
Operating Margin,24.9%,31.3%,29.1%,18.6%,7.9%,17.3%,12.2%,7.5%,,,13.4%,14.9%,4.9%,10.9%,7.0%,13.6%,-6.1%,-9.6%,-8.1%,-12.2%
Net Profit Margin,17.2%,23.7%,22.8%,14.4%,5.5%,13.5%,10.2%,6.7%,,,11.1%,12.4%,4.5%,9.4%,6.4%,11.6%,-3.9%,-9.2%,-3.6%,-9.0%
Return on Assets,17.8%,25.2%,26.3%,14.4%,3.5%,6.9%,5.0%,3.0%,,,6.3%,6.0%,5.1%,4.7%,4.0%,3.8%,3.0%,1.0%,0.0%,-2.5%
Return on Equity,31.4%,38.4%,36.1%,26.1%,3.0%,7.3%,5.3%,3.1%,,,1.4%,1.8%,0.5%,1.2%,0.7%,1.6%,-0.4%,-0.9%,-0.4%,-0.9%
