,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,207.5,229.5,262.5,321.5,354.5,396.5,451.0,459.0,,,373.0,421.0,433.0,445.0,468.0,464.0,458.0,466.0,459.0,457.0
Earnings per Share,7.68,10.0,10.0,12.8,13.6,13.7,16.1,18.6,,,3.45,4.94,3.97,5.04,4.10,5.18,4.30,5.21,4.60,5.45
Revenue per Share,71.4,80.9,88.1,97.9,100.3,101.9,110.2,120.0,,,25.9,29.6,28.6,29.4,27.5,30.6,30.9,31.7,30.4,33.1
Dividend per Share,4.00,4.25,5.50,8.00,10.0,11.0,12.5,15.0,,,5.00,0.00,7.50,,6.00,0.00,9.00,,7.00,0.00
Capital Expenditures per Share,3.31,6.29,8.84,14.5,5.56,5.72,6.39,8.79,,,2.34,1.32,1.30,1.66,2.60,2.27,2.27,1.98,2.20,1.72
Book Value per Share,44.8,47.1,54.9,67.6,68.2,72.2,77.2,81.8,,,73.4,78.3,77.2,82.3,78.9,84.1,81.8,87.0,82.6,88.0
Price to Earnings Ratio,20.8,26.1,18.6,24.6,22.5,25.2,26.2,23.8,,,26.2,27.7,26.2,25.7,25.0,24.9,23.8,24.5,23.5,22.9
Price to Book Value Ratio,4.13,5.24,3.57,4.40,5.12,4.78,5.28,5.43,,,5.23,5.49,5.28,5.47,6.03,5.23,5.43,5.31,5.50,5.09
EV to EBITDA,9.61,12.5,11.1,14.6,13.4,15.1,15.5,14.5,,,14.3,15.1,15.5,14.4,15.6,15.7,14.5,15.2,14.7,14.6
Dividend Payout Ratio,52.1%,42.4%,54.8%,62.4%,73.7%,80.5%,77.6%,80.6%,,,34.5%,0.0%,46.5%,,33.2%,0.0%,48.3%,,36.3%,0.0%
Common Shares Outstanding,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Total Revenue,"7,142","8,088","8,810","9,789","10,028","10,194","11,017","11,998",,,"2,592","2,961","2,860","2,940","2,753","3,061","3,092","3,166","3,039","3,308"
"Cost of Revenue, Total","4,477","4,985","5,542","6,164","6,339","6,544","7,032","7,577",,,"1,687","1,838","1,830","1,817","1,738","1,884","1,987","1,971","1,910","2,024"
Gross Profit,"2,665","3,102","3,269","3,624","3,689","3,650","3,985","4,421",,,905.0,"1,123","1,030","1,123","1,016","1,177","1,106","1,195","1,129","1,283"
"Selling/General/Administrative Expenses, Total","1,492","1,731","1,993","2,005","2,016","1,924","1,966","2,077",,,479.6,496.3,541.2,480.1,503.4,520.9,572.6,538.0,548.5,592.1
Operating Income,"1,173","1,371","1,276","1,620","1,672","1,726","2,018","2,344",,,425.4,626.3,489.1,643.1,512.2,655.8,533.1,656.7,580.9,691.1
Net Income,767.5,"1,003","1,004","1,281","1,357","1,367","1,611","1,862",,,345.2,494.1,397.2,503.8,409.6,518.2,430.4,520.8,460.3,545.2
EBITDA,"1,558","1,729","1,672","2,088","2,189","2,276","2,608","2,949",,,574.8,780.1,629.6,791.7,664.7,817.4,675.4,807.9,743.4,856.7
Gross Profit Margin,37.3%,38.4%,37.1%,37.0%,36.8%,35.8%,36.2%,36.8%,,,34.9%,37.9%,36.0%,38.2%,36.9%,38.4%,35.8%,37.7%,37.2%,38.8%
Operating Margin,16.4%,17.0%,14.5%,16.5%,16.7%,16.9%,18.3%,19.5%,,,16.4%,21.2%,17.1%,21.9%,18.6%,21.4%,17.2%,20.7%,19.1%,20.9%
Net Profit Margin,10.7%,12.4%,11.4%,13.1%,13.5%,13.4%,14.6%,15.5%,,,13.3%,16.7%,13.9%,17.1%,14.9%,16.9%,13.9%,16.4%,15.1%,16.5%
Return on Assets,12.8%,15.1%,13.3%,14.4%,13.8%,13.4%,15.0%,16.2%,,,13.7%,14.7%,14.6%,15.3%,15.8%,15.9%,15.7%,15.4%,15.8%,16.0%
Return on Equity,17.1%,21.3%,18.3%,19.0%,19.9%,18.9%,20.9%,22.8%,,,4.7%,6.3%,5.1%,6.1%,5.2%,6.2%,5.3%,6.0%,5.6%,6.2%
Return on Total Capital,17.1%,21.3%,18.3%,18.9%,19.9%,18.9%,20.9%,22.8%,,,19.8%,20.1%,20.9%,21.2%,22.9%,21.8%,22.8%,21.6%,23.4%,22.2%
SG&A to Sale,20.9%,21.4%,22.6%,20.5%,20.1%,18.9%,17.8%,17.3%,,,18.5%,16.8%,18.9%,16.3%,18.3%,17.0%,18.5%,17.0%,18.0%,17.9%
Depreciation & Amortisation,385.2,357.6,396.0,468.3,516.4,549.8,589.9,605.1,,,149.5,153.8,140.5,148.6,152.5,161.6,142.3,151.2,162.5,165.6
Tax Rate,30.4%,22.9%,19.7%,19.2%,20.1%,19.1%,18.9%,19.0%,,,18.1%,19.6%,18.3%,19.3%,18.3%,19.2%,19.1%,18.9%,18.7%,19.3%
Current Ratio,1.41,1.71,1.86,1.78,1.75,2.06,2.25,2.24,,,2.21,2.44,2.25,2.58,2.35,2.63,2.24,2.48,2.25,2.59
Quick Ratio,0.91,0.90,1.37,1.46,1.09,1.62,1.54,1.64,,,1.68,1.71,1.54,1.60,1.48,1.62,1.64,1.55,1.70,1.89
Days Inventory Outstanding,8.72,8.60,7.75,7.65,6.75,6.11,6.47,6.65,,,5.88,6.12,6.56,6.38,6.01,6.04,6.43,6.15,5.37,5.41
