,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,56.9,50.8,45.0,49.3,61.3,63.6,62.5,69.5,,,63.3,64.4,63.4,62.0,61.5,62.0,69.5,62.5,62.3,67.6
Earnings per Share,1.83,1.90,2.10,2.32,2.90,3.25,2.97,3.18,,,0.70,0.75,0.81,0.71,0.75,0.83,0.89,0.75,0.85,1.14
Revenue per Share,12.3,13.1,14.2,15.3,16.4,16.9,16.6,16.7,,,4.02,4.43,4.31,3.99,4.07,4.35,4.33,4.05,4.26,4.65
Dividend per Share,0.91,0.95,1.05,1.16,1.45,1.65,1.50,1.60,,,0.71,0.00,0.79,,0.75,0.00,0.85,,0.81,0.00
Capital Expenditures per Share,1.19,1.15,0.66,0.71,1.38,4.45,1.16,0.80,,,0.27,0.12,0.10,0.088,0.19,0.11,0.42,0.076,0.094,0.18
Book Value per Share,7.03,7.93,9.07,10.2,11.8,13.5,14.9,16.5,,,14.0,14.1,14.9,15.6,15.5,15.6,16.5,17.3,17.3,17.6
Price to Earnings Ratio,27.0,29.0,20.1,18.1,17.2,19.6,21.1,18.9,,,19.1,21.3,21.1,20.8,20.1,19.5,18.9,18.8,18.7,17.7
Price to Book Value Ratio,6.73,6.68,4.85,4.12,4.41,4.78,4.18,3.65,,,4.56,4.56,4.18,3.93,3.91,3.89,3.65,3.53,3.59,4.09
EV to EBITDA,13.2,18.5,11.5,10.7,10.7,13.6,13.7,11.7,,,13.5,14.3,13.7,13.0,12.3,12.0,11.7,11.4,11.1,10.8
Dividend Payout Ratio,49.7%,50.0%,50.0%,50.1%,50.0%,50.8%,50.5%,50.3%,,,22.2%,0.0%,26.6%,,24.8%,0.0%,26.7%,,24.4%,0.0%
Common Shares Outstanding,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,,,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0
Total Revenue,"5,545","5,917","6,409","6,868","7,366","7,601","7,489","7,531",,,"1,808","1,994","1,938","1,794","1,832","1,958","1,947","1,823","1,915","2,092"
"Cost of Revenue, Total","3,423","3,665","3,977","4,188","4,321","4,362","4,348","4,294",,,"1,035","1,169","1,145","1,030","1,038","1,123","1,103","1,005","1,031","1,076"
Gross Profit,"2,122","2,251","2,432","2,680","3,045","3,239","3,140","3,236",,,772.7,825.0,793.2,764.1,793.5,834.8,844.0,817.4,884.4,"1,016"
"Selling/General/Administrative Expenses, Total","1,194","1,320","1,435","1,564","1,645","1,644","1,686","1,677",,,424.5,448.3,414.7,406.6,412.3,418.7,439.8,438.2,450.2,441.1
Operating Income,928.6,931.5,997.0,"1,116","1,400","1,596","1,455","1,559",,,348.2,376.6,378.5,357.5,381.2,416.1,404.1,379.2,434.2,575.1
Net Income,824.1,854.4,944.3,"1,042","1,305","1,463","1,336","1,431",,,315.4,339.3,362.5,319.4,339.2,371.7,401.1,338.8,384.3,510.8
EBITDA,"1,339","1,375","1,465","1,592","1,893","2,044","1,988","2,134",,,472.2,528.7,526.9,502.1,525.6,560.4,546.3,517.4,570.0,703.4
Gross Profit Margin,38.3%,38.0%,38.0%,39.0%,41.3%,42.6%,41.9%,43.0%,,,42.7%,41.4%,40.9%,42.6%,43.3%,42.6%,43.3%,44.9%,46.2%,48.6%
Operating Margin,16.7%,15.7%,15.6%,16.2%,19.0%,21.0%,19.4%,20.7%,,,19.3%,18.9%,19.5%,19.9%,20.8%,21.3%,20.8%,20.8%,22.7%,27.5%
Net Profit Margin,14.9%,14.4%,14.7%,15.2%,17.7%,19.2%,17.8%,19.0%,,,17.4%,17.0%,18.7%,17.8%,18.5%,19.0%,20.6%,18.6%,20.1%,24.4%
Return on Assets,20.4%,18.8%,18.7%,18.5%,20.6%,20.5%,17.2%,17.2%,,,18.9%,17.7%,17.0%,16.5%,16.6%,17.0%,16.9%,16.5%,16.8%,18.2%
Return on Equity,26.1%,23.9%,23.1%,22.6%,24.5%,24.0%,19.9%,19.3%,,,5.0%,5.4%,5.4%,4.5%,4.9%,5.3%,5.4%,4.4%,4.9%,6.4%
Return on Total Capital,24.5%,22.5%,22.1%,21.7%,23.7%,23.2%,19.4%,19.0%,,,22.0%,20.7%,19.4%,18.7%,19.1%,19.5%,19.0%,18.4%,19.0%,20.4%
SG&A to Sale,21.5%,22.3%,22.4%,22.8%,22.3%,21.6%,22.5%,22.3%,,,23.5%,22.5%,21.4%,22.7%,22.5%,21.4%,22.6%,24.0%,23.5%,21.1%
Depreciation & Amortisation,410.5,443.5,468.3,476.3,492.2,448.5,533.4,575.4,,,124.0,152.1,148.5,144.6,144.4,144.3,142.2,138.2,135.8,128.2
Tax Rate,11.6%,9.6%,7.1%,9.5%,9.4%,10.0%,9.7%,10.6%,,,9.0%,9.5%,11.0%,10.5%,10.7%,10.6%,10.5%,10.5%,11.4%,11.0%
Current Ratio,1.60,1.92,2.25,2.64,2.60,1.98,2.54,3.37,,,2.16,2.16,2.54,3.25,3.23,3.19,3.37,4.22,4.07,4.08
Quick Ratio,0.77,0.77,0.93,2.31,2.13,1.30,1.65,2.73,,,1.21,1.21,1.65,2.40,2.50,2.53,2.73,3.16,3.10,3.10
Days Inventory Outstanding,15.5,15.2,15.1,15.9,16.0,16.5,17.2,16.5,,,17.6,17.5,17.1,16.5,15.5,15.5,15.8,15.8,15.7,16.2
Days Sale Outstanding,46.7,43.7,43.3,42.0,43.8,41.8,43.6,45.9,,,41.1,45.0,43.6,39.9,41.7,42.1,45.9,41.2,44.4,43.5
Days Payable Outstanding,49.8,51.4,49.2,49.5,48.3,46.7,46.5,47.4,,,43.1,45.8,47.3,43.4,42.9,46.5,47.2,44.0,40.6,42.6
Cash Conversion Cycle,1.20,7.92,5.78,6.91,9.65,12.9,13.5,14.0,,,14.1,12.8,14.5,18.2,10.8,11.2,12.7,19.0,18.0,15.9
Debt to Asset Ratio,0.27,0.25,0.23,0.23,0.21,0.19,0.16,0.15,,,0.17,0.18,0.16,0.14,0.15,0.15,0.15,0.13,0.13,0.13
Debt to Equity Ratio,0.37,0.34,0.30,0.29,0.26,0.24,0.19,0.17,,,0.20,0.21,0.19,0.16,0.17,0.17,0.17,0.15,0.15,0.15
Interest Coverage Ratio,69.5,61.0,68.6,80.6,110.3,135.1,128.9,211.7,,,126.7,143.8,122.4,175.5,195.4,245.4,240.8,218.3,251.9,380.6
Cash and Short Term Investments,596.3,896.2,"1,270","1,799","1,841","1,164","1,497","2,397",,,"1,019","1,131","1,497","1,926","2,127","2,096","2,397","2,900","2,776","2,857"
"Total Receivables, Net",709.1,708.1,759.6,791.2,883.7,871.0,894.0,946.6,,,845.8,918.4,894.0,823.2,863.6,867.7,946.6,854.1,930.7,926.2
Total Inventory,150.7,155.2,174.2,189.8,189.6,205.4,205.0,183.4,,,211.3,202.0,205.0,191.5,181.4,187.6,183.4,187.2,178.9,195.2
Total Current Assets,"1,467","1,771","2,227","2,818","2,948","2,268","2,620","3,562",,,"2,110","2,283","2,620","2,975","3,205","3,182","3,562","3,987","3,927","4,018"
"Property/Plant/Equipment, Total - Net","2,786","2,933","2,844","2,806","2,920","4,564","4,509","4,287",,,"4,712","4,613","4,509","4,401","4,342","4,257","4,287","4,190","4,102","4,059"
Total Assets,"4,320","4,774","5,310","5,951","6,725","7,528","7,997","8,690",,,"7,599","7,688","7,997","8,160","8,196","8,226","8,690","8,917","8,934","9,079"
Accounts Payable,518.2,514.2,558.5,576.6,568.0,548.4,559.2,556.2,,,513.3,567.9,559.2,481.7,549.3,554.4,556.2,474.2,473.8,510.0
Accrued Expenses,233.0,165.9,176.1,183.7,219.8,224.5,209.0,225.7,,,202.3,238.1,209.0,131.3,184.5,208.4,225.7,144.3,205.2,244.9
Debt Due,68.3,83.8,79.6,86.4,73.5,70.2,56.2,41.7,,,60.8,56.2,56.2,51.6,50.6,50.0,41.7,39.7,29.5,18.6
Total Current Liabilities,917.3,920.1,988.2,"1,067","1,136","1,148","1,032","1,058",,,975.6,"1,058","1,032",916.1,992.0,997.1,"1,058",944.9,963.9,985.7
Long Term Debt,206.8,236.5,193.3,194.1,181.6,204.5,170.3,122.2,,,217.5,204.9,170.3,132.5,121.8,109.0,122.2,115.7,103.0,91.0
Total Liabilities,"1,159","1,206","1,229","1,342","1,399","1,438","1,290","1,269",,,"1,284","1,346","1,290","1,138","1,206","1,194","1,269","1,151","1,161","1,157"
Common Stock,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,,,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0
Additional Paid-In Capital,674.4,674.4,674.4,674.4,674.4,674.4,674.4,674.4,,,674.4,674.4,674.4,674.4,674.4,674.4,674.4,674.4,674.4,674.4
Retained Earnings (Accumulated Deficit),"2,037","2,443","2,960","3,482","4,206","4,958","5,563","6,301",,,"5,183","5,202","5,563","5,882","5,866","5,900","6,301","6,640","6,642","6,788"
Shareholders' Equity,"3,161","3,568","4,081","4,609","5,326","6,090","6,708","7,421",,,"6,315","6,342","6,708","7,022","6,990","7,032","7,421","7,766","7,773","7,921"
Cash from Operating Activities,"1,139","1,240","1,372","1,458","1,716","1,870","1,782","1,953",,,404.8,495.3,509.7,416.7,519.8,486.8,533.7,423.7,461.1,626.6
Cash from Investing Activities,-534.8,-456.9,-590.4,"-1,875",-880.9,-875.0,-822.2,"-1,423",,,18.0,-62.4,-561.2,-509.3,-185.0,-210.5,-518.6,-103.0,-105.4,-230.2
Cash from Financing Activities,-392.9,-483.2,-564.1,-571.3,-656.3,-761.9,-811.2,-755.9,,,-418.8,-345.9,-32.3,-44.4,-368.2,-352.5,5.05,-9.70,-406.5,-388.2
Net Change in Cash,211.2,300.0,217.0,-988.6,179.3,233.0,148.1,-226.5,,,3.92,87.0,-83.8,-137.0,-33.4,-76.3,20.1,310.9,-50.9,8.18
Free Cashflows,603.0,724.5,"1,074","1,140","1,095",-134.2,"1,260","1,592",,,284.1,442.4,464.5,377.1,435.8,436.8,346.3,389.4,418.8,543.8
Free Cashflow per Share,1.34,1.61,2.39,2.53,2.43,-0.30,2.80,3.54,,,0.63,0.98,1.03,0.84,0.97,0.97,0.77,0.87,0.93,1.21
