,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,16.9,16.3,36.1,37.0,32.3,36.1,30.0,28.3,,,29.1,36.4,30.6,29.0,29.0,28.5,29.0,28.9,29.3,28.3
Earnings per Share,1.49,1.23,1.22,0.34,1.77,3.00,2.55,1.83,,,0.76,0.57,0.70,0.71,0.60,0.42,0.10,-0.010,-0.25,0.11
Revenue per Share,28.5,26.9,25.6,23.8,24.8,24.2,24.0,22.3,,,6.61,6.14,5.99,5.10,6.37,5.82,5.03,4.52,5.47,4.96
Dividend per Share,0.50,0.50,0.50,0.20,0.60,0.70,0.60,0.45,,,,,0.60,,,,0.45,,,
Capital Expenditures per Share,0.93,2.16,2.81,4.21,5.83,0.75,0.060,0.050,,,0.006,0.002,0.022,0.003,0.002,0.003,0.042,0.003,0.009,0.020
Book Value per Share,26.7,28.6,29.3,29.2,30.7,33.3,35.2,36.4,,,33.9,34.5,35.2,35.9,35.9,36.3,36.4,36.4,35.7,35.9
Price to Earnings Ratio,9.83,13.0,12.2,101.8,15.7,10.3,11.8,15.8,,,10.3,10.3,11.8,10.0,11.2,11.1,15.8,24.7,120.5,
Price to Book Value Ratio,0.60,0.55,0.50,1.22,0.88,0.87,0.80,0.72,,,0.83,0.87,0.80,0.83,0.84,0.77,0.72,0.76,0.69,
EV to EBITDA,0.00,4.64,0.00,22.5,7.41,5.01,5.34,0.00,,,5.07,5.03,5.34,4.13,0.00,5.03,0.00,6.44,8.72,13.2
Dividend Payout Ratio,33.7%,40.8%,40.8%,59.0%,33.9%,23.3%,23.5%,24.5%,,,,,23.5%,,,,24.5%,,,
Common Shares Outstanding,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Total Revenue,284.7,269.2,256.2,238.4,247.5,242.4,240.1,223.1,,,66.1,61.4,59.9,51.0,63.7,58.2,50.3,45.2,54.7,49.6
"Cost of Revenue, Total",190.0,176.1,174.3,166.1,163.9,150.0,148.5,146.0,,,41.4,38.7,35.6,29.1,42.4,39.6,35.4,30.9,43.5,36.0
Gross Profit,94.7,93.2,81.9,72.3,83.6,92.4,91.6,77.1,,,24.7,22.7,24.3,21.9,21.3,18.6,14.9,14.3,11.2,13.6
"Selling/General/Administrative Expenses, Total",75.8,76.3,65.3,66.7,59.9,54.0,59.4,53.7,,,15.1,15.2,15.5,13.0,13.6,13.1,13.5,12.8,13.4,12.4
Operating Income,18.9,16.9,16.7,5.63,23.7,38.4,32.2,23.4,,,9.56,7.51,8.81,8.85,7.67,5.44,1.42,1.54,-2.26,1.23
Net Income,14.9,12.3,12.2,3.39,17.7,30.0,25.5,18.3,,,7.60,5.69,7.01,7.11,6.00,4.19,1.04,-0.10,-2.48,1.07
EBITDA,30.2,27.5,27.8,17.3,34.7,50.0,45.3,36.3,,,12.9,10.8,12.0,12.1,10.9,8.64,4.62,4.71,0.96,4.47
Gross Profit Margin,33.3%,34.6%,32.0%,30.3%,33.8%,38.1%,38.2%,34.6%,,,37.4%,37.0%,40.5%,42.9%,33.4%,31.9%,29.6%,31.7%,20.4%,27.4%
Operating Margin,6.6%,6.3%,6.5%,2.4%,9.6%,15.9%,13.4%,10.5%,,,14.5%,12.2%,14.7%,17.4%,12.0%,9.3%,2.8%,3.4%,-4.1%,2.5%
Net Profit Margin,5.2%,4.6%,4.8%,1.4%,7.2%,12.4%,10.6%,8.2%,,,11.5%,9.3%,11.7%,13.9%,9.4%,7.2%,2.1%,-0.2%,-4.5%,2.2%
Return on Assets,4.9%,3.8%,3.7%,1.0%,5.0%,8.0%,6.5%,4.5%,,,7.4%,7.2%,6.4%,6.8%,6.3%,5.9%,4.5%,2.7%,0.6%,-0.1%
Return on Equity,5.6%,4.3%,4.2%,1.2%,5.8%,9.0%,7.3%,5.0%,,,2.2%,1.7%,2.0%,2.0%,1.7%,1.2%,0.3%,0.0%,-0.7%,0.3%
Return on Total Capital,5.6%,4.3%,4.2%,1.2%,5.8%,9.0%,7.3%,5.0%,,,8.6%,8.2%,7.3%,7.6%,7.2%,6.7%,5.0%,3.1%,0.7%,-0.1%
SG&A to Sale,26.6%,28.3%,25.5%,28.0%,24.2%,22.3%,24.7%,24.1%,,,22.9%,24.7%,25.8%,25.6%,21.4%,22.5%,26.8%,28.3%,24.6%,25.0%
Depreciation & Amortisation,11.3,10.6,11.1,11.7,11.0,11.5,13.1,12.9,,,3.30,3.26,3.24,3.23,3.26,3.20,3.20,3.18,3.22,3.24
Tax Rate,20.9%,26.7%,22.7%,35.2%,22.4%,20.3%,19.7%,21.3%,,,19.7%,22.3%,20.3%,19.5%,21.6%,22.6%,26.3%,106.7%,-8.1%,10.1%
Current Ratio,6.72,4.83,6.57,3.76,2.72,3.50,4.86,5.85,,,4.23,4.55,4.86,5.45,4.66,5.58,5.85,6.01,5.43,5.50
Quick Ratio,1.78,1.29,1.95,1.23,1.05,0.99,1.30,1.31,,,1.29,1.31,1.30,1.28,1.28,1.40,1.31,1.18,1.28,1.05
Days Inventory Outstanding,140.6,154.6,165.9,153.0,126.4,147.3,164.5,164.9,,,175.0,159.5,161.9,175.4,184.6,182.6,173.8,160.6,149.2,151.8
Days Sale Outstanding,64.6,69.8,71.7,75.6,71.8,63.0,71.3,72.5,,,73.4,71.4,71.3,65.6,82.8,76.9,72.5,67.0,84.7,73.9
Days Payable Outstanding,19.5,26.2,20.7,14.9,13.9,12.6,12.5,13.1,,,17.2,13.2,14.5,12.3,16.1,17.3,12.1,10.8,10.3,14.4
Cash Conversion Cycle,181.1,198.8,224.3,216.1,186.4,205.9,219.1,228.8,,,228.8,218.6,221.0,235.7,238.8,251.7,239.6,221.9,216.9,215.3
Debt to Asset Ratio,0.12,0.15,0.11,0.15,0.16,0.13,0.12,0.11,,,0.12,0.12,0.12,0.11,0.13,0.11,0.11,0.11,0.13,0.13
Debt to Equity Ratio,0.14,0.18,0.12,0.18,0.19,0.16,0.13,0.12,,,0.14,0.14,0.13,0.12,0.15,0.13,0.12,0.12,0.15,0.15
Interest Coverage Ratio,421.7,157.8,22.6,20.4,29.9,52.6,75.5,942.8,,,114.0,45.1,"18,658",554.8,"6,597",729.9,"6,168",228.7,,61.3
Cash and Short Term Investments,60.2,46.9,33.6,33.3,23.9,36.9,60.5,84.9,,,41.2,49.8,60.5,63.7,64.7,71.0,84.9,95.4,96.7,106.7
"Total Receivables, Net",50.4,51.5,50.3,49.4,48.7,41.9,46.9,44.3,,,47.7,47.6,46.9,42.8,53.6,49.0,44.3,39.9,48.4,40.4
Total Inventory,69.1,80.0,78.4,60.9,52.7,68.4,65.4,66.5,,,66.0,66.3,65.4,73.8,73.7,73.1,66.5,64.0,58.2,63.1
Total Current Assets,189.7,193.4,169.7,150.5,126.6,148.7,174.9,198.1,,,156.9,165.9,174.9,183.2,194.4,195.2,198.1,202.7,205.8,212.4
"Property/Plant/Equipment, Total - Net",102.9,116.6,133.4,168.2,214.6,105.1,95.5,85.7,,,100.5,97.9,95.5,92.9,90.3,87.8,85.7,83.2,80.5,78.1
