,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.33,1.67,2.99,3.13,2.48,2.38,1.83,1.49,,,2.18,2.09,2.01,1.67,1.83,1.94,1.74,1.65,1.54,1.35
Earnings per Share,0.15,0.008,0.019,-0.039,-0.054,-0.076,-0.12,-0.089,,,-0.033,-0.017,-0.047,-0.023,-0.010,-0.011,-0.045,-0.016,-0.024,-0.021
Revenue per Share,1.43,0.91,0.46,0.55,0.69,0.29,0.18,0.27,,,0.017,0.074,0.060,0.043,0.061,0.096,0.066,0.054,0.024,0.024
Dividend per Share,0.050,0.050,0.050,,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.009,0.001,0.002,0.002,0.001,0.003,0.001,0.000,,,0.000,0.000,0.000,0.00,0.000,0.000,0.000,0.000,0.000,0.000
Book Value per Share,1.86,1.87,1.84,1.75,1.69,1.61,1.49,1.40,,,1.56,1.54,1.49,1.47,1.46,1.45,1.40,1.39,1.36,1.34
Price to Earnings Ratio,8.35,147.2,63.1,,,,,,,,,,,,,,,,,
Price to Book Value Ratio,0.67,0.66,0.67,1.63,1.29,1.42,1.21,1.08,,,1.27,1.14,1.21,0.97,1.30,1.11,1.08,1.09,1.06,0.81
EV to EBITDA,4.55,16.5,"-2,811",-117.2,110.0,-31.2,-16.8,-55.0,,,-26.3,-27.5,-16.8,-16.2,-16.6,-22.7,-55.0,-59.5,-28.8,-18.5
Dividend Payout Ratio,32.6%,598.5%,265.3%,,,,,,,,,,,,,,,,,
Common Shares Outstanding,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,,,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0,336.0
Total Revenue,479.6,306.8,153.9,185.6,230.7,98.1,61.9,89.4,,,5.64,25.0,20.3,14.4,20.4,32.4,22.2,18.3,7.97,8.15
"Cost of Revenue, Total",309.3,210.5,94.7,130.5,175.0,77.2,45.1,60.4,,,4.38,19.2,13.1,10.9,9.59,24.3,15.6,12.8,4.82,4.98
Gross Profit,170.3,96.3,59.2,55.2,55.7,20.9,16.8,28.9,,,1.26,5.71,7.16,3.52,10.8,8.08,6.57,5.50,3.15,3.18
"Selling/General/Administrative Expenses, Total",100.4,85.8,71.0,75.5,61.7,54.1,59.6,47.6,,,12.0,11.3,25.3,10.9,12.5,11.5,12.7,11.9,11.2,10.4
Operating Income,69.9,10.4,-11.8,-20.4,-5.96,-33.3,-42.8,-18.7,,,-10.7,-5.58,-18.1,-7.42,-1.77,-3.40,-6.09,-6.41,-8.06,-7.23
Net Income,51.5,2.81,6.33,-13.0,-18.1,-25.6,-41.0,-29.8,,,-11.0,-5.58,-15.8,-7.62,-3.39,-3.59,-15.2,-5.33,-8.01,-7.17
EBITDA,82.3,22.3,-0.13,-8.61,6.04,-22.3,-31.8,-7.62,,,-7.94,-2.79,-15.4,-4.70,0.99,-0.62,-3.30,-3.63,-5.26,-4.40
Gross Profit Margin,35.5%,31.4%,38.5%,29.7%,24.1%,21.3%,27.1%,32.4%,,,22.3%,22.9%,35.3%,24.4%,52.9%,24.9%,29.6%,30.0%,39.6%,38.9%
Operating Margin,14.6%,3.4%,-7.7%,-11.0%,-2.6%,-33.9%,-69.2%,-20.9%,,,-189.6%,-22.3%,-89.4%,-51.4%,-8.7%,-10.5%,-27.5%,-35.0%,-101.1%,-88.8%
Net Profit Margin,10.7%,0.9%,4.1%,-7.0%,-7.9%,-26.1%,-66.3%,-33.4%,,,-194.5%,-22.4%,-78.0%,-52.7%,-16.6%,-11.1%,-68.6%,-29.1%,-100.5%,-88.0%
Return on Assets,5.9%,0.3%,0.7%,-1.6%,-2.6%,-4.0%,-6.8%,-5.2%,,,-4.1%,-4.6%,-7.0%,-6.9%,-5.6%,-5.3%,-5.3%,-5.1%,-6.0%,-6.9%
Return on Equity,8.2%,0.4%,1.0%,-2.2%,-3.2%,-4.7%,-8.2%,-6.3%,,,-2.1%,-1.1%,-3.2%,-1.5%,-0.7%,-0.7%,-3.2%,-1.1%,-1.7%,-1.6%
Return on Total Capital,6.9%,0.3%,0.8%,-2.1%,-2.9%,-4.4%,-7.7%,-6.0%,,,-4.4%,-5.0%,-7.7%,-7.6%,-6.3%,-5.9%,-6.0%,-5.7%,-6.8%,-7.7%
SG&A to Sale,20.9%,28.0%,46.2%,40.7%,26.7%,55.2%,96.3%,53.3%,,,211.9%,45.2%,124.6%,75.8%,61.6%,35.5%,57.1%,65.0%,140.7%,127.7%
Depreciation & Amortisation,12.4,11.9,11.7,11.8,12.0,11.0,11.1,11.1,,,2.75,2.79,2.79,2.73,2.75,2.78,2.79,2.77,2.80,2.83
Tax Rate,31.9%,87.7%,-61.1%,-22.6%,-264.7%,-0.5%,5.5%,-53.0%,,,0.0%,-1.2%,13.4%,0.0%,-72.1%,0.7%,-142.3%,-0.6%,0.5%,-2.7%
Current Ratio,6.44,12.8,9.43,3.74,12.6,13.1,8.02,7.49,,,12.7,11.5,8.02,7.78,7.40,7.21,7.49,7.69,7.71,7.74
Quick Ratio,0.070,3.17,2.44,0.54,1.52,1.75,1.16,2.01,,,1.81,1.65,1.16,1.15,1.12,1.11,2.01,2.07,2.14,2.19
Days Inventory Outstanding,0.00,0.00,0.00,576.2,757.1,"1,415","2,198","1,441",,,"1,455","1,331","2,124","1,954","1,727","1,504","1,354","1,259","1,339","2,017"
Days Sale Outstanding,4.86,5.37,8.51,6.37,4.26,6.97,10.5,22.2,,,10.1,8.38,10.5,12.4,16.6,16.3,22.2,13.7,19.3,21.9
Days Payable Outstanding,9.21,7.83,18.8,11.0,9.15,18.4,11.8,8.01,,,0.00,0.00,5.20,4.91,0.00,0.00,4.13,4.01,0.00,0.00
Cash Conversion Cycle,0.35,-1.42,-10.4,575.5,749.0,"1,416","2,198","1,447",,,"1,464","1,340","2,126","1,966","1,741","1,519","1,365","1,277","1,356","2,042"
Debt to Asset Ratio,0.26,0.28,0.28,0.23,0.14,0.13,0.15,0.14,,,0.12,0.12,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.13
Debt to Equity Ratio,0.35,0.40,0.39,0.30,0.16,0.14,0.17,0.16,,,0.14,0.14,0.17,0.17,0.17,0.17,0.16,0.15,0.15,0.14
Interest Coverage Ratio,5.70,1.16,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,185.3,229.3,212.3,111.7,127.9,133.7,133.6,150.5,,,116.3,128.5,133.6,133.7,136.1,152.1,150.5,150.1,145.8,137.5
"Total Receivables, Net",6.39,4.51,3.59,3.24,2.69,1.87,1.78,5.44,,,2.45,2.15,1.78,2.21,3.65,3.91,5.44,3.51,4.28,3.40
Total Inventory,,,,411.8,314.2,284.7,258.2,218.8,,,281.2,266.6,258.2,252.6,248.1,229.4,218.8,211.0,210.9,211.2
Total Current Assets,588.7,630.5,614.7,527.8,445.9,421.9,395.1,376.2,,,401.9,399.2,395.1,390.5,389.7,387.1,376.2,368.3,361.9,352.8
"Property/Plant/Equipment, Total - Net",4.21,3.21,2.66,3.78,2.58,2.92,2.27,1.59,,,2.58,2.35,2.27,2.09,1.90,1.70,1.59,1.42,1.30,1.12
Total Assets,842.0,876.9,854.4,761.8,660.9,620.7,587.1,548.7,,,596.0,590.7,587.1,578.0,574.7,570.1,548.7,538.4,526.9,515.9
Accounts Payable,4.48,4.56,5.20,2.64,6.14,1.63,1.28,1.37,,,,,1.28,,,,1.37,,,
Accrued Expenses,6.34,4.78,3.22,3.97,7.28,4.39,4.50,5.49,,,0.037,0.070,4.50,0.065,0.032,0.037,5.49,0.032,0.040,0.049
Debt Due,18.9,19.2,20.4,92.7,10.3,10.4,10.2,9.96,,,10.4,10.3,10.2,10.1,10.0,9.96,9.96,9.97,9.97,9.97
Total Current Liabilities,91.4,49.2,65.2,141.2,35.4,32.2,49.2,50.3,,,31.6,34.7,49.2,50.2,52.7,53.7,50.3,47.9,47.0,45.6
Long Term Debt,116.4,190.3,166.3,26.1,53.0,42.7,32.4,22.5,,,37.5,34.9,32.4,29.9,27.4,25.0,22.5,20.0,17.5,15.0
Total Liabilities,216.7,249.8,237.7,175.0,92.3,78.3,85.9,76.9,,,73.2,73.5,85.9,84.5,84.5,83.5,76.9,71.9,68.4,64.6
