,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,4.50,6.76,4.82,4.62,4.48,5.62,6.23,4.97,,,6.23,6.28,6.15,6.13,6.05,6.25,6.03,5.55,5.13,4.37
Earnings per Share,0.43,0.58,0.50,0.37,0.30,0.37,0.46,0.50,,,0.10,0.11,0.14,0.14,0.14,0.13,0.087,0.10,0.096,0.090
Revenue per Share,4.52,5.30,4.49,3.94,3.63,3.85,4.11,4.41,,,0.94,1.04,1.17,1.16,1.12,1.09,1.03,1.08,1.06,0.93
Dividend per Share,0.22,0.32,0.26,0.22,0.26,0.30,0.36,0.36,,,0.14,0.00,0.22,,0.14,0.00,0.22,,0.12,0.00
Capital Expenditures per Share,0.20,0.21,0.28,0.067,0.16,0.076,0.11,0.15,,,0.064,0.008,0.012,0.008,0.046,0.083,0.015,0.037,0.024,0.17
Book Value per Share,3.06,3.39,3.61,3.72,3.89,4.00,4.13,4.27,,,4.02,4.00,4.13,4.27,4.19,4.18,4.27,4.37,4.25,4.22
Price to Earnings Ratio,8.25,10.4,9.31,12.5,12.9,12.0,13.0,11.8,,,13.5,13.9,13.0,11.9,11.3,11.5,11.8,11.0,11.8,10.9
Price to Book Value Ratio,1.22,1.95,1.34,1.22,0.99,1.11,1.46,1.36,,,1.43,1.44,1.46,1.32,1.42,1.41,1.36,1.15,1.14,0.89
EV to EBITDA,5.77,6.48,6.58,7.58,8.15,6.49,7.86,7.84,,,8.33,9.10,7.86,7.63,7.24,7.14,7.84,8.08,8.07,7.01
Dividend Payout Ratio,51.5%,55.6%,52.2%,60.0%,86.5%,80.8%,78.7%,72.4%,,,34.8%,0.0%,48.1%,,26.7%,0.0%,44.3%,,28.4%,0.0%
Common Shares Outstanding,519.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,,,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0,530.0
Total Revenue,"2,348","2,807","2,379","2,089","1,922","2,042","2,176","2,335",,,497.6,550.7,619.6,616.2,595.4,577.8,545.4,570.6,561.7,490.7
"Cost of Revenue, Total","1,699","2,052","1,684","1,496","1,367","1,436","1,478","1,606",,,335.5,371.3,427.5,422.9,409.6,393.2,380.1,399.9,389.1,330.2
Gross Profit,649.0,754.6,694.7,593.1,555.4,605.9,697.6,728.9,,,162.1,179.5,192.1,193.3,185.8,184.6,165.3,170.7,172.7,160.5
"Selling/General/Administrative Expenses, Total",325.7,375.0,383.9,364.9,377.0,380.5,405.0,414.9,,,97.4,103.3,106.7,102.0,103.1,100.7,109.7,104.4,118.9,106.1
Operating Income,323.3,379.5,310.8,228.1,178.5,225.4,292.6,314.1,,,64.7,76.2,85.3,91.2,82.7,83.9,55.6,66.3,53.8,54.4
Net Income,221.8,303.4,264.2,194.4,159.2,196.8,242.5,263.5,,,55.4,60.8,71.7,73.5,72.4,71.4,46.1,55.4,51.1,47.6
EBITDA,383.6,447.1,382.4,301.6,251.9,297.9,362.6,379.0,,,82.8,93.6,102.1,107.6,99.1,99.8,71.8,82.0,70.0,72.1
Gross Profit Margin,27.6%,26.9%,29.2%,28.4%,28.9%,29.7%,32.1%,31.2%,,,32.6%,32.6%,31.0%,31.4%,31.2%,31.9%,30.3%,29.9%,30.7%,32.7%
Operating Margin,13.8%,13.5%,13.1%,10.9%,9.3%,11.0%,13.4%,13.5%,,,13.0%,13.8%,13.8%,14.8%,13.9%,14.5%,10.2%,11.6%,9.6%,11.1%
Net Profit Margin,9.4%,10.8%,11.1%,9.3%,8.3%,9.6%,11.1%,11.3%,,,11.1%,11.0%,11.6%,11.9%,12.2%,12.4%,8.5%,9.7%,9.1%,9.7%
Return on Assets,9.8%,12.8%,11.5%,8.7%,7.0%,8.3%,9.8%,10.2%,,,8.7%,9.1%,9.7%,10.1%,10.8%,11.4%,10.2%,9.3%,8.6%,7.9%
Return on Equity,14.0%,16.9%,13.8%,9.9%,7.7%,9.3%,11.1%,11.6%,,,2.6%,2.9%,3.3%,3.2%,3.3%,3.2%,2.0%,2.4%,2.3%,2.1%
Return on Total Capital,14.0%,16.9%,13.8%,9.9%,7.7%,9.3%,11.1%,11.6%,,,10.0%,10.5%,11.1%,11.5%,12.5%,13.0%,11.6%,10.6%,9.9%,9.0%
SG&A to Sale,13.9%,13.4%,16.1%,17.5%,19.6%,18.6%,18.6%,17.8%,,,19.6%,18.8%,17.2%,16.6%,17.3%,17.4%,20.1%,18.3%,21.2%,21.6%
Depreciation & Amortisation,60.4,67.5,71.6,73.5,73.4,72.5,70.0,64.9,,,18.1,17.4,16.8,16.4,16.4,15.9,16.2,15.7,16.2,17.7
Tax Rate,26.2%,21.2%,17.9%,18.4%,18.7%,18.5%,18.6%,18.7%,,,17.4%,18.9%,18.7%,19.4%,17.8%,19.0%,18.5%,18.7%,16.3%,16.6%
Current Ratio,2.23,3.15,4.84,6.27,6.64,6.32,5.28,5.92,,,6.11,5.83,5.28,5.92,6.68,5.74,5.92,6.39,7.33,7.62
Quick Ratio,0.61,1.00,1.56,2.08,2.28,2.99,2.17,2.09,,,2.53,2.46,2.17,2.60,2.76,2.27,2.09,2.43,2.85,2.73
Days Inventory Outstanding,237.0,203.6,222.4,232.0,247.7,216.9,218.4,236.8,,,220.7,227.3,231.1,226.7,212.5,214.7,238.0,251.9,242.9,239.9
Days Sale Outstanding,73.0,67.4,71.7,74.4,68.8,73.0,84.2,69.3,,,78.1,84.3,84.2,85.5,79.1,74.9,69.3,74.2,80.3,72.5
Days Payable Outstanding,44.0,37.2,45.3,45.9,42.6,40.6,49.5,49.9,,,43.6,45.7,50.3,48.0,37.6,40.0,47.2,46.2,39.5,33.2
Cash Conversion Cycle,268.8,229.9,253.9,268.1,283.1,242.3,238.2,263.4,,,254.4,262.3,257.0,267.6,258.3,246.2,264.0,280.6,286.6,287.6
Debt to Asset Ratio,0.33,0.24,0.14,0.11,0.11,0.12,0.15,0.13,,,0.12,0.13,0.15,0.13,0.12,0.14,0.13,0.13,0.12,0.11
Debt to Equity Ratio,0.50,0.31,0.17,0.13,0.12,0.14,0.17,0.15,,,0.14,0.15,0.17,0.16,0.14,0.16,0.15,0.14,0.13,0.12
Interest Coverage Ratio,30.9,32.3,98.6,271.6,233.2,266.5,337.0,310.6,,,296.8,351.9,393.2,361.8,327.8,332.7,218.4,227.2,166.3,177.9
Cash and Short Term Investments,12.8,16.6,11.4,118.6,163.0,356.8,240.5,216.7,,,259.2,213.7,240.5,294.6,215.0,214.2,216.7,249.3,196.2,189.3
