,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,20.3,22.9,21.3,20.6,18.6,20.1,19.4,18.4,,,19.3,20.1,19.9,18.6,19.8,20.4,19.8,19.7,18.7,17.0
Earnings per Share,1.52,1.99,2.47,2.37,2.04,2.31,1.61,2.04,,,0.23,0.42,0.35,0.49,0.55,0.56,0.44,0.52,0.58,0.45
Revenue per Share,6.22,5.86,6.75,7.73,8.34,8.92,8.70,8.39,,,2.13,2.16,2.19,2.11,2.11,2.07,2.10,2.40,2.13,2.18
Dividend per Share,0.62,0.80,0.88,0.90,0.76,0.86,0.61,0.72,,,,,0.61,,,,0.72,,,
Capital Expenditures per Share,0.11,0.17,0.21,0.21,0.086,0.11,0.064,0.091,,,0.010,0.023,0.020,0.014,0.022,0.019,0.036,0.019,0.033,0.022
Book Value per Share,11.6,13.1,14.7,16.6,17.6,19.6,20.6,21.9,,,19.6,20.3,20.6,21.0,20.7,21.3,21.9,22.5,22.6,24.0
Price to Earnings Ratio,11.4,12.8,7.25,9.62,8.68,8.48,12.6,9.46,,,9.39,10.8,12.6,11.8,10.7,10.4,9.46,9.23,8.19,8.24
Price to Book Value Ratio,1.51,1.91,1.27,1.37,1.06,1.04,0.92,0.88,,,0.96,0.95,0.92,0.80,0.98,0.90,0.88,0.87,0.76,0.68
EV to EBITDA,14.4,11.8,9.12,7.97,6.78,6.86,9.86,7.14,,,7.91,8.68,9.86,9.57,8.50,8.65,7.14,6.58,7.23,6.09
Dividend Payout Ratio,40.8%,40.2%,35.6%,38.0%,37.3%,37.2%,37.9%,35.2%,,,,,37.9%,,,,35.2%,,,
Common Shares Outstanding,"11,180","13,976","13,976","13,976","13,976","13,976","13,976","13,976",,,"14,009","13,976","13,976","13,976","13,976","13,976","13,976","13,976","14,086","13,976"
Total Revenue,"55,980","66,733","82,020","89,407","86,066","91,259","76,755","91,029",,,"16,000","20,227","17,008","22,545","22,708","22,803","22,972","26,242","24,468","24,330"
"Cost of Revenue, Total",,,,,,,,,,,,,,,,,,,,
Gross Profit,"55,980","66,733","82,020","89,407","86,066","91,259","76,755","91,029",,,"16,000","20,227","17,008","22,545","22,708","22,803","22,972","26,242","24,468","24,330"
"Selling/General/Administrative Expenses, Total","18,877","20,162","22,881","26,178","27,488","28,053","27,539","29,319",,,"6,880","6,817","6,019","8,031","6,791","7,092","7,405","7,152","7,223","10,023"
Operating Income,"22,805","31,390","42,436","41,262","35,146","40,628","27,272","37,941",,,"4,332","7,739","4,251","9,087","10,450","10,065","8,340","10,046","10,945","8,193"
Net Income,"17,027","23,366","34,513","33,191","28,494","32,304","22,440","28,491",,,"3,222","5,872","4,808","6,787","7,708","7,838","6,159","7,301","8,170","6,355"
EBITDA,"25,425","33,824","44,794","43,978","37,990","43,093","29,355","39,808",,,"5,068","8,470","4,114","9,786","11,131","10,751","8,140","10,710","11,167","9,284"
Gross Profit Margin,80.5%,81.5%,86.9%,82.7%,73.8%,73.2%,63.1%,77.7%,,,53.6%,67.1%,55.6%,76.5%,77.0%,78.9%,78.1%,78.2%,81.5%,80.0%
Operating Margin,32.8%,38.3%,45.0%,38.2%,30.1%,32.6%,22.4%,32.4%,,,14.5%,25.7%,13.9%,30.9%,35.4%,34.8%,28.4%,29.9%,36.4%,26.9%
Net Profit Margin,30.4%,35.0%,42.1%,37.1%,33.1%,35.4%,29.2%,31.3%,,,20.1%,29.0%,28.3%,30.1%,33.9%,34.4%,26.8%,27.8%,33.4%,26.1%
Return on Assets,0.9%,1.1%,1.4%,1.3%,1.0%,1.2%,0.8%,1.0%,,,1.0%,0.9%,0.8%,0.7%,0.9%,1.0%,1.0%,1.0%,1.1%,1.0%
Return on Equity,13.1%,12.8%,16.7%,14.3%,11.6%,11.8%,7.8%,9.3%,,,1.2%,2.1%,1.7%,2.3%,2.7%,2.6%,2.0%,2.3%,2.6%,1.9%
Return on Total Capital,8.9%,7.3%,10.7%,9.7%,7.9%,8.4%,6.0%,7.1%,,,7.1%,6.3%,6.0%,5.4%,6.6%,6.9%,7.1%,7.0%,7.2%,6.2%
SG&A to Sale,27.2%,24.6%,24.3%,24.2%,23.6%,22.5%,22.6%,25.0%,,,23.0%,22.6%,19.7%,27.3%,23.0%,24.6%,25.2%,21.3%,24.1%,32.9%
Depreciation & Amortisation,"2,619","2,433","2,357","2,715","2,843","2,465","2,082","1,866",,,735.2,731.1,-137.7,698.9,681.7,685.8,-200.1,664.6,222.4,"1,091"
Tax Rate,25.3%,25.6%,18.7%,17.4%,15.9%,17.4%,16.6%,18.1%,,,16.5%,18.6%,10.3%,18.6%,19.9%,15.1%,18.7%,19.3%,19.0%,14.1%
Current Ratio,0.082,0.074,0.064,0.083,0.087,0.092,0.10,0.098,,,0.088,0.092,0.10,0.12,0.11,0.096,0.098,0.12,0.091,0.12
Quick Ratio,0.011,0.000,0.001,0.001,0.001,0.001,0.001,0.001,,,0.001,0.00,0.001,0.00,0.001,0.00,0.001,0.00,0.000,0.00
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,94.6,3.78,4.92,5.47,5.27,4.56,5.05,3.33,,,4.63,0.00,5.05,,5.28,,3.33,,2.11,
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,91.0,42.0,4.10,4.89,5.17,4.74,4.86,4.29,,,2.32,2.34,2.52,2.56,2.64,2.67,1.67,1.61,1.05,1.04
Debt to Asset Ratio,0.93,0.92,0.92,0.92,0.91,0.90,0.90,0.89,,,0.90,0.89,0.90,0.90,0.89,0.89,0.89,0.89,0.88,0.88
Debt to Equity Ratio,14.1,11.3,11.2,11.0,10.4,8.79,8.89,7.93,,,8.72,8.38,8.89,8.84,8.69,8.17,7.93,8.13,7.53,7.65
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"55,067","78,374","79,970","126,913","133,788","119,273","115,890","128,471",,,"111,621","113,695","115,890","133,434","125,468","108,572","128,471","137,289","136,631","175,818"
"Total Receivables, Net","18,015",848.2,"1,272","1,620","1,684","1,557","1,682","1,071",,,"1,575",0.00,"1,682",,"1,732",,"1,071",,704.5,
Total Inventory,"44,068","35,937","30,661","30,733","30,008","35,744","35,510","35,983",,,"35,122","35,167","35,510","34,926","34,899","35,612","35,983","32,729","31,790","31,356"
Total Current Assets,"130,072","129,434","126,435","188,507","194,237","190,166","221,731","210,014",,,"181,260","183,457","221,731","260,703","232,160","195,804","210,014","251,359","192,204","264,113"
"Property/Plant/Equipment, Total - Net","24,223","26,125","26,799","28,116","26,355","27,313","26,019","26,501",,,"26,515","26,272","26,019","25,878","25,954","25,789","26,501","26,516","26,581","26,438"
Total Assets,1.965M,2.256M,2.507M,2.789M,2.815M,2.690M,2.854M,2.739M,,,2.672M,2.668M,2.854M,2.888M,2.805M,2.736M,2.739M,2.884M,2.727M,2.913M
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,"7,314","8,538","9,957","12,792","13,335","14,340","11,760","14,008",,,"10,800",,"11,760",,"10,750",11.9,"14,008",,"10,546",26.5
Debt Due,"263,081","19,249","40,102","45,580","37,313","31,517","51,721","32,346",,,"32,061","35,684","51,721","65,293","68,188","33,685","32,346","35,177","53,521","57,527"
Total Current Liabilities,1.585M,1.740M,1.980M,2.264M,2.232M,2.063M,2.181M,2.136M,,,2.056M,1.992M,2.181M,2.110M,2.163M,2.047M,2.136M,2.118M,2.111M,2.146M
Long Term Debt,"61,438","136,539","117,443","111,636","116,160","112,685","89,190","95,205",,,"116,806","116,011","89,190","89,774","90,786","95,744","95,205","96,853","93,238","116,126"
Total Liabilities,1.835M,2.074M,2.301M,2.553M,2.565M,2.410M,2.560M,2.425M,,,2.392M,2.378M,2.560M,2.588M,2.509M,2.431M,2.425M,2.560M,2.400M,2.568M
Common Stock,"57,576","71,977","71,977","71,977","71,977","71,977","71,977","71,977",,,"71,977","71,977","71,977","71,977","71,977","71,977","71,977","71,977","71,977","71,977"
Additional Paid-In Capital,1.21,"20,834","20,834","20,834","20,834","20,834","20,834","20,834",,,"20,834","20,834","20,834","20,834","20,834","20,834","20,834","20,834","20,834","20,834"
Retained Earnings (Accumulated Deficit),"61,236","78,736","106,513","126,860","142,401","163,599","173,104","193,962",,,"163,334","169,170","173,104","179,890","179,069","186,907","193,962","201,263","199,402","206,319"
Shareholders' Equity,"129,796","182,819","206,062","232,114","245,854","274,159","287,833","305,847",,,"274,222","283,744","287,833","292,853","288,712","297,649","305,847","314,874","318,603","335,709"
Cash from Operating Activities,"-28,554","-322,396","-223,427","-217,326","34,749","153,162","-95,367","50,566",,,"13,782","10,843","-111,185","4,288","-5,916","57,796","-5,602","-15,294","129,384","-116,248"
Cash from Investing Activities,"-41,866","-52,477","41,022","13,129","-9,295","17,557","9,072",520.0,,,"22,434","-1,216","-4,686","29,210","4,434","-15,952","-17,171","-31,050","-31,794","-2,011"
Cash from Financing Activities,"72,424","381,454","189,330","227,838","-28,716","-170,004","87,569","-55,574",,,"-38,568","-12,736","125,126","-36,546","-2,396","-48,293","31,661","39,569","-104,832","120,848"
Net Change in Cash,"2,004","6,374","6,984","23,621","-3,300",636.3,"1,466","-4,695",,,"-2,331","-3,072","9,406","-3,172","-3,899","-6,518","8,895","-6,759","-7,269","2,573"
Free Cashflows,"-29,815","-324,779","-226,421","-220,255","33,550","151,648","-96,262","49,297",,,"13,636","10,528","-111,468","4,093","-6,219","57,524","-6,100","-15,564","128,914","-116,562"
