,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,8.23,10.8,11.3,11.6,11.1,12.1,13.1,13.6,,,11.1,12.2,13.3,12.5,12.7,12.7,12.7,13.5,14.3,14.0
Earnings per Share,0.53,0.59,0.65,0.74,0.67,0.62,0.67,0.71,,,0.17,0.18,0.17,0.17,0.17,0.20,0.17,0.18,0.18,0.18
Revenue per Share,1.15,1.23,1.45,1.39,1.40,1.37,1.44,1.49,,,0.36,0.37,0.37,0.36,0.37,0.38,0.38,0.38,0.39,0.39
Dividend per Share,0.40,0.52,,0.65,0.60,0.60,0.60,0.60,,,0.30,0.00,0.30,0.00,0.30,0.00,0.30,,0.30,0.00
Capital Expenditures per Share,0.023,0.003,0.052,0.032,0.27,0.45,0.12,0.011,,,0.021,0.005,0.002,0.002,0.001,0.002,0.006,0.003,0.003,0.020
Book Value per Share,2.55,2.66,2.75,2.85,2.85,2.88,2.97,3.09,,,2.90,2.79,2.97,3.14,3.02,2.92,3.09,3.27,3.15,3.04
Price to Earnings Ratio,10.7,18.1,14.2,16.6,15.3,17.7,19.9,17.8,,,17.5,19.5,20.0,18.1,18.0,17.2,17.8,18.4,18.9,18.9
Price to Book Value Ratio,2.36,4.09,3.53,4.01,3.50,3.68,4.08,3.95,,,3.72,4.52,4.08,3.72,4.04,4.24,3.95,4.34,4.35,4.54
EV to EBITDA,6.31,11.9,10.4,11.7,9.78,10.9,12.1,11.1,,,10.7,10.6,12.1,11.0,11.1,10.9,11.1,10.7,10.9,11.2
Dividend Payout Ratio,75.5%,88.8%,,87.3%,89.3%,96.7%,89.9%,84.2%,,,48.2%,0.0%,45.0%,0.0%,43.6%,0.0%,42.1%,,40.6%,0.0%
Common Shares Outstanding,"3,990","3,990","3,990","3,990","3,990","3,990","3,990","3,990",,,"3,990","3,990","3,990","3,990","3,990","3,990","3,990","3,990","3,990","3,990"
Total Revenue,"4,592","4,925","5,790","5,529","5,574","5,470","5,734","5,937",,,"1,423","1,480","1,481","1,441","1,480","1,519","1,497","1,511","1,541","1,554"
"Cost of Revenue, Total","1,323","1,495","1,550","1,535","1,510","1,497","1,564","1,722",,,392.7,400.8,408.6,413.7,435.7,439.0,433.7,429.9,443.0,454.3
Gross Profit,"3,269","3,430","4,240","3,994","4,065","3,972","4,170","4,215",,,"1,030","1,079","1,072","1,027","1,044","1,080","1,064","1,081","1,098","1,100"
"Selling/General/Administrative Expenses, Total",221.9,262.3,342.0,249.1,304.7,244.3,257.3,280.3,,,57.0,60.8,76.5,56.0,66.9,57.5,99.9,59.2,69.2,59.6
Operating Income,"2,822","2,943","3,898","3,507","3,522","3,489","3,667","3,686",,,912.0,956.6,933.2,910.2,915.4,959.5,900.7,961.1,966.0,976.7
Net Income,"2,113","2,338","2,574","2,972","2,681","2,476","2,663","2,842",,,658.1,734.8,677.1,668.1,692.5,807.1,674.2,737.9,729.8,725.8
EBITDA,"3,902","4,046","5,023","4,637","4,651","4,626","4,894","4,998",,,"1,217","1,269","1,250","1,228","1,242","1,294","1,234","1,295","1,309","1,325"
Gross Profit Margin,71.2%,69.6%,73.2%,72.2%,72.9%,72.6%,72.7%,71.0%,,,72.4%,72.9%,72.4%,71.3%,70.6%,71.1%,71.0%,71.6%,71.3%,70.8%
Operating Margin,61.5%,59.8%,67.3%,63.4%,63.2%,63.8%,63.9%,62.1%,,,64.1%,64.6%,63.0%,63.2%,61.8%,63.2%,60.2%,63.6%,62.7%,62.8%
Net Profit Margin,46.0%,47.5%,44.5%,53.7%,48.1%,45.3%,46.4%,47.9%,,,46.3%,49.7%,45.7%,46.4%,46.8%,53.1%,45.0%,48.8%,47.4%,46.7%
Return on Assets,9.8%,10.1%,10.5%,12.1%,10.5%,9.4%,10.9%,12.2%,,,9.6%,10.3%,11.2%,11.6%,11.7%,12.4%,12.4%,12.7%,13.2%,13.0%
Return on Equity,20.8%,22.0%,23.5%,26.2%,23.5%,21.5%,22.5%,23.1%,,,5.7%,6.6%,5.7%,5.3%,5.8%,6.9%,5.5%,5.7%,5.8%,6.0%
Return on Total Capital,12.2%,9.9%,11.9%,13.0%,11.5%,10.4%,12.7%,13.8%,,,11.1%,11.9%,12.7%,13.0%,13.5%,14.2%,13.8%,14.0%,16.9%,17.0%
SG&A to Sale,4.8%,5.3%,5.9%,4.5%,5.5%,4.5%,4.5%,4.7%,,,4.0%,4.1%,5.2%,3.9%,4.5%,3.8%,6.7%,3.9%,4.5%,3.8%
Depreciation & Amortisation,853.5,877.3,891.3,890.1,889.3,897.1,979.9,"1,062",,,244.5,250.8,253.3,256.3,264.5,272.0,269.1,273.2,280.7,284.7
Tax Rate,9.0%,7.5%,16.7%,5.0%,12.3%,19.6%,19.1%,17.7%,,,19.8%,16.9%,18.2%,18.1%,17.3%,16.3%,19.4%,19.0%,20.0%,20.2%
Current Ratio,1.25,6.42,2.37,4.32,2.24,2.85,1.60,1.66,,,1.76,1.59,1.60,1.57,1.46,1.34,1.66,2.17,0.78,0.54
Quick Ratio,0.47,2.26,1.06,2.54,1.45,0.64,0.53,0.50,,,0.48,0.50,0.53,0.41,0.44,0.45,0.50,0.74,0.31,0.26
Days Inventory Outstanding,6.70,5.92,5.40,5.18,5.25,5.34,5.22,5.41,,,5.48,5.69,5.41,5.24,5.17,5.20,5.59,5.69,5.44,5.44
Days Sale Outstanding,34.3,33.5,34.0,34.9,33.8,33.2,35.2,34.7,,,39.4,39.9,35.2,35.3,35.2,33.9,34.7,34.4,33.2,32.6
Days Payable Outstanding,10.2,9.99,7.88,5.38,4.56,4.55,4.28,4.25,,,3.97,4.87,4.02,3.56,3.63,4.25,4.36,3.58,3.05,3.63
Cash Conversion Cycle,28.7,28.8,34.1,37.0,35.8,35.3,35.2,35.3,,,38.7,41.9,39.1,38.0,36.4,35.7,35.3,37.6,35.7,34.6
Debt to Asset Ratio,0.53,0.57,0.55,0.54,0.57,0.55,0.49,0.47,,,0.54,0.54,0.49,0.48,0.48,0.48,0.47,0.42,0.42,0.45
Debt to Equity Ratio,1.14,1.32,1.23,1.17,1.34,1.24,0.96,0.89,,,1.17,1.18,0.96,0.91,0.93,0.94,0.89,0.74,0.73,0.82
Interest Coverage Ratio,5.45,4.84,6.34,6.20,6.41,8.05,9.01,9.92,,,9.94,8.52,8.49,9.61,9.89,10.4,9.79,11.6,13.3,13.4
Cash and Short Term Investments,"4,933","5,773","5,827","6,475","6,727","4,724","2,676","3,599",,,"4,164","3,481","2,676","3,566","3,129","2,688","3,599","3,185","2,645","2,090"
"Total Receivables, Net",431.2,452.1,539.9,529.0,515.8,497.0,553.3,564.5,,,593.7,612.7,553.3,562.6,566.7,549.5,564.5,566.2,551.3,545.5
Total Inventory,24.9,23.6,22.2,21.4,22.1,21.7,23.1,28.0,,,23.7,23.3,23.1,23.3,23.6,24.8,28.0,26.2,25.8,26.6
Total Current Assets,"5,435","6,307","6,417","7,081","7,299","5,284","3,280","4,216",,,"4,828","4,153","3,280","4,196","3,766","3,301","4,216","3,818","3,267","2,698"
"Property/Plant/Equipment, Total - Net","12,599","11,958","11,492","11,077","11,784","13,436","13,039","12,283",,,"13,396","13,221","13,039","12,851","12,653","12,451","12,283","12,085","11,879","11,737"
Total Assets,"21,728","24,672","24,525","24,627","26,644","25,765","23,277","23,330",,,"25,201","24,348","23,277","23,988","23,273","22,663","23,330","22,698","21,836","22,154"
Accounts Payable,41.5,40.4,26.6,18.7,19.0,18.3,18.4,21.6,,,24.2,16.1,18.4,13.1,19.9,19.6,21.6,12.5,16.7,18.3
Accrued Expenses,155.6,192.2,218.6,189.9,219.4,186.9,181.7,175.9,,,193.2,186.4,181.7,171.7,188.5,187.3,175.9,166.0,156.6,172.4
Debt Due,"3,970",490.0,"2,210",750.0,"2,570","1,090","1,480","1,935",,,"2,110","2,120","1,480","1,980","1,980","1,980","1,935",890.0,"3,605","4,556"
Total Current Liabilities,"4,358",982.1,"2,707","1,641","3,265","1,854","2,046","2,545",,,"2,742","2,613","2,046","2,671","2,576","2,465","2,545","1,759","4,201","5,030"
Long Term Debt,"7,166","12,930","10,723","11,509","11,837","12,248","9,190","8,256",,,"10,685","10,402","9,190","8,570","8,451","8,330","8,256","7,682","4,847","4,772"
Total Liabilities,"11,537","14,011","13,514","13,238","15,214","14,229","11,399","10,966",,,"13,579","13,175","11,399","11,408","11,193","10,967","10,966","9,608","9,218","9,975"
Common Stock,"3,990","3,990","3,990","3,990","3,990","3,990","3,990","3,990",,,"3,990","3,990","3,990","3,990","3,990","3,990","3,990","3,990","3,990","3,990"
Additional Paid-In Capital,"2,638","2,638","2,638","2,638","2,638","2,638","2,638","2,638",,,"2,638","2,638","2,638","2,638","2,638","2,638","2,638","2,638","2,638","2,638"
Retained Earnings (Accumulated Deficit),"4,134","4,597","4,977","5,357","5,444","5,523","5,790","6,238",,,"5,578","5,115","5,790","6,458","5,953","5,564","6,238","6,976","6,508","6,037"
Shareholders' Equity,"10,161","10,625","10,975","11,352","11,389","11,493","11,835","12,322",,,"11,581","11,135","11,835","12,543","12,037","11,657","12,322","13,052","12,575","12,140"
Cash from Operating Activities,"2,731","3,384","3,279","3,639","3,727","3,272","3,417","3,844",,,802.8,808.2,"1,052","1,022",838.5,894.8,"1,089","1,210",735.4,899.7
Cash from Investing Activities,"-1,195","-3,067","-1,101","-1,306","-3,678",-331.6,"1,734","-1,168",,,690.9,611.5,891.3,"-1,119",479.2,462.8,-991.7,532.5,453.7,-566.5
Cash from Financing Activities,"-1,643",392.6,"-2,707","-3,283",-463.1,"-3,479","-5,081","-2,893",,,"-1,469","-1,478","-1,853",-130.1,"-1,317","-1,326",-120.2,"-1,629","-1,317",-330.6
Net Change in Cash,-106.8,709.8,-528.8,-950.1,-413.2,-538.4,70.5,-217.5,,,24.5,-58.0,90.8,-226.9,0.82,31.5,-22.9,112.8,-127.9,2.64
Free Cashflows,"2,639","3,371","3,073","3,511","2,638","1,457","2,955","3,802",,,717.3,787.8,"1,043","1,015",834.6,888.2,"1,064","1,197",724.4,820.8
Free Cashflow per Share,0.66,0.84,0.77,0.88,0.66,0.37,0.74,0.95,,,0.18,0.20,0.26,0.25,0.21,0.22,0.27,0.30,0.18,0.21
