,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,29.5,29.6,28.8,25.2,24.8,24.3,22.5,23.3,,,23.8,23.3,23.1,22.5,22.3,22.3,23.3,23.0,23.0,23.4
Earnings per Share,1.33,1.59,1.39,1.02,1.09,1.15,0.96,1.21,,,0.20,0.17,0.27,0.28,0.31,0.28,0.34,0.30,0.31,0.29
Revenue per Share,7.35,7.35,7.36,7.42,7.68,7.38,7.65,7.93,,,1.71,1.88,2.04,2.01,1.94,1.89,2.09,2.07,2.06,1.94
Dividend per Share,1.22,1.33,1.35,1.10,1.15,1.15,1.00,0.99,,,,,1.00,,,,0.99,,,
Capital Expenditures per Share,0.28,0.52,0.24,0.33,0.27,0.32,0.36,0.14,,,0.13,0.076,0.062,0.049,0.034,0.017,0.038,0.030,0.031,0.025
Book Value per Share,6.45,6.91,6.97,6.66,6.65,6.65,6.46,6.68,,,6.01,6.19,6.46,6.74,6.05,6.33,6.68,6.98,6.30,6.59
Price to Earnings Ratio,17.2,20.3,17.4,25.4,21.9,21.4,23.7,18.5,,,20.6,23.6,23.7,23.7,21.4,19.2,18.5,18.2,18.6,17.9
Price to Book Value Ratio,3.80,4.56,3.84,3.79,3.65,3.73,3.51,3.45,,,3.91,3.68,3.51,3.14,3.64,3.47,3.45,3.27,3.61,3.63
EV to EBITDA,9.57,12.9,12.0,15.9,13.2,14.0,14.4,11.5,,,14.4,15.1,14.4,14.0,13.2,12.1,11.5,11.1,11.8,11.2
Dividend Payout Ratio,91.8%,83.6%,97.1%,107.6%,105.7%,99.8%,104.2%,81.6%,,,,,104.2%,,,,81.6%,,,
Common Shares Outstanding,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,,,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0
Total Revenue,"2,646","2,644","2,650","2,672","2,765","2,655","2,754","2,857",,,614.1,675.7,734.9,723.3,698.1,679.2,752.8,745.0,741.8,698.5
"Cost of Revenue, Total","1,548","1,508","1,606","1,712","1,722","1,666","1,710","1,763",,,406.9,452.1,380.8,478.1,459.5,453.0,376.5,482.7,488.2,465.6
Gross Profit,"1,098","1,137","1,044",960.3,"1,043",989.7,"1,044","1,093",,,207.2,223.6,354.0,245.2,238.6,226.2,376.4,262.3,253.5,232.9
"Selling/General/Administrative Expenses, Total",439.7,424.9,477.9,506.9,555.6,529.9,623.5,564.5,,,115.7,148.4,239.4,123.6,100.8,101.3,231.7,128.0,115.1,104.0
Operating Income,658.3,711.9,565.7,453.4,487.4,459.8,420.2,528.8,,,91.5,75.2,114.6,121.5,137.7,124.8,144.7,134.3,138.5,128.9
Net Income,478.4,572.6,500.3,368.0,391.8,415.0,345.4,437.0,,,72.9,62.8,96.9,100.6,111.6,101.7,123.1,107.7,112.2,104.4
EBITDA,743.8,799.9,652.6,545.8,599.0,578.5,542.6,646.4,,,122.1,106.1,145.8,151.5,167.9,154.6,172.4,162.9,167.9,158.7
Gross Profit Margin,41.5%,43.0%,39.4%,35.9%,37.7%,37.3%,37.9%,38.3%,,,33.7%,33.1%,48.2%,33.9%,34.2%,33.3%,50.0%,35.2%,34.2%,33.3%
