,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.48,3.68,2.37,3.93,3.00,2.68,2.26,2.22,,,2.72,2.48,2.23,2.02,2.26,2.34,2.46,2.29,2.10,1.87
Earnings per Share,0.52,0.58,0.016,-0.38,0.022,-0.053,-0.080,0.41,,,-0.068,-0.028,0.004,0.004,0.030,0.047,0.33,0.039,0.009,0.037
Revenue per Share,6.86,7.55,6.00,3.61,3.01,3.21,2.67,2.96,,,0.66,0.56,0.65,0.72,0.61,0.80,0.83,0.82,1.03,1.13
Dividend per Share,0.16,0.19,,,0.024,0.010,0.010,0.010,,,,,0.010,,,,0.010,,,
Capital Expenditures per Share,0.046,0.095,0.26,0.062,0.11,0.93,0.13,2.19,,,0.006,0.014,0.096,0.45,0.25,0.83,0.80,0.17,0.067,0.30
Book Value per Share,4.11,4.45,4.31,3.94,3.94,3.86,3.79,4.20,,,3.78,3.73,3.79,3.81,3.83,3.87,4.20,4.24,4.24,4.27
Price to Earnings Ratio,5.93,6.41,125.2,,132.1,,,5.33,,,,,,,196.8,25.0,5.33,4.74,4.64,4.05
Price to Book Value Ratio,0.61,0.87,0.48,0.64,0.75,0.73,0.54,0.54,,,0.68,0.63,0.54,0.49,0.56,0.54,0.54,0.51,0.46,0.40
EV to EBITDA,3.56,5.54,-22.1,-6.78,-40.4,-22.2,-15.7,-28.9,,,-30.1,-24.7,-15.7,-17.9,-19.4,-44.2,-28.9,-55.6,111.9,44.6
Dividend Payout Ratio,30.8%,32.5%,,,109.3%,-18.9%,-12.5%,2.4%,,,,,-12.5%,,,,2.4%,,,
Common Shares Outstanding,593.1,593.1,593.1,593.1,593.1,593.1,593.1,593.1,,,593.1,593.1,593.1,593.1,593.1,593.1,593.1,593.1,593.1,593.1
Total Revenue,"4,068","4,479","3,559","2,142","1,785","1,903","1,585","1,757",,,391.1,331.7,386.4,427.9,363.2,474.7,490.9,485.2,612.3,672.9
"Cost of Revenue, Total","3,285","3,542","2,949","1,832","1,418","1,472","1,245","1,409",,,319.2,252.9,303.8,322.7,302.8,360.6,428.7,370.4,445.4,515.4
Gross Profit,783.0,936.9,610.0,310.3,366.3,430.9,340.0,347.3,,,71.9,78.9,82.6,105.2,60.3,114.2,62.2,114.8,166.9,157.5
"Selling/General/Administrative Expenses, Total",557.6,684.0,711.3,502.4,456.2,570.3,490.4,477.6,,,125.7,112.4,131.6,115.6,103.5,103.5,149.6,113.3,161.5,138.2
Operating Income,329.9,359.4,-52.3,-190.7,-55.0,-71.5,-103.2,-87.0,,,-46.4,-21.0,-38.4,106.8,-31.9,22.9,-74.2,22.9,24.6,42.0
Net Income,308.0,346.3,9.33,-227.6,13.0,-31.3,-47.4,245.0,,,-40.5,-16.8,2.39,2.57,17.6,27.7,197.1,23.0,5.40,22.2
EBITDA,407.4,409.9,-6.98,-136.4,-10.8,-28.8,-58.5,-34.0,,,-35.1,-9.89,-27.7,118.0,-21.5,31.5,-51.4,52.3,54.3,72.1
Gross Profit Margin,19.2%,20.9%,17.1%,14.5%,20.5%,22.6%,21.4%,19.8%,,,18.4%,23.8%,21.4%,24.6%,16.6%,24.0%,12.7%,23.7%,27.3%,23.4%
Operating Margin,8.1%,8.0%,-1.5%,-8.9%,-3.1%,-3.8%,-6.5%,-5.0%,,,-11.9%,-6.3%,-9.9%,25.0%,-8.8%,4.8%,-15.1%,4.7%,4.0%,6.2%
Net Profit Margin,7.6%,7.7%,0.3%,-10.6%,0.7%,-1.6%,-3.0%,13.9%,,,-10.4%,-5.1%,0.6%,0.6%,4.8%,5.8%,40.1%,4.7%,0.9%,3.3%
Return on Assets,8.3%,9.2%,0.3%,-7.2%,0.4%,-0.9%,-1.3%,5.5%,,,-0.3%,-0.8%,-1.4%,-1.4%,0.1%,1.2%,4.9%,4.9%,4.8%,4.7%
Return on Equity,12.6%,13.1%,0.4%,-9.7%,0.6%,-1.4%,-2.1%,9.8%,,,-1.8%,-0.8%,0.1%,0.1%,0.8%,1.2%,7.9%,0.9%,0.2%,0.9%
Return on Total Capital,12.6%,13.1%,0.4%,-9.7%,0.5%,-1.2%,-1.9%,5.8%,,,-0.4%,-1.1%,-1.9%,-1.7%,0.2%,1.4%,5.8%,6.2%,6.1%,5.9%
