,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.80,3.11,1.02,0.87,0.58,0.49,0.36,0.23,,,0.52,0.46,0.40,0.37,0.37,0.35,0.30,0.27,0.23,0.19
Earnings per Share,-0.71,0.31,0.069,0.042,0.021,0.015,-0.020,-0.028,,,-0.003,-0.007,-0.009,-0.007,-0.004,-0.010,-0.006,-0.004,-0.011,-0.011
Revenue per Share,1.81,1.73,0.41,0.59,0.36,0.29,0.33,0.36,,,0.069,0.079,0.086,0.081,0.081,0.092,0.11,0.12,0.080,0.099
Dividend per Share,,,,0.010,,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.025,0.017,0.13,0.14,0.12,0.037,0.082,0.068,,,0.018,0.024,0.026,0.026,0.013,0.017,0.012,0.006,-0.002,0.006
Book Value per Share,1.46,1.81,0.99,0.89,0.83,0.89,0.89,0.85,,,0.90,0.90,0.89,0.88,0.85,0.89,0.85,0.81,0.76,0.75
Price to Earnings Ratio,,15.6,10.1,24.8,24.8,32.0,,,,,,,,,,,,,,
Price to Book Value Ratio,0.47,1.62,0.69,0.93,0.67,0.58,0.38,0.30,,,0.53,0.46,0.38,0.36,0.41,0.32,0.30,0.30,0.28,0.20
EV to EBITDA,-1.23,-37.4,9.16,34.3,-10.9,61.2,169.2,-25.0,,,61.2,82.2,169.2,-95.7,-36.2,-25.4,-25.0,-33.2,-27.6,-32.5
Dividend Payout Ratio,,,,24.1%,,,,,,,,,,,,,,,,
Common Shares Outstanding,510.5,510.5,"3,748","5,563","5,563","5,398","5,398","5,398",,,"5,398","5,398","5,398","5,398","5,398","5,398","5,398","5,398","5,398","5,398"
Total Revenue,925.4,882.8,"1,546","3,259","1,983","1,586","1,762","1,948",,,372.0,425.0,461.9,435.2,436.6,499.0,577.3,659.9,431.6,532.3
"Cost of Revenue, Total",797.1,737.3,"1,258","2,907","2,002","1,428","1,612","1,914",,,339.7,393.4,430.3,424.9,441.8,498.7,548.5,614.9,429.1,518.4
Gross Profit,128.2,145.5,287.9,351.8,-19.3,157.3,150.0,34.0,,,32.3,31.6,31.7,10.2,-5.26,0.31,28.7,45.0,2.48,13.9
"Selling/General/Administrative Expenses, Total",226.4,163.5,193.4,257.7,283.8,156.2,197.0,218.0,,,40.5,52.0,56.0,49.9,55.8,61.4,50.8,62.1,79.8,64.9
Operating Income,-98.2,-1.22,134.2,133.5,-256.9,23.6,-23.7,-155.8,,,-0.86,-14.7,-19.7,-34.2,-55.5,-53.3,-12.7,-9.52,-68.6,-43.7
Net Income,-272.1,159.3,258.6,185.7,118.7,84.0,-105.5,-149.6,,,-17.1,-36.3,-48.4,-40.2,-22.1,-56.3,-30.9,-23.9,-60.8,-59.5
