,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,14.4,19.8,16.8,17.8,21.1,24.4,24.6,19.8,18.6,,24.7,26.3,22.5,20.8,20.9,21.2,20.4,19.2,18.4,17.1
Earnings per Share,0.76,0.51,2.05,1.57,2.21,2.57,2.12,1.79,0.83,,0.32,0.52,0.52,0.53,0.39,0.36,0.35,0.25,-0.002,0.23
Revenue per Share,30.5,32.8,34.2,27.5,25.9,25.0,26.4,28.1,27.4,,6.55,6.94,6.83,7.19,7.01,7.04,7.20,6.95,6.59,6.67
Dividend per Share,0.24,0.21,0.82,0.63,0.88,1.03,0.85,0.90,0.42,,,0.85,,,,0.90,,,,0.42
Capital Expenditures per Share,2.07,2.57,2.07,1.16,1.30,1.44,1.59,2.10,2.19,,0.35,0.41,0.61,0.58,0.48,0.44,0.71,0.47,0.43,0.57
Book Value per Share,10.3,10.1,12.0,12.7,14.3,16.0,17.1,18.0,17.9,,16.6,17.1,17.6,17.3,17.7,18.0,18.3,17.7,17.7,17.9
Price to Earnings Ratio,14.2,27.7,7.92,10.2,10.0,8.99,11.2,11.3,18.4,,10.4,11.2,11.2,10.8,10.6,11.3,11.7,13.1,17.7,18.5
Price to Book Value Ratio,1.01,1.52,1.25,1.16,1.33,1.44,1.39,1.15,0.87,,1.42,1.39,1.18,1.17,1.19,1.15,1.02,1.03,0.95,0.87
EV to EBITDA,4.50,7.16,3.83,4.25,3.64,3.39,5.09,4.40,3.57,,4.39,5.09,5.27,4.55,4.31,4.40,5.13,5.06,4.67,3.57
Dividend Payout Ratio,32.1%,40.0%,40.0%,40.0%,40.0%,40.0%,40.0%,50.0%,50.0%,,,40.0%,,,,49.9%,,,,50.2%
Common Shares Outstanding,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Total Revenue,"6,105","6,564","6,831","5,497","5,186","5,002","5,286","5,614","5,481",,"1,310","1,389","1,366","1,437","1,402","1,409","1,439","1,390","1,318","1,334"
"Cost of Revenue, Total","5,663","6,139","5,987","4,789","4,331","4,028","4,466","4,789","4,866",,"1,145","1,185","1,140","1,210","1,211","1,227","1,251","1,224","1,206","1,184"
Gross Profit,441.9,425.1,844.4,707.1,855.5,974.2,819.6,825.5,615.6,,164.7,203.8,226.4,227.1,190.6,181.3,188.5,165.8,111.7,149.7
"Selling/General/Administrative Expenses, Total",234.4,257.9,321.3,318.0,307.2,322.4,335.0,375.7,400.5,,86.7,74.1,96.6,93.2,92.6,93.4,99.2,100.0,110.3,91.1
Operating Income,207.5,167.2,523.2,389.0,548.4,651.8,484.7,449.7,215.1,,78.0,129.7,129.9,133.9,98.1,87.8,89.3,65.8,1.35,58.6
Net Income,151.9,102.5,409.1,313.5,441.5,513.6,423.8,358.6,166.5,,63.1,103.5,104.4,105.6,77.0,71.7,70.6,50.8,-0.33,45.5
EBITDA,462.3,438.4,819.4,708.2,874.1,975.1,795.2,745.1,527.6,,153.2,210.0,204.5,206.7,171.1,162.9,166.4,141.2,79.4,140.6
Gross Profit Margin,7.2%,6.5%,12.4%,12.9%,16.5%,19.5%,15.5%,14.7%,11.2%,,12.6%,14.7%,16.6%,15.8%,13.6%,12.9%,13.1%,11.9%,8.5%,11.2%
Operating Margin,3.4%,2.5%,7.7%,7.1%,10.6%,13.0%,9.2%,8.0%,3.9%,,6.0%,9.3%,9.5%,9.3%,7.0%,6.2%,6.2%,4.7%,0.1%,4.4%
