,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,125.6,147.3,154.3,161.5,189.5,223.0,250.0,334.0,,,230.5,230.5,234.5,238.5,238.5,253.0,284.0,321.0,366.0,365.0
Earnings per Share,9.48,21.4,13.6,14.3,8.04,15.8,22.4,40.0,,,6.71,6.68,3.43,38.3,-4.49,7.50,-1.29,7.12,7.50,5.36
Revenue per Share,14.6,26.1,33.2,32.1,30.2,43.3,57.0,67.5,,,13.6,15.1,16.4,16.0,15.5,17.7,18.2,17.9,19.0,17.4
Dividend per Share,5.25,6.00,6.00,6.25,6.25,6.50,7.00,7.00,,,3.50,0.00,3.50,,3.50,0.00,3.50,,3.25,0.00
Capital Expenditures per Share,0.15,0.68,25.8,21.2,21.3,25.5,7.49,2.15,,,3.14,1.86,1.30,1.35,0.60,0.017,0.18,0.19,0.12,0.13
Book Value per Share,110.1,121.9,131.7,139.2,146.7,155.7,163.8,190.4,,,161.6,163.2,163.8,190.2,195.5,191.5,190.4,194.6,194.7,195.6
Price to Earnings Ratio,9.97,7.12,9.44,11.0,20.7,13.1,10.6,6.67,,,12.1,10.4,10.6,4.37,5.14,5.36,6.67,33.6,16.1,18.5
Price to Book Value Ratio,0.84,1.28,0.99,1.09,1.22,1.37,1.42,1.53,,,1.45,1.32,1.42,1.18,1.21,1.29,1.53,1.67,1.84,1.68
EV to EBITDA,21.1,24.8,17.7,27.5,29.4,26.7,22.8,21.2,,,24.3,23.6,22.8,18.5,19.3,19.1,21.2,26.7,27.0,29.2
Dividend Payout Ratio,55.4%,28.1%,44.1%,43.6%,77.7%,41.1%,31.2%,17.5%,,,18.1%,0.0%,15.6%,,8.0%,0.0%,8.7%,,15.6%,0.0%
Common Shares Outstanding,526.5,526.5,526.5,526.5,526.5,526.5,526.5,526.5,,,526.5,526.5,526.5,526.5,526.5,526.5,526.5,526.5,526.5,526.5
Total Revenue,"7,661","13,734","17,458","16,897","15,914","22,794","30,018","35,522",,,"7,151","7,928","8,654","8,405","8,186","9,338","9,593","9,414","9,994","9,164"
"Cost of Revenue, Total","5,589","9,673","10,396","10,227","9,934","14,840","21,332","26,606",,,"4,947","5,399","6,306","6,397","6,025","6,912","7,272","7,274","7,434","6,877"
Gross Profit,"2,072","4,061","7,062","6,670","5,980","7,954","8,686","8,916",,,"2,204","2,530","2,347","2,008","2,161","2,426","2,321","2,140","2,560","2,288"
"Selling/General/Administrative Expenses, Total","1,678","2,362","2,849","2,944","2,859","3,051","2,905","4,129",,,595.1,609.9,"1,131",854.3,564.6,569.1,"2,141",625.2,785.7,677.5
Operating Income,393.9,"1,699","4,213","3,726","3,121","4,903","5,781","4,787",,,"1,609","1,920","1,216","1,154","1,596","1,857",180.5,"1,515","1,774","1,610"
Net Income,"4,990","11,240","7,164","7,667","4,319","8,321","11,818","21,073",,,"3,530","3,517","1,808","20,171","-2,363","3,947",-680.9,"3,749","3,948","2,823"
EBITDA,"2,411","4,759","6,350","6,376","5,868","7,770","9,150","8,442",,,"2,276","2,629","2,541","1,928","2,377","2,663","1,108","2,404","2,668","2,491"
Gross Profit Margin,27.0%,29.6%,40.5%,39.5%,37.6%,34.9%,28.9%,25.1%,,,30.8%,31.9%,27.1%,23.9%,26.4%,26.0%,24.2%,22.7%,25.6%,25.0%
Operating Margin,5.1%,12.4%,24.1%,22.1%,19.6%,21.5%,19.3%,13.5%,,,22.5%,24.2%,14.1%,13.7%,19.5%,19.9%,1.9%,16.1%,17.8%,17.6%
Net Profit Margin,65.1%,81.8%,41.0%,45.4%,27.1%,36.5%,39.4%,59.3%,,,49.4%,44.4%,20.9%,240.0%,-28.9%,42.3%,-7.1%,39.8%,39.5%,30.8%
Return on Assets,7.1%,12.3%,5.9%,5.3%,2.5%,4.4%,5.9%,10.4%,,,5.1%,5.4%,5.9%,14.2%,11.0%,11.2%,10.2%,2.2%,5.1%,4.7%
Return on Equity,8.6%,17.5%,10.3%,10.5%,5.6%,10.2%,13.7%,21.0%,,,4.1%,4.1%,2.1%,20.1%,-2.3%,3.9%,-0.7%,3.7%,3.9%,2.7%
Return on Total Capital,7.2%,12.7%,6.4%,5.8%,2.8%,4.8%,6.8%,12.8%,,,5.6%,6.2%,6.8%,15.8%,12.0%,12.5%,12.8%,2.4%,6.0%,5.4%
SG&A to Sale,21.9%,17.2%,16.3%,17.4%,18.0%,13.4%,9.7%,11.6%,,,8.3%,7.7%,13.1%,10.2%,6.9%,6.1%,22.3%,6.6%,7.9%,7.4%
Depreciation & Amortisation,"1,973","2,811","1,724","2,214","2,259","2,380","2,865","3,165",,,667.6,709.0,821.0,774.3,780.6,806.3,804.1,769.8,773.7,763.4
Tax Rate,4.7%,4.4%,15.1%,9.0%,14.9%,11.0%,4.6%,4.3%,,,6.4%,6.8%,-1.1%,1.2%,-23.0%,3.2%,-24.3%,4.5%,4.5%,7.9%
Current Ratio,11.7,1.32,2.23,0.91,1.22,1.49,2.26,1.51,,,1.98,1.23,2.26,3.42,5.15,4.53,1.51,2.05,2.10,1.83
Quick Ratio,5.24,0.73,1.15,0.31,0.36,0.60,0.48,0.25,,,0.71,0.43,0.48,0.46,0.66,0.67,0.25,0.50,0.51,0.43
Days Inventory Outstanding,136.2,99.2,109.4,90.8,73.1,54.7,44.5,39.5,,,44.5,44.8,45.0,42.2,41.1,43.0,43.7,37.5,31.7,33.6
Days Sale Outstanding,335.7,281.1,256.0,119.3,123.8,119.4,96.8,86.9,,,88.7,90.5,96.8,81.7,75.8,82.1,86.9,99.1,72.4,67.9
Days Payable Outstanding,21.0,29.1,43.7,36.6,26.2,34.1,46.1,50.2,,,48.7,53.9,54.2,47.3,41.7,45.9,53.2,51.7,46.9,43.1
Cash Conversion Cycle,440.7,287.1,303.7,254.4,175.1,105.0,82.7,67.9,,,77.2,75.7,80.4,89.9,84.9,80.9,84.4,94.0,80.6,75.1
Debt to Asset Ratio,0.20,0.41,0.46,0.54,0.57,0.58,0.57,0.51,,,0.58,0.57,0.57,0.51,0.51,0.51,0.51,0.53,0.51,0.50
Debt to Equity Ratio,0.25,0.71,0.88,1.18,1.32,1.40,1.32,1.05,,,1.37,1.35,1.32,1.07,1.06,1.05,1.05,1.12,1.04,1.02
Interest Coverage Ratio,0.76,1.55,2.82,1.99,1.22,1.54,1.52,1.19,,,1.79,1.98,1.16,1.18,1.53,1.84,0.18,1.48,1.67,1.69
Cash and Short Term Investments,"10,342","4,282","7,114","7,228","9,124","5,102","7,252","35,000",,,"8,637","8,214","7,252","38,483","39,449","37,172","35,000","22,985","25,437","22,275"
"Total Receivables, Net","7,045","10,577","12,247","5,521","5,399","7,457","7,958","8,455",,,"6,717","6,983","7,958","7,190","6,891","7,776","8,455","9,922","7,605","7,098"
Total Inventory,"2,044","3,212","3,017","2,069","1,908","2,541","2,664","3,099",,,"2,187","2,600","2,664","2,668","2,764","3,271","3,099","2,553","2,467","2,838"
Total Current Assets,"20,119","19,553","24,038","17,137","19,403","19,998","39,543","51,353",,,"21,805","22,065","39,543","53,243","54,362","52,814","51,353","40,986","41,097","36,945"
"Property/Plant/Equipment, Total - Net","13,023","38,556","44,521","55,809","72,527","62,420","61,724","56,361",,,"61,799","62,334","61,724","59,417","60,186","58,770","56,361","55,373","53,854","52,946"
