,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,4.89,9.60,6.42,7.20,6.93,6.98,6.45,4.84,,,7.13,6.78,6.70,6.13,6.13,5.88,5.53,4.99,4.39,4.01
Earnings per Share,0.59,0.59,0.70,0.97,0.74,0.81,0.14,0.32,,,-0.34,0.10,0.22,0.12,0.050,0.060,0.093,0.005,0.086,0.029
Revenue per Share,3.14,3.30,4.07,4.02,3.42,3.69,3.04,2.90,,,0.61,0.80,0.78,0.89,0.63,0.70,0.68,0.53,0.67,0.49
Dividend per Share,0.31,0.51,0.53,0.28,0.60,0.65,0.45,0.32,,,,,0.45,0.00,0.12,0.00,0.20,,,
Capital Expenditures per Share,0.092,0.065,0.093,0.061,0.048,0.053,0.052,0.016,,,0.002,0.006,0.016,0.008,0.002,0.004,0.002,0.049,0.015,0.011
Book Value per Share,6.87,7.21,7.26,7.62,7.93,8.10,8.12,7.83,,,7.75,7.84,8.12,8.19,7.81,7.78,7.83,7.83,7.67,7.61
Price to Earnings Ratio,8.10,10.7,8.47,7.60,8.65,9.16,47.8,17.7,,,23.9,38.2,47.8,58.0,12.0,12.7,17.5,22.5,17.3,18.9
Price to Book Value Ratio,0.65,1.56,0.81,0.87,0.79,0.86,0.71,0.67,,,0.88,0.77,0.71,0.70,0.76,0.71,0.67,0.59,0.54,0.51
EV to EBITDA,5.87,8.10,10.7,12.6,14.5,13.9,18.0,25.5,,,17.5,21.0,18.0,19.0,16.8,18.9,25.5,34.8,33.4,34.7
Dividend Payout Ratio,52.5%,86.4%,76.4%,29.3%,81.1%,80.5%,316.6%,100.0%,,,,,316.6%,0.0%,24.2%,0.0%,62.1%,,,
Common Shares Outstanding,197.5,197.5,197.5,197.5,197.5,197.5,197.5,198.2,,,197.5,197.5,197.5,197.5,197.5,197.9,198.2,199.2,199.2,199.2
Total Revenue,601.8,652.0,803.5,792.9,674.9,728.9,591.2,581.0,,,118.2,153.5,151.4,169.5,121.6,136.9,153.0,105.2,133.7,98.2
"Cost of Revenue, Total",137.6,82.4,115.4,83.5,69.1,74.4,59.5,66.5,,,12.8,15.7,15.7,18.7,18.0,14.4,15.5,12.9,14.7,16.7
Gross Profit,297.1,329.4,389.1,416.6,348.3,371.4,274.9,246.2,,,37.5,63.0,96.7,71.8,53.6,53.1,67.7,36.6,57.4,44.2
"Selling/General/Administrative Expenses, Total",137.6,147.5,183.5,146.0,132.9,74.4,59.5,66.5,,,12.8,15.7,15.7,18.7,18.0,14.4,15.5,12.9,14.7,16.7
Operating Income,132.6,149.0,172.3,238.6,180.8,198.0,121.8,87.6,,,2.38,24.8,55.0,30.3,13.4,17.1,26.9,1.66,21.0,5.11
Net Income,117.1,115.9,137.9,191.7,146.1,159.6,28.1,68.1,,,-67.8,20.3,44.0,23.8,10.7,12.9,20.8,1.11,17.0,5.71
EBITDA,149.5,164.6,189.4,253.2,195.8,211.4,134.7,99.4,,,5.82,28.2,57.5,33.4,16.6,20.1,28.1,5.24,24.6,8.70
Gross Profit Margin,47.9%,50.5%,48.4%,52.5%,51.6%,50.9%,45.8%,42.9%,,,31.1%,40.0%,62.8%,40.7%,43.1%,38.4%,50.2%,34.8%,43.0%,45.0%
Operating Margin,21.4%,22.8%,21.4%,30.1%,26.8%,27.2%,20.3%,15.3%,,,2.0%,15.7%,35.7%,17.2%,10.8%,12.3%,19.9%,1.6%,15.7%,5.2%
Net Profit Margin,19.5%,17.8%,17.2%,24.2%,21.6%,21.9%,4.7%,11.7%,,,-57.4%,13.2%,29.1%,14.0%,8.8%,9.4%,13.6%,1.1%,12.8%,5.8%
Return on Assets,5.8%,4.6%,4.2%,5.2%,3.8%,3.8%,0.7%,1.7%,,,1.2%,0.8%,0.7%,0.5%,2.7%,2.5%,1.8%,1.2%,1.3%,1.1%
Return on Equity,8.6%,8.1%,9.6%,12.7%,9.3%,10.0%,1.7%,4.4%,,,-4.4%,1.3%,2.7%,1.5%,0.7%,0.8%,1.3%,0.1%,1.1%,0.4%
Return on Total Capital,8.6%,8.1%,9.6%,12.7%,9.3%,9.4%,1.7%,4.4%,,,3.4%,2.2%,1.7%,1.3%,6.4%,5.9%,4.4%,2.9%,3.0%,2.4%
SG&A to Sale,22.2%,22.6%,22.8%,18.4%,19.7%,10.2%,9.9%,11.6%,,,10.6%,10.0%,10.2%,10.6%,14.4%,10.4%,11.5%,12.3%,11.0%,17.0%
Depreciation & Amortisation,16.5,15.1,16.3,14.0,14.4,12.9,12.3,11.2,,,3.44,3.45,1.98,3.12,3.13,3.01,1.96,3.22,3.27,3.21
Tax Rate,12.1%,22.7%,20.3%,19.9%,19.5%,19.7%,17.8%,22.8%,,,20.8%,18.9%,20.1%,22.0%,21.0%,25.3%,22.9%,40.1%,18.8%,12.5%
Current Ratio,2.67,1.62,1.55,1.40,1.50,1.46,1.50,1.42,,,1.37,1.27,1.50,1.43,1.37,1.43,1.42,1.29,1.23,1.33
Quick Ratio,2.45,1.27,1.21,1.34,1.40,1.36,1.34,1.26,,,1.35,1.25,1.34,1.40,1.35,1.40,1.26,1.24,1.18,1.29
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,685.1,"1,248","1,030","1,540","1,610","1,939","1,870","1,858",,,"1,909","2,061","1,870","1,649","1,720","1,662","1,858","2,068","2,054","2,060"
Days Payable Outstanding,"1,237","2,302","1,660","2,347","2,280","2,436","3,816","1,523",,,"3,621","4,763","3,592","2,122","2,455","2,543","1,193","1,023","1,705","1,709"
Cash Conversion Cycle,"-1,004","-2,911","-1,232","-2,903",-734.0,"-3,750","-2,472",-423.0,,,"-4,543","-4,298","-2,549","-1,641","-3,189","-1,529",-363.7,-883.5,"-1,490",-775.9
Debt to Asset Ratio,0.27,0.56,0.57,0.63,0.58,0.65,0.59,0.60,,,0.65,0.66,0.59,0.56,0.59,0.57,0.60,0.60,0.64,0.63
Debt to Equity Ratio,0.36,1.25,1.33,1.68,1.38,1.87,1.47,1.53,,,1.84,1.95,1.47,1.25,1.42,1.31,1.53,1.52,1.81,1.69
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,98.5,618.1,523.7,143.9,215.1,299.3,364.8,361.0,,,84.4,160.5,364.8,55.6,36.1,85.8,361.0,120.8,143.7,173.4
"Total Receivables, Net","1,164","2,229","2,267","3,348","2,978","3,873","3,076","2,922",,,"3,549","3,587","3,076","2,749","2,887","2,701","2,922","2,849","2,882","2,665"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"1,270","2,852","2,914","3,503","3,201","4,182","3,457","3,294",,,"3,647","3,767","3,457","2,834","2,937","2,800","3,294","2,984","3,079","2,863"
"Property/Plant/Equipment, Total - Net",32.4,30.7,34.6,32.0,27.4,25.5,23.8,26.5,,,25.3,23.7,23.8,22.7,20.7,21.6,26.5,28.5,30.8,28.5
Total Assets,"1,845","3,204","3,341","4,035","3,728","4,593","3,955","3,922",,,"4,344","4,569","3,955","3,642","3,732","3,551","3,922","3,926","4,299","4,074"
Accounts Payable,380.9,658.2,390.9,682.7,181.1,811.8,433.1,122.0,,,852.4,738.8,433.1,298.2,617.3,312.8,122.0,218.7,318.9,241.6
Accrued Expenses,86.1,93.7,95.1,130.3,95.2,106.5,72.0,88.9,,,73.0,97.1,72.0,65.2,64.7,76.6,88.9,52.9,62.1,56.0
Debt Due,0.00,973.0,"1,355","1,641","1,833","1,911","1,777","2,082",,,"1,733","2,129","1,777","1,585","1,438","1,558","2,082","2,017","2,108","1,834"
Total Current Liabilities,475.2,"1,756","1,876","2,499","2,134","2,855","2,304","2,317",,,"2,672","2,975","2,304","1,976","2,139","1,956","2,317","2,305","2,500","2,145"
Long Term Debt,,,,,,100.0,,2.42,,,100.0,,,,,2.52,2.42,2.29,204.4,342.2
Total Liabilities,488.9,"1,779","1,906","2,530","2,162","2,993","2,351","2,370",,,"2,813","3,021","2,351","2,025","2,190","2,012","2,370","2,366","2,771","2,558"
Common Stock,877.8,877.8,877.8,877.8,987.5,987.5,987.5,991.0,,,987.5,987.5,987.5,987.5,987.5,989.3,991.0,995.9,995.9,995.9
Additional Paid-In Capital,288.0,288.0,288.0,288.0,288.9,288.9,288.9,289.2,,,288.9,288.9,288.9,288.9,288.9,289.0,289.2,289.2,289.2,289.2
Retained Earnings (Accumulated Deficit),192.2,259.6,268.6,363.8,341.0,382.1,331.1,286.6,,,266.8,287.1,331.1,354.9,276.7,265.8,286.6,280.5,257.7,263.4
Shareholders' Equity,"1,356","1,425","1,434","1,505","1,567","1,600","1,604","1,552",,,"1,531","1,548","1,604","1,618","1,542","1,539","1,552","1,560","1,528","1,515"
Cash from Operating Activities,331.7,-908.9,-146.1,142.6,11.7,-74.0,344.1,20.2,,,570.7,-237.6,556.0,145.5,237.1,-75.0,-474.7,128.1,-167.7,145.7
Cash from Investing Activities,-16.4,-11.5,-14.9,-392.2,-156.4,6.76,-1.34,-249.6,,,7.26,25.5,-249.9,-2.01,1.77,0.27,-62.3,-9.47,-101.3,-24.1
Cash from Financing Activities,-311.2,908.0,173.8,266.1,129.4,60.2,-315.4,197.2,,,-584.3,210.0,-258.8,-192.9,-239.3,99.8,529.6,-68.6,240.2,-135.1
Net Change in Cash,4.08,-12.3,12.9,16.4,-15.3,-7.03,27.4,-32.2,,,-6.36,-2.11,47.3,-49.4,-0.48,25.1,-7.40,49.9,-28.8,-13.5
Free Cashflows,313.4,-921.8,-164.4,130.7,2.32,-84.6,333.9,16.9,,,570.4,-238.8,552.9,143.9,236.6,-75.8,-475.1,118.3,-170.6,143.5
Free Cashflow per Share,1.59,-4.67,-0.83,0.66,0.012,-0.43,1.69,0.085,,,2.89,-1.21,2.80,0.73,1.20,-0.38,-2.40,0.59,-0.86,0.72
