,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,1.26,1.89,2.55,4.00,4.18,3.76,2.97,3.00,,,3.48,3.57,3.23,2.74,2.71,2.77,2.73,3.03,3.20,3.11
Earnings per Share,0.012,0.11,0.12,0.074,0.090,0.061,0.052,0.13,,,0.012,0.009,0.010,-0.012,0.014,0.081,0.040,0.026,0.050,0.11
Revenue per Share,0.36,0.57,0.28,0.40,0.52,0.36,0.50,0.73,,,0.14,0.15,0.12,0.18,0.10,0.16,0.15,0.13,0.14,0.18
Dividend per Share,0.006,0.004,0.003,0.003,0.037,0.029,0.038,0.008,,,,,0.038,,,,0.008,,,
Capital Expenditures per Share,0.38,0.16,0.11,0.036,0.67,0.80,0.46,0.70,,,0.17,0.14,0.075,0.27,0.30,0.025,0.10,0.036,0.024,0.013
Book Value per Share,0.16,0.27,0.39,0.45,0.94,1.02,1.08,1.01,,,1.02,1.03,1.08,1.03,0.98,0.96,1.01,1.03,1.07,1.17
Price to Earnings Ratio,79.5,16.7,10.9,61.7,40.7,60.1,61.8,21.7,,,54.0,60.3,61.8,141.2,116.5,28.7,22.0,18.2,16.1,13.4
Price to Book Value Ratio,6.02,7.73,3.59,8.78,4.22,3.74,2.69,2.55,,,3.27,3.20,2.69,2.20,2.66,2.43,2.55,3.11,2.90,2.54
EV to EBITDA,25.4,20.8,52.6,78.5,61.5,52.8,37.0,18.7,,,41.2,38.1,37.0,23.2,23.5,20.9,18.7,23.6,22.1,18.6
Dividend Payout Ratio,45.4%,3.4%,2.8%,4.6%,41.5%,47.0%,71.7%,6.6%,,,,,71.7%,,,,6.7%,,,
Common Shares Outstanding,"7,392","7,392","7,392","7,392","8,623","8,902","8,902","8,783",,,"8,902","8,902","8,902","8,902","8,883","8,789","8,783","8,783","8,783","8,783"
Total Revenue,"2,669","4,236","2,061","2,986","4,470","3,194","4,447","6,447",,,"1,202","1,336","1,105","1,642",925.3,"1,373","1,339","1,163","1,237","1,578"
"Cost of Revenue, Total","2,006","3,236","1,586","2,253","3,441","2,094","3,061","3,170",,,866.8,"1,009",672.8,889.9,535.7,800.7,940.2,823.6,711.3,851.8
Gross Profit,662.6,"1,000",475.2,732.9,"1,030","1,099","1,386","3,277",,,335.6,326.4,432.4,752.4,389.6,572.2,398.9,339.0,525.5,726.4
"Selling/General/Administrative Expenses, Total",287.2,378.0,325.5,395.1,505.3,533.5,650.1,"1,331",,,173.3,142.8,187.5,151.3,166.0,206.4,222.8,189.7,207.4,183.4
Operating Income,375.4,720.6,168.9,351.0,536.2,654.8,"1,156","2,534",,,231.6,275.5,398.7,690.1,401.2,896.3,546.0,444.0,609.7,"1,112"
Net Income,89.5,778.3,882.9,545.3,685.1,537.7,465.8,"1,178",,,109.9,76.5,93.2,-108.4,123.0,715.7,354.8,224.9,437.0,958.2
EBITDA,408.0,768.2,186.2,377.1,572.2,919.1,"1,627","3,296",,,344.5,404.8,516.7,816.9,576.0,"1,112",790.0,697.9,903.7,"1,408"
Gross Profit Margin,24.8%,23.6%,23.1%,24.5%,23.0%,34.4%,31.2%,50.8%,,,27.9%,24.4%,39.1%,45.8%,42.1%,41.7%,29.8%,29.2%,42.5%,46.0%
Operating Margin,14.1%,17.0%,8.2%,11.8%,12.0%,20.5%,26.0%,39.3%,,,19.3%,20.6%,36.1%,42.0%,43.4%,65.3%,40.8%,38.2%,49.3%,70.5%
Net Profit Margin,3.4%,18.4%,42.8%,18.3%,15.3%,16.8%,10.5%,18.3%,,,9.1%,5.7%,8.4%,-6.6%,13.3%,52.1%,26.5%,19.3%,35.3%,60.7%
Return on Assets,2.4%,12.2%,15.0%,9.2%,5.3%,2.4%,1.7%,3.6%,,,2.2%,1.9%,1.6%,0.5%,0.5%,2.4%,3.1%,4.0%,4.8%,5.2%
Return on Equity,7.6%,39.1%,31.0%,16.2%,8.5%,5.9%,4.9%,13.2%,,,1.2%,0.8%,1.0%,-1.2%,1.4%,8.5%,4.0%,2.5%,4.7%,9.3%
Return on Total Capital,4.3%,23.1%,29.2%,16.1%,6.0%,3.0%,2.0%,4.6%,,,2.9%,2.5%,2.0%,0.7%,0.7%,2.9%,4.2%,5.5%,6.7%,7.3%
SG&A to Sale,10.8%,8.9%,15.8%,13.2%,11.3%,16.7%,14.6%,20.6%,,,14.4%,10.7%,17.0%,9.2%,17.9%,15.0%,16.6%,16.3%,16.8%,11.6%
Depreciation & Amortisation,32.6,47.6,17.2,26.1,36.1,264.2,471.0,762.8,,,112.9,129.4,118.0,126.8,174.8,215.5,244.0,254.0,294.0,295.4
Tax Rate,64.8%,23.0%,16.7%,13.3%,16.7%,6.3%,14.4%,8.1%,,,18.5%,-22.2%,38.5%,-277.4%,14.9%,0.5%,5.3%,2.3%,1.6%,1.7%
Current Ratio,0.50,0.80,1.24,0.76,0.97,0.89,0.93,0.65,,,0.83,0.91,0.93,0.78,0.97,1.02,0.65,0.67,0.57,0.67
Quick Ratio,0.23,0.41,0.56,0.22,0.33,0.38,0.54,0.48,,,0.36,0.45,0.54,0.38,0.44,0.53,0.48,0.27,0.23,0.29
Days Inventory Outstanding,79.7,56.5,105.4,61.3,35.7,66.9,48.4,54.6,,,57.8,45.5,47.6,44.4,56.2,70.6,65.3,65.3,63.6,65.0
Days Sale Outstanding,107.0,113.0,106.5,90.9,140.6,188.9,230.3,113.2,,,197.3,203.7,230.3,188.4,152.8,197.8,138.2,150.3,158.9,168.9
Days Payable Outstanding,26.1,25.9,52.2,27.7,32.6,80.7,77.3,64.0,,,97.3,93.7,101.3,76.8,60.7,49.3,44.1,44.8,45.6,50.4
Cash Conversion Cycle,138.3,110.5,248.4,109.3,94.5,172.6,141.9,153.0,,,134.5,128.1,177.0,166.4,195.9,198.6,196.7,173.3,172.4,171.1
Debt to Asset Ratio,0.79,0.69,0.32,0.54,0.54,0.62,0.67,0.73,,,0.64,0.66,0.67,0.71,0.73,0.74,0.73,0.72,0.73,0.72
Debt to Equity Ratio,3.68,2.50,0.51,1.16,1.27,1.74,2.14,2.93,,,1.87,2.03,2.14,2.58,2.94,3.05,2.93,2.81,2.93,2.70
Interest Coverage Ratio,6.57,6.94,3.57,6.07,4.63,2.00,2.04,3.18,,,1.60,1.88,3.02,5.05,2.04,3.70,2.47,1.61,2.65,6.41
Cash and Short Term Investments,315.0,581.9,224.9,"1,507","3,864","3,433","1,803","3,000",,,"1,887","1,768","1,803","1,496","1,745","1,172","3,000",998.2,918.7,"1,809"
"Total Receivables, Net",782.6,"1,312",601.6,744.1,"1,722","1,653","2,806","1,999",,,"2,053","2,516","2,806","2,729","2,097","2,735","1,999","1,977","2,225","2,461"
Total Inventory,532.9,468.4,447.5,308.8,365.1,402.3,409.0,540.2,,,402.6,389.4,409.0,427.9,528.7,593.4,540.2,568.4,573.1,612.0
Total Current Assets,"1,717","2,545","1,323","2,585","6,175","6,073","5,982","5,539",,,"5,162","5,485","5,982","5,708","5,351","5,767","5,539","5,349","5,836","7,007"
"Property/Plant/Equipment, Total - Net","3,243","2,748",657.7,918.2,"7,646","13,605","18,073","23,018",,,"15,675","16,854","18,073","20,393","23,013","22,695","23,018","22,750","24,890","24,816"
Total Assets,"5,540","7,197","4,580","7,239","18,815","25,596","30,726","35,625",,,"26,725","28,419","30,726","33,388","35,122","34,874","35,625","35,041","37,478","38,752"
Accounts Payable,133.2,326.4,127.5,215.1,399.8,526.1,770.7,340.6,,,700.5,929.0,770.7,677.3,357.1,425.3,340.6,420.5,398.5,521.0
Accrued Expenses,27.4,126.5,46.1,55.8,79.5,12.8,23.6,59.3,,,43.8,39.2,23.6,343.3,41.1,39.7,59.3,29.1,21.4,36.5
Debt Due,"2,663","1,813",405.3,"2,261","3,930","4,822","3,200","6,633",,,"4,020","3,432","3,200","3,856","3,031","3,292","6,633","6,359","6,099","6,241"
Total Current Liabilities,"3,440","3,181","1,069","3,412","6,372","6,821","6,431","8,505",,,"6,228","6,020","6,431","7,347","5,520","5,649","8,505","7,998","10,223","10,435"
Long Term Debt,905.2,"1,380",178.3,19.6,"3,369","8,591","13,544","16,968",,,"10,188","11,897","13,544","15,687","19,569","19,473","16,968","16,656","16,525","16,693"
Total Liabilities,"4,356","4,984","1,459","3,879","10,225","15,847","20,543","26,125",,,"17,009","18,648","20,543","23,603","25,737","25,819","26,125","25,398","27,473","27,848"
Common Stock,400.0,440.0,660.0,880.0,"1,283","1,590","1,855","1,855",,,"1,855","1,855","1,855","1,855","1,855","1,855","1,855","1,855","2,221","2,221"
Additional Paid-In Capital,425.1,425.1,425.1,425.1,"4,273","5,179","5,179","5,179",,,"5,179","5,179","5,179","5,179","5,179","5,179","5,179","5,179","5,179","5,179"
Retained Earnings (Accumulated Deficit),264.9,"1,033","1,670","1,958","2,394","2,336","2,204","2,955",,,"2,115","2,255","2,204","2,330","2,117","2,601","2,955","3,178","3,176","4,134"
Shareholders' Equity,"1,184","1,992","2,849","3,357","8,063","9,108","9,586","8,911",,,"9,114","9,177","9,586","9,156","8,747","8,457","8,911","9,046","9,384","10,299"
Cash from Operating Activities,131.8,"1,820",236.9,312.1,40.4,963.0,"1,074","1,124",,,325.7,55.5,553.6,-341.4,430.9,246.6,780.7,658.3,697.8,889.7
