,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,22.5,19.6,21.2,18.6,16.7,17.7,17.6,15.2,,,16.9,16.9,17.6,17.7,17.8,17.7,17.2,16.0,14.5,13.5
Earnings per Share,1.67,1.78,1.69,1.59,1.38,1.18,1.05,2.82,,,0.26,0.27,0.27,2.34,0.21,0.24,0.030,0.12,0.098,0.12
Revenue per Share,22.8,26.4,25.1,23.7,23.4,22.9,22.7,21.2,,,5.48,5.77,5.80,5.43,5.21,5.29,5.30,4.92,4.85,4.61
Dividend per Share,0.70,0.80,0.80,0.75,0.70,0.70,0.65,0.80,,,,,0.65,,,,0.80,,,
Capital Expenditures per Share,0.17,0.085,0.11,0.12,0.15,0.17,0.14,0.18,,,0.068,0.009,0.026,0.008,0.037,0.055,0.084,0.026,0.016,0.013
Book Value per Share,9.86,11.4,12.2,13.0,13.5,14.0,14.8,17.0,,,13.9,14.2,14.8,17.2,16.6,17.0,17.0,17.0,16.3,16.5
Price to Earnings Ratio,11.3,10.6,10.6,11.2,11.4,13.6,15.6,6.03,,,13.5,14.3,15.6,5.59,5.58,5.50,6.03,23.7,27.1,34.8
Price to Book Value Ratio,2.03,1.80,1.44,1.31,1.22,1.14,1.14,0.93,,,1.15,1.12,1.14,0.98,1.05,1.01,0.93,0.82,0.81,0.79
EV to EBITDA,9.03,9.01,8.98,8.95,11.3,13.2,21.6,25.7,,,12.7,15.4,21.6,15.9,16.1,16.5,25.7,32.0,49.8,102.9
Dividend Payout Ratio,42.0%,44.9%,47.3%,47.1%,50.7%,59.3%,61.7%,28.4%,,,,,61.7%,,,,28.4%,,,
Common Shares Outstanding,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Total Revenue,"1,369","1,584","1,507","1,419","1,404","1,372","1,359","1,275",,,329.1,346.3,348.2,326.0,312.8,317.6,318.3,295.5,291.0,276.7
"Cost of Revenue, Total",685.3,808.3,778.7,730.1,720.6,697.1,695.4,641.3,,,167.4,178.1,179.3,167.1,157.8,158.8,157.7,149.0,146.0,138.1
Gross Profit,683.2,776.0,728.1,689.1,683.3,675.2,664.0,633.5,,,161.7,168.2,168.9,159.0,155.1,158.8,160.6,146.5,145.0,138.6
"Selling/General/Administrative Expenses, Total",587.3,673.0,651.8,611.6,632.1,633.2,630.2,618.6,,,153.7,157.8,168.3,146.4,146.6,146.8,178.9,140.4,146.5,133.7
Operating Income,96.0,103.0,76.3,77.4,51.3,42.0,33.8,14.8,,,7.98,10.4,0.51,12.6,8.48,12.0,-18.3,6.13,-1.46,4.89
Net Income,99.9,107.0,101.4,95.5,82.9,70.8,63.2,169.1,,,15.7,15.9,16.0,140.4,12.8,14.2,1.78,7.18,5.86,7.22
EBITDA,115.2,120.3,91.6,88.2,61.6,52.2,45.9,28.7,,,11.0,13.8,3.33,16.2,12.1,15.7,-14.7,10.0,2.00,8.55
Gross Profit Margin,49.9%,49.0%,48.3%,48.6%,48.7%,49.2%,48.8%,49.7%,,,49.1%,48.6%,48.5%,48.8%,49.6%,50.0%,50.5%,49.6%,49.8%,50.1%
Operating Margin,7.0%,6.5%,5.1%,5.5%,3.7%,3.1%,2.5%,1.2%,,,2.4%,3.0%,0.1%,3.9%,2.7%,3.8%,-5.7%,2.1%,-0.5%,1.8%
Net Profit Margin,7.3%,6.8%,6.7%,6.7%,5.9%,5.2%,4.7%,13.3%,,,4.8%,4.6%,4.6%,43.0%,4.1%,4.5%,0.6%,2.4%,2.0%,2.6%
Return on Assets,12.1%,11.4%,9.8%,8.9%,7.6%,6.4%,5.2%,13.2%,,,6.3%,5.9%,5.2%,14.4%,14.0%,14.2%,13.2%,2.7%,2.3%,1.8%
Return on Equity,16.9%,15.7%,13.9%,12.3%,10.2%,8.4%,7.1%,16.6%,,,1.9%,1.9%,1.8%,13.6%,1.3%,1.4%,0.2%,0.7%,0.6%,0.7%
Return on Total Capital,16.9%,15.7%,13.9%,12.3%,10.2%,8.4%,7.1%,16.6%,,,8.6%,7.9%,7.1%,18.2%,18.6%,18.0%,16.6%,3.5%,3.0%,2.2%
SG&A to Sale,42.9%,42.5%,43.3%,43.1%,45.0%,46.1%,46.4%,48.5%,,,46.7%,45.6%,48.4%,44.9%,46.9%,46.2%,56.2%,47.5%,50.3%,48.3%
Depreciation & Amortisation,19.2,17.3,15.3,10.8,10.3,10.2,12.2,13.8,,,3.06,3.41,2.82,3.63,3.63,3.70,3.62,3.89,3.46,3.66
Tax Rate,29.9%,25.1%,19.1%,18.9%,19.3%,18.8%,19.5%,19.7%,,,15.6%,21.4%,20.1%,20.1%,15.7%,20.7%,9.3%,21.1%,8.1%,20.9%
Current Ratio,2.44,2.21,3.00,3.22,4.03,3.71,2.39,3.83,,,4.26,3.18,2.39,3.55,3.42,4.21,3.83,3.44,4.37,3.83
Quick Ratio,1.09,0.95,1.37,1.62,1.96,1.50,0.93,1.68,,,1.98,1.32,0.93,1.60,1.67,2.05,1.68,1.40,1.89,1.45
