,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-5,2017-8,2017-11,2018-2,2018-5,2018-8,2018-11,2019-2,2019-5,2019-8
Price Average,34.3,75.3,106.4,107.4,99.0,99.9,148.8,196.0,211.3,,110.8,108.3,150.3,184.5,195.0,205.5,189.3,208.3,230.5,206.3
Earnings per Share,3.97,0.64,6.75,10.0,9.67,9.79,9.61,11.9,14.0,,2.47,2.68,3.00,3.71,3.71,3.45,3.60,3.27,3.95,3.77
Revenue per Share,30.3,32.4,38.1,50.0,56.9,58.4,60.7,63.8,70.8,,14.9,15.5,16.0,17.4,17.2,17.4,18.0,18.2,18.9,19.4
Dividend per Share,2.10,2.10,2.50,3.45,3.45,3.45,3.45,3.60,4.70,,,1.60,0.00,2.00,,2.35,0.00,2.35,,
Capital Expenditures per Share,0.82,0.93,1.04,1.80,2.59,0.98,1.89,0.95,1.82,,0.16,0.12,0.22,0.46,0.39,0.50,0.53,0.41,0.37,0.38
Book Value per Share,26.0,24.5,29.0,35.6,41.8,48.7,54.8,62.9,72.2,,57.1,57.9,59.2,62.9,66.5,67.9,69.0,72.2,76.1,77.4
Price to Earnings Ratio,8.88,47.3,16.2,9.09,10.4,9.71,10.7,14.7,13.2,,9.98,10.3,12.7,14.7,12.8,14.1,12.2,13.2,16.6,14.0
Price to Book Value Ratio,1.31,1.22,3.77,2.65,2.27,1.88,2.04,2.51,2.85,,1.82,1.81,2.95,2.51,2.71,2.78,2.60,2.85,2.88,2.49
EV to EBITDA,22.6,45.5,23.2,17.0,19.1,18.8,19.0,21.2,20.1,,17.7,18.6,17.2,21.2,19.0,20.3,19.9,20.1,21.3,20.5
Dividend Payout Ratio,52.9%,325.9%,37.0%,34.5%,35.7%,35.3%,35.9%,30.3%,33.5%,,,15.4%,0.0%,16.9%,,16.9%,0.0%,16.8%,,
Common Shares Outstanding,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
Total Revenue,"4,908","4,528","7,116","9,330","9,835","10,374","10,564","11,880","13,182",,"2,714","2,888","2,965","3,312","3,259","3,285","3,281","3,357","3,555","3,514"
"Cost of Revenue, Total","2,905","3,165","3,602","4,242","4,946","5,829","6,069","6,429","6,830",,"1,917","1,991","1,973",548.7,"2,044","2,153","2,101",532.1,"2,241","2,247"
Gross Profit,"4,822","4,419","6,990","8,953","8,757","9,479","9,647","11,061","12,462",,"2,577","2,707","2,812","2,965","3,086","3,118","3,092","3,165","3,363","3,322"
"Selling/General/Administrative Expenses, Total","3,480","3,868","4,624","5,796","6,375","7,294","7,509","8,153","8,703",,"1,956","2,034","2,017","2,146","2,088","2,198","2,146","2,271","2,282","2,292"
Operating Income,"1,377",570.7,"2,355","3,136","3,007","3,081","3,055","3,727","4,479",,757.5,854.7,948.5,"1,166","1,171","1,087","1,135","1,086","1,274","1,222"
Net Income,991.9,161.1,"1,688","2,501","2,418","2,446","2,403","2,966","3,506",,617.8,670.8,749.8,927.9,927.6,861.7,900.7,816.5,986.6,942.3
EBITDA,"1,541",799.5,"2,585","3,389","3,310","3,423","3,406","4,114","4,871",,852.8,955.4,"1,043","1,263","1,276","1,181","1,232","1,182","1,368","1,315"
Gross Profit Margin,63.6%,54.6%,73.5%,71.7%,61.6%,64.9%,63.5%,69.3%,70.4%,,69.2%,69.9%,70.3%,68.1%,71.9%,71.6%,68.9%,69.4%,71.3%,68.5%
Operating Margin,18.2%,7.1%,24.8%,25.1%,21.1%,21.1%,20.1%,23.4%,25.3%,,20.3%,22.1%,23.7%,26.8%,27.3%,24.9%,25.3%,23.8%,27.0%,25.2%
Net Profit Margin,20.2%,3.6%,23.7%,26.8%,24.6%,23.6%,22.8%,25.0%,26.6%,,22.8%,23.2%,25.3%,28.0%,28.5%,26.2%,27.5%,24.3%,27.7%,26.8%
Return on Assets,2.5%,0.4%,3.6%,4.5%,3.9%,3.6%,3.3%,3.9%,4.2%,,3.5%,3.5%,3.7%,3.7%,4.0%,4.2%,4.2%,4.0%,4.0%,4.0%
