,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,6.78,5.93,7.64,11.1,6.98,8.70,8.05,7.33,,,9.43,8.58,8.15,8.20,8.13,8.05,7.03,7.13,7.10,7.33
Earnings per Share,0.53,-0.56,-0.97,0.029,-0.28,0.18,0.12,0.28,,,0.28,-0.42,0.036,0.26,-0.22,0.37,-0.13,-0.32,-0.54,-0.32
Revenue per Share,18.9,17.9,14.4,15.7,15.0,14.6,15.6,18.0,,,4.25,3.25,3.72,4.65,4.73,4.77,3.84,3.63,4.02,3.94
Dividend per Share,0.20,,,,,0.12,0.20,0.17,,,,,0.20,,,,0.17,,,
Capital Expenditures per Share,0.88,1.09,0.91,0.16,0.079,0.11,0.87,0.68,,,0.007,0.048,0.64,0.045,0.24,0.32,0.077,0.33,0.54,0.49
Book Value per Share,12.7,11.7,10.8,10.8,10.5,10.7,10.7,10.8,,,11.1,10.7,10.7,11.0,10.5,10.9,10.8,10.5,9.78,9.46
Price to Earnings Ratio,11.9,,,302.0,,37.9,62.4,,,,26.6,217.3,62.4,48.3,,17.0,,,,
Price to Book Value Ratio,0.53,0.51,0.46,0.75,0.55,0.83,0.66,,,,0.73,0.67,0.66,0.64,0.68,0.68,,0.67,0.70,0.69
EV to EBITDA,7.53,37.7,154.7,11.9,13.9,8.62,12.8,12.8,,,8.89,11.9,12.8,15.4,23.6,11.8,12.8,22.4,-156.6,-26.3
Dividend Payout Ratio,36.6%,,,,,65.0%,170.9%,61.5%,,,,,170.9%,,,,61.6%,,,
Common Shares Outstanding,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,,,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
Total Revenue,"1,888","1,788","1,438","1,571","1,500","1,463","1,563","1,796",,,424.6,324.7,371.9,464.4,472.4,476.4,383.3,363.1,401.2,393.4
"Cost of Revenue, Total","1,758","1,773","1,463","1,477","1,451","1,359","1,463","1,712",,,383.7,332.2,347.8,438.3,449.5,444.9,379.1,384.3,431.6,403.6
Gross Profit,130.3,15.0,-25.4,94.8,49.1,104.5,99.2,84.6,,,41.0,-7.53,24.1,26.1,22.8,31.5,4.18,-21.2,-30.4,-10.1
"Selling/General/Administrative Expenses, Total",72.2,73.6,70.0,71.8,74.6,76.6,72.0,84.8,,,17.7,18.0,15.8,21.7,22.7,20.4,19.9,20.3,33.3,21.6
Operating Income,95.5,-53.7,-98.5,28.7,-18.1,28.4,6.21,48.2,,,28.6,-45.6,1.64,11.8,25.3,26.4,-15.3,-40.1,-61.7,-31.4
Net Income,53.3,-55.6,-96.6,2.94,-27.5,18.5,11.7,27.6,,,27.8,-42.3,3.58,25.7,-22.0,36.8,-12.9,-32.2,-53.9,-31.6
EBITDA,209.8,46.2,8.58,139.3,87.6,134.2,110.2,150.7,,,54.8,-19.7,27.5,37.0,50.8,52.3,10.6,-15.7,-35.8,-4.62
Gross Profit Margin,6.9%,0.8%,-1.8%,6.0%,3.3%,7.1%,6.3%,4.7%,,,9.7%,-2.3%,6.5%,5.6%,4.8%,6.6%,1.1%,-5.8%,-7.6%,-2.6%
Operating Margin,5.1%,-3.0%,-6.9%,1.8%,-1.2%,1.9%,0.4%,2.7%,,,6.7%,-14.0%,0.4%,2.5%,5.4%,5.5%,-4.0%,-11.1%,-15.4%,-8.0%
Net Profit Margin,2.8%,-3.1%,-6.7%,0.2%,-1.8%,1.3%,0.7%,1.5%,,,6.5%,-13.0%,1.0%,5.5%,-4.7%,7.7%,-3.4%,-8.9%,-13.4%,-8.0%
Return on Assets,2.5%,-2.5%,-4.6%,0.2%,-1.5%,1.1%,0.6%,1.5%,,,1.7%,0.2%,0.6%,0.8%,-1.8%,2.2%,1.4%,-1.6%,-3.5%,-7.5%
Return on Equity,4.2%,-4.7%,-9.0%,0.3%,-2.6%,1.7%,1.1%,2.6%,,,2.5%,-4.0%,0.3%,2.3%,-2.1%,3.4%,-1.2%,-3.1%,-5.5%,-3.3%
Return on Total Capital,3.9%,-4.7%,-8.2%,0.2%,-2.4%,1.7%,1.1%,2.5%,,,2.7%,0.3%,1.1%,1.3%,-3.3%,4.0%,2.5%,-2.8%,-6.2%,-13.4%
SG&A to Sale,3.8%,4.1%,4.9%,4.6%,5.0%,5.2%,4.6%,4.7%,,,4.2%,5.5%,4.3%,4.7%,4.8%,4.3%,5.2%,5.6%,8.3%,5.5%
Depreciation & Amortisation,114.2,99.9,107.1,110.6,105.7,105.8,104.0,102.5,,,26.2,25.9,25.8,25.2,25.5,25.9,25.9,24.4,25.9,26.8
Tax Rate,12.1%,20.1%,0.1%,21.3%,4.4%,3.0%,-187.6%,-0.1%,,,2.5%,10.0%,16.1%,13.7%,-16.3%,-11.5%,20.7%,0.1%,2.1%,1.6%
Current Ratio,1.28,1.02,1.05,1.18,1.37,1.45,1.29,1.34,,,1.53,1.39,1.29,1.38,1.24,1.28,1.34,1.31,1.27,1.14
Quick Ratio,0.52,0.38,0.44,0.50,0.64,0.55,0.42,0.44,,,0.62,0.40,0.42,0.49,0.41,0.47,0.44,0.42,0.49,0.40
Days Inventory Outstanding,107.5,124.6,134.6,111.4,102.1,108.0,142.1,142.4,,,129.9,144.0,164.2,148.6,152.7,155.3,146.2,145.0,122.4,117.4
Days Sale Outstanding,75.3,82.6,76.3,86.8,71.6,76.2,76.3,69.0,,,82.9,64.7,76.3,77.6,87.2,85.5,69.0,67.1,68.5,74.9
Days Payable Outstanding,18.5,23.1,26.9,13.8,14.7,17.4,17.9,16.3,,,0.00,0.00,10.6,20.3,25.9,23.6,15.5,14.6,12.8,21.0
Cash Conversion Cycle,172.9,174.8,208.1,178.3,165.9,166.9,194.8,195.6,,,214.7,217.9,213.4,205.1,201.3,221.1,208.6,200.9,180.3,160.6
Debt to Asset Ratio,0.40,0.49,0.43,0.45,0.35,0.37,0.43,0.43,,,0.36,0.41,0.43,0.40,0.49,0.46,0.43,0.44,0.41,0.48
Debt to Equity Ratio,0.68,0.95,0.77,0.83,0.54,0.60,0.77,0.75,,,0.57,0.70,0.77,0.67,0.94,0.85,0.75,0.77,0.70,0.91
Interest Coverage Ratio,5.19,,,1.48,,2.93,0.48,2.32,,,8.57,,0.45,3.06,5.25,4.05,,,,
Cash and Short Term Investments,1.04,10.6,1.43,13.2,5.19,0.64,4.64,3.45,,,16.7,0.70,4.64,12.3,2.23,0.61,3.45,7.82,2.88,3.93
"Total Receivables, Net",389.4,404.8,300.6,373.8,294.0,305.3,326.7,339.8,,,353.2,274.7,326.7,337.3,390.0,418.3,339.8,311.7,304.8,316.4
Total Inventory,539.8,670.9,407.9,493.6,317.8,486.3,653.1,682.9,,,487.2,663.9,653.1,570.1,741.7,688.1,682.9,634.0,465.6,562.4
Total Current Assets,962.3,"1,095",722.5,887.0,627.0,807.6,996.4,"1,036",,,870.3,961.9,996.4,952.4,"1,171","1,132","1,036",971.7,787.5,897.4
"Property/Plant/Equipment, Total - Net","1,136","1,164","1,164","1,077",983.2,893.1,856.3,827.9,,,856.4,836.3,856.3,839.6,845.5,859.6,827.9,874.7,868.9,896.3
Total Assets,"2,126","2,277","1,896","1,972","1,618","1,708","1,892","1,886",,,"1,740","1,813","1,892","1,830","2,046","2,014","1,886","1,853","1,663","1,801"
Accounts Payable,74.5,150.3,65.6,46.1,70.6,59.1,84.6,68.2,,,,,84.6,82.1,140.3,77.4,68.2,64.4,51.0,133.0
