,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,7.20,8.80,10.7,10.5,6.43,,,10.2,10.2,11.8,10.9,9.13,8.52,8.40,7.98,6.68,4.98
Earnings per Share,1.74,0.31,0.25,0.28,1.01,0.76,0.56,0.22,,,0.12,0.12,0.16,0.063,0.053,0.009,0.098,0.10,-0.044,-0.020
Revenue per Share,3.82,4.07,3.82,4.63,5.30,7.16,7.22,8.31,,,1.67,1.72,2.20,2.09,1.80,1.96,2.46,2.14,2.01,2.09
Dividend per Share,0.00,0.089,0.18,0.18,1.08,0.30,0.32,0.32,,,,,0.32,,,,0.32,,,
Capital Expenditures per Share,0.073,0.23,0.16,0.19,0.28,0.43,0.49,0.57,,,0.13,0.090,0.11,0.14,0.12,0.12,0.18,0.71,0.26,0.20
Book Value per Share,2.07,2.31,2.49,2.61,5.39,5.79,6.07,6.02,,,5.83,5.94,6.07,6.16,5.90,5.90,6.02,6.16,5.79,5.73
Price to Earnings Ratio,,,,,6.86,12.8,21.8,36.2,,,12.9,14.6,21.8,20.2,22.5,28.9,36.2,27.7,36.0,31.4
Price to Book Value Ratio,,,,,1.37,2.02,2.06,1.38,,,1.75,1.57,2.06,1.51,1.49,1.41,1.38,1.23,0.97,0.73
EV to EBITDA,0.00,0.00,0.00,0.00,11.2,7.25,11.7,11.6,,,7.47,7.63,11.7,13.7,13.2,14.6,11.6,12.3,12.1,7.21
Dividend Payout Ratio,0.0%,28.4%,71.7%,64.5%,107.4%,39.5%,57.2%,143.1%,,,,,57.2%,,,,143.1%,,,
Common Shares Outstanding,880.4,880.4,880.4,880.4,880.4,880.4,880.4,880.4,,,880.4,880.4,880.4,880.4,880.4,880.4,880.4,880.4,880.4,880.4
Total Revenue,"3,364","3,582","3,362","4,074","4,663","6,306","6,354","7,319",,,"1,467","1,512","1,936","1,837","1,585","1,727","2,169","1,884","1,767","1,841"
"Cost of Revenue, Total","2,690","2,916","2,784","3,396","3,812","4,600","4,882","6,063",,,"1,100","1,140","1,605","1,500","1,302","1,481","1,780","1,487","1,512","1,574"
Gross Profit,673.9,665.8,578.4,677.8,850.8,"1,705","1,472","1,256",,,367.2,372.1,331.5,337.0,282.7,245.5,389.1,397.4,255.6,267.4
"Selling/General/Administrative Expenses, Total",336.4,393.6,339.9,396.5,526.4,799.7,938.1,966.6,,,214.1,217.2,285.6,240.0,228.8,235.3,262.5,264.9,281.1,264.6
Operating Income,337.5,272.2,238.4,281.3,324.4,905.7,533.8,289.0,,,153.1,154.9,45.9,97.0,53.9,10.2,126.5,132.6,-25.5,2.80
Net Income,"1,534",276.5,219.1,243.6,280.6,669.0,492.9,196.9,,,104.4,108.7,145.2,55.2,46.9,8.36,86.5,90.3,-38.6,-17.8
EBITDA,359.3,296.7,272.9,329.0,393.4,"1,050",726.4,566.2,,,195.8,203.1,106.4,157.4,122.7,81.6,203.3,213.3,62.5,89.3
Gross Profit Margin,20.0%,18.6%,17.2%,16.6%,18.2%,27.0%,23.2%,17.2%,,,25.0%,24.6%,17.1%,18.3%,17.8%,14.2%,17.9%,21.1%,14.5%,14.5%
Operating Margin,10.0%,7.6%,7.1%,6.9%,7.0%,14.4%,8.4%,3.9%,,,10.4%,10.2%,2.4%,5.3%,3.4%,0.6%,5.8%,7.0%,-1.4%,0.2%
Net Profit Margin,45.6%,7.7%,6.5%,6.0%,6.0%,10.6%,7.8%,2.7%,,,7.1%,7.2%,7.5%,3.0%,3.0%,0.5%,4.0%,4.8%,-2.2%,-1.0%
Return on Assets,47.5%,11.7%,8.7%,9.0%,6.5%,10.9%,7.3%,2.8%,,,10.0%,8.9%,7.3%,5.8%,5.1%,3.7%,2.8%,3.1%,1.9%,1.5%
Return on Equity,84.2%,13.6%,10.0%,10.6%,5.9%,13.1%,9.2%,3.7%,,,2.0%,2.1%,2.7%,1.0%,0.9%,0.2%,1.6%,1.7%,-0.8%,-0.4%
Return on Total Capital,84.2%,13.6%,10.0%,10.5%,5.9%,13.1%,9.2%,3.7%,,,12.4%,10.7%,9.2%,7.6%,6.8%,4.9%,3.7%,4.3%,2.3%,2.0%
SG&A to Sale,10.0%,11.0%,10.1%,9.7%,11.3%,12.7%,14.8%,13.2%,,,14.6%,14.4%,14.7%,13.1%,14.4%,13.6%,12.1%,14.1%,15.9%,14.4%
Depreciation & Amortisation,21.8,24.5,34.5,47.7,69.0,144.2,192.6,277.3,,,42.7,48.2,60.5,60.4,68.8,71.4,76.7,80.7,88.0,86.5
Tax Rate,3.4%,21.2%,22.8%,21.4%,23.9%,18.3%,16.4%,21.3%,,,19.2%,20.8%,8.4%,29.1%,16.3%,43.0%,17.5%,24.4%,3.0%,19.3%
Current Ratio,4.86,8.08,7.12,6.75,4.41,3.73,3.89,3.98,,,4.54,4.86,3.89,4.45,4.83,4.35,3.98,2.33,3.86,3.77
Quick Ratio,1.32,1.73,1.58,1.74,1.00,2.22,1.69,0.96,,,2.42,2.08,1.69,1.54,1.12,1.00,0.96,0.65,0.98,0.84
Days Inventory Outstanding,41.4,38.7,47.1,43.6,50.9,54.6,57.7,55.0,,,65.4,52.8,53.9,72.9,79.4,62.4,56.7,75.0,79.3,65.7
Days Sale Outstanding,43.8,31.8,37.6,36.7,44.4,38.0,42.8,36.6,,,33.1,25.1,42.8,40.3,36.9,35.5,36.6,36.0,30.5,32.5
Days Payable Outstanding,4.96,3.92,3.56,3.43,8.80,12.8,16.6,15.3,,,8.57,9.69,15.6,16.6,12.1,10.1,12.6,13.3,9.63,8.78
Cash Conversion Cycle,83.3,71.7,79.3,73.4,75.3,76.8,78.5,77.7,,,90.4,70.8,68.2,98.8,108.3,87.3,78.0,99.4,104.8,87.0
Debt to Asset Ratio,0.15,0.10,0.12,0.12,0.16,0.17,0.17,0.17,,,0.14,0.14,0.17,0.16,0.15,0.16,0.17,0.23,0.31,0.31
Debt to Equity Ratio,0.19,0.12,0.14,0.15,0.19,0.21,0.23,0.23,,,0.18,0.16,0.23,0.20,0.20,0.22,0.23,0.34,0.48,0.48
Interest Coverage Ratio,4.17,604.8,166.0,94.8,125.0,106.0,64.6,39.1,,,51.4,69.8,92.1,62.7,20.8,5.76,85.9,24.1,,0.19
Cash and Short Term Investments,734.5,797.7,769.5,745.1,"1,219","1,327","1,448","1,289",,,"1,235","1,496","1,448",874.8,"1,176","1,424","1,289",921.7,"1,256","1,217"
"Total Receivables, Net",403.5,312.1,346.2,409.7,567.6,655.9,744.5,733.5,,,571.8,431.4,744.5,744.9,693.9,688.3,733.5,725.8,630.0,681.5
Total Inventory,318.7,299.3,419.5,391.5,672.2,703.6,839.8,987.8,,,722.2,602.8,839.8,"1,296","1,117",896.4,987.8,"1,499","1,222","1,062"
Total Current Assets,"1,486","1,455","1,580","1,594","2,516","2,797","3,148","3,158",,,"2,638","2,652","3,148","3,084","3,118","3,148","3,158","3,255","3,188","3,071"
"Property/Plant/Equipment, Total - Net",311.4,476.4,572.5,700.6,"1,744","2,007","2,561","2,828",,,"2,149","2,183","2,561","2,603","2,657","2,689","2,828","3,413","3,544","3,640"
Total Assets,"2,286","2,422","2,624","2,782","5,829","6,403","7,116","7,073",,,"6,296","6,360","7,116","7,070","6,805","6,875","7,073","7,812","7,817","7,745"
Accounts Payable,35.1,27.5,26.7,37.2,146.7,176.3,267.7,240.5,,,93.4,149.7,267.7,218.5,149.4,177.6,240.5,200.3,129.8,176.0
Accrued Expenses,10.0,5.98,,,191.3,204.8,215.2,202.0,,,134.1,164.1,215.2,143.3,142.1,184.9,202.0,169.6,165.3,211.3
Debt Due,62.9,0.00,30.0,34.8,90.9,176.0,192.8,226.7,,,224.0,106.0,192.8,185.9,238.0,256.7,226.7,837.2,366.8,228.3
Total Current Liabilities,305.5,180.2,221.9,236.0,570.1,750.2,808.5,794.1,,,581.1,545.6,808.5,693.0,645.5,723.5,794.1,"1,398",825.3,814.1
Long Term Debt,0.021,,5.34,18.6,32.0,8.80,12.1,8.50,,,16.7,6.42,12.1,11.1,10.6,9.54,8.50,7.43,"1,142","1,127"
Total Liabilities,343.2,253.1,304.1,345.3,907.8,"1,058","1,210","1,206",,,904.5,858.7,"1,210","1,109","1,054","1,134","1,206","1,825","2,449","2,429"
Common Stock,785.4,785.4,785.4,785.4,880.4,880.4,880.4,880.4,,,880.4,880.4,880.4,880.4,880.4,880.4,880.4,880.4,880.4,880.4
Additional Paid-In Capital,177.5,177.5,177.5,177.5,300.7,300.7,300.7,300.7,,,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7,300.7
Retained Earnings (Accumulated Deficit),933.8,"1,151","1,306","1,393","2,894","3,247","3,543","3,458",,,"3,301","3,410","3,543","3,598","3,363","3,371","3,458","3,548","3,228","3,210"
Shareholders' Equity,"1,821","2,035","2,194","2,298","4,742","5,100","5,346","5,304",,,"5,132","5,232","5,346","5,421","5,196","5,195","5,304","5,421","5,094","5,043"
Cash from Operating Activities,382.7,299.0,158.7,293.5,458.3,670.8,654.6,205.2,,,227.9,482.3,-68.2,-502.0,291.4,353.5,62.3,-308.9,422.6,259.6
Cash from Investing Activities,294.7,-160.4,-122.7,-146.7,-114.8,"-1,297",84.4,-57.0,,,35.7,47.2,28.1,250.4,-26.3,-149.4,-131.7,-520.7,-790.2,17.0
Cash from Financing Activities,-814.9,-68.2,-73.8,-167.7,-66.1,-269.1,-185.7,-271.2,,,-190.5,-131.5,85.6,-9.35,-245.0,15.6,-32.4,599.6,374.7,-120.8
Net Change in Cash,-140.1,63.3,-32.3,-20.4,291.4,-903.2,511.7,-148.5,,,64.5,389.7,35.7,-275.3,36.2,203.4,-112.6,-251.6,-7.04,148.4
Free Cashflows,318.6,100.6,19.9,125.9,209.2,292.7,219.1,-292.5,,,113.8,403.2,-161.7,-626.3,185.9,247.2,-99.2,-937.6,192.9,81.8
Free Cashflow per Share,0.36,0.11,0.023,0.14,0.24,0.33,0.25,-0.33,,,0.13,0.46,-0.18,-0.71,0.21,0.28,-0.11,-1.06,0.22,0.093
