,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.29,3.52,2.57,2.62,2.52,2.79,2.68,2.11,,,2.83,2.99,2.90,2.70,2.64,2.43,2.11,1.92,2.10,2.49
Earnings per Share,0.16,0.27,0.27,0.20,0.19,0.19,0.22,0.083,,,0.081,0.044,0.041,0.030,0.018,0.024,0.010,-0.005,0.021,0.028
Revenue per Share,1.32,1.45,0.68,0.70,0.71,0.75,0.82,0.70,,,0.23,0.19,0.20,0.22,0.17,0.16,0.15,0.13,0.15,0.16
Dividend per Share,0.15,0.16,0.17,0.18,0.18,0.18,0.21,0.078,,,,,0.21,,,,0.078,,,
Capital Expenditures per Share,0.061,0.027,0.016,0.006,0.028,0.036,0.013,0.009,,,0.001,0.000,0.012,0.001,0.003,0.005,0.001,0.009,0.001,0.001
Book Value per Share,5.00,5.12,2.50,2.53,2.55,2.55,2.59,2.47,,,2.51,2.55,2.59,2.62,2.43,2.45,2.47,2.46,2.41,2.44
Price to Earnings Ratio,17.7,13.4,8.03,12.9,13.0,13.5,13.6,26.4,,,10.6,12.1,13.6,13.5,19.4,20.2,26.4,34.3,33.4,45.5
Price to Book Value Ratio,0.60,0.78,0.97,0.96,0.93,0.94,1.04,0.77,,,1.11,1.10,1.04,0.95,1.07,0.88,0.77,0.78,0.68,1.03
EV to EBITDA,9.15,14.5,7.91,15.9,12.6,10.4,9.43,8.83,,,7.05,8.42,9.43,10.1,11.3,10.4,8.83,8.54,8.94,11.8
Dividend Payout Ratio,91.3%,58.4%,63.8%,90.3%,93.1%,93.9%,95.0%,94.5%,,,,,95.0%,,,,94.5%,,,
Common Shares Outstanding,684.0,716.8,"2,150","2,150","2,150","2,150","2,150","2,150",,,"2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150"
Total Revenue,903.4,"1,042","1,464","1,499","1,531","1,604","1,770","1,390",,,490.2,413.9,423.7,407.6,321.0,339.9,315.8,277.3,321.8,335.8
"Cost of Revenue, Total",65.0,71.0,93.4,83.3,103.5,180.9,263.6,203.3,,,55.1,64.4,75.0,82.4,44.4,49.0,27.5,31.1,44.3,36.6
Gross Profit,480.7,554.0,849.6,883.1,880.9,955.5,"1,128",738.2,,,337.6,253.2,255.5,233.1,161.9,183.6,154.3,84.1,166.7,183.1
"Selling/General/Administrative Expenses, Total",213.2,223.0,259.1,266.9,265.2,180.9,263.6,203.3,,,55.1,64.4,75.0,82.4,44.4,49.0,27.5,31.1,44.3,36.6
Operating Income,188.6,249.9,507.0,528.0,516.6,774.5,864.1,534.9,,,282.5,188.8,180.4,150.7,117.5,134.5,126.8,53.0,122.5,146.5
Net Income,112.3,188.0,394.0,428.7,416.0,412.2,475.4,177.5,,,173.4,95.0,87.6,63.7,39.7,51.8,22.3,-10.4,44.5,60.6
EBITDA,236.4,299.6,558.9,575.9,551.3,809.8,907.7,581.8,,,292.0,202.4,189.7,163.5,128.5,149.1,135.4,66.3,133.2,161.9
Gross Profit Margin,53.2%,53.2%,58.0%,58.9%,57.5%,59.6%,63.7%,49.3%,,,68.9%,61.2%,60.3%,49.3%,44.7%,54.0%,48.9%,30.3%,51.8%,54.5%
Operating Margin,20.9%,24.0%,34.6%,35.2%,33.7%,48.3%,48.8%,35.8%,,,57.6%,45.6%,42.6%,31.9%,32.5%,39.6%,40.2%,19.1%,38.1%,43.6%
Net Profit Margin,12.4%,18.0%,26.9%,28.6%,27.2%,25.7%,26.9%,12.8%,,,35.4%,23.0%,20.7%,15.6%,12.4%,15.2%,7.1%,-3.7%,13.8%,18.1%
Return on Assets,2.1%,2.6%,4.1%,3.8%,3.5%,3.9%,4.1%,1.6%,,,4.9%,4.6%,3.9%,3.1%,2.2%,2.2%,1.7%,1.1%,1.3%,1.4%
Return on Equity,3.3%,5.1%,7.3%,7.9%,7.6%,7.5%,8.5%,3.3%,,,3.2%,1.7%,1.6%,1.1%,0.8%,1.0%,0.4%,-0.2%,0.9%,1.2%
Return on Total Capital,3.3%,4.1%,6.8%,7.9%,6.1%,6.8%,8.1%,3.3%,,,9.4%,8.8%,8.1%,7.1%,5.2%,4.4%,3.3%,1.9%,2.1%,2.2%
SG&A to Sale,23.6%,21.4%,17.7%,17.8%,17.3%,11.3%,14.9%,13.6%,,,11.2%,15.6%,17.7%,17.4%,12.3%,14.4%,8.7%,11.2%,13.8%,10.9%
Depreciation & Amortisation,47.8,49.7,51.9,47.9,34.8,35.2,43.6,47.0,,,9.54,13.6,9.26,12.8,10.9,14.6,8.62,13.3,10.8,15.5
Tax Rate,40.5%,24.8%,20.1%,20.4%,19.9%,19.3%,19.5%,18.5%,,,20.0%,20.0%,19.7%,15.4%,20.4%,20.2%,19.4%,25.6%,18.5%,19.3%
Current Ratio,2.88,1.96,2.21,1.74,2.46,2.41,1.83,2.24,,,2.20,1.99,1.83,1.74,1.93,2.06,2.24,3.09,2.68,2.81
Quick Ratio,2.70,1.85,1.93,1.60,2.08,2.27,1.69,1.98,,,2.12,1.86,1.69,1.65,1.78,1.89,1.98,2.80,2.39,2.57
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,"1,768","2,991","1,956","2,739","2,025","2,131","2,392","2,071",,,"1,966","2,165","2,392","2,619","2,260","2,231","2,079","2,000","2,154","2,194"
Days Payable Outstanding,"8,193","10,739","9,452","7,742","6,562","4,305","3,728","5,077",,,"4,508","4,247","4,190","4,565","4,519","3,956","4,839","5,015","3,820","4,145"
Cash Conversion Cycle,"-5,889","-16,003","-6,675","-7,936","-6,679","-4,744","-4,154","-4,697",,,"-3,927","-4,507","-4,151","-5,117","-3,644","-3,975","-4,699","-3,665","-3,900","-3,967"
Debt to Asset Ratio,0.33,0.60,0.46,0.57,0.50,0.47,0.57,0.47,,,0.48,0.53,0.57,0.59,0.55,0.52,0.47,0.35,0.40,0.39
Debt to Equity Ratio,0.50,1.52,0.84,1.31,1.00,0.88,1.31,0.87,,,0.94,1.11,1.31,1.47,1.21,1.08,0.87,0.54,0.67,0.63
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,235.9,440.3,"1,091",948.3,"1,519",506.6,889.9,989.4,,,306.6,681.7,889.9,618.5,778.7,756.0,989.4,613.0,771.1,554.1
"Total Receivables, Net","4,375","8,533","7,847","11,249","8,497","9,367","11,599","8,488",,,"9,794","10,564","11,599","12,920","10,357","9,768","8,488","7,098","7,404","7,517"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"4,672","9,006","8,977","12,257","10,068","9,917","12,555","9,634",,,"10,155","11,315","12,555","13,600","11,265","10,685","9,634","7,852","8,314","8,214"
"Property/Plant/Equipment, Total - Net",145.7,113.7,96.9,63.4,92.2,130.5,115.4,88.9,,,112.1,102.1,115.4,105.1,99.8,99.2,88.9,98.6,85.5,86.9
Total Assets,"5,133","9,250","9,922","12,569","10,961","10,329","12,866","9,952",,,"10,440","11,599","12,866","13,903","11,560","10,986","9,952","8,182","8,635","8,531"
Accounts Payable,"1,057","3,122","1,714","1,818","1,903","2,365","3,020","2,635",,,"2,648","3,033","3,020","3,907","2,684","2,754","2,635","1,542","1,639","1,530"
Accrued Expenses,74.3,137.7,170.3,238.2,230.8,234.3,271.5,172.9,,,168.8,216.7,271.5,174.5,136.6,163.8,172.9,107.2,114.7,137.8
Debt Due,450.0,"1,300","2,147","4,880","1,896","1,450","3,500","1,450",,,"1,750","2,400","3,500","3,698","3,000","2,248","1,450",850.0,"1,350","1,250"
Total Current Liabilities,"1,621","4,605","4,063","7,026","4,089","4,119","6,844","4,296",,,"4,619","5,676","6,844","7,825","5,822","5,181","4,296","2,538","3,103","2,924"
Long Term Debt,,900.0,400.0,,"1,300",600.0,300.0,100.0,,,300.0,300.0,300.0,300.0,300.0,300.0,100.0,100.0,100.0,100.0
Total Liabilities,"1,714","5,580","4,538","7,124","5,488","4,844","7,291","4,642",,,"5,048","6,112","7,291","8,264","6,333","5,708","4,642","2,883","3,458","3,294"
Common Stock,716.8,716.8,"2,150","2,150","2,150","2,150","2,150","2,150",,,"2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150","2,150"
