,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,6.06,6.13,6.65,6.63,8.13,,,6.65,7.05,6.50,6.38,6.93,6.73,6.73,8.00,9.13,8.73
Earnings per Share,0.005,0.015,0.048,0.059,0.12,0.10,0.13,0.18,,,0.034,0.043,0.025,0.039,0.043,0.050,0.049,0.043,0.046,0.048
Revenue per Share,0.19,0.29,0.40,0.42,0.62,0.70,0.85,1.14,,,0.21,0.22,0.22,0.23,0.25,0.34,0.33,0.31,0.29,0.31
Dividend per Share,0.016,0.054,0.067,0.038,0.070,0.040,0.050,0.091,,,,,0.050,,,,0.091,,0.091,0.00
Capital Expenditures per Share,0.014,0.090,0.096,0.094,0.067,0.17,0.11,0.21,,,0.012,0.019,0.067,0.048,0.039,0.048,0.075,0.071,0.045,0.045
Book Value per Share,0.061,0.12,0.24,0.22,0.84,0.89,1.01,1.15,,,0.92,0.97,1.01,1.05,1.05,1.10,1.15,1.67,1.63,1.58
Price to Earnings Ratio,,,,75.8,49.2,62.9,48.5,34.1,,,51.1,52.7,48.5,44.8,45.2,40.7,34.3,36.5,47.8,42.9
Price to Book Value Ratio,,,,20.6,7.83,6.73,5.68,5.53,,,6.56,6.63,5.68,5.80,6.62,5.54,5.53,4.68,5.28,4.80
EV to EBITDA,,0.00,0.00,0.00,22.8,25.4,23.6,15.6,,,20.7,25.5,23.6,19.4,20.4,18.5,15.6,15.3,19.0,19.7
Dividend Payout Ratio,343.3%,370.5%,139.6%,65.1%,59.3%,39.9%,38.2%,50.1%,,,,,38.2%,,,,50.3%,,48.4%,0.0%
Common Shares Outstanding,"3,495","3,495","3,495","3,495","3,507","3,516","3,530","3,530",,,"3,516","3,516","3,530","3,530","3,530","3,530","3,530","3,883","3,883","3,883"
Total Revenue,679.5,"1,012","1,383","1,469","2,170","2,446","3,007","4,039",,,740.1,788.6,785.6,804.5,877.4,"1,201","1,156","1,207","1,144","1,195"
"Cost of Revenue, Total",500.5,657.0,784.1,941.8,"1,348","1,639","1,967","2,620",,,475.1,494.3,531.0,526.4,561.2,784.9,759.4,781.1,767.0,766.8
Gross Profit,178.9,355.2,599.0,527.2,821.8,807.1,"1,040","1,419",,,265.0,294.3,254.6,278.1,316.2,416.2,397.0,426.1,376.8,428.1
"Selling/General/Administrative Expenses, Total",72.5,63.7,184.9,201.6,302.2,383.7,479.1,522.6,,,109.8,111.2,148.0,109.0,124.1,134.1,155.3,137.8,141.4,181.7
Operating Income,106.4,291.5,414.1,325.5,519.6,423.4,560.5,896.3,,,155.3,183.1,106.6,169.0,192.0,282.1,241.7,288.2,235.4,246.4
Net Income,64.5,197.2,166.6,206.6,400.2,351.6,460.5,642.8,,,121.0,150.1,88.5,139.1,152.6,174.8,173.1,154.1,180.3,185.7
EBITDA,127.9,387.2,623.0,617.9,894.0,868.0,"1,004","1,390",,,263.6,295.5,219.1,278.6,302.7,429.6,379.2,428.5,393.5,437.3
Gross Profit Margin,26.3%,35.1%,43.3%,35.9%,37.9%,33.0%,34.6%,35.1%,,,35.8%,37.3%,32.4%,34.6%,36.0%,34.6%,34.3%,35.3%,32.9%,35.8%
Operating Margin,15.7%,28.8%,29.9%,22.2%,23.9%,17.3%,18.6%,22.2%,,,21.0%,23.2%,13.6%,21.0%,21.9%,23.5%,20.9%,23.9%,20.6%,20.6%
Net Profit Margin,9.5%,19.5%,12.0%,14.1%,18.4%,14.4%,15.3%,15.9%,,,16.3%,19.0%,11.3%,17.3%,17.4%,14.6%,15.0%,12.8%,15.8%,15.5%
Return on Assets,12.4%,20.7%,9.6%,8.9%,13.9%,10.0%,11.7%,12.9%,,,10.2%,10.8%,11.2%,11.4%,11.3%,10.6%,11.3%,9.5%,8.6%,8.9%
Return on Equity,30.4%,45.8%,19.5%,27.3%,13.5%,11.2%,12.9%,15.8%,,,3.7%,4.4%,2.5%,3.7%,4.1%,4.5%,4.3%,2.4%,2.9%,3.0%
Return on Total Capital,14.6%,25.6%,12.1%,13.9%,13.5%,11.1%,12.8%,15.8%,,,12.3%,12.6%,12.8%,13.4%,14.3%,14.3%,15.7%,10.1%,10.8%,11.3%
SG&A to Sale,10.7%,6.3%,13.4%,13.7%,13.9%,15.7%,15.9%,12.9%,,,14.8%,14.1%,18.8%,13.6%,14.1%,11.2%,13.4%,11.4%,12.4%,15.2%
Depreciation & Amortisation,21.4,95.7,208.9,292.4,374.4,444.5,443.8,493.7,,,108.4,112.4,112.5,109.5,110.6,147.5,137.5,140.3,158.2,190.9
Tax Rate,35.3%,26.8%,33.0%,23.6%,20.0%,15.1%,16.4%,18.1%,,,19.3%,16.6%,17.8%,17.1%,16.7%,18.7%,19.0%,19.3%,18.9%,17.5%
Current Ratio,0.88,1.09,0.64,0.69,4.09,3.41,3.91,1.82,,,3.28,3.65,3.91,2.81,1.95,1.68,1.82,4.26,4.26,4.37
Quick Ratio,0.66,0.89,0.47,0.54,2.77,1.64,1.94,0.98,,,1.52,1.59,1.94,1.41,0.96,0.88,0.98,2.50,2.99,3.30
Days Inventory Outstanding,12.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,2.17,2.22
Days Sale Outstanding,99.6,131.5,111.0,117.7,112.7,113.8,110.4,120.8,,,122.6,119.0,110.4,107.9,107.8,123.5,120.8,96.1,105.7,112.0
