,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,38.1,40.9,42.4,40.4,39.6,43.5,46.3,46.1,,,43.9,45.6,45.5,44.3,44.9,47.1,47.9,47.3,44.5,43.5
Earnings per Share,2.55,4.17,3.24,3.46,3.16,4.56,4.64,5.11,,,1.39,1.21,0.54,1.15,1.27,1.30,1.39,1.10,1.15,0.75
Revenue per Share,33.9,36.2,36.1,35.9,37.2,41.7,40.1,40.3,,,8.95,10.2,10.8,9.95,9.59,10.4,10.3,9.57,10.1,8.41
Dividend per Share,1.50,1.50,2.00,1.75,1.50,2.00,2.00,2.00,,,,,2.00,,,,2.00,,,
Capital Expenditures per Share,2.97,3.39,1.12,11.4,3.42,3.02,5.00,2.34,,,1.26,1.47,1.36,0.63,0.57,0.45,0.69,0.61,0.40,0.42
Book Value per Share,53.1,55.9,60.0,61.3,63.8,65.8,68.6,70.6,,,66.1,67.7,68.6,69.3,68.9,69.3,70.6,71.6,69.5,69.1
Price to Earnings Ratio,11.8,10.7,11.1,12.0,12.2,9.37,9.60,9.25,,,7.99,11.7,9.60,10.1,10.8,11.0,9.25,8.89,8.72,9.92
Price to Book Value Ratio,0.56,0.79,0.65,0.63,0.60,0.60,0.66,0.69,,,0.62,0.64,0.66,0.62,0.65,0.66,0.69,0.63,0.63,0.63
EV to EBITDA,5.23,4.72,3.38,7.07,5.38,3.62,5.57,5.61,,,3.92,5.41,5.57,5.21,5.31,5.61,5.61,5.89,6.40,6.11
Dividend Payout Ratio,58.9%,36.0%,61.8%,50.6%,47.4%,43.8%,43.1%,39.1%,,,,,43.1%,,,,39.1%,,,
Common Shares Outstanding,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,,,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0
Total Revenue,"9,822","10,507","10,457","10,396","10,798","12,090","11,618","11,677",,,"2,595","2,967","3,122","2,885","2,781","3,025","2,986","2,775","2,916","2,438"
"Cost of Revenue, Total","7,958","8,387","8,281","8,500","8,715","9,331","9,263","9,304",,,"2,087","2,331","2,599","2,225","2,239","2,417","2,424","2,222","2,426","1,935"
Gross Profit,"1,864","2,120","2,176","1,896","2,082","2,760","2,355","2,373",,,507.4,635.8,522.1,660.2,541.5,608.4,562.6,552.5,490.0,503.3
"Selling/General/Administrative Expenses, Total",951.0,"1,039","1,026",958.7,"1,013","1,025","1,055","1,126",,,255.0,247.7,279.9,267.5,266.2,276.1,316.3,263.0,288.4,258.7
Operating Income,912.9,"1,081","1,030",902.5,"1,050","1,723","1,264","1,247",,,241.7,392.3,212.8,392.6,288.6,334.2,231.8,288.9,201.1,245.2
