,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,4.13,9.53,12.0,19.1,19.2,18.6,13.3,10.1,,,18.8,18.1,15.2,14.1,14.0,12.6,10.6,11.5,10.8,8.63
Earnings per Share,-0.024,0.49,0.75,0.60,0.66,0.82,0.82,0.74,,,0.20,0.20,0.23,0.16,0.17,0.17,0.23,0.17,0.16,0.16
Revenue per Share,6.43,5.15,8.61,7.50,9.32,11.7,11.7,12.0,,,2.82,2.89,3.22,2.65,2.84,2.81,3.71,2.75,2.75,2.65
Dividend per Share,,0.060,0.16,0.19,0.27,0.33,0.33,0.30,,,,,0.33,,,,0.30,,,
Capital Expenditures per Share,0.43,0.11,1.40,0.52,0.41,0.82,0.39,0.37,,,0.22,-0.008,0.080,0.11,0.14,0.092,0.037,0.019,1.50,0.074
Book Value per Share,2.34,2.65,3.34,5.23,5.70,6.24,6.75,7.16,,,6.31,6.51,6.75,6.58,6.75,6.92,7.16,7.03,7.19,7.35
Price to Earnings Ratio,,14.2,9.63,24.9,22.3,22.5,16.5,14.2,,,20.4,20.9,16.5,18.7,16.9,15.3,14.2,15.4,13.0,10.8
Price to Book Value Ratio,0.82,3.10,2.04,2.64,3.21,2.76,1.93,1.38,,,2.93,2.50,1.93,1.67,2.16,1.39,1.38,1.68,1.31,0.98
EV to EBITDA,4.82,52.5,6.21,12.6,12.1,10.7,8.75,6.61,,,10.0,9.80,8.75,7.54,7.61,7.61,6.61,7.50,8.42,7.39
Dividend Payout Ratio,,12.2%,21.3%,31.8%,41.0%,40.4%,40.1%,40.7%,,,,,40.1%,,,,40.7%,,,
Common Shares Outstanding,670.9,779.5,779.5,"1,081","1,081","1,081","1,081","1,081",,,"1,081","1,081","1,081","1,081","1,081","1,081","1,081","1,081","1,081","1,081"
