,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,8.48,7.35,6.50,6.25,4.59,2.97,,,5.98,5.75,5.25,4.70,4.36,4.06,3.91,3.97,3.88,2.85
Earnings per Share,0.25,0.37,0.34,0.45,0.32,0.23,0.24,0.28,,,0.077,0.035,0.040,0.070,0.087,0.050,0.084,0.061,0.000,-0.006
Revenue per Share,2.48,2.79,2.85,3.60,3.12,2.68,3.06,3.73,,,0.78,0.68,0.70,0.85,0.98,1.01,0.89,0.99,0.77,0.73
Dividend per Share,0.00,1.16,0.45,0.30,0.45,0.17,0.25,0.27,,,0.15,0.00,0.10,,0.080,0.070,0.12,0.12,0.090,0.030
Capital Expenditures per Share,0.83,0.27,0.19,0.21,0.60,0.37,0.44,0.29,,,0.047,0.15,0.19,0.10,0.057,0.082,0.049,0.014,0.066,0.12
Book Value per Share,0.90,1.14,0.96,2.06,2.09,1.93,1.94,1.97,,,2.00,1.88,1.94,2.00,1.99,1.95,1.97,2.03,1.79,1.69
Price to Earnings Ratio,,,,17.2,18.1,26.2,21.1,14.0,,,24.4,26.7,21.1,20.1,18.5,15.3,13.5,13.7,19.1,14.4
Price to Book Value Ratio,,,,3.40,2.73,2.93,2.53,2.01,,,2.93,2.92,2.53,2.02,2.12,1.92,2.01,1.95,2.09,1.15
EV to EBITDA,,0.00,0.00,10.3,9.32,11.0,10.4,7.68,,,10.0,11.7,10.4,10.7,9.56,8.27,7.68,7.37,8.30,8.85
Dividend Payout Ratio,0.0%,311.5%,133.8%,66.1%,139.6%,75.0%,105.9%,95.8%,,,63.6%,0.0%,42.4%,,34.4%,28.3%,41.2%,42.5%,46.2%,21.5%
Common Shares Outstanding,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Total Revenue,744.6,837.0,855.8,"1,081",937.2,803.8,919.3,"1,120",,,233.2,202.7,211.3,253.5,294.8,303.2,268.0,296.8,231.3,220.1
"Cost of Revenue, Total",501.6,517.1,522.5,707.5,632.0,552.6,655.1,794.1,,,159.6,149.1,153.6,173.7,207.1,225.7,185.5,213.8,168.6,173.4
Gross Profit,243.0,319.9,333.3,373.1,305.2,251.2,264.2,325.5,,,73.5,53.6,57.7,79.8,87.7,77.5,82.5,82.9,62.7,46.7
"Selling/General/Administrative Expenses, Total",148.8,174.3,199.6,217.8,191.9,171.6,178.1,208.0,,,44.8,41.3,42.0,51.8,51.7,53.6,50.3,51.0,55.3,41.6
Operating Income,98.8,145.6,133.8,155.3,113.2,79.6,86.1,117.4,,,28.8,12.3,15.7,28.1,36.0,23.9,32.2,31.9,7.32,5.12
Net Income,74.2,112.0,100.9,127.8,96.7,68.0,70.8,84.6,,,23.2,10.5,12.1,21.0,26.2,15.0,25.1,18.3,0.006,-1.68
EBITDA,166.4,211.6,219.6,244.9,203.2,178.6,171.4,229.0,,,50.1,32.8,36.3,54.2,67.2,55.4,52.8,60.6,38.3,36.2
Gross Profit Margin,32.6%,38.2%,38.9%,34.5%,32.6%,31.3%,28.7%,29.1%,,,31.5%,26.4%,27.3%,31.5%,29.7%,25.6%,30.8%,27.9%,27.1%,21.2%
Operating Margin,13.3%,17.4%,15.6%,14.4%,12.1%,9.9%,9.4%,10.5%,,,12.3%,6.1%,7.4%,11.1%,12.2%,7.9%,12.0%,10.8%,3.2%,2.3%
Net Profit Margin,10.0%,13.4%,11.8%,11.8%,10.3%,8.5%,7.7%,7.6%,,,9.9%,5.2%,5.7%,8.3%,8.9%,4.9%,9.4%,6.2%,0.0%,-0.8%
Return on Assets,12.7%,15.7%,13.1%,15.0%,10.0%,7.0%,7.4%,7.0%,,,7.1%,6.3%,7.1%,5.6%,4.9%,5.2%,6.2%,5.8%,4.1%,3.1%
Return on Equity,27.5%,32.6%,35.1%,20.7%,15.5%,11.8%,12.2%,14.3%,,,3.9%,1.9%,2.1%,3.5%,4.4%,2.6%,4.3%,3.0%,0.0%,-0.3%
Return on Total Capital,17.3%,22.7%,25.2%,19.2%,13.8%,10.2%,11.1%,9.3%,,,10.5%,9.9%,11.1%,7.1%,7.5%,8.2%,9.6%,9.6%,7.9%,5.9%
SG&A to Sale,20.0%,20.8%,23.3%,20.2%,20.5%,21.3%,19.4%,18.6%,,,19.2%,20.4%,19.9%,20.4%,17.5%,17.7%,18.8%,17.2%,23.9%,18.9%
Depreciation & Amortisation,67.7,66.0,85.9,89.6,90.0,98.9,85.3,111.6,,,21.4,20.4,20.7,26.2,31.2,31.5,20.6,28.7,31.0,31.1
Tax Rate,12.8%,9.0%,7.3%,8.0%,11.7%,10.1%,14.9%,15.0%,,,17.4%,8.2%,18.5%,15.6%,17.2%,13.7%,9.3%,26.7%,99.2%,-243.2%
Current Ratio,0.99,1.10,0.88,2.00,1.53,1.47,1.11,0.99,,,1.37,1.14,1.11,1.02,1.00,0.97,0.99,0.98,0.75,0.71
Quick Ratio,0.44,0.57,0.37,0.99,0.69,0.48,0.44,0.36,,,0.46,0.40,0.44,0.41,0.32,0.39,0.36,0.33,0.21,0.20
Days Inventory Outstanding,63.0,57.2,51.5,66.8,106.7,112.7,89.1,102.7,,,100.1,99.8,102.4,91.4,112.6,121.4,117.5,125.9,134.2,135.4
Days Sale Outstanding,52.4,62.4,60.8,45.6,60.6,54.6,56.9,59.2,,,55.0,57.4,56.9,74.7,62.7,63.0,59.2,57.7,43.5,41.7
Days Payable Outstanding,30.7,22.8,16.0,19.1,36.4,40.7,17.3,12.8,,,14.2,13.0,13.1,21.6,27.0,19.2,15.3,14.5,13.8,11.1
Cash Conversion Cycle,82.5,101.5,91.3,91.8,116.1,149.7,129.7,140.4,,,148.1,141.4,147.0,127.5,154.1,166.0,161.7,169.4,174.0,171.6
Debt to Asset Ratio,0.60,0.54,0.64,0.32,0.38,0.38,0.41,0.59,,,0.39,0.44,0.41,0.57,0.59,0.58,0.59,0.59,0.61,0.62
Debt to Equity Ratio,1.50,1.19,1.76,0.48,0.62,0.62,0.69,1.44,,,0.64,0.78,0.69,1.34,1.45,1.38,1.44,1.41,1.59,1.61
Interest Coverage Ratio,,6.23,5.10,8.71,13.5,17.7,25.3,6.18,,,39.2,13.4,12.8,12.4,6.90,4.02,5.80,5.44,1.05,0.83
Cash and Short Term Investments,32.3,62.8,110.3,157.1,99.0,99.7,53.3,38.8,,,116.1,60.7,53.3,120.4,63.7,32.9,38.8,61.8,33.2,31.3
"Total Receivables, Net",107.0,143.2,142.5,135.0,155.6,120.2,143.3,181.6,,,131.5,140.4,143.3,184.3,165.4,183.4,181.6,183.9,131.1,116.2
Total Inventory,95.2,66.9,80.6,178.4,191.0,150.3,169.6,277.1,,,150.9,197.8,169.6,148.9,272.8,232.8,277.1,296.9,286.9,263.1
Total Current Assets,239.4,275.5,339.0,476.4,466.0,378.6,370.5,504.7,,,403.8,408.4,370.5,459.0,516.2,456.0,504.7,548.3,459.1,416.1
"Property/Plant/Equipment, Total - Net",425.3,465.8,440.3,413.8,513.2,524.0,585.9,714.3,,,530.3,568.0,585.9,702.7,694.0,689.3,714.3,692.4,704.9,685.1
Total Assets,674.6,751.6,792.5,913.5,"1,013",938.5,982.5,"1,441",,,982.6,"1,003",982.5,"1,408","1,458","1,394","1,441","1,468","1,386","1,323"
Accounts Payable,49.8,14.9,30.8,43.4,82.7,40.4,21.8,33.9,,,20.0,25.3,21.8,53.6,47.3,32.7,33.9,32.3,27.8,17.2
Accrued Expenses,,15.7,15.5,15.8,14.3,11.5,20.1,23.5,,,19.3,20.0,20.1,28.9,21.0,20.3,23.5,23.8,20.5,19.7
Debt Due,182.7,199.7,292.4,133.5,155.3,113.9,246.2,418.2,,,171.9,234.2,246.2,262.9,392.1,369.7,418.2,462.9,510.5,515.7
Total Current Liabilities,240.7,250.9,386.0,238.0,303.9,258.0,332.5,510.1,,,295.5,358.2,332.5,451.9,515.9,468.8,510.1,558.6,615.9,588.8
Long Term Debt,159.1,150.9,112.8,49.7,74.4,90.0,58.9,318.8,,,74.3,66.4,58.9,342.0,334.1,326.2,318.8,274.3,203.4,195.2
Total Liabilities,405.0,408.2,505.4,296.0,386.9,359.9,402.0,851.1,,,382.8,438.1,402.0,806.7,862.3,807.9,851.1,859.9,850.5,815.7
Common Stock,225.0,225.0,225.0,300.0,300.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Additional Paid-In Capital,,,,194.2,194.2,194.2,194.2,194.2,,,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2
Retained Earnings (Accumulated Deficit),44.6,118.4,62.1,122.4,130.3,84.3,86.2,95.6,,,105.5,71.0,86.2,107.2,102.0,91.6,95.6,113.9,41.9,13.2
Shareholders' Equity,269.6,343.4,287.1,617.6,625.7,578.6,580.5,589.7,,,599.8,565.3,580.5,601.4,596.2,585.8,589.7,608.0,536.0,507.4
Cash from Operating Activities,98.8,188.6,236.1,149.4,189.4,263.1,54.5,92.2,,,59.7,-30.8,46.8,152.7,-125.4,56.2,8.74,37.6,92.7,70.9
Cash from Investing Activities,-191.4,-73.4,-37.0,-165.8,-143.2,-60.2,-121.2,-394.5,,,-14.7,-32.1,-55.7,-333.8,-16.8,-26.8,-17.1,-7.50,-15.0,-36.8
Cash from Financing Activities,72.1,-84.7,-151.6,-38.1,-55.8,-152.4,20.2,290.8,,,-37.6,7.37,1.57,251.2,85.5,-60.2,14.3,-7.15,-106.3,-36.0
Net Change in Cash,-20.5,30.5,47.5,-54.5,-9.57,50.5,-46.4,-11.5,,,7.31,-55.5,-7.35,70.1,-56.7,-30.9,5.99,23.0,-28.6,-1.88
