,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,,,,8.93,12.5,14.1,10.5,8.10,7.25,,12.1,11.8,9.30,8.00,9.15,8.18,7.20,6.83,7.65,7.25
Earnings per Share,,0.17,0.78,0.23,0.28,0.50,0.49,0.35,0.32,,0.10,0.10,0.065,0.083,0.11,0.094,0.080,0.040,0.077,0.12
Revenue per Share,,2.01,2.39,2.35,2.47,3.13,3.32,3.43,3.78,,0.85,0.87,0.85,0.87,0.94,0.96,0.98,0.91,0.96,0.99
Dividend per Share,,0.00,0.00,0.071,0.080,0.20,0.25,0.25,0.22,,,0.10,0.00,0.15,,0.080,0.00,0.14,,0.10
Capital Expenditures per Share,,0.32,0.37,0.26,0.17,0.29,0.22,0.19,0.24,,0.059,0.050,0.051,0.034,0.043,0.078,0.069,0.050,0.077,0.085
Book Value per Share,,1.28,1.12,1.35,2.93,3.29,3.54,3.61,3.68,,3.64,3.59,3.55,3.61,3.73,3.65,3.64,3.68,3.73,3.68
Price to Earnings Ratio,,,,,35.3,25.8,26.4,20.9,15.9,,25.0,26.8,19.8,20.9,25.2,21.8,20.2,15.9,25.9,23.4
Price to Book Value Ratio,,,,,3.23,4.01,3.56,2.02,1.70,,3.16,3.15,1.92,2.02,2.36,1.88,1.77,1.70,1.89,1.70
EV to EBITDA,,,,0.00,26.5,21.6,21.3,14.1,13.2,,17.8,20.1,19.4,14.1,17.6,16.1,14.9,13.2,14.3,14.3
Dividend Payout Ratio,,0.0%,0.0%,31.6%,28.8%,39.6%,50.7%,70.6%,68.1%,,,23.7%,0.0%,42.4%,,22.8%,0.0%,43.3%,,31.8%
Common Shares Outstanding,,"2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800",,"2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800"
Total Revenue,,"5,628","6,705","6,594","6,916","8,769","9,285","9,614","10,587",,"2,384","2,432","2,374","2,425","2,624","2,684","2,743","2,536","2,675","2,765"
"Cost of Revenue, Total",,"4,049","4,815","4,872","5,093","5,854","6,312","6,898","7,693",,"1,652","1,716","1,787","1,743","1,867","1,936","2,007","1,883","1,918","1,920"
Gross Profit,,"1,579","1,890","1,722","1,823","2,915","2,973","2,717","2,893",,731.4,715.5,587.1,682.8,756.8,748.6,735.5,652.5,757.3,844.4
"Selling/General/Administrative Expenses, Total",,"1,181","1,245","1,146","1,163","1,673","1,737","1,877","2,105",,450.4,467.2,458.9,500.2,518.1,516.5,534.9,535.4,535.7,526.0
Operating Income,,429.1,644.8,576.5,660.1,"1,242","1,237",840.0,788.5,,281.0,248.3,128.2,182.5,238.6,232.1,200.6,117.2,221.5,318.4
Net Income,,480.3,613.7,630.6,634.7,"1,413","1,381",991.0,904.3,,285.6,291.2,182.4,231.8,304.9,262.2,225.2,112.0,215.9,327.5
EBITDA,,716.0,"1,028",998.8,"1,136","1,786","1,813","1,443","1,421",,444.0,411.5,290.1,297.3,403.1,400.9,359.8,275.7,381.2,500.0
Gross Profit Margin,,28.1%,28.2%,26.1%,26.4%,33.2%,32.0%,28.3%,27.3%,,30.7%,29.4%,24.7%,28.2%,28.8%,27.9%,26.8%,25.7%,28.3%,30.5%
Operating Margin,,7.6%,9.6%,8.7%,9.5%,14.2%,13.3%,8.7%,7.4%,,11.8%,10.2%,5.4%,7.5%,9.1%,8.6%,7.3%,4.6%,8.3%,11.5%
Net Profit Margin,,8.5%,9.2%,9.6%,9.2%,16.1%,14.9%,10.3%,8.5%,,12.0%,12.0%,7.7%,9.6%,11.6%,9.8%,8.2%,4.4%,8.1%,11.8%
Return on Assets,,4.6%,5.8%,5.8%,5.5%,11.5%,10.9%,7.6%,6.8%,,9.9%,9.0%,7.9%,7.6%,7.6%,7.3%,7.6%,6.7%,6.1%,6.5%
Return on Equity,,13.4%,19.6%,16.7%,7.7%,15.3%,13.9%,9.8%,8.8%,,2.8%,2.9%,1.8%,2.3%,2.9%,2.6%,2.2%,1.1%,2.1%,3.2%
Return on Total Capital,,9.8%,13.5%,12.3%,6.9%,14.1%,13.2%,9.5%,8.6%,,12.1%,11.2%,10.0%,9.5%,9.4%,9.4%,9.9%,8.6%,7.7%,8.4%
SG&A to Sale,,21.0%,18.6%,17.4%,16.8%,19.1%,18.7%,19.5%,19.9%,,18.9%,19.2%,19.3%,20.6%,19.7%,19.2%,19.5%,21.1%,20.0%,19.0%
