,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Price Average,3.43,3.42,2.67,3.08,2.36,2.26,1.70,1.47,,,2.12,1.99,1.94,1.81,1.84,1.66,1.73,1.48,1.37,1.22
Earnings per Share,-0.069,0.38,0.18,0.091,0.058,-0.32,-0.24,-0.17,,,-0.090,-0.041,-0.076,-0.097,-0.077,-0.036,0.037,0.034,0.001,0.020
Revenue per Share,5.96,8.94,8.99,7.59,6.34,5.13,5.01,5.47,,,1.07,1.42,1.33,1.20,1.17,1.42,1.68,1.54,1.47,1.63
Dividend per Share,0.050,0.18,0.15,0.10,0.060,,,,,,,,,,,,,,,
Capital Expenditures per Share,0.19,0.27,0.70,0.31,0.26,0.15,0.099,0.21,,,0.026,0.029,0.033,0.037,0.025,0.030,0.12,0.015,0.026,0.063
Book Value per Share,1.86,2.23,2.24,2.20,2.15,1.78,2.08,1.90,,,1.65,1.61,2.08,1.98,1.90,1.87,1.90,2.02,2.01,2.03
Price to Earnings Ratio,,11.4,12.0,36.1,35.6,,,,,,,,,,,,,,34.5,11.7
Price to Book Value Ratio,0.96,1.83,0.95,1.36,0.92,1.12,0.87,0.82,,,1.21,1.15,0.87,0.80,0.90,0.69,0.82,0.65,0.62,0.48
EV to EBITDA,15.4,7.26,6.60,9.00,9.08,-110.3,47.7,19.7,,,-188.1,81.9,47.7,356.4,149.7,34.8,19.7,10.6,8.47,8.08
Dividend Payout Ratio,-72.1%,47.1%,82.4%,110.0%,103.6%,,,,,,,,,,,,,,,
Common Shares Outstanding,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,,,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0
Total Revenue,"1,275","1,914","1,924","1,624","1,356","1,098","1,073","1,171",,,227.9,303.5,285.5,256.9,251.3,303.2,359.8,328.5,313.6,349.7
"Cost of Revenue, Total","1,125","1,618","1,669","1,418","1,166","1,027",972.8,"1,042",,,213.3,272.9,262.5,237.6,228.9,264.8,310.7,273.5,265.9,308.4
Gross Profit,149.2,296.5,255.3,205.6,189.9,70.9,99.8,129.2,,,14.6,30.6,23.0,19.3,22.4,38.4,49.1,55.1,47.6,41.3
"Selling/General/Administrative Expenses, Total",157.2,188.4,199.6,168.7,165.9,150.4,150.3,157.5,,,36.5,39.8,36.7,40.6,40.1,39.5,31.3,39.2,41.2,40.2
Operating Income,-8.03,108.1,55.8,36.9,24.0,-79.5,-50.4,-28.3,,,-21.9,-9.17,-13.7,-21.2,-17.7,-1.11,17.7,15.9,6.44,1.09
Net Income,-14.8,81.8,39.0,19.4,12.4,-67.5,-51.3,-36.8,,,-19.3,-8.81,-16.2,-20.7,-16.4,-7.60,7.94,7.25,0.30,4.32
EBITDA,46.4,167.8,121.8,107.6,92.1,-8.38,18.3,36.9,,,3.72,1.61,1.38,-4.33,6.95,19.7,22.9,31.9,22.5,17.2
Gross Profit Margin,11.7%,15.5%,13.3%,12.7%,14.0%,6.5%,9.3%,11.0%,,,6.4%,10.1%,8.1%,7.5%,8.9%,12.7%,13.6%,16.8%,15.2%,11.8%
Operating Margin,-0.6%,5.6%,2.9%,2.3%,1.8%,-7.2%,-4.7%,-2.4%,,,-9.6%,-3.0%,-4.8%,-8.3%,-7.0%,-0.4%,4.9%,4.8%,2.1%,0.3%
Net Profit Margin,-1.2%,4.3%,2.0%,1.2%,0.9%,-6.2%,-4.8%,-3.1%,,,-8.5%,-2.9%,-5.7%,-8.1%,-6.5%,-2.5%,2.2%,2.2%,0.1%,1.2%
Return on Assets,-1.5%,7.3%,3.2%,1.6%,1.1%,-6.2%,-4.8%,-3.3%,,,-6.9%,-4.9%,-4.8%,-6.0%,-5.7%,-5.4%,-3.2%,-0.8%,0.7%,1.7%
Return on Equity,-3.7%,17.2%,8.1%,4.1%,2.7%,-17.8%,-11.6%,-9.0%,,,-5.4%,-2.6%,-3.6%,-4.9%,-4.0%,-1.9%,1.9%,1.7%,0.1%,1.0%
Return on Total Capital,-2.9%,14.4%,6.3%,3.4%,2.4%,-16.7%,-11.4%,-8.7%,,,-19.1%,-14.1%,-11.4%,-15.2%,-15.1%,-15.1%,-8.7%,-2.0%,1.8%,4.4%
SG&A to Sale,12.3%,9.8%,10.4%,10.4%,12.2%,13.7%,14.0%,13.4%,,,16.0%,13.1%,12.9%,15.8%,15.9%,13.0%,8.7%,11.9%,13.1%,11.5%
Depreciation & Amortisation,54.4,59.7,66.0,70.7,68.1,71.1,68.7,65.1,,,25.6,10.8,15.1,16.9,24.6,20.8,5.12,16.0,16.0,16.1
Tax Rate,0.0%,17.4%,20.5%,14.5%,13.6%,20.0%,20.6%,20.8%,,,20.8%,16.2%,22.6%,19.0%,19.6%,19.2%,10.8%,29.8%,75.9%,-89.6%
Current Ratio,0.85,0.95,0.89,0.81,0.67,0.58,0.57,0.63,,,0.59,0.60,0.57,0.54,0.55,0.59,0.63,0.67,0.68,0.70
Quick Ratio,0.44,0.58,0.51,0.54,0.30,0.27,0.34,0.36,,,0.30,0.38,0.34,0.31,0.31,0.31,0.36,0.49,0.49,0.52
Days Inventory Outstanding,42.2,39.9,39.7,43.0,54.7,63.8,54.1,51.1,,,63.6,57.9,49.7,47.8,54.7,64.7,63.1,48.2,37.8,35.7
Days Sale Outstanding,61.6,68.5,56.0,76.5,49.6,57.7,71.5,78.6,,,68.8,82.5,71.5,67.5,69.5,76.8,78.6,101.0,95.9,101.0
Days Payable Outstanding,47.4,48.3,54.8,29.9,0.00,19.4,39.9,38.5,,,0.00,0.00,19.4,19.1,0.00,0.00,20.4,19.7,0.00,0.00
Cash Conversion Cycle,54.4,34.1,50.9,114.5,125.3,84.4,80.6,82.3,,,129.9,131.6,88.4,117.2,122.5,137.9,97.6,135.8,133.9,132.5
Debt to Asset Ratio,0.61,0.61,0.60,0.61,0.60,0.64,0.59,0.64,,,0.65,0.66,0.59,0.61,0.63,0.66,0.64,0.63,0.63,0.64
Debt to Equity Ratio,1.56,1.54,1.53,1.59,1.47,1.77,1.46,1.78,,,1.87,1.96,1.46,1.57,1.72,1.91,1.78,1.72,1.73,1.77
Interest Coverage Ratio,,5.77,2.98,1.85,1.34,,,,,,,,,,,,3.60,3.14,1.20,0.20
Cash and Short Term Investments,23.6,36.4,36.6,8.84,35.2,23.0,12.5,2.71,,,6.67,1.94,12.5,10.9,1.50,19.3,2.71,7.83,2.67,17.3
"Total Receivables, Net",215.0,359.1,295.2,340.5,184.2,173.6,210.1,252.3,,,193.5,245.8,210.1,198.4,209.0,230.9,252.3,344.0,343.0,374.1
Total Inventory,165.7,187.7,175.8,158.6,191.1,167.7,120.6,170.9,,,172.7,144.3,120.6,137.6,163.0,189.5,170.9,113.9,117.0,109.4
Total Current Assets,414.1,589.6,515.6,509.6,411.2,365.8,353.2,433.1,,,372.9,392.1,353.2,346.9,373.4,439.7,433.1,475.0,476.6,509.2
"Property/Plant/Equipment, Total - Net",582.1,600.6,679.1,673.6,665.5,616.9,706.9,668.1,,,583.1,572.0,706.9,692.1,677.6,685.5,668.1,653.2,647.7,640.8
Total Assets,"1,018","1,211","1,212","1,216","1,138","1,054","1,093","1,135",,,"1,017","1,024","1,093","1,089","1,108","1,162","1,135","1,174","1,174","1,200"
Accounts Payable,159.6,268.3,232.7,,,109.2,103.5,116.5,,,,,103.5,,,,116.5,,,
Accrued Expenses,11.5,15.4,17.9,0.20,0.22,1.34,2.05,0.78,,,1.34,1.23,2.05,2.05,2.05,2.05,0.78,0.78,1.12,1.12
Debt Due,290.8,296.2,312.2,401.3,440.3,493.6,483.8,534.3,,,484.9,486.9,483.8,493.8,505.4,530.9,534.3,544.4,534.0,530.8
Total Current Liabilities,488.0,622.5,582.3,631.8,612.5,635.1,624.2,692.9,,,635.1,653.8,624.2,645.4,681.3,741.9,692.9,708.1,702.2,725.0
Long Term Debt,116.3,92.9,135.7,97.0,47.6,24.8,4.98,17.3,,,13.1,8.97,4.98,3.46,3.08,2.70,17.3,15.9,14.5,13.0
Total Liabilities,621.0,734.5,732.8,746.6,677.7,673.9,648.7,727.3,,,663.2,678.3,648.7,665.2,701.2,762.0,727.3,741.7,744.6,766.5
Common Stock,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,,,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0
Additional Paid-In Capital,144.2,144.2,144.2,144.2,144.2,144.2,144.2,144.2,,,144.2,144.2,144.2,144.2,144.2,144.2,144.2,144.2,144.2,144.2
Retained Earnings (Accumulated Deficit),38.9,118.3,121.2,111.6,102.6,22.2,-33.4,-70.2,,,-4.12,-12.9,-33.4,-54.1,-70.5,-78.1,-70.2,-45.5,-48.4,-44.1
Shareholders' Equity,397.1,476.6,479.5,469.8,460.8,380.4,444.3,407.6,,,354.1,345.3,444.3,423.6,407.2,399.6,407.6,432.2,429.3,433.6
Cash from Operating Activities,27.4,114.5,174.7,41.8,119.0,27.9,58.2,-8.78,,,18.2,7.70,28.9,3.67,-10.9,2.42,-3.96,4.72,18.0,38.3
Cash from Investing Activities,-113.1,-49.7,-175.6,-66.7,-59.1,-34.1,-21.4,-45.7,,,-6.39,-5.93,-6.62,-9.57,-5.26,-5.11,-25.7,-3.16,-5.97,-13.4
Cash from Financing Activities,108.5,-52.1,1.11,-2.79,-33.5,-5.93,-47.3,44.6,,,-13.2,-6.49,-11.8,4.32,6.75,20.5,13.1,3.56,-17.2,-10.1
Net Change in Cash,22.7,12.7,0.21,-27.7,26.4,-12.2,-10.5,-9.80,,,-1.37,-4.73,10.6,-1.58,-9.43,17.8,-16.6,5.12,-5.16,14.7
Free Cashflows,-13.9,57.0,24.6,-24.1,62.8,-5.29,36.9,-54.7,,,12.7,1.44,21.8,-4.23,-16.3,-4.09,-30.1,1.56,12.6,24.7
Free Cashflow per Share,-0.065,0.27,0.11,-0.11,0.29,-0.025,0.17,-0.26,,,0.059,0.007,0.10,-0.020,-0.076,-0.019,-0.14,0.007,0.059,0.12
